query,dag_id,dag_text,tools,edges,topo_family,source,split,strict_fix_applied,had_duplicate_node_labels,original_tools,tool_count,canonical_dag_hash,canonical_toolset_hash,num_nodes,num_edges,query_condition,structural_twin_group,heldout_topology,dataset_version
"Can you restart the service, rotate the API key, and handle the failed task concurrently? After those steps are completed, initiate the approval workflow.",765,"restart_service -> dispatch_approval_workflow, retry_failed_task -> dispatch_approval_workflow, rotate_api_key -> dispatch_approval_workflow",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,3094b30a261148ce,17aca7d328024a36,4,3,paraphrase,17aca7d328024a36,False,campaign_v4
"The workflow should begin with three tasks running in parallel: restarting the service, rotating the API key, and retrying the failed task. Only after all three of these are finished, the approval workflow can be dispatched.",765,"restart_service -> dispatch_approval_workflow, retry_failed_task -> dispatch_approval_workflow, rotate_api_key -> dispatch_approval_workflow",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,3094b30a261148ce,17aca7d328024a36,4,3,structural_clear,17aca7d328024a36,False,campaign_v4
"Start by running three processes simultaneously: reset the service, update the API key, and attempt the failed task again. After these are all completed, trigger the approval workflow.",765,"restart_service -> dispatch_approval_workflow, retry_failed_task -> dispatch_approval_workflow, rotate_api_key -> dispatch_approval_workflow",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,3094b30a261148ce,17aca7d328024a36,4,3,structural_paraphrase,17aca7d328024a36,False,campaign_v4
"Kick off by refreshing the system, updating the credentials, and reattempting the incomplete operation at the same time. When all of those are finalized, move forward with seeking approval.",765,"restart_service -> dispatch_approval_workflow, retry_failed_task -> dispatch_approval_workflow, rotate_api_key -> dispatch_approval_workflow",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,3094b30a261148ce,17aca7d328024a36,4,3,lexical,17aca7d328024a36,False,campaign_v4
"Start by handling multiple tasks together: get the application back online, ensure the credentials are updated, and fix the incomplete process. Once these are wrapped up, move forward with the next step, which requires managerial approval.",765,"restart_service -> dispatch_approval_workflow, retry_failed_task -> dispatch_approval_workflow, rotate_api_key -> dispatch_approval_workflow",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,3094b30a261148ce,17aca7d328024a36,4,3,confusable,17aca7d328024a36,False,campaign_v4
"Please restart the service and rotate the API key at the same time. After both are done, retry the failed task, and once that completes, dispatch the approval workflow.",766,"restart_service -> retry_failed_task, retry_failed_task -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,371aef84ed62a034,17aca7d328024a36,4,3,standard,17aca7d328024a36,False,campaign_v4
"Begin by restarting the service while simultaneously rotating the API key. When both of these actions are finished, proceed to retry any tasks that failed, and finally, initiate the approval process after the retry is complete.",766,"restart_service -> retry_failed_task, retry_failed_task -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,371aef84ed62a034,17aca7d328024a36,4,3,paraphrase,17aca7d328024a36,False,campaign_v4
"The service restart and API key rotation should occur concurrently. Once these two are completed, retry the task that failed. After the retry finishes successfully, start the approval workflow.",766,"restart_service -> retry_failed_task, retry_failed_task -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,371aef84ed62a034,17aca7d328024a36,4,3,structural_clear,17aca7d328024a36,False,campaign_v4
"Restart the service and rotate the API key simultaneously. After both of these steps are done, the next step is to retry the failed task. Only after the retry concludes can the approval process be dispatched.",766,"restart_service -> retry_failed_task, retry_failed_task -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,371aef84ed62a034,17aca7d328024a36,4,3,structural_paraphrase,17aca7d328024a36,False,campaign_v4
"Kick off the process by getting the system back on track and refreshing access credentials. These steps should happen in parallel. Once everything is set up, revisit any incomplete operations and try them again. After resolving those, move forward with requesting sign-offs.",766,"restart_service -> retry_failed_task, retry_failed_task -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,371aef84ed62a034,17aca7d328024a36,4,3,lexical,17aca7d328024a36,False,campaign_v4
"Start by fixing the system and updating login permissions at the same time. When those are done, deal with any unfinished jobs and ensure they are taken care of. Finally, once everything is resolved, send out requests for authorization to move forward.",766,"restart_service -> retry_failed_task, retry_failed_task -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->2;1->2;2->3,y_shape,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,371aef84ed62a034,17aca7d328024a36,4,3,confusable,17aca7d328024a36,False,campaign_v4
"Please restart the service first, then rotate the API key. Once the key is rotated, retry any failed tasks and start the approval workflow simultaneously.",767,"restart_service -> rotate_api_key, rotate_api_key -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,0a8b0226f47a0fa0,17aca7d328024a36,4,3,standard,17aca7d328024a36,False,campaign_v4
"Begin by refreshing the service, followed by updating the API key. After that, handle the failed tasks and initiate the approval process at the same time.",767,"restart_service -> rotate_api_key, rotate_api_key -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,0a8b0226f47a0fa0,17aca7d328024a36,4,3,paraphrase,17aca7d328024a36,False,campaign_v4
"The service needs to be restarted first. After that, the API key rotation can begin. Once the API key rotation is complete, retrying failed tasks and dispatching the approval workflow can happen concurrently.",767,"restart_service -> rotate_api_key, rotate_api_key -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,0a8b0226f47a0fa0,17aca7d328024a36,4,3,structural_clear,17aca7d328024a36,False,campaign_v4
"Start by restarting the service. When the service restart finishes, proceed to rotate the API key. After the key rotation is done, retry tasks that have failed and launch the approval workflow simultaneously.",767,"restart_service -> rotate_api_key, rotate_api_key -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,0a8b0226f47a0fa0,17aca7d328024a36,4,3,structural_paraphrase,17aca7d328024a36,False,campaign_v4
"First, refresh the backend system. After that, update the security credentials. Once the update is finished, address any incomplete operations while simultaneously initiating the sign-off procedure.",767,"restart_service -> rotate_api_key, rotate_api_key -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,0a8b0226f47a0fa0,17aca7d328024a36,4,3,lexical,17aca7d328024a36,False,campaign_v4
"Restart the system first, and then secure the access credentials. Following that, resolve outstanding issues and begin the approval process concurrently.",767,"restart_service -> rotate_api_key, rotate_api_key -> dispatch_approval_workflow, rotate_api_key -> retry_failed_task",restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,0->1;1->2;1->3,inverted_y,azure_gpt4o,candidate_only,FALSE,FALSE,restart_service;rotate_api_key;retry_failed_task;dispatch_approval_workflow,45,0a8b0226f47a0fa0,17aca7d328024a36,4,3,confusable,17aca7d328024a36,False,campaign_v4
"First, isolate the system to ensure nothing spreads. Then, scan it thoroughly for any malware. Once that's complete, distribute the workload to the appropriate workers. Finally, update the username as needed.",768,"fanout_tasks_to_workers -> edit_username, quarantine_system -> scan_system_for_malware, scan_system_for_malware -> fanout_tasks_to_workers",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,9a3455863d9cf9e9,33052799c3734b55,4,3,standard,33052799c3734b55,False,campaign_v4
"Start by quarantining the system to keep it secure. After that, perform a malware scan to detect any threats. Next, assign tasks to the workers. Lastly, make any necessary changes to the username.",768,"fanout_tasks_to_workers -> edit_username, quarantine_system -> scan_system_for_malware, scan_system_for_malware -> fanout_tasks_to_workers",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,9a3455863d9cf9e9,33052799c3734b55,4,3,paraphrase,33052799c3734b55,False,campaign_v4
"The process has a strict order: first, the system must be quarantined to prevent issues. Once that is done, the system can be scanned for malware. After the scan is complete, tasks are distributed to the workers. The final step, which depends on all prior steps, is editing the username.",768,"fanout_tasks_to_workers -> edit_username, quarantine_system -> scan_system_for_malware, scan_system_for_malware -> fanout_tasks_to_workers",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,9a3455863d9cf9e9,33052799c3734b55,4,3,structural_clear,33052799c3734b55,False,campaign_v4
"This workflow is fully sequential: you need to begin by isolating the system. Only when that is done can a malware scan be conducted. Tasks can only be distributed after the scan is complete, and the username can only be updated after all previous steps are finished.",768,"fanout_tasks_to_workers -> edit_username, quarantine_system -> scan_system_for_malware, scan_system_for_malware -> fanout_tasks_to_workers",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,9a3455863d9cf9e9,33052799c3734b55,4,3,structural_paraphrase,33052799c3734b55,False,campaign_v4
"First, make sure the environment is contained to avoid any risks. Next, check for harmful software or files on the system. Once that's resolved, assign the necessary tasks to the right people or systems. Finally, make adjustments to the user profile information.",768,"fanout_tasks_to_workers -> edit_username, quarantine_system -> scan_system_for_malware, scan_system_for_malware -> fanout_tasks_to_workers",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,9a3455863d9cf9e9,33052799c3734b55,4,3,lexical,33052799c3734b55,False,campaign_v4
"Secure the system first to lock it down. Then inspect it for any issues or security threats. After everything checks out, assign jobs or responsibilities to the appropriate workers. As the last step, update user account details if required.",768,"fanout_tasks_to_workers -> edit_username, quarantine_system -> scan_system_for_malware, scan_system_for_malware -> fanout_tasks_to_workers",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,9a3455863d9cf9e9,33052799c3734b55,4,3,confusable,33052799c3734b55,False,campaign_v4
"First quarantine the system to isolate any potential threats, then scan it for malware. At the same time, distribute tasks to workers and make adjustments to the username once the system is secure.",769,"quarantine_system -> edit_username, quarantine_system -> fanout_tasks_to_workers, quarantine_system -> scan_system_for_malware",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,123c40c6cc97f705,33052799c3734b55,4,3,standard,33052799c3734b55,False,campaign_v4
"Begin by securing the system and ensuring it's quarantined. Once that's done, proceed to check for malware. While the scan is happening, simultaneously assign tasks to workers and modify the username as needed.",769,"quarantine_system -> edit_username, quarantine_system -> fanout_tasks_to_workers, quarantine_system -> scan_system_for_malware",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,123c40c6cc97f705,33052799c3734b55,4,3,paraphrase,33052799c3734b55,False,campaign_v4
"The system needs to be quarantined first before anything else can proceed. After quarantine is complete, scanning for malware can begin. Concurrently, while scanning is underway, tasks can be dispatched to workers and the username can be updated.",769,"quarantine_system -> edit_username, quarantine_system -> fanout_tasks_to_workers, quarantine_system -> scan_system_for_malware",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,123c40c6cc97f705,33052799c3734b55,4,3,structural_clear,33052799c3734b55,False,campaign_v4
"Start by isolating the system to prevent any issues. Once isolation is complete, you can run a malware check and, at the same time, distribute work to multiple workers while also making changes to the username. All subsequent tasks depend on the completion of the quarantine step.",769,"quarantine_system -> edit_username, quarantine_system -> fanout_tasks_to_workers, quarantine_system -> scan_system_for_malware",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,123c40c6cc97f705,33052799c3734b55,4,3,structural_paraphrase,33052799c3734b55,False,campaign_v4
"Secure the environment to ensure no interference occurs, then inspect it thoroughly for harmful files or programs. Concurrently, allocate responsibilities to team members and tweak the account name after the initial security measure is complete.",769,"quarantine_system -> edit_username, quarantine_system -> fanout_tasks_to_workers, quarantine_system -> scan_system_for_malware",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,123c40c6cc97f705,33052799c3734b55,4,3,lexical,33052799c3734b55,False,campaign_v4
"Set up a secure barrier around the system first, then perform a detailed check to identify anything suspicious. While that inspection is happening, send out work assignments and adjust the account name, as long as the quarantine process has finished beforehand.",769,"quarantine_system -> edit_username, quarantine_system -> fanout_tasks_to_workers, quarantine_system -> scan_system_for_malware",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,123c40c6cc97f705,33052799c3734b55,4,3,confusable,33052799c3734b55,False,campaign_v4
"Please start by isolating the system and scanning it for any malware. While that's happening, also distribute tasks to the workers. Once all of those are completed, go ahead and update the username.",770,"fanout_tasks_to_workers -> edit_username, quarantine_system -> edit_username, scan_system_for_malware -> edit_username",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,d13ed49164c4f763,33052799c3734b55,4,3,standard,33052799c3734b55,False,campaign_v4
"Begin by quarantining the system and performing a malware check. At the same time, assign tasks to the workers. After these initial steps are finished, proceed to modify the username.",770,"fanout_tasks_to_workers -> edit_username, quarantine_system -> edit_username, scan_system_for_malware -> edit_username",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,d13ed49164c4f763,33052799c3734b55,4,3,paraphrase,33052799c3734b55,False,campaign_v4
"The quarantine process and malware scanning must be performed first. At the same time, tasks should be distributed to the workers. Only after these three steps are done should the username be edited.",770,"fanout_tasks_to_workers -> edit_username, quarantine_system -> edit_username, scan_system_for_malware -> edit_username",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,d13ed49164c4f763,33052799c3734b55,4,3,structural_clear,33052799c3734b55,False,campaign_v4
"Start by isolating the system and checking it for threats, while concurrently distributing assignments to workers. Once all these processes are complete, you can safely proceed to change the username.",770,"fanout_tasks_to_workers -> edit_username, quarantine_system -> edit_username, scan_system_for_malware -> edit_username",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,d13ed49164c4f763,33052799c3734b55,4,3,structural_paraphrase,33052799c3734b55,False,campaign_v4
"Lock down the system's environment and inspect it for harmful software. Simultaneously, break down the workload and assign it to team members. After everything has been handled, make the necessary updates to the user account name.",770,"fanout_tasks_to_workers -> edit_username, quarantine_system -> edit_username, scan_system_for_malware -> edit_username",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,d13ed49164c4f763,33052799c3734b55,4,3,lexical,33052799c3734b55,False,campaign_v4
"Quarantine the system, scan for vulnerabilities, and distribute the tasks to workers all at the start. After ensuring everything is in place, handle the account name adjustment.",770,"fanout_tasks_to_workers -> edit_username, quarantine_system -> edit_username, scan_system_for_malware -> edit_username",quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,0->3;1->3;2->3,fanin_3,azure_gpt4o,candidate_only,FALSE,FALSE,quarantine_system;scan_system_for_malware;fanout_tasks_to_workers;edit_username,45,d13ed49164c4f763,33052799c3734b55,4,3,confusable,33052799c3734b55,False,campaign_v4
