query,ground_truth,domain_note
Set up a workstation environment for Alice on the HR team.,provision_workspace,
Provision a new workspace for Frank in Finance.,provision_workspace,
Set up a workstation environment for Grace on the HR team.,provision_workspace,
Create a fresh desktop setup so Alice can start with HR.,provision_workspace,
Create a fresh desktop setup so Alice can start with Marketing.,provision_workspace,
Provision a new workspace for Frank in Engineering.,provision_workspace,
Provision a new workspace for Eve in Finance.,provision_workspace,
Set up a workstation environment for Eve on the Legal team.,provision_workspace,
Create a fresh desktop setup so Eve can start with Legal.,provision_workspace,
Set up a workstation environment for Bob on the Engineering team.,provision_workspace,
Provision a new workspace for Grace in Marketing.,provision_workspace,
Set up a workstation environment for Charlie on the Finance team.,provision_workspace,
Provision a new workspace for Diana in Marketing.,provision_workspace,
Restore Grace's credentials for the Engineering systems.,reset_user_password,
Restore Alice's credentials for the Marketing systems.,reset_user_password,
Reset the password for Frank so they can get back into cdn-edge-06.,reset_user_password,
Help Diana sign in again by resetting their access.,reset_user_password,
Restore Diana's credentials for the Finance systems.,reset_user_password,
Reset the password for Diana so they can get back into payment-api-03.,reset_user_password,
Help Frank sign in again by resetting their access.,reset_user_password,
Restore Eve's credentials for the Engineering systems.,reset_user_password,
Reset the password for Diana so they can get back into staging-db-02.,reset_user_password,
Help Charlie sign in again by resetting their access.,reset_user_password,
Restore Charlie's credentials for the Legal systems.,reset_user_password,
Help Bob sign in again by resetting their access.,reset_user_password,
Reset the password for Grace so they can get back into staging-db-02.,reset_user_password,
Reset the password for Alice so they can get back into staging-db-02.,reset_user_password,
Reset the password for Charlie so they can get back into ml-infer-05.,reset_user_password,
Reset the password for Bob so they can get back into payment-api-03.,reset_user_password,
Help Grace sign in again by resetting their access.,reset_user_password,
Reset the password for Eve so they can get back into prod-web-01.,reset_user_password,
Reset the password for Bob so they can get back into auth-svc-04.,reset_user_password,
Help Alice sign in again by resetting their access.,reset_user_password,
Reset the password for Frank so they can get back into ml-infer-05.,reset_user_password,
Reset the password for Charlie so they can get back into staging-db-02.,reset_user_password,
Restore Eve's credentials for the HR systems.,reset_user_password,
Restore Eve's credentials for the Legal systems.,reset_user_password,
Restore Diana's credentials for the Marketing systems.,reset_user_password,
Reset the password for Frank so they can get back into prod-web-01.,reset_user_password,
Reset the password for Diana so they can get back into cdn-edge-06.,reset_user_password,
Reset the password for Charlie so they can get back into payment-api-03.,reset_user_password,
Reset the password for Bob so they can get back into cdn-edge-06.,reset_user_password,
Restore Alice's credentials for the HR systems.,reset_user_password,
Help Eve sign in again by resetting their access.,reset_user_password,
Restore Bob's credentials for the Marketing systems.,reset_user_password,
Reset the password for Frank so they can get back into payment-api-03.,reset_user_password,
Restore Eve's credentials for the Marketing systems.,reset_user_password,
Reset the password for Bob so they can get back into ml-infer-05.,reset_user_password,
Restore Alice's credentials for the Legal systems.,reset_user_password,
Restore Grace's credentials for the HR systems.,reset_user_password,
Reset the password for Alice so they can get back into payment-api-03.,reset_user_password,
Restore Grace's credentials for the Legal systems.,reset_user_password,
Restore Diana's credentials for the Engineering systems.,reset_user_password,
Reset the password for Frank so they can get back into auth-svc-04.,reset_user_password,
Restore Frank's credentials for the Legal systems.,reset_user_password,
Restore Charlie's credentials for the Marketing systems.,reset_user_password,
Reset the password for Bob so they can get back into staging-db-02.,reset_user_password,
Reset the password for Eve so they can get back into cdn-edge-06.,reset_user_password,
Reset the password for Grace so they can get back into prod-web-01.,reset_user_password,
Reset the password for Grace so they can get back into payment-api-03.,reset_user_password,
Reset the password for Charlie so they can get back into cdn-edge-06.,reset_user_password,
Reset the password for Alice so they can get back into auth-svc-04.,reset_user_password,
Reset the password for Grace so they can get back into ml-infer-05.,reset_user_password,
Reset the password for Alice so they can get back into ml-infer-05.,reset_user_password,
Restore Alice's credentials for the Finance systems.,reset_user_password,
Restore Bob's credentials for the Engineering systems.,reset_user_password,
Restore Diana's credentials for the Legal systems.,reset_user_password,
Restore Bob's credentials for the Legal systems.,reset_user_password,
Reset the password for Alice so they can get back into cdn-edge-06.,reset_user_password,
Restore Eve's credentials for the Finance systems.,reset_user_password,
Restore Charlie's credentials for the Engineering systems.,reset_user_password,
Reset the password for Grace so they can get back into cdn-edge-06.,reset_user_password,
Restore Charlie's credentials for the HR systems.,reset_user_password,
Restore Bob's credentials for the HR systems.,reset_user_password,
Reset the password for Diana so they can get back into prod-web-01.,reset_user_password,
Restore Frank's credentials for the Finance systems.,reset_user_password,
Reset the password for Bob so they can get back into prod-web-01.,reset_user_password,
Reset the password for Eve so they can get back into ml-infer-05.,reset_user_password,
Restore Alice's credentials for the Engineering systems.,reset_user_password,
Restore Frank's credentials for the Engineering systems.,reset_user_password,
Bounce the stuck process on cdn-edge-06 before Finance uses it.,restart_service,
Restart the service running on payment-api-03 for Engineering.,restart_service,
Restart the service running on prod-web-01 for Marketing.,restart_service,
Restart the service running on cdn-edge-06 for Legal.,restart_service,
Bounce the stuck process on auth-svc-04 before Engineering uses it.,restart_service,
Restart the service running on prod-web-01 for Finance.,restart_service,
Restart the service running on cdn-edge-06 for HR.,restart_service,
Bring the service on staging-db-02 back up for Legal.,restart_service,
Restart the service running on cdn-edge-06 for Engineering.,restart_service,
Bring the service on prod-web-01 back up for Finance.,restart_service,
Restart the service running on prod-web-01 for Legal.,restart_service,
Bring the service on staging-db-02 back up for Engineering.,restart_service,
Bounce the stuck process on staging-db-02 before Engineering uses it.,restart_service,
Bring the service on cdn-edge-06 back up for HR.,restart_service,
Bring the service on payment-api-03 back up for Finance.,restart_service,
Restart the service running on staging-db-02 for Legal.,restart_service,
Bounce the stuck process on ml-infer-05 before Finance uses it.,restart_service,
Bring the service on payment-api-03 back up for Legal.,restart_service,
Bounce the stuck process on auth-svc-04 before Finance uses it.,restart_service,
Bounce the stuck process on staging-db-02 before Legal uses it.,restart_service,
Bring the service on ml-infer-05 back up for HR.,restart_service,
Bounce the stuck process on staging-db-02 before Marketing uses it.,restart_service,
Bounce the stuck process on prod-web-01 before HR uses it.,restart_service,
Restart the service running on staging-db-02 for HR.,restart_service,
Restart the service running on payment-api-03 for Marketing.,restart_service,
Bring the service on auth-svc-04 back up for Legal.,restart_service,
Bring the service on payment-api-03 back up for Marketing.,restart_service,
Bounce the stuck process on cdn-edge-06 before Legal uses it.,restart_service,
Restart the service running on auth-svc-04 for Engineering.,restart_service,
Bring the service on auth-svc-04 back up for Marketing.,restart_service,
Restart the service running on auth-svc-04 for HR.,restart_service,
Bounce the stuck process on cdn-edge-06 before Marketing uses it.,restart_service,
Restart the service running on staging-db-02 for Finance.,restart_service,
Bounce the stuck process on cdn-edge-06 before Engineering uses it.,restart_service,
Restart the service running on auth-svc-04 for Marketing.,restart_service,
Bring the service on ml-infer-05 back up for Legal.,restart_service,
Restart the service running on ml-infer-05 for Legal.,restart_service,
Restart the service running on payment-api-03 for HR.,restart_service,
Bring the service on cdn-edge-06 back up for Engineering.,restart_service,
Restart the service running on cdn-edge-06 for Finance.,restart_service,
Bounce the stuck process on prod-web-01 before Marketing uses it.,restart_service,
Bring the service on staging-db-02 back up for Marketing.,restart_service,
Bounce the stuck process on staging-db-02 before HR uses it.,restart_service,
Bring the service on auth-svc-04 back up for Finance.,restart_service,
Bring the service on prod-web-01 back up for Engineering.,restart_service,
Bring the service on prod-web-01 back up for Marketing.,restart_service,
Bounce the stuck process on ml-infer-05 before Legal uses it.,restart_service,
Bounce the stuck process on prod-web-01 before Engineering uses it.,restart_service,
Bounce the stuck process on prod-web-01 before Finance uses it.,restart_service,
Restart the service running on ml-infer-05 for HR.,restart_service,
Restart the service running on payment-api-03 for Legal.,restart_service,
Bring the service on cdn-edge-06 back up for Legal.,restart_service,
Bounce the stuck process on payment-api-03 before Marketing uses it.,restart_service,
Bounce the stuck process on payment-api-03 before Engineering uses it.,restart_service,
Bounce the stuck process on auth-svc-04 before Marketing uses it.,restart_service,
Bring the service on prod-web-01 back up for Legal.,restart_service,
Bring the service on cdn-edge-06 back up for Marketing.,restart_service,
Bring the service on auth-svc-04 back up for HR.,restart_service,
Bounce the stuck process on ml-infer-05 before Engineering uses it.,restart_service,
Restart the service running on payment-api-03 for Finance.,restart_service,
Restart the service running on auth-svc-04 for Legal.,restart_service,
Bring the service on payment-api-03 back up for Engineering.,restart_service,
Restart the service running on prod-web-01 for Engineering.,restart_service,
Bounce the stuck process on prod-web-01 before Legal uses it.,restart_service,
Bring the service on auth-svc-04 back up for Engineering.,restart_service,
Restart the service running on staging-db-02 for Marketing.,restart_service,
Restart the service running on cdn-edge-06 for Marketing.,restart_service,
File a support case for Alice about the staging-db-02 outage.,create_support_ticket,
Create a support ticket for Charlie's issue with staging-db-02.,create_support_ticket,
File a support case for Diana about the ml-infer-05 outage.,create_support_ticket,
Open a help ticket so HR can track the problem on auth-svc-04.,create_support_ticket,
File a support case for Bob about the payment-api-03 outage.,create_support_ticket,
Open a help ticket so Engineering can track the problem on ml-infer-05.,create_support_ticket,
Create a support ticket for Diana's issue with staging-db-02.,create_support_ticket,
File a support case for Frank about the auth-svc-04 outage.,create_support_ticket,
File a support case for Grace about the auth-svc-04 outage.,create_support_ticket,
File a support case for Alice about the payment-api-03 outage.,create_support_ticket,
Create a support ticket for Eve's issue with staging-db-02.,create_support_ticket,
File a support case for Grace about the ml-infer-05 outage.,create_support_ticket,
File a support case for Alice about the ml-infer-05 outage.,create_support_ticket,
Create a support ticket for Grace's issue with auth-svc-04.,create_support_ticket,
Open a help ticket so Finance can track the problem on cdn-edge-06.,create_support_ticket,
Create a support ticket for Diana's issue with payment-api-03.,create_support_ticket,
Create a support ticket for Grace's issue with staging-db-02.,create_support_ticket,
File a support case for Eve about the auth-svc-04 outage.,create_support_ticket,
Open a help ticket so HR can track the problem on ml-infer-05.,create_support_ticket,
Open a help ticket so HR can track the problem on payment-api-03.,create_support_ticket,
File a support case for Frank about the staging-db-02 outage.,create_support_ticket,
Open a help ticket so Finance can track the problem on staging-db-02.,create_support_ticket,
Create a support ticket for Frank's issue with staging-db-02.,create_support_ticket,
Create a support ticket for Eve's issue with payment-api-03.,create_support_ticket,
Open a help ticket so Legal can track the problem on prod-web-01.,create_support_ticket,
File a support case for Charlie about the payment-api-03 outage.,create_support_ticket,
Open a help ticket so Engineering can track the problem on cdn-edge-06.,create_support_ticket,
File a support case for Frank about the payment-api-03 outage.,create_support_ticket,
Open a help ticket so Legal can track the problem on staging-db-02.,create_support_ticket,
Create a support ticket for Frank's issue with prod-web-01.,create_support_ticket,
Open a help ticket so Finance can track the problem on auth-svc-04.,create_support_ticket,
File a support case for Alice about the prod-web-01 outage.,create_support_ticket,
Open a help ticket so Finance can track the problem on ml-infer-05.,create_support_ticket,
File a support case for Diana about the prod-web-01 outage.,create_support_ticket,
Open a help ticket so Engineering can track the problem on auth-svc-04.,create_support_ticket,
Open a help ticket so Engineering can track the problem on prod-web-01.,create_support_ticket,
Create a support ticket for Eve's issue with prod-web-01.,create_support_ticket,
Create a support ticket for Grace's issue with ml-infer-05.,create_support_ticket,
Open a help ticket so Marketing can track the problem on staging-db-02.,create_support_ticket,
Create a support ticket for Eve's issue with ml-infer-05.,create_support_ticket,
File a support case for Eve about the cdn-edge-06 outage.,create_support_ticket,
File a support case for Alice about the auth-svc-04 outage.,create_support_ticket,
Create a support ticket for Diana's issue with ml-infer-05.,create_support_ticket,
Create a support ticket for Alice's issue with prod-web-01.,create_support_ticket,
Create a support ticket for Alice's issue with auth-svc-04.,create_support_ticket,
Create a support ticket for Frank's issue with ml-infer-05.,create_support_ticket,
Open a help ticket so HR can track the problem on prod-web-01.,create_support_ticket,
Create a support ticket for Eve's issue with auth-svc-04.,create_support_ticket,
File a support case for Alice about the cdn-edge-06 outage.,create_support_ticket,
Create a support ticket for Frank's issue with cdn-edge-06.,create_support_ticket,
Open a help ticket so Marketing can track the problem on ml-infer-05.,create_support_ticket,
Open a help ticket so Engineering can track the problem on payment-api-03.,create_support_ticket,
Create a support ticket for Charlie's issue with payment-api-03.,create_support_ticket,
Open a help ticket so Engineering can track the problem on staging-db-02.,create_support_ticket,
File a support case for Charlie about the ml-infer-05 outage.,create_support_ticket,
Create a support ticket for Grace's issue with prod-web-01.,create_support_ticket,
Open a help ticket so Marketing can track the problem on payment-api-03.,create_support_ticket,
File a support case for Diana about the payment-api-03 outage.,create_support_ticket,
File a support case for Grace about the cdn-edge-06 outage.,create_support_ticket,
Create a support ticket for Bob's issue with auth-svc-04.,create_support_ticket,
File a support case for Charlie about the cdn-edge-06 outage.,create_support_ticket,
Open a help ticket so Marketing can track the problem on auth-svc-04.,create_support_ticket,
Open a help ticket so Finance can track the problem on prod-web-01.,create_support_ticket,
Create a support ticket for Diana's issue with auth-svc-04.,create_support_ticket,
Create a support ticket for Bob's issue with payment-api-03.,create_support_ticket,
Open a help ticket so Marketing can track the problem on prod-web-01.,create_support_ticket,
Create a support ticket for Alice's issue with staging-db-02.,create_support_ticket,
Review the threat alerts tied to cdn-edge-06 for Engineering.,inspect_security_alerts,
Look through the suspicious alert activity on prod-web-01.,inspect_security_alerts,
Inspect the security alerts coming from staging-db-02.,inspect_security_alerts,
Review the threat alerts tied to ml-infer-05 for HR.,inspect_security_alerts,
Inspect the security alerts coming from auth-svc-04.,inspect_security_alerts,
Review the threat alerts tied to payment-api-03 for Legal.,inspect_security_alerts,
Review the threat alerts tied to ml-infer-05 for Finance.,inspect_security_alerts,
Inspect the security alerts coming from payment-api-03.,inspect_security_alerts,
Review the threat alerts tied to ml-infer-05 for Marketing.,inspect_security_alerts,
Review the threat alerts tied to payment-api-03 for HR.,inspect_security_alerts,
Inspect the security alerts coming from prod-web-01.,inspect_security_alerts,
Review the threat alerts tied to staging-db-02 for Finance.,inspect_security_alerts,
Inspect the security alerts coming from cdn-edge-06.,inspect_security_alerts,
Look through the suspicious alert activity on ml-infer-05.,inspect_security_alerts,
Review the threat alerts tied to staging-db-02 for Marketing.,inspect_security_alerts,
Review the threat alerts tied to staging-db-02 for HR.,inspect_security_alerts,
Review the threat alerts tied to staging-db-02 for Legal.,inspect_security_alerts,
Look through the suspicious alert activity on cdn-edge-06.,inspect_security_alerts,
Review the threat alerts tied to payment-api-03 for Finance.,inspect_security_alerts,
Look through the suspicious alert activity on auth-svc-04.,inspect_security_alerts,
Look through the suspicious alert activity on payment-api-03.,inspect_security_alerts,
Review the threat alerts tied to auth-svc-04 for Finance.,inspect_security_alerts,
Review the threat alerts tied to ml-infer-05 for Legal.,inspect_security_alerts,
Review the threat alerts tied to cdn-edge-06 for Finance.,inspect_security_alerts,
Review the threat alerts tied to payment-api-03 for Engineering.,inspect_security_alerts,
Inspect the security alerts coming from ml-infer-05.,inspect_security_alerts,
Review the threat alerts tied to prod-web-01 for HR.,inspect_security_alerts,
Review the threat alerts tied to staging-db-02 for Engineering.,inspect_security_alerts,
Review the threat alerts tied to prod-web-01 for Legal.,inspect_security_alerts,
Review the threat alerts tied to payment-api-03 for Marketing.,inspect_security_alerts,
Review the threat alerts tied to cdn-edge-06 for Legal.,inspect_security_alerts,
Look through the suspicious alert activity on staging-db-02.,inspect_security_alerts,
Review the threat alerts tied to cdn-edge-06 for Marketing.,inspect_security_alerts,
Review the threat alerts tied to auth-svc-04 for Marketing.,inspect_security_alerts,
Review the threat alerts tied to auth-svc-04 for Legal.,inspect_security_alerts,
Review the threat alerts tied to cdn-edge-06 for HR.,inspect_security_alerts,
Review the threat alerts tied to auth-svc-04 for Engineering.,inspect_security_alerts,
Review the threat alerts tied to prod-web-01 for Engineering.,inspect_security_alerts,
Review the threat alerts tied to prod-web-01 for Finance.,inspect_security_alerts,
Review the threat alerts tied to auth-svc-04 for HR.,inspect_security_alerts,
Review the threat alerts tied to ml-infer-05 for Engineering.,inspect_security_alerts,
Review the threat alerts tied to prod-web-01 for Marketing.,inspect_security_alerts,
Inspect the security alerts coming from cdn-edge-06 for request 43.,inspect_security_alerts,
Look through the suspicious alert activity on cdn-edge-06 for request 44.,inspect_security_alerts,
Review the threat alerts tied to staging-db-02 for Legal for request 45.,inspect_security_alerts,
Review the threat alerts tied to payment-api-03 for Legal for request 46.,inspect_security_alerts,
Look through the suspicious alert activity on payment-api-03 for request 47.,inspect_security_alerts,
Review the threat alerts tied to prod-web-01 for Engineering for request 48.,inspect_security_alerts,
Look through the suspicious alert activity on staging-db-02 for request 49.,inspect_security_alerts,
Inspect the security alerts coming from ml-infer-05 for request 50.,inspect_security_alerts,
Review the threat alerts tied to cdn-edge-06 for Finance for request 51.,inspect_security_alerts,
Review the threat alerts tied to cdn-edge-06 for HR for request 52.,inspect_security_alerts,
Review the threat alerts tied to staging-db-02 for Engineering for request 53.,inspect_security_alerts,
Look through the suspicious alert activity on payment-api-03 for request 54.,inspect_security_alerts,
Look through the suspicious alert activity on ml-infer-05 for request 55.,inspect_security_alerts,
Look through the suspicious alert activity on staging-db-02 for request 56.,inspect_security_alerts,
Review the threat alerts tied to ml-infer-05 for Marketing for request 57.,inspect_security_alerts,
Review the threat alerts tied to staging-db-02 for Marketing for request 58.,inspect_security_alerts,
Review the threat alerts tied to ml-infer-05 for Engineering for request 59.,inspect_security_alerts,
Review the threat alerts tied to payment-api-03 for Finance for request 60.,inspect_security_alerts,
Look through the suspicious alert activity on auth-svc-04 for request 61.,inspect_security_alerts,
Look through the suspicious alert activity on auth-svc-04 for request 62.,inspect_security_alerts,
Inspect the security alerts coming from ml-infer-05 for request 63.,inspect_security_alerts,
Review the threat alerts tied to prod-web-01 for Marketing for request 64.,inspect_security_alerts,
Review the threat alerts tied to prod-web-01 for Legal for request 65.,inspect_security_alerts,
Inspect the security alerts coming from ml-infer-05 for request 66.,inspect_security_alerts,
Inspect the security alerts coming from staging-db-02 for request 67.,inspect_security_alerts,
Remove system access for Diana across the Marketing environment.,revoke_system_access,
Revoke Eve's access to prod-web-01.,revoke_system_access,
Revoke Bob's access to cdn-edge-06.,revoke_system_access,
Remove system access for Grace across the Engineering environment.,revoke_system_access,
Remove system access for Alice across the Legal environment.,revoke_system_access,
Revoke Bob's access to staging-db-02.,revoke_system_access,
Revoke Diana's access to ml-infer-05.,revoke_system_access,
Remove system access for Grace across the Legal environment.,revoke_system_access,
Revoke Alice's access to staging-db-02.,revoke_system_access,
Cut off Alice's permissions before they reach staging-db-02.,revoke_system_access,
Remove system access for Eve across the Legal environment.,revoke_system_access,
Remove system access for Charlie across the Legal environment.,revoke_system_access,
Cut off Bob's permissions before they reach ml-infer-05.,revoke_system_access,
Remove system access for Grace across the Finance environment.,revoke_system_access,
Revoke Diana's access to prod-web-01.,revoke_system_access,
Revoke Bob's access to prod-web-01.,revoke_system_access,
Revoke Charlie's access to auth-svc-04.,revoke_system_access,
Remove system access for Frank across the Engineering environment.,revoke_system_access,
Remove system access for Alice across the Engineering environment.,revoke_system_access,
Cut off Frank's permissions before they reach staging-db-02.,revoke_system_access,
Remove system access for Eve across the Finance environment.,revoke_system_access,
Remove system access for Charlie across the Engineering environment.,revoke_system_access,
Cut off Alice's permissions before they reach ml-infer-05.,revoke_system_access,
Remove system access for Frank across the HR environment.,revoke_system_access,
Cut off Charlie's permissions before they reach cdn-edge-06.,revoke_system_access,
Cut off Diana's permissions before they reach prod-web-01.,revoke_system_access,
Revoke Alice's access to cdn-edge-06.,revoke_system_access,
Remove system access for Charlie across the Finance environment.,revoke_system_access,
Cut off Bob's permissions before they reach staging-db-02.,revoke_system_access,
Cut off Frank's permissions before they reach ml-infer-05.,revoke_system_access,
Remove system access for Frank across the Legal environment.,revoke_system_access,
Remove system access for Diana across the Engineering environment.,revoke_system_access,
Cut off Charlie's permissions before they reach staging-db-02.,revoke_system_access,
Cut off Eve's permissions before they reach prod-web-01.,revoke_system_access,
Cut off Diana's permissions before they reach auth-svc-04.,revoke_system_access,
Remove system access for Bob across the Finance environment.,revoke_system_access,
Revoke Charlie's access to payment-api-03.,revoke_system_access,
Revoke Bob's access to ml-infer-05.,revoke_system_access,
Revoke Frank's access to payment-api-03.,revoke_system_access,
Revoke Frank's access to staging-db-02.,revoke_system_access,
Revoke Frank's access to cdn-edge-06.,revoke_system_access,
Remove system access for Alice across the Marketing environment.,revoke_system_access,
Remove system access for Eve across the Engineering environment.,revoke_system_access,
Revoke Eve's access to ml-infer-05.,revoke_system_access,
Revoke Grace's access to staging-db-02.,revoke_system_access,
Revoke Eve's access to auth-svc-04.,revoke_system_access,
Revoke Frank's access to auth-svc-04.,revoke_system_access,
Revoke Bob's access to auth-svc-04.,revoke_system_access,
Revoke Charlie's access to staging-db-02.,revoke_system_access,
Revoke Alice's access to prod-web-01.,revoke_system_access,
Cut off Grace's permissions before they reach ml-infer-05.,revoke_system_access,
