query,dag_id,dag_text,tools,edges,topo_family,source,split,strict_fix_applied,had_duplicate_node_labels,original_tools
"Priority request — check if cdn-edge-06 is up. As soon as that clears, do a security check on cdn-edge-06. Next, pull ml-infer-05 from production. Once that's done, bounce queue-rabbit-08, and then bring in tier-2 support for Irene, then send a heads-up to Finance. Lastly, log the whole cdn-edge-06 incident. Confirm once complete.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"Handing this to you: see what's going on with batch-worker-10. Subsequently, investigate ml-infer-05 for infections. Subsequently, disconnect batch-worker-10 from everything. Then go ahead and give gateway-nginx-11 a kick. Only once that succeeds, loop in a Finance manager. When that lands, send a heads-up to Security. And to finish, drop an audit entry for redis-cache-07.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"Ticket INC-9911 says ping redis-cache-07 for a health check. Right after, scan search-es-09 for threats — then isolate redis-cache-07, and then restart the main process on gateway-nginx-11. As soon as that clears, escalate Rosa's case to the on-call, after which please email Nadia the update. The last thing is to record the event in Product's log. Confirm once complete.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"New request from Quinn: verify staging-db-02's health. On completion of that, sweep cdn-edge-06 for IOCs. Once that's done, isolate gateway-nginx-11. After that, give metrics-prom-12 a kick. Following that, hand Irene's issue off to an engineer, then notify the Product team. Last of all, log the whole metrics-prom-12 incident. Needs to be done today.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"Engineering raised INC-4498 — verify metrics-prom-12's health. On completion of that, run a malware sweep on ml-infer-05. On completion of that, isolate batch-worker-10. Then, reboot metrics-prom-12 — then wake up the on-call about redis-cache-07, then blast an alert to Operations. Wrapping up, create an audit trail for #11290. Appreciate it.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"New request from Grace: assess metrics-prom-12's status. Only once that succeeds, sweep gateway-nginx-11 for IOCs. Then, lock down batch-worker-10. With that in place, bounce gateway-nginx-11. Then, loop in a Support manager. Following that, email Alice the update. To close this out, log the whole payment-api-03 incident.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"Check if search-es-09 is up, and then do a security check on prod-web-01. Once that's done, pull auth-svc-04 from production. Once that's done, reboot gateway-nginx-11. Subsequently, wake up the on-call about redis-cache-07. As soon as that clears, notify the Security team. The final step: create an audit trail for #60122.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"Sometime today, please check if cdn-edge-06 is up. Then, do a security check on metrics-prom-12 — then yank redis-cache-07 off the network. Subsequently, cycle gateway-nginx-11. Next, hand Hector's issue off to an engineer. Right after, send a heads-up to HR. And to finish, record the event in Security's log.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"Per the runbook, diagnose redis-cache-07. Next, sweep cdn-edge-06 for IOCs. Subsequently, disconnect metrics-prom-12 from everything. On completion of that, restart the service on redis-cache-07. Following that, loop in a Engineering manager. Then go ahead and fire off a notification to Frank. And to finish, create an audit trail for #71003. Alice is waiting on this.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"The Engineering team needs us to check if cdn-edge-06 is up. With that in place, check gateway-nginx-11 for vulnerabilities. Once that's done, quarantine auth-svc-04. With that in place, give queue-rabbit-08 a kick. With that in place, get a human involved for Karen. Right after, email Maya the update. And to finish, make a compliance log about Leo.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"Before end of day, check if metrics-prom-12 is up. With that in place, check metrics-prom-12 for vulnerabilities. Following that, disconnect batch-worker-10 from everything. Then go ahead and restart the service on auth-svc-04. On completion of that, escalate Eve's case to the on-call. That done, email Leo the update, and lastly log the whole search-es-09 incident. Tracking under INC-4498.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"Straightforward one: assess batch-worker-10's status. Following that, do a security check on queue-rabbit-08. That done, lock down prod-web-01. Then go ahead and restart the main process on prod-web-01, and then hand Karen's issue off to an engineer. Subsequently, notify the Security team. To close this out, record the event in Support's log. Leo is waiting on this.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"Logging this as INC-6390 — diagnose gateway-nginx-11. Then go ahead and check staging-db-02 for vulnerabilities, then lock down metrics-prom-12. Following that, cycle cdn-edge-06. On completion of that, loop in a Support manager. As soon as that clears, ping Quinn about it, and lastly log the whole payment-api-03 incident. Thanks.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"Requesting the following: check if auth-svc-04 is up. When that lands, investigate cdn-edge-06 for infections. Once that's done, quarantine metrics-prom-12. Following that, give gateway-nginx-11 a kick. Then, escalate Rosa's case to the on-call — then notify the Marketing team, and lastly log Irene's action for compliance. Confirm once complete.",16,"check_status -> scan_malware, scan_malware -> quarantine_system, quarantine_system -> restart_service, restart_service -> escalate_to_human, escalate_to_human -> send_notification, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train,FALSE,FALSE,check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event
"Hey, can you do a security check on redis-cache-07 and simultaneously yank metrics-prom-12 off the network, ping Frank about it, and drop an audit entry for ml-infer-05.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"I need you to sweep staging-db-02 for IOCs and in the same pass pull auth-svc-04 from production, notify the Operations team, and record the event in Marketing's log. Needs to be done today.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"Quinn reported an issue — sweep staging-db-02 for IOCs and in tandem isolate metrics-prom-12, notify the Security team, and make a compliance log about Alice. Omar is waiting on this.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"Small ask: run a malware sweep on metrics-prom-12 and jointly disconnect auth-svc-04 from everything, email James the update, and log Nadia's action for compliance. This one's time-sensitive.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"Leo flagged this — check prod-web-01 for vulnerabilities — both that and pull staging-db-02 from production, send a heads-up to Engineering, and log the whole redis-cache-07 incident.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"Following up on INC-2234 — sweep payment-api-03 for IOCs and in the same breath disconnect redis-cache-07 from everything, shoot Alice an email, and create an audit trail for #31450. Tracking under INC-4498.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"Kicking this off: do a security check on payment-api-03 and also lock down staging-db-02, ping Alice about it, and make a compliance log about Leo.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"Handing this to you: scan batch-worker-10 for threats and alongside that quarantine gateway-nginx-11, shoot Karen an email, and make a compliance log about Quinn.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"Do me a favor and investigate search-es-09 for infections and together with that lock down search-es-09, fire off a notification to Diana, and log the whole staging-db-02 incident.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"New request from Irene: sweep staging-db-02 for IOCs and together with that disconnect queue-rabbit-08 from everything, notify the Marketing team, and record the event in Operations' log. Needs to be done today.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"On behalf of Operations, do a security check on prod-web-01 and together with that isolate search-es-09, email Karen the update, and log the whole prod-web-01 incident. Let me know when it's done.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"Next up: sweep ml-infer-05 for IOCs and alongside that disconnect redis-cache-07 from everything, blast an alert to Finance, and make a compliance log about Karen. Let me know when it's done.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"Small ask: scan auth-svc-04 for threats — in parallel, isolate ml-infer-05, ping Alice about it, and log Karen's action for compliance.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"Per the runbook, run a malware sweep on metrics-prom-12 and concurrently quarantine payment-api-03, blast an alert to Support, and record the event in Marketing's log. This is blocking Legal.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
"This came in from HR: run a malware sweep on metrics-prom-12 and side by side with it disconnect payment-api-03 from everything, ping Nadia about it, and make a compliance log about Charlie.",22,"scan_malware -> quarantine_system, scan_malware -> send_notification, scan_malware -> log_audit_event",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;0->2;0->3,wide_fanout,original,train,FALSE,FALSE,scan_malware;quarantine_system;send_notification;log_audit_event
One thing only: pull Grace's data. This is blocking HR.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
Can someone read Diana's profile from the database? That's the whole ask. Flag any issues to Marketing.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
Quick task: grab Priya's account details.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
Single action needed: dig up the history on Omar. Confirm once complete.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
"On behalf of Engineering, fetch #42017's info. Flag any issues to Finance.",40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
One thing only: grab Diana's account details.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
HR escalated this: query the database about #22874.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
Quick task: grab Quinn's account details. Needs to be done today.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
Just look up the records for #53698. Nothing else needed.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
"As discussed with Frank, dig up the history on Diana — single step, nothing follows. Tracking under INC-6677.",40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
Just read Frank's profile from the database. Nothing else needed.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
One thing only: pull Hector's data.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
Just dig up the history on Maya. Nothing else needed.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
Standalone request: check the DB for Grace.,40,db_read,db_read,,single_node,original,train,FALSE,FALSE,db_read
Single action needed: send a heads-up to Security. Confirm once complete.,44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
"The HR team needs us to email Priya the update — single step, nothing follows. Appreciate it.",44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
Simple request — fire off a notification to Eve and we're good. This is blocking Engineering.,44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
Minor one — send a heads-up to Operations. This is blocking Product.,44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
Single action needed: notify the Engineering team. Needs to be done today.,44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
Standalone request: email Hector the update.,44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
Standalone request: ping Bob about it. Flag any issues to HR.,44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
Quick task: fire off a notification to Nadia.,44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
"Heads-up, we need to email Nadia the update. Karen is waiting on this.",44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
"When you get a chance, notify the Legal team. That's it. Confirm once complete.",44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
"No dependencies here, just notify the Marketing team.",44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
"No dependencies here, just send a heads-up to Security. Needs to be done today.",44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
Please shoot Diana an email; nothing downstream. This is blocking Engineering.,44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
Standard procedure here: send a heads-up to Support. That's it.,44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
Simple request — send a heads-up to Security and we're good. Confirm once complete.,44,send_notification,send_notification,,single_node,original,train,FALSE,FALSE,send_notification
"Standard procedure here: verify payment-api-03's health, then shoot James an email. This one's time-sensitive.",49,check_status -> send_notification,check_status;send_notification,0->1,chain_short,original,train,FALSE,FALSE,check_status;send_notification
"On behalf of Engineering, diagnose queue-rabbit-08. Once that's done, email Alice the update. Needs to be done today.",49,check_status -> send_notification,check_status;send_notification,0->1,chain_short,original,train,FALSE,FALSE,check_status;send_notification
"We gotta ping queue-rabbit-08 for a health check. When that lands, send a heads-up to Support. Flag any issues to Operations.",49,check_status -> send_notification,check_status;send_notification,0->1,chain_short,original,train,FALSE,FALSE,check_status;send_notification
