source_row_id,original_query,transformed_query,label,generation_type,lexical_cues_removed,paraphrase_family,confusable_with
5,search for transaction #20891 in the database.,Kindly search for transaction #20891 in the database.,query_database,paraphrase_variant,,5,
5,search for transaction #20891 in the database.,Do me a favor and search for transaction #20891 in the database.,query_database,paraphrase_variant,,5,
7,search the database for Frank.,search the database for Frank.,query_database,paraphrase_original,,7,
7,search the database for Frank.,We request that you search the database for frank.,query_database,paraphrase_variant,,7,
7,search the database for Frank.,Gonna need you to search the database for frank.,query_database,paraphrase_variant,,7,
7,search the database for Frank.,Who can search the database for frank?,query_database,paraphrase_variant,,7,
7,search the database for Frank.,The situation requires search the database for frank.,query_database,paraphrase_variant,,7,
8,Please look up the record for Alice.,Please look up the record for Alice.,query_database,paraphrase_original,,8,
8,Please look up the record for Alice.,Could you please look up the record for alice.,query_database,paraphrase_variant,,8,
8,Please look up the record for Alice.,Could someone look up the record for alice?,query_database,paraphrase_variant,,8,
8,Please look up the record for Alice.,Need you to look up the record for alice.,query_database,paraphrase_variant,,8,
8,Please look up the record for Alice.,What we need is for look up the record for alice.,query_database,paraphrase_variant,,8,
9,Please retrieve the entry for #60122.,Please retrieve the entry for #60122.,query_database,paraphrase_original,,9,
9,Please retrieve the entry for #60122.,The situation requires retrieve the entry for #60122.,query_database,paraphrase_variant,,9,
9,Please retrieve the entry for #60122.,Is it possible to retrieve the entry for #60122?,query_database,paraphrase_variant,,9,
9,Please retrieve the entry for #60122.,Could you please retrieve the entry for #60122.,query_database,paraphrase_variant,,9,
9,Please retrieve the entry for #60122.,Gonna need you to retrieve the entry for #60122.,query_database,paraphrase_variant,,9,
10,Please retrieve information on Frank.,Please retrieve information on Frank.,query_database,paraphrase_original,,10,
10,Please retrieve information on Frank.,Who can retrieve information on frank?,query_database,paraphrase_variant,,10,
10,Please retrieve information on Frank.,Kindly retrieve information on frank.,query_database,paraphrase_variant,,10,
10,Please retrieve information on Frank.,The situation requires retrieve information on frank.,query_database,paraphrase_variant,,10,
10,Please retrieve information on Frank.,Need you to retrieve information on frank.,query_database,paraphrase_variant,,10,
12,Please fetch the record linked to #10234.,Please fetch the record linked to #10234.,query_database,paraphrase_original,,12,
12,Please fetch the record linked to #10234.,fetch the record linked to #10234 -- that's what needs to happen.,query_database,paraphrase_variant,,12,
12,Please fetch the record linked to #10234.,Would anyone be able to fetch the record linked to #10234?,query_database,paraphrase_variant,,12,
12,Please fetch the record linked to #10234.,We request that you fetch the record linked to #10234.,query_database,paraphrase_variant,,12,
12,Please fetch the record linked to #10234.,Need you to fetch the record linked to #10234.,query_database,paraphrase_variant,,12,
13,Please search for transaction #53698 in the database.,Please search for transaction #53698 in the database.,query_database,paraphrase_original,,13,
13,Please search for transaction #53698 in the database.,Gonna need you to search for transaction #53698 in the database.,query_database,paraphrase_variant,,13,
13,Please search for transaction #53698 in the database.,search for transaction #53698 in the database -- that's what needs to happen.,query_database,paraphrase_variant,,13,
13,Please search for transaction #53698 in the database.,Could you please search for transaction #53698 in the database.,query_database,paraphrase_variant,,13,
13,Please search for transaction #53698 in the database.,Who can search for transaction #53698 in the database?,query_database,paraphrase_variant,,13,
14,Please bring up Diana's account information.,Please bring up Diana's account information.,query_database,paraphrase_original,,14,
14,Please bring up Diana's account information.,What we need is for bring up diana's account information.,query_database,paraphrase_variant,,14,
14,Please bring up Diana's account information.,Could someone bring up diana's account information?,query_database,paraphrase_variant,,14,
14,Please bring up Diana's account information.,Quick one -- bring up diana's account information.,query_database,paraphrase_variant,,14,
14,Please bring up Diana's account information.,I'd appreciate it if you could bring up diana's account information.,query_database,paraphrase_variant,,14,
15,Please search the database for Alice.,Please search the database for Alice.,query_database,paraphrase_original,,15,
15,Please search the database for Alice.,It would help if search the database for alice.,query_database,paraphrase_variant,,15,
15,Please search the database for Alice.,Who can search the database for alice?,query_database,paraphrase_variant,,15,
15,Please search the database for Alice.,"Hey, can you search the database for alice.",query_database,paraphrase_variant,,15,
15,Please search the database for Alice.,Would you mind search the database for alice.,query_database,paraphrase_variant,,15,
16,Can you look up the record for Alice?,Can you look up the record for Alice?,query_database,paraphrase_original,,16,
16,Can you look up the record for Alice?,Would anyone be able to look up the record for alice?,query_database,paraphrase_variant,,16,
16,Can you look up the record for Alice?,Do me a favor and look up the record for alice.,query_database,paraphrase_variant,,16,
16,Can you look up the record for Alice?,Would you mind look up the record for alice.,query_database,paraphrase_variant,,16,
16,Can you look up the record for Alice?,The situation requires look up the record for alice.,query_database,paraphrase_variant,,16,
17,Can you pull Bob's account details?,Can you pull Bob's account details?,query_database,paraphrase_original,,17,
17,Can you pull Bob's account details?,What we need is for pull bob's account details.,query_database,paraphrase_variant,,17,
17,Can you pull Bob's account details?,Could someone pull bob's account details?,query_database,paraphrase_variant,,17,
17,Can you pull Bob's account details?,"Yo, pull bob's account details.",query_database,paraphrase_variant,,17,
17,Can you pull Bob's account details?,Would you mind pull bob's account details.,query_database,paraphrase_variant,,17,
20,Can you fetch Alice's profile from the database?,Can you fetch Alice's profile from the database?,query_database,paraphrase_original,,20,
20,Can you fetch Alice's profile from the database?,Do me a favor and fetch alice's profile from the database.,query_database,paraphrase_variant,,20,
20,Can you fetch Alice's profile from the database?,Could you please fetch alice's profile from the database.,query_database,paraphrase_variant,,20,
20,Can you fetch Alice's profile from the database?,Is it possible to fetch alice's profile from the database?,query_database,paraphrase_variant,,20,
20,Can you fetch Alice's profile from the database?,The situation requires fetch alice's profile from the database.,query_database,paraphrase_variant,,20,
21,Can you read the record tied to Eve?,Can you read the record tied to Eve?,query_database,paraphrase_original,,21,
21,Can you read the record tied to Eve?,Quick one -- read the record tied to eve.,query_database,paraphrase_variant,,21,
21,Can you read the record tied to Eve?,I'd appreciate it if you could read the record tied to eve.,query_database,paraphrase_variant,,21,
21,Can you read the record tied to Eve?,What we need is for read the record tied to eve.,query_database,paraphrase_variant,,21,
21,Can you read the record tied to Eve?,Could someone read the record tied to eve?,query_database,paraphrase_variant,,21,
24,Could you look up the record for #60122 for me?,Could you look up the record for #60122 for me?,query_database,paraphrase_original,,24,
24,Could you look up the record for #60122 for me?,look up the record for #60122 for me -- that's what needs to happen.,query_database,paraphrase_variant,,24,
24,Could you look up the record for #60122 for me?,Please look up the record for #60122 for me.,query_database,paraphrase_variant,,24,
24,Could you look up the record for #60122 for me?,Gonna need you to look up the record for #60122 for me.,query_database,paraphrase_variant,,24,
24,Could you look up the record for #60122 for me?,Could someone look up the record for #60122 for me?,query_database,paraphrase_variant,,24,
25,Could you pull Frank's account details for me?,Could you pull Frank's account details for me?,query_database,paraphrase_original,,25,
25,Could you pull Frank's account details for me?,What we need is for pull frank's account details for me.,query_database,paraphrase_variant,,25,
25,Could you pull Frank's account details for me?,Could someone pull frank's account details for me?,query_database,paraphrase_variant,,25,
25,Could you pull Frank's account details for me?,Could you please pull frank's account details for me.,query_database,paraphrase_variant,,25,
25,Could you pull Frank's account details for me?,Gonna need you to pull frank's account details for me.,query_database,paraphrase_variant,,25,
26,Could you retrieve information on Eve for me?,Could you retrieve information on Eve for me?,query_database,paraphrase_original,,26,
26,Could you retrieve information on Eve for me?,It would help if retrieve information on eve for me.,query_database,paraphrase_variant,,26,
26,Could you retrieve information on Eve for me?,"Hey, can you retrieve information on eve for me.",query_database,paraphrase_variant,,26,
26,Could you retrieve information on Eve for me?,Is it possible to retrieve information on eve for me?,query_database,paraphrase_variant,,26,
26,Could you retrieve information on Eve for me?,Kindly retrieve information on eve for me.,query_database,paraphrase_variant,,26,
27,Could you check the database entry for Diana for me?,Could you check the database entry for Diana for me?,query_database,paraphrase_original,,27,
27,Could you check the database entry for Diana for me?,What we need is for check the database entry for diana for me.,query_database,paraphrase_variant,,27,
27,Could you check the database entry for Diana for me?,Who can check the database entry for diana for me?,query_database,paraphrase_variant,,27,
27,Could you check the database entry for Diana for me?,"Yo, check the database entry for diana for me.",query_database,paraphrase_variant,,27,
27,Could you check the database entry for Diana for me?,I'd appreciate it if you could check the database entry for diana for me.,query_database,paraphrase_variant,,27,
28,Could you fetch the record linked to #20891 for me?,Could you fetch the record linked to #20891 for me?,query_database,paraphrase_original,,28,
28,Could you fetch the record linked to #20891 for me?,Need you to fetch the record linked to #20891 for me.,query_database,paraphrase_variant,,28,
28,Could you fetch the record linked to #20891 for me?,Who can fetch the record linked to #20891 for me?,query_database,paraphrase_variant,,28,
28,Could you fetch the record linked to #20891 for me?,fetch the record linked to #20891 for me -- that's what needs to happen.,query_database,paraphrase_variant,,28,
28,Could you fetch the record linked to #20891 for me?,We request that you fetch the record linked to #20891 for me.,query_database,paraphrase_variant,,28,
29,Could you search for transaction #42017 in the database for me?,Could you search for transaction #42017 in the database for me?,query_database,paraphrase_original,,29,
29,Could you search for transaction #42017 in the database for me?,search for transaction #42017 in the database for me -- that's what needs to happen.,query_database,paraphrase_variant,,29,
29,Could you search for transaction #42017 in the database for me?,Please search for transaction #42017 in the database for me.,query_database,paraphrase_variant,,29,
29,Could you search for transaction #42017 in the database for me?,Could someone search for transaction #42017 in the database for me?,query_database,paraphrase_variant,,29,
29,Could you search for transaction #42017 in the database for me?,"Hey, can you search for transaction #42017 in the database for me.",query_database,paraphrase_variant,,29,
30,Could you bring up the database entry for #31450 for me?,Could you bring up the database entry for #31450 for me?,query_database,paraphrase_original,,30,
30,Could you bring up the database entry for #31450 for me?,It would help if bring up the database entry for #31450 for me.,query_database,paraphrase_variant,,30,
30,Could you bring up the database entry for #31450 for me?,Do me a favor and bring up the database entry for #31450 for me.,query_database,paraphrase_variant,,30,
30,Could you bring up the database entry for #31450 for me?,Please bring up the database entry for #31450 for me.,query_database,paraphrase_variant,,30,
30,Could you bring up the database entry for #31450 for me?,Who can bring up the database entry for #31450 for me?,query_database,paraphrase_variant,,30,
31,Could you read back the data for #10234 for me?,Could you read back the data for #10234 for me?,query_database,paraphrase_original,,31,
31,Could you read back the data for #10234 for me?,It would help if read back the data for #10234 for me.,query_database,paraphrase_variant,,31,
31,Could you read back the data for #10234 for me?,Please read back the data for #10234 for me.,query_database,paraphrase_variant,,31,
31,Could you read back the data for #10234 for me?,Who can read back the data for #10234 for me?,query_database,paraphrase_variant,,31,
31,Could you read back the data for #10234 for me?,Quick one -- read back the data for #10234 for me.,query_database,paraphrase_variant,,31,
32,I need you to look up the record for #20891.,I need you to look up the record for #20891.,query_database,paraphrase_original,,32,
32,I need you to look up the record for #20891.,I'd appreciate it if you could look up the record for #20891.,query_database,paraphrase_variant,,32,
32,I need you to look up the record for #20891.,Who can look up the record for #20891?,query_database,paraphrase_variant,,32,
32,I need you to look up the record for #20891.,"Yo, look up the record for #20891.",query_database,paraphrase_variant,,32,
32,I need you to look up the record for #20891.,It would help if look up the record for #20891.,query_database,paraphrase_variant,,32,
33,I need you to retrieve the entry for #60122.,I need you to retrieve the entry for #60122.,query_database,paraphrase_original,,33,
33,I need you to retrieve the entry for #60122.,Would you mind retrieve the entry for #60122.,query_database,paraphrase_variant,,33,
33,I need you to retrieve the entry for #60122.,Would anyone be able to retrieve the entry for #60122?,query_database,paraphrase_variant,,33,
33,I need you to retrieve the entry for #60122.,Gonna need you to retrieve the entry for #60122.,query_database,paraphrase_variant,,33,
33,I need you to retrieve the entry for #60122.,It would help if retrieve the entry for #60122.,query_database,paraphrase_variant,,33,
34,I need you to retrieve information on Diana.,I need you to retrieve information on Diana.,query_database,paraphrase_original,,34,
34,I need you to retrieve information on Diana.,What we need is for retrieve information on diana.,query_database,paraphrase_variant,,34,
34,I need you to retrieve information on Diana.,Gonna need you to retrieve information on diana.,query_database,paraphrase_variant,,34,
34,I need you to retrieve information on Diana.,Kindly retrieve information on diana.,query_database,paraphrase_variant,,34,
34,I need you to retrieve information on Diana.,Who can retrieve information on diana?,query_database,paraphrase_variant,,34,
35,I need you to pull the details associated with #31450.,I need you to pull the details associated with #31450.,query_database,paraphrase_original,,35,
35,I need you to pull the details associated with #31450.,pull the details associated with #31450 -- that's what needs to happen.,query_database,paraphrase_variant,,35,
35,I need you to pull the details associated with #31450.,"Yo, pull the details associated with #31450.",query_database,paraphrase_variant,,35,
35,I need you to pull the details associated with #31450.,We request that you pull the details associated with #31450.,query_database,paraphrase_variant,,35,
35,I need you to pull the details associated with #31450.,Who can pull the details associated with #31450?,query_database,paraphrase_variant,,35,
36,I need you to fetch the record linked to #31450.,I need you to fetch the record linked to #31450.,query_database,paraphrase_original,,36,
36,I need you to fetch the record linked to #31450.,Quick one -- fetch the record linked to #31450.,query_database,paraphrase_variant,,36,
36,I need you to fetch the record linked to #31450.,Is it possible to fetch the record linked to #31450?,query_database,paraphrase_variant,,36,
36,I need you to fetch the record linked to #31450.,I'd appreciate it if you could fetch the record linked to #31450.,query_database,paraphrase_variant,,36,
36,I need you to fetch the record linked to #31450.,The situation requires fetch the record linked to #31450.,query_database,paraphrase_variant,,36,
37,I need you to read the record tied to Bob.,I need you to read the record tied to Bob.,query_database,paraphrase_original,,37,
37,I need you to read the record tied to Bob.,read the record tied to bob -- that's what needs to happen.,query_database,paraphrase_variant,,37,
37,I need you to read the record tied to Bob.,Please read the record tied to bob.,query_database,paraphrase_variant,,37,
37,I need you to read the record tied to Bob.,Who can read the record tied to bob?,query_database,paraphrase_variant,,37,
37,I need you to read the record tied to Bob.,Need you to read the record tied to bob.,query_database,paraphrase_variant,,37,
38,I need you to bring up Bob's account information.,I need you to bring up Bob's account information.,query_database,paraphrase_original,,38,
38,I need you to bring up Bob's account information.,Who can bring up bob's account information?,query_database,paraphrase_variant,,38,
38,I need you to bring up Bob's account information.,We request that you bring up bob's account information.,query_database,paraphrase_variant,,38,
38,I need you to bring up Bob's account information.,Gonna need you to bring up bob's account information.,query_database,paraphrase_variant,,38,
38,I need you to bring up Bob's account information.,The situation requires bring up bob's account information.,query_database,paraphrase_variant,,38,
39,I need you to search the database for Grace.,I need you to search the database for Grace.,query_database,paraphrase_original,,39,
39,I need you to search the database for Grace.,The situation requires search the database for grace.,query_database,paraphrase_variant,,39,
39,I need you to search the database for Grace.,Could you please search the database for grace.,query_database,paraphrase_variant,,39,
39,I need you to search the database for Grace.,Is it possible to search the database for grace?,query_database,paraphrase_variant,,39,
39,I need you to search the database for Grace.,Need you to search the database for grace.,query_database,paraphrase_variant,,39,
41,We should pull Alice's account details.,We should pull Alice's account details.,query_database,paraphrase_original,,41,
41,We should pull Alice's account details.,Gonna need you to we should pull alice's account details.,query_database,paraphrase_variant,,41,
41,We should pull Alice's account details.,Is it possible to we should pull alice's account details?,query_database,paraphrase_variant,,41,
41,We should pull Alice's account details.,Kindly we should pull alice's account details.,query_database,paraphrase_variant,,41,
41,We should pull Alice's account details.,The situation requires we should pull alice's account details.,query_database,paraphrase_variant,,41,
42,We should retrieve information on Alice.,We should retrieve information on Alice.,query_database,paraphrase_original,,42,
42,We should retrieve information on Alice.,Is it possible to we should retrieve information on alice?,query_database,paraphrase_variant,,42,
42,We should retrieve information on Alice.,What we need is for we should retrieve information on alice.,query_database,paraphrase_variant,,42,
42,We should retrieve information on Alice.,Quick one -- we should retrieve information on alice.,query_database,paraphrase_variant,,42,
42,We should retrieve information on Alice.,I'd appreciate it if you could we should retrieve information on alice.,query_database,paraphrase_variant,,42,
43,We should check the database entry for Diana.,We should check the database entry for Diana.,query_database,paraphrase_original,,43,
43,We should check the database entry for Diana.,Is it possible to we should check the database entry for diana?,query_database,paraphrase_variant,,43,
43,We should check the database entry for Diana.,"Hey, can you we should check the database entry for diana.",query_database,paraphrase_variant,,43,
43,We should check the database entry for Diana.,Kindly we should check the database entry for diana.,query_database,paraphrase_variant,,43,
43,We should check the database entry for Diana.,The situation requires we should check the database entry for diana.,query_database,paraphrase_variant,,43,
44,We should fetch the record linked to #10234.,We should fetch the record linked to #10234.,query_database,paraphrase_original,,44,
44,We should fetch the record linked to #10234.,Would anyone be able to we should fetch the record linked to #10234?,query_database,paraphrase_variant,,44,
44,We should fetch the record linked to #10234.,"Yo, we should fetch the record linked to #10234.",query_database,paraphrase_variant,,44,
44,We should fetch the record linked to #10234.,we should fetch the record linked to #10234 -- that's what needs to happen.,query_database,paraphrase_variant,,44,
44,We should fetch the record linked to #10234.,I'd appreciate it if you could we should fetch the record linked to #10234.,query_database,paraphrase_variant,,44,
45,We should read the record tied to Charlie.,We should read the record tied to Charlie.,query_database,paraphrase_original,,45,
45,We should read the record tied to Charlie.,Kindly we should read the record tied to charlie.,query_database,paraphrase_variant,,45,
45,We should read the record tied to Charlie.,we should read the record tied to charlie -- that's what needs to happen.,query_database,paraphrase_variant,,45,
45,We should read the record tied to Charlie.,Is it possible to we should read the record tied to charlie?,query_database,paraphrase_variant,,45,
45,We should read the record tied to Charlie.,Gonna need you to we should read the record tied to charlie.,query_database,paraphrase_variant,,45,
46,We should bring up Grace's account information.,We should bring up Grace's account information.,query_database,paraphrase_original,,46,
46,We should bring up Grace's account information.,Gonna need you to we should bring up grace's account information.,query_database,paraphrase_variant,,46,
46,We should bring up Grace's account information.,Could you please we should bring up grace's account information.,query_database,paraphrase_variant,,46,
46,We should bring up Grace's account information.,Is it possible to we should bring up grace's account information?,query_database,paraphrase_variant,,46,
46,We should bring up Grace's account information.,It would help if we should bring up grace's account information.,query_database,paraphrase_variant,,46,
50,Let's check the database for #60122.,Let's check the database for #60122.,query_database,paraphrase_original,,50,
50,Let's check the database for #60122.,Would anyone be able to let's check the database for #60122?,query_database,paraphrase_variant,,50,
50,Let's check the database for #60122.,It would help if let's check the database for #60122.,query_database,paraphrase_variant,,50,
50,Let's check the database for #60122.,We request that you let's check the database for #60122.,query_database,paraphrase_variant,,50,
50,Let's check the database for #60122.,Gonna need you to let's check the database for #60122.,query_database,paraphrase_variant,,50,
52,Let's fetch Eve's profile from the database.,Let's fetch Eve's profile from the database.,query_database,paraphrase_original,,52,
52,Let's fetch Eve's profile from the database.,Would you mind let's fetch eve's profile from the database.,query_database,paraphrase_variant,,52,
52,Let's fetch Eve's profile from the database.,"Hey, can you let's fetch eve's profile from the database.",query_database,paraphrase_variant,,52,
52,Let's fetch Eve's profile from the database.,Would anyone be able to let's fetch eve's profile from the database?,query_database,paraphrase_variant,,52,
52,Let's fetch Eve's profile from the database.,The situation requires let's fetch eve's profile from the database.,query_database,paraphrase_variant,,52,
54,Let's bring up Alice's account information.,Let's bring up Alice's account information.,query_database,paraphrase_original,,54,
54,Let's bring up Alice's account information.,Could someone let's bring up alice's account information?,query_database,paraphrase_variant,,54,
54,Let's bring up Alice's account information.,Would you mind let's bring up alice's account information.,query_database,paraphrase_variant,,54,
54,Let's bring up Alice's account information.,The situation requires let's bring up alice's account information.,query_database,paraphrase_variant,,54,
54,Let's bring up Alice's account information.,Quick one -- let's bring up alice's account information.,query_database,paraphrase_variant,,54,
55,Let's search the database for Eve.,Let's search the database for Eve.,query_database,paraphrase_original,,55,
55,Let's search the database for Eve.,"Hey, can you let's search the database for eve.",query_database,paraphrase_variant,,55,
55,Let's search the database for Eve.,It would help if let's search the database for eve.,query_database,paraphrase_variant,,55,
55,Let's search the database for Eve.,Could you please let's search the database for eve.,query_database,paraphrase_variant,,55,
55,Let's search the database for Eve.,Could someone let's search the database for eve?,query_database,paraphrase_variant,,55,
57,Kindly pull Grace's account details.,Kindly pull Grace's account details.,query_database,paraphrase_original,,57,
57,Kindly pull Grace's account details.,I'd appreciate it if you could pull grace's account details.,query_database,paraphrase_variant,,57,
57,Kindly pull Grace's account details.,Could someone pull grace's account details?,query_database,paraphrase_variant,,57,
57,Kindly pull Grace's account details.,What we need is for pull grace's account details.,query_database,paraphrase_variant,,57,
57,Kindly pull Grace's account details.,Do me a favor and pull grace's account details.,query_database,paraphrase_variant,,57,
58,Kindly check the database for #60122.,Kindly check the database for #60122.,query_database,paraphrase_original,,58,
58,Kindly check the database for #60122.,Could you please check the database for #60122.,query_database,paraphrase_variant,,58,
58,Kindly check the database for #60122.,Quick one -- check the database for #60122.,query_database,paraphrase_variant,,58,
58,Kindly check the database for #60122.,It would help if check the database for #60122.,query_database,paraphrase_variant,,58,
58,Kindly check the database for #60122.,Could someone check the database for #60122?,query_database,paraphrase_variant,,58,
59,Kindly check the database entry for Eve.,Kindly check the database entry for Eve.,query_database,paraphrase_original,,59,
59,Kindly check the database entry for Eve.,Need you to check the database entry for eve.,query_database,paraphrase_variant,,59,
59,Kindly check the database entry for Eve.,The situation requires check the database entry for eve.,query_database,paraphrase_variant,,59,
59,Kindly check the database entry for Eve.,Would you mind check the database entry for eve.,query_database,paraphrase_variant,,59,
59,Kindly check the database entry for Eve.,Is it possible to check the database entry for eve?,query_database,paraphrase_variant,,59,
60,Kindly fetch Grace's profile from the database.,Kindly fetch Grace's profile from the database.,query_database,paraphrase_original,,60,
60,Kindly fetch Grace's profile from the database.,Kindly fetch grace's profile from the database.,query_database,paraphrase_variant,,60,
60,Kindly fetch Grace's profile from the database.,Need you to fetch grace's profile from the database.,query_database,paraphrase_variant,,60,
60,Kindly fetch Grace's profile from the database.,Who can fetch grace's profile from the database?,query_database,paraphrase_variant,,60,
60,Kindly fetch Grace's profile from the database.,fetch grace's profile from the database -- that's what needs to happen.,query_database,paraphrase_variant,,60,
61,Kindly read the record tied to Charlie.,Kindly read the record tied to Charlie.,query_database,paraphrase_original,,61,
61,Kindly read the record tied to Charlie.,Would you mind read the record tied to charlie.,query_database,paraphrase_variant,,61,
61,Kindly read the record tied to Charlie.,Could someone read the record tied to charlie?,query_database,paraphrase_variant,,61,
61,Kindly read the record tied to Charlie.,read the record tied to charlie -- that's what needs to happen.,query_database,paraphrase_variant,,61,
61,Kindly read the record tied to Charlie.,Gonna need you to read the record tied to charlie.,query_database,paraphrase_variant,,61,
63,Kindly search the database for Bob.,Kindly search the database for Bob.,query_database,paraphrase_original,,63,
63,Kindly search the database for Bob.,Quick one -- search the database for bob.,query_database,paraphrase_variant,,63,
63,Kindly search the database for Bob.,Would anyone be able to search the database for bob?,query_database,paraphrase_variant,,63,
63,Kindly search the database for Bob.,The situation requires search the database for bob.,query_database,paraphrase_variant,,63,
63,Kindly search the database for Bob.,Kindly search the database for bob.,query_database,paraphrase_variant,,63,
64,"When you have a moment, look up the record for Frank.","When you have a moment, look up the record for Frank.",query_database,paraphrase_original,,64,
64,"When you have a moment, look up the record for Frank.","Would anyone be able to when you have a moment, look up the record for frank?",query_database,paraphrase_variant,,64,
64,"When you have a moment, look up the record for Frank.","We request that you when you have a moment, look up the record for frank.",query_database,paraphrase_variant,,64,
64,"When you have a moment, look up the record for Frank.","The situation requires when you have a moment, look up the record for frank.",query_database,paraphrase_variant,,64,
64,"When you have a moment, look up the record for Frank.","Gonna need you to when you have a moment, look up the record for frank.",query_database,paraphrase_variant,,64,
65,"When you have a moment, retrieve the entry for #10234.","When you have a moment, retrieve the entry for #10234.",query_database,paraphrase_original,,65,
65,"When you have a moment, retrieve the entry for #10234.","Kindly when you have a moment, retrieve the entry for #10234.",query_database,paraphrase_variant,,65,
65,"When you have a moment, retrieve the entry for #10234.","Who can when you have a moment, retrieve the entry for #10234?",query_database,paraphrase_variant,,65,
65,"When you have a moment, retrieve the entry for #10234.","Yo, when you have a moment, retrieve the entry for #10234.",query_database,paraphrase_variant,,65,
65,"When you have a moment, retrieve the entry for #10234.","It would help if when you have a moment, retrieve the entry for #10234.",query_database,paraphrase_variant,,65,
66,"When you have a moment, retrieve information on Frank.","When you have a moment, retrieve information on Frank.",query_database,paraphrase_original,,66,
66,"When you have a moment, retrieve information on Frank.","Hey, can you when you have a moment, retrieve information on frank.",query_database,paraphrase_variant,,66,
66,"When you have a moment, retrieve information on Frank.","Who can when you have a moment, retrieve information on frank?",query_database,paraphrase_variant,,66,
66,"When you have a moment, retrieve information on Frank.","Could you please when you have a moment, retrieve information on frank.",query_database,paraphrase_variant,,66,
66,"When you have a moment, retrieve information on Frank.","when you have a moment, retrieve information on frank -- that's what needs to happen.",query_database,paraphrase_variant,,66,
68,write Grace's updated information back to the database.,write Grace's updated information back to the database.,update_database,paraphrase_original,,68,
68,write Grace's updated information back to the database.,We request that you write grace's updated information back to the database.,update_database,paraphrase_variant,,68,
68,write Grace's updated information back to the database.,Would anyone be able to write grace's updated information back to the database?,update_database,paraphrase_variant,,68,
68,write Grace's updated information back to the database.,write grace's updated information back to the database -- that's what needs to happen.,update_database,paraphrase_variant,,68,
68,write Grace's updated information back to the database.,Quick one -- write grace's updated information back to the database.,update_database,paraphrase_variant,,68,
69,persist the database changes for Marketing.,persist the database changes for Marketing.,update_database,paraphrase_original,,69,
69,persist the database changes for Marketing.,Would you mind persist the database changes for marketing.,update_database,paraphrase_variant,,69,
69,persist the database changes for Marketing.,persist the database changes for marketing -- that's what needs to happen.,update_database,paraphrase_variant,,69,
69,persist the database changes for Marketing.,Would anyone be able to persist the database changes for marketing?,update_database,paraphrase_variant,,69,
69,persist the database changes for Marketing.,Need you to persist the database changes for marketing.,update_database,paraphrase_variant,,69,
71,update the stored Finance settings in the database.,update the stored Finance settings in the database.,update_database,paraphrase_original,,71,
71,update the stored Finance settings in the database.,"Hey, can you update the stored finance settings in the database.",update_database,paraphrase_variant,,71,
