query,gt_tool,rank_of_one_node,top1_is_one_node,top1_dag_text,top1_cosine,gt_cosine
replace Alice's current password.,reset_password,2,False,"reset_password -> rotate_api_key, rotate_api_key -> deploy_container, update_subscription -> reset_password",0.5314255356788635,0.4875241219997406
invalidate the old password and create a new one for Bob.,reset_password,2,False,"reset_password -> rotate_api_key, rotate_api_key -> deploy_container, update_subscription -> reset_password",0.4994450509548187,0.4824571907520294
Can you rotate Eve's login credentials?,reset_password,2,False,"reset_password -> rotate_api_key, rotate_api_key -> deploy_container, update_subscription -> reset_password",0.491100013256073,0.4518265426158905
Can you replace Charlie's current password?,reset_password,2,False,"reset_password -> rotate_api_key, rotate_api_key -> deploy_container, update_subscription -> reset_password",0.5091511607170105,0.44812047481536865
Can you invalidate the old password and create a new one for Alice?,reset_password,2,False,"reset_password -> rotate_api_key, rotate_api_key -> deploy_container, update_subscription -> reset_password",0.49212464690208435,0.4611358642578125
Could you reset Frank's password for me?,reset_password,2,False,"create_ticket -> send_notification, send_notification -> reset_password",0.40531566739082336,0.4043111205101013
Could you replace Charlie's current password for me?,reset_password,2,False,"reset_password -> rotate_api_key, rotate_api_key -> deploy_container, update_subscription -> reset_password",0.46659258008003235,0.4380823075771332
Let's replace Bob's current password.,reset_password,2,False,"reset_password -> rotate_api_key, rotate_api_key -> deploy_container, update_subscription -> reset_password",0.4975440502166748,0.4943682551383972
"When you have a moment, reset Alice's password.",reset_password,2,False,"create_ticket -> send_notification, send_notification -> reset_password",0.5109168291091919,0.4711511433124542
"When you have a moment, issue a new password for Charlie.",reset_password,2,False,"create_ticket -> send_notification, send_notification -> reset_password",0.5405976176261902,0.5226522088050842
"When you have a moment, force a password reset for Grace.",reset_password,2,False,"create_ticket -> send_notification, send_notification -> reset_password",0.4595714211463928,0.4388507306575775
file a case for Bob.,create_ticket,15,False,process_refund -> send_notification,0.37396132946014404,0.21560074388980865
create a support case for prod-web-01.,create_ticket,9,False,backup_database -> deploy_container,0.36676356196403503,0.20488367974758148
log a helpdesk issue for Bob.,create_ticket,8,False,log_audit_event -> escalate_to_human,0.478543758392334,0.20363560318946838
raise a service request for HR.,create_ticket,17,True,update_subscription,0.34031882882118225,0.14141203463077545
submit a ticket for Alice.,create_ticket,3,False,process_refund -> send_notification,0.41679176688194275,0.33211201429367065
open a service desk case for Alice.,create_ticket,16,True,provision_vm,0.3622046411037445,0.18556645512580872
create a tracking issue for Frank.,create_ticket,3,False,escalate_to_human -> archive_data,0.40819042921066284,0.38836371898651123
Please open an incident ticket for auth-svc-04.,create_ticket,2,False,log_audit_event -> escalate_to_human,0.3449134826660156,0.34477201104164124
Please file a case for Alice.,create_ticket,16,False,escalate_to_human -> archive_data,0.4204278588294983,0.24241499602794647
Please create a support case for ml-infer-05.,create_ticket,12,False,backup_database -> deploy_container,0.4111602008342743,0.23922650516033173
Please log an issue against staging-db-02.,create_ticket,12,False,log_audit_event -> escalate_to_human,0.4921175539493561,0.18177294731140137
Please raise a service request for Finance.,create_ticket,18,False,process_refund -> send_notification,0.3669338822364807,0.17236357927322388
Please submit a ticket for Frank.,create_ticket,3,False,process_refund -> send_notification,0.3334454894065857,0.28622904419898987
Please open a service desk case for Diana.,create_ticket,17,False,process_refund -> send_notification,0.35296183824539185,0.18340402841567993
Please create a support issue for HR.,create_ticket,6,False,backup_database -> deploy_container,0.40151530504226685,0.32190585136413574
Can you file a case for Charlie?,create_ticket,12,False,process_refund -> send_notification,0.33590206503868103,0.22666454315185547
Can you log a helpdesk issue for Grace?,create_ticket,6,False,log_audit_event -> escalate_to_human,0.4637085795402527,0.21773429214954376
Can you raise an incident for auth-svc-04?,create_ticket,4,False,log_audit_event -> escalate_to_human,0.2897588908672333,0.25745663046836853
Can you submit a ticket for Bob?,create_ticket,2,False,process_refund -> send_notification,0.413527250289917,0.31777223944664
Can you open a tracking case for HR?,create_ticket,2,False,escalate_to_human -> archive_data,0.3403288722038269,0.281635582447052
Can you create a support issue for Finance?,create_ticket,2,True,provision_vm,0.32647544145584106,0.3115885257720947
Could you file a bug for payment-api-03 for me?,create_ticket,3,False,escalate_to_human -> archive_data,0.36274343729019165,0.3382132649421692
Could you create an incident ticket for Diana for me?,create_ticket,2,False,escalate_to_human -> archive_data,0.3573935329914093,0.3448377251625061
Could you log a helpdesk issue for Frank for me?,create_ticket,7,False,log_audit_event -> escalate_to_human,0.4776950776576996,0.2346433401107788
Could you raise an incident for payment-api-03 for me?,create_ticket,3,False,process_refund -> send_notification,0.3491435647010803,0.2707245647907257
Could you submit a ticket for host auth-svc-04 for me?,create_ticket,2,False,process_refund -> send_notification,0.33774566650390625,0.2943089008331299
Could you open a tracking issue for ml-infer-05 for me?,create_ticket,2,False,escalate_to_human -> archive_data,0.3917244076728821,0.36727598309516907
Could you create a service request for auth-svc-04 for me?,create_ticket,23,True,quarantine_system,0.271771103143692,0.1274576485157013
I need you to open an incident ticket for prod-web-01.,create_ticket,2,False,escalate_to_human -> archive_data,0.37345317006111145,0.36881890892982483
I need you to file a case for Bob.,create_ticket,13,False,process_refund -> send_notification,0.3949539065361023,0.24174681305885315
I need you to create an incident ticket for Bob.,create_ticket,3,False,process_refund -> send_notification,0.3921529948711395,0.36402398347854614
I need you to log a helpdesk issue for Engineering.,create_ticket,8,False,log_audit_event -> escalate_to_human,0.49477624893188477,0.24140821397304535
I need you to raise a service request for Marketing.,create_ticket,21,True,send_notification,0.37599262595176697,0.13636107742786407
I need you to submit a ticket for Alice.,create_ticket,5,False,process_refund -> send_notification,0.4285188615322113,0.33216583728790283
I need you to open a service desk case for Eve.,create_ticket,16,True,provision_vm,0.38708069920539856,0.20257185399532318
I need you to create a tracking issue for Eve.,create_ticket,3,False,escalate_to_human -> archive_data,0.4667048156261444,0.3964453935623169
We should open a support ticket for Bob.,create_ticket,3,False,transfer_ownership -> invalidate_cache,0.3205636441707611,0.2933758795261383
We should file a case for the HR team.,create_ticket,10,False,escalate_to_human -> archive_data,0.403236448764801,0.276071697473526
We should create a support case for staging-db-02.,create_ticket,14,False,backup_database -> deploy_container,0.4519058167934418,0.22085365653038025
We should log an issue against prod-web-01.,create_ticket,9,False,log_audit_event -> escalate_to_human,0.49722957611083984,0.20665928721427917
We should raise an incident for cdn-edge-06.,create_ticket,12,False,backup_database -> deploy_container,0.3495333194732666,0.21463534235954285
We should submit a ticket for the Engineering group.,create_ticket,10,True,provision_vm,0.3696831166744232,0.29339689016342163
We should open a service desk case for Alice.,create_ticket,19,True,provision_vm,0.3642696142196655,0.1812850385904312
We should create a service request for prod-web-01.,create_ticket,17,False,backup_database -> deploy_container,0.348754346370697,0.1644333451986313
Let's open a support ticket for Grace.,create_ticket,2,False,transfer_ownership -> invalidate_cache,0.3362707793712616,0.30732089281082153
Let's file a case for the Marketing team.,create_ticket,9,False,escalate_to_human -> archive_data,0.42432931065559387,0.28297245502471924
Let's log an issue against ml-infer-05.,create_ticket,7,False,log_audit_event -> escalate_to_human,0.48135751485824585,0.21806062757968903
Let's raise a support request on behalf of Bob.,create_ticket,16,True,update_subscription,0.36068111658096313,0.17215827107429504
Let's submit a ticket for Charlie.,create_ticket,2,False,process_refund -> send_notification,0.4020049571990967,0.33468204736709595
Let's open a tracking issue for cdn-edge-06.,create_ticket,2,False,log_audit_event -> escalate_to_human,0.38049712777137756,0.3741450011730194
Let's create a support issue for Legal.,create_ticket,5,True,db_read,0.3681540787220001,0.32732903957366943
Kindly file a case for the HR team.,create_ticket,9,False,escalate_to_human -> archive_data,0.4064590036869049,0.2615661323070526
Kindly create an incident ticket for Bob.,create_ticket,5,False,log_audit_event -> escalate_to_human,0.35798242688179016,0.3066050708293915
Kindly log an issue against cdn-edge-06.,create_ticket,7,False,log_audit_event -> escalate_to_human,0.4800630211830139,0.14545147120952606
Kindly raise an incident for ml-infer-05.,create_ticket,8,False,backup_database -> deploy_container,0.2913089990615845,0.22912320494651794
Kindly submit a ticket for host ml-infer-05.,create_ticket,4,True,provision_vm,0.34815946221351624,0.2699505388736725
Kindly open a tracking case for Legal.,create_ticket,3,False,escalate_to_human -> archive_data,0.3919089436531067,0.32561418414115906
Kindly create a service request for staging-db-02.,create_ticket,26,False,backup_database -> deploy_container,0.3263477087020874,0.08243270218372345
"When you have a moment, open a support ticket for Grace.",create_ticket,9,True,send_notification,0.35905423760414124,0.26512283086776733
"When you have a moment, file a case for Diana.",create_ticket,12,False,process_refund -> send_notification,0.41847914457321167,0.23926697671413422
"When you have a moment, create an incident ticket for Grace.",create_ticket,5,False,process_refund -> send_notification,0.3985763490200043,0.31987959146499634
send a heads-up to Alice.,send_notification,3,False,"create_ticket -> send_notification, send_notification -> reset_password",0.44371339678764343,0.4094306230545044
forward the update to Charlie.,send_notification,2,True,update_subscription,0.4079112112522125,0.3690216839313507
Please notify Frank.,send_notification,2,False,"create_ticket -> send_notification, send_notification -> reset_password",0.4398754835128784,0.43818849325180054
Can you send a heads-up to Diana?,send_notification,2,False,process_refund -> send_notification,0.4134289622306824,0.36928340792655945
Can you drop a message to Charlie?,send_notification,2,False,process_refund -> send_notification,0.4471665620803833,0.4387417733669281
Could you notify Grace for me?,send_notification,2,False,"create_ticket -> send_notification, send_notification -> reset_password",0.42689773440361023,0.3914077579975128
Could you send a heads-up to Diana for me?,send_notification,3,False,process_refund -> send_notification,0.39667364954948425,0.34449630975723267
I need you to forward the update to Diana.,send_notification,2,True,db_write,0.41272327303886414,0.40807268023490906
We should notify Diana.,send_notification,2,False,"create_ticket -> send_notification, send_notification -> reset_password",0.4328426420688629,0.4192882478237152
Let's alert Frank.,send_notification,2,False,"create_ticket -> send_notification, send_notification -> reset_password",0.4084089398384094,0.4054139256477356
Kindly send a heads-up to Bob.,send_notification,3,False,process_refund -> send_notification,0.40510639548301697,0.3900095522403717
contain ml-infer-05 immediately.,quarantine_system,5,False,transfer_ownership -> invalidate_cache,0.3422605097293854,0.236085444688797
segment staging-db-02 from the rest of the environment.,quarantine_system,3,False,backup_database -> deploy_container,0.3683658540248871,0.3114728331565857
Please contain prod-web-01 immediately.,quarantine_system,4,False,transfer_ownership -> invalidate_cache,0.36647894978523254,0.2765918970108032
Please segment cdn-edge-06 from the rest of the environment.,quarantine_system,3,True,check_status,0.372032105922699,0.35387441515922546
Can you contain ml-infer-05 immediately?,quarantine_system,4,False,transfer_ownership -> invalidate_cache,0.3157651722431183,0.2181083858013153
Could you contain payment-api-03 immediately for me?,quarantine_system,2,False,transfer_ownership -> invalidate_cache,0.34294813871383667,0.2981950044631958
Could you segment staging-db-02 from the rest of the environment for me?,quarantine_system,3,False,backup_database -> deploy_container,0.3811981678009033,0.3679734468460083
I need you to take auth-svc-04 off the network.,quarantine_system,2,False,transfer_ownership -> invalidate_cache,0.37651777267456055,0.3731379806995392
I need you to contain staging-db-02 immediately.,quarantine_system,4,False,transfer_ownership -> invalidate_cache,0.3966786861419678,0.3216352164745331
We should contain auth-svc-04 immediately.,quarantine_system,6,False,transfer_ownership -> invalidate_cache,0.4257509708404541,0.25621554255485535
We should segment ml-infer-05 from the rest of the environment.,quarantine_system,3,True,check_status,0.3990826904773712,0.31363892555236816
Let's contain staging-db-02 immediately.,quarantine_system,5,False,transfer_ownership -> invalidate_cache,0.3947080671787262,0.2849220633506775
Let's segment prod-web-01 from the rest of the environment.,quarantine_system,2,True,check_status,0.34138432145118713,0.31615716218948364
Kindly quarantine host auth-svc-04.,quarantine_system,2,True,scan_malware,0.3875541687011719,0.3698498606681824
Kindly contain cdn-edge-06 immediately.,quarantine_system,3,False,transfer_ownership -> invalidate_cache,0.34793394804000854,0.2979625165462494
"When you have a moment, quarantine host cdn-edge-06.",quarantine_system,2,True,scan_malware,0.4255233407020569,0.38374507427215576
check prod-web-01 for indicators of compromise.,scan_malware,4,True,check_status,0.38577884435653687,0.23528560996055603
inspect staging-db-02 for malware activity.,scan_malware,2,False,"approve_access -> scan_malware, run_pipeline -> approve_access, scan_malware -> run_pipeline",0.43491441011428833,0.40307989716529846
sweep prod-web-01 for infections.,scan_malware,2,False,"approve_access -> scan_malware, run_pipeline -> approve_access, scan_malware -> run_pipeline",0.4248619079589844,0.396920382976532
Please check payment-api-03 for indicators of compromise.,scan_malware,8,True,check_status,0.38152629137039185,0.20029564201831818
Please run an IOC check against staging-db-02.,scan_malware,2,True,check_status,0.36869943141937256,0.326098769903183
Can you check payment-api-03 for indicators of compromise?,scan_malware,7,True,check_status,0.31859099864959717,0.13289852440357208
Can you inspect ml-infer-05 for malware activity?,scan_malware,2,False,"approve_access -> scan_malware, run_pipeline -> approve_access, scan_malware -> run_pipeline",0.40054750442504883,0.344134122133255
Can you sweep payment-api-03 for infections?,scan_malware,2,False,"approve_access -> scan_malware, run_pipeline -> approve_access, scan_malware -> run_pipeline",0.4191800355911255,0.4056795835494995
Could you check prod-web-01 for indicators of compromise for me?,scan_malware,5,True,check_status,0.4094284176826477,0.2247828245162964
Could you inspect prod-web-01 for malware activity for me?,scan_malware,2,False,"approve_access -> scan_malware, run_pipeline -> approve_access, scan_malware -> run_pipeline",0.360879123210907,0.33937761187553406
Could you sweep cdn-edge-06 for infections for me?,scan_malware,2,False,"approve_access -> scan_malware, run_pipeline -> approve_access, scan_malware -> run_pipeline",0.38633498549461365,0.36730194091796875
Could you run an IOC check against staging-db-02 for me?,scan_malware,2,True,check_status,0.32451796531677246,0.28056150674819946
I need you to check ml-infer-05 for indicators of compromise.,scan_malware,10,True,check_status,0.4521842896938324,0.2115597426891327
We should check staging-db-02 for indicators of compromise.,scan_malware,3,True,check_status,0.48581936955451965,0.26225993037223816
We should run an IOC check against ml-infer-05.,scan_malware,2,True,check_status,0.3373485803604126,0.3108956813812256
Let's check staging-db-02 for indicators of compromise.,scan_malware,7,True,check_status,0.49994373321533203,0.20205624401569366
Kindly check staging-db-02 for indicators of compromise.,scan_malware,2,True,check_status,0.4360777735710144,0.2647712826728821
Kindly inspect cdn-edge-06 for malware activity.,scan_malware,2,False,"approve_access -> scan_malware, run_pipeline -> approve_access, scan_malware -> run_pipeline",0.40044093132019043,0.3916056752204895
"When you have a moment, check staging-db-02 for indicators of compromise.",scan_malware,3,True,check_status,0.4367148280143738,0.28265929222106934
Please generate a diagnostics report for payment-api-03.,generate_report,3,True,check_status,0.37656205892562866,0.26349636912345886
I need you to generate a diagnostics report for prod-web-01.,generate_report,3,True,check_status,0.3793621063232422,0.265897274017334
I need you to compile a health summary for prod-web-01.,generate_report,2,True,check_status,0.5187717080116272,0.47694554924964905
Kindly generate a diagnostics report for cdn-edge-06.,generate_report,9,True,check_status,0.3653170168399811,0.12752139568328857
process the refund for Charlie.,process_refund,2,False,process_refund -> send_notification,0.5761656165122986,0.5648261308670044
return the money to Diana.,process_refund,2,False,process_refund -> send_notification,0.452897846698761,0.3955684006214142
credit Frank's account.,process_refund,3,False,process_refund -> send_notification,0.41169312596321106,0.3804103136062622
reverse the payment for Charlie.,process_refund,3,False,"process_refund -> send_notification, update_subscription -> process_refund",0.46144700050354004,0.4334701895713806
send Eve a payout reversal.,process_refund,3,False,process_refund -> send_notification,0.5923302173614502,0.46016523241996765
refund the charge for Bob.,process_refund,3,False,"process_refund -> send_notification, update_subscription -> process_refund",0.5153529644012451,0.49029067158699036
put the refund through for Bob.,process_refund,2,False,process_refund -> send_notification,0.5589227676391602,0.540425181388855
Please process the refund for Frank.,process_refund,2,False,process_refund -> send_notification,0.5692031979560852,0.5415093898773193
Please return the money to Frank.,process_refund,2,False,process_refund -> send_notification,0.4569063186645508,0.3989518880844116
Please reverse the payment for Bob.,process_refund,3,False,process_refund -> send_notification,0.4935078024864197,0.45926377177238464
Please send Eve a payout reversal.,process_refund,3,False,process_refund -> send_notification,0.6012126207351685,0.4683820307254791
Please refund the charge for Eve.,process_refund,2,False,process_refund -> send_notification,0.5540634393692017,0.5402130484580994
Please put the refund through for Charlie.,process_refund,2,False,process_refund -> send_notification,0.5735877156257629,0.5608047246932983
Can you process the refund for Eve?,process_refund,2,False,process_refund -> send_notification,0.5967358946800232,0.5620513558387756
Can you credit Charlie's account?,process_refund,3,False,process_refund -> send_notification,0.458359032869339,0.4229910671710968
Can you reverse the payment for Charlie?,process_refund,2,False,"process_refund -> send_notification, update_subscription -> process_refund",0.4831322133541107,0.4626694619655609
Can you send Bob a payout reversal?,process_refund,3,False,process_refund -> send_notification,0.5846676230430603,0.45771363377571106
Can you refund the charge for Diana?,process_refund,2,False,"process_refund -> send_notification, update_subscription -> process_refund",0.524380624294281,0.5176485180854797
Could you issue a refund to Eve for me?,process_refund,2,False,process_refund -> send_notification,0.560789942741394,0.5539477467536926
Could you process the refund for Eve for me?,process_refund,2,False,process_refund -> send_notification,0.6009003520011902,0.5598371028900146
Could you return the money to Frank for me?,process_refund,2,False,process_refund -> send_notification,0.4412565231323242,0.3824547231197357
Could you credit Charlie's account for me?,process_refund,3,False,process_refund -> send_notification,0.4661359190940857,0.40114501118659973
Could you reverse the payment for Diana for me?,process_refund,3,False,process_refund -> send_notification,0.48317790031433105,0.4549470841884613
Could you send Diana a payout reversal for me?,process_refund,3,False,process_refund -> send_notification,0.5769020318984985,0.4563995897769928
Could you put the refund through for Bob for me?,process_refund,2,False,process_refund -> send_notification,0.5399900674819946,0.5283294320106506
I need you to refund transaction #53698.,process_refund,2,False,process_refund -> send_notification,0.553625762462616,0.5217270255088806
I need you to process the refund for Diana.,process_refund,2,False,process_refund -> send_notification,0.6025932431221008,0.5494494438171387
I need you to process a refund for #60122.,process_refund,2,False,process_refund -> send_notification,0.6341500878334045,0.5723370313644409
I need you to reverse the payment for Frank.,process_refund,3,False,process_refund -> send_notification,0.48490211367607117,0.438549280166626
I need you to return the funds for #10234.,process_refund,2,False,process_refund -> send_notification,0.511108934879303,0.4289151430130005
I need you to undo the charge associated with #31450.,process_refund,2,False,process_refund -> send_notification,0.4183183014392853,0.40938809514045715
I need you to put the refund through for Eve.,process_refund,2,False,process_refund -> send_notification,0.6149019598960876,0.5637303590774536
We should refund transaction #60122.,process_refund,2,False,process_refund -> send_notification,0.5481920838356018,0.5297281742095947
We should reverse the charge tied to #60122.,process_refund,2,False,process_refund -> send_notification,0.44784706830978394,0.41560858488082886
We should return the money to Eve.,process_refund,2,False,process_refund -> send_notification,0.4836170971393585,0.4072878658771515
We should credit Charlie's account.,process_refund,3,False,process_refund -> send_notification,0.42691314220428467,0.3948768079280853
We should reverse the payment for Grace.,process_refund,3,False,process_refund -> send_notification,0.4411880075931549,0.4379746615886688
We should send Grace a payout reversal.,process_refund,2,False,process_refund -> send_notification,0.5262610912322998,0.44753459095954895
We should refund the charge for Bob.,process_refund,2,False,process_refund -> send_notification,0.5130882859230042,0.5020822286605835
Let's refund transaction #31450.,process_refund,2,False,process_refund -> send_notification,0.5535223484039307,0.5406080484390259
Let's process the refund for Bob.,process_refund,2,False,process_refund -> send_notification,0.5685150027275085,0.5313031077384949
Let's credit Bob's account.,process_refund,4,False,process_refund -> send_notification,0.4292896091938019,0.37799811363220215
Let's reverse the payment for Alice.,process_refund,2,False,process_refund -> send_notification,0.47765621542930603,0.44598135352134705
Let's send Alice a payout reversal.,process_refund,2,False,process_refund -> send_notification,0.5748765468597412,0.45689859986305237
Let's put the refund through for Diana.,process_refund,2,False,process_refund -> send_notification,0.560146152973175,0.5436290502548218
Kindly issue a refund to Eve.,process_refund,2,False,process_refund -> send_notification,0.576559841632843,0.5649230480194092
Kindly process the refund for Grace.,process_refund,2,False,process_refund -> send_notification,0.5785539150238037,0.5383018851280212
Kindly credit Diana's account.,process_refund,3,False,process_refund -> send_notification,0.44522151350975037,0.3704111576080322
Kindly send Frank a payout reversal.,process_refund,2,False,process_refund -> send_notification,0.5586599707603455,0.4494852125644684
Kindly refund the charge for Eve.,process_refund,2,False,process_refund -> send_notification,0.5541760921478271,0.534092903137207
Kindly put the refund through for Bob.,process_refund,2,False,process_refund -> send_notification,0.5870603322982788,0.5601661801338196
"When you have a moment, refund transaction #60122.",process_refund,2,False,process_refund -> send_notification,0.5843303799629211,0.4905260503292084
"When you have a moment, reverse the charge tied to #60122.",process_refund,2,False,process_refund -> send_notification,0.46839141845703125,0.37287160754203796
"When you have a moment, return the money to Diana.",process_refund,2,False,process_refund -> send_notification,0.5060614347457886,0.36053603887557983
