query_id,query,ground_truth,taxonomy_name,predicted_tool,selected_branch,correct,branch_correct,latency_s,prompt_tokens,completion_tokens,total_tokens,error
19,Is everything okay with cdn-edge-06?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.587074099996244,480,117,597,
20,We need visibility into ml-infer-05's condition.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.3336163999920245,482,149,631,
21,What's going on with auth-svc-04?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.721122800008743,480,191,671,
22,What's going on with ml-infer-05?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.068640499986941,480,125,605,
23,Is cdn-edge-06 still working?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.2964486999990186,478,130,608,
24,Give me a quick look at how staging-db-02 is doing.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.3110192000167444,488,118,606,
25,Is auth-svc-04 still working?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.408288899998297,478,143,621,
26,I'd like a pulse on staging-db-02.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,5.391233399990597,480,143,623,
27,We haven't heard from cdn-edge-06 in a while.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.9564888999884715,484,125,609,
28,Can someone tell me if ml-infer-05 is alive?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,5.153678199989372,486,115,601,
29,We need visibility into auth-svc-04's condition.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.2133851000107825,482,129,611,
30,I'd like a pulse on prod-web-01.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.142863400003989,480,122,602,
31,We haven't heard from prod-web-01 in a while.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.473794599995017,482,168,650,
32,I'd like a pulse on auth-svc-04.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.1304709000105504,482,149,631,
33,Is prod-web-01 still working?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.140187800017884,476,121,597,
34,We need visibility into staging-db-02's condition.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.258713999995962,480,132,612,
35,Can you confirm ml-infer-05 is operational?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.064770000011777,482,96,578,
36,We need visibility into prod-web-01's condition.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.851901899994118,480,119,599,
37,Can someone tell me if cdn-edge-06 is alive?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.440259300012258,486,139,625,
38,Any idea what state ml-infer-05 is in?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.174370299995644,484,118,602,
39,Is ml-infer-05 still working?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.030096700007562,478,135,613,
40,Can you confirm payment-api-03 is operational?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.425977499995497,480,113,593,
41,Can someone tell me if auth-svc-04 is alive?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.13992309999594,486,128,614,
42,Is everything okay with ml-infer-05?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,10.342395200001192,480,167,647,
43,Can someone tell me if payment-api-03 is alive?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.8588209000008646,484,149,633,
44,Any idea what state staging-db-02 is in?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.502137799994671,482,112,594,
45,Can you confirm cdn-edge-06 is operational?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.2638689000013983,482,144,626,
46,Give me a quick look at how ml-infer-05 is doing.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.222206100006588,490,159,649,
47,Any idea what state auth-svc-04 is in?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.8097152000118513,484,131,615,
48,We need visibility into cdn-edge-06's condition.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.61756170001172,482,130,612,
49,Any idea what state cdn-edge-06 is in?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.612707199994475,484,104,588,
50,We need visibility into payment-api-03's condition.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.689702000003308,480,167,647,
51,Give me a quick look at how cdn-edge-06 is doing.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.6616279000008944,490,136,626,
52,Is everything okay with auth-svc-04?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.926248599993414,480,145,625,
53,Is payment-api-03 still working?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.520587199993315,476,159,635,
54,Is everything okay with payment-api-03?,check_status,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,6.3989470999949845,485,185,670,
55,Can someone tell me if prod-web-01 is alive?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.220469599997159,484,130,614,
56,What's going on with payment-api-03?,check_status,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,4.664564799997606,485,223,708,
57,Can someone tell me if staging-db-02 is alive?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.2837436999980127,484,110,594,
58,I'd like a pulse on cdn-edge-06.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,4.0837353999959305,482,132,614,
59,I'd like a pulse on ml-infer-05.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,8.354767700016964,482,149,631,
60,Give me a quick look at how prod-web-01 is doing.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,5.652737399999751,488,130,618,
61,Any idea what state cdn-edge-06 is in?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.682305999987875,484,178,662,
62,We haven't heard from auth-svc-04 in a while.,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.5552545999962604,484,167,651,
63,Any idea what state cdn-edge-06 is in?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.5659425999911036,484,162,646,
64,Any idea what state auth-svc-04 is in?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,3.307881999993697,484,127,611,
65,Is everything okay with ml-infer-05?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,6.109360500006005,480,175,655,
66,Can someone tell me if prod-web-01 is alive?,check_status,Semantic Taxonomy (Baseline),check_status,IT Support,True,True,2.3287581999902613,484,124,608,
67,Make sure this doesn't slip through the cracks.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,6.87220929999603,478,262,740,
68,We should have a reference number for Frank's issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,5.389181200007442,480,158,638,
69,This needs an official entry in our tracking system.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,4.839882099986426,478,149,627,
70,We should have a reference number for Charlie's issue.,create_ticket,Semantic Taxonomy (Baseline),check_status,IT Support,False,True,2.632395499997074,480,195,675,
71,We need to track this issue with Bob.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,2.823094499995932,476,241,717,
72,This needs to be logged for follow-up.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.897836100004497,476,177,653,
73,We should have a reference number for Alice's issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,2.2652308999968227,480,154,634,
74,We need a paper trail for the payment-api-03 issue.,create_ticket,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,4.423738100012997,491,241,732,
75,We need a paper trail for the auth-svc-04 issue.,create_ticket,Semantic Taxonomy (Baseline),log_audit_event,Security & Compliance,False,False,2.475381800017203,512,179,691,
76,This should be documented somewhere official.,create_ticket,Semantic Taxonomy (Baseline),log_audit_event,Security & Compliance,False,False,3.7603744999942137,498,323,821,
77,Someone should formalize this complaint from Bob.,create_ticket,Semantic Taxonomy (Baseline),send_notification,Billing & Data Management,False,False,8.290631199997733,485,305,790,
78,Can we get a formal record of Charlie's problem?,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.143640999987838,482,220,702,
79,Can we get a formal record of Alice's problem?,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,2.4388655999937328,482,154,636,
80,Someone should formalize this complaint from Eve.,create_ticket,Semantic Taxonomy (Baseline),log_audit_event,Security & Compliance,False,False,4.985676800002693,504,240,744,
81,We should have a reference number for Diana's issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,5.817120400010026,480,155,635,
82,We need to track this issue with Diana.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.4243608999822754,476,136,612,
83,Eve reported something that needs tracking.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,6.723763599991798,474,181,655,
84,We need to track this issue with Alice.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,2.47425650000514,476,183,659,
85,We need a paper trail for the cdn-edge-06 issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.7805472999898484,486,142,628,
86,We need to track this issue with Grace.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,5.6588599999959115,476,173,649,
87,Can we get a formal record of Diana's problem?,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,5.207611200006795,482,124,606,
88,Someone should formalize this complaint from Frank.,create_ticket,Semantic Taxonomy (Baseline),send_notification,Billing & Data Management,False,False,8.918688100005966,485,229,714,
89,Can we get a formal record of Eve's problem?,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,4.2494407999911346,482,124,606,
90,Charlie reported something that needs tracking.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,2.03787359999842,474,119,593,
91,Someone should formalize this complaint from Alice.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,6.670489600001019,478,230,708,
92,Alice reported something that needs tracking.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,2.535180999999284,474,135,609,
93,Someone should formalize this complaint from Grace.,create_ticket,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,False,False,9.609281199998804,504,341,845,
94,We need to track this issue with Frank.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.586590900013107,476,125,601,
95,Someone should formalize this complaint from Diana.,create_ticket,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,False,False,8.159681600009208,504,291,795,
96,Someone should formalize this complaint from Charlie.,create_ticket,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,False,False,5.3063700000057,504,224,728,
97,We should have a reference number for Grace's issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,5.092564999984461,480,284,764,
98,We need a paper trail for the prod-web-01 issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,4.576481200012495,484,150,634,
99,We need a paper trail for the ml-infer-05 issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.219905200006906,486,283,769,
100,Can we get a formal record of Grace's problem?,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,4.997180899998057,482,143,625,
101,Grace reported something that needs tracking.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,4.35372680000728,474,140,614,
102,We need to track this issue with Charlie.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,5.83886230000644,476,232,708,
103,Eve reported something that needs tracking.,create_ticket,Semantic Taxonomy (Baseline),log_audit_event,Security & Compliance,False,False,4.897387200006051,500,199,699,
104,Frank reported something that needs tracking.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.2657551000011154,474,136,610,
105,We should have a reference number for Bob's issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,4.288867299997946,480,158,638,
106,Can we get a formal record of Bob's problem?,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,2.143106400006218,482,127,609,
107,This needs to be logged for follow-up.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,6.192759199999273,476,157,633,
108,We need to track this issue with Eve.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.654446200001985,476,147,623,
109,Bob reported something that needs tracking.,create_ticket,Semantic Taxonomy (Baseline),log_audit_event,Security & Compliance,False,False,5.987151699999231,500,139,639,
110,Can we get a formal record of Frank's problem?,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,55.149947500016424,482,251,733,
111,This needs an official entry in our tracking system.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,5.5476493000023765,478,166,644,
112,We should have a reference number for Eve's issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.8696455999888713,480,159,639,
113,We need a paper trail for the staging-db-02 issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.3109943000017665,484,279,763,
114,We should have a reference number for Frank's issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,6.290886899994803,480,207,687,
115,Diana reported something that needs tracking.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.7500101999903563,474,186,660,
116,This should be documented somewhere official.,create_ticket,Semantic Taxonomy (Baseline),log_audit_event,Security & Compliance,False,False,4.840621499999543,498,257,755,
117,Make sure this doesn't slip through the cracks.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,4.747347299999092,478,163,641,
118,We should have a reference number for Eve's issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,4.499696399987442,480,160,640,
119,We need to track this issue with Charlie.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,2.341460099982214,476,151,627,
120,This needs an official entry in our tracking system.,create_ticket,Semantic Taxonomy (Baseline),log_audit_event,Security & Compliance,False,False,6.7464294000092195,504,255,759,
121,We should have a reference number for Alice's issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,3.7583713000058196,480,190,670,
122,This needs to be logged for follow-up.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,5.762294299987843,476,141,617,
123,This needs an official entry in our tracking system.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,4.870763900005841,478,192,670,
124,Alice reported something that needs tracking.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,2.744202599991695,474,149,623,
125,We should have a reference number for Eve's issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,5.906767600012245,480,222,702,
126,We should have a reference number for Frank's issue.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,5.2090586999984225,480,307,787,
127,Alice reported something that needs tracking.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,5.403895600000396,474,176,650,
128,Can we get a formal record of Eve's problem?,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,2.414204400003655,482,166,648,
129,We need a paper trail for the auth-svc-04 issue.,create_ticket,Semantic Taxonomy (Baseline),log_audit_event,Security & Compliance,False,False,4.691568800000823,512,256,768,
130,We need a paper trail for the payment-api-03 issue.,create_ticket,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,3.878493999989587,491,162,653,
131,This needs to be logged for follow-up.,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,4.4622377999912715,476,210,686,
132,Someone should formalize this complaint from Diana.,create_ticket,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,False,False,4.700782999992953,504,293,797,
133,Can we get a formal record of Bob's problem?,create_ticket,Semantic Taxonomy (Baseline),create_ticket,IT Support,True,True,8.567427200003294,482,179,661,
134,We need human intervention for Eve.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,2.087831599987112,472,130,602,
135,This one needs a pair of human eyes.,escalate_to_human,Semantic Taxonomy (Baseline),escalate_to_human,Security & Compliance,True,True,2.6092878000054043,502,223,725,
136,Alice's case is too nuanced for a bot.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,5.6506925000139745,480,176,656,
137,This is beyond what automation can handle.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,27.63123069998983,474,194,668,
138,We need someone with judgment on this.,escalate_to_human,Semantic Taxonomy (Baseline),escalate_to_human,Security & Compliance,True,True,5.4051208999881055,500,238,738,
139,Can we get a senior person to look at Grace's case?,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.9765563999826554,486,212,698,
140,Automation isn't going to resolve Eve's issue.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.050897000008263,478,235,713,
141,Automation isn't going to resolve Bob's issue.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.2995559999981197,478,153,631,
142,Can we get a senior person to look at Eve's case?,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,9.306441800014,486,281,767,
143,Can we get a senior person to look at Bob's case?,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,6.976561400006176,486,159,645,
144,We need human intervention for Frank.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,5.981472200001008,472,134,606,
145,This requires human decision-making.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.7347142999933567,470,151,621,
146,We need human intervention for Charlie.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,5.124055199994473,472,132,604,
147,Grace's case is too nuanced for a bot.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,6.420859899983043,480,247,727,
148,Eve's case is too nuanced for a bot.,escalate_to_human,Semantic Taxonomy (Baseline),escalate_to_human,Security & Compliance,True,True,4.264084900016314,506,144,650,
149,Automation isn't going to resolve Frank's issue.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.874980399996275,478,143,621,
150,Automation isn't going to resolve Grace's issue.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.739826799996081,478,123,601,
151,Can we get a senior person to look at Charlie's case?,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.201243399991654,486,220,706,
152,Diana's situation needs a real person.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.509871899994323,476,228,704,
153,We need human intervention for Diana.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.6350616999989143,472,244,716,
154,The automated response isn't going to cut it for Frank.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.438113299998804,480,183,663,
155,Frank's case is too nuanced for a bot.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.0779077999904985,480,186,666,
156,We need human intervention for Grace.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,2.6046192000067094,472,147,619,
157,The automated response isn't going to cut it for Alice.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,6.124659199995222,480,290,770,
158,Bob's situation needs a real person.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,2.6716310000047088,476,207,683,
159,Automation isn't going to resolve Charlie's issue.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.779498899995815,478,169,647,
160,The automated response isn't going to cut it for Diana.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.752178800001275,480,204,684,
161,Bob's case is too nuanced for a bot.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,2.7898325999994995,480,175,655,
162,Charlie's case is too nuanced for a bot.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.545656699978281,480,202,682,
163,Can we get a senior person to look at Frank's case?,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.963768300003721,486,202,688,
164,The automated response isn't going to cut it for Bob.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,5.696112799996627,480,254,734,
165,The automated response isn't going to cut it for Charlie.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,5.816583399995579,480,156,636,
166,Eve's situation needs a real person.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,7.779718200006755,476,198,674,
167,Diana's case is too nuanced for a bot.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,5.278700700015179,480,201,681,
168,Charlie's situation needs a real person.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,2.4592398000095272,476,172,648,
169,The automated response isn't going to cut it for Grace.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.9740373000095133,480,166,646,
170,We need human intervention for Bob.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,6.004344799992396,472,126,598,
171,Automation isn't going to resolve Alice's issue.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.5625075999996625,478,133,611,
172,Automation isn't going to resolve Diana's issue.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.08636070000648,478,145,623,
173,Frank's situation needs a real person.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,5.633147400018061,476,190,666,
174,We need human intervention for Frank.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,2.2586346000025515,472,145,617,
175,We need human intervention for Alice.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.4908932000107598,472,141,613,
176,Can we get a senior person to look at Alice's case?,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.061265399999684,486,194,680,
177,The automated response isn't going to cut it for Eve.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,2.758124799991492,480,225,705,
178,Alice's situation needs a real person.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.830936500002281,476,254,730,
179,Can we get a senior person to look at Diana's case?,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,2.441071799985366,486,148,634,
180,The automated response isn't going to cut it for Frank.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,5.317880200003856,480,164,644,
181,This one needs a pair of human eyes.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.458084099998814,476,189,665,
182,We need human intervention for Frank.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.672793099991395,472,156,628,
183,Grace's situation needs a real person.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.1060101999901235,476,199,675,
184,Alice's case is too nuanced for a bot.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.328025299997535,480,162,642,
185,This requires human decision-making.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,6.360748100007186,470,179,649,
186,Can we get a senior person to look at Alice's case?,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,6.056525899999542,486,220,706,
187,The automated response isn't going to cut it for Frank.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,6.118982499989215,480,181,661,
188,We need human intervention for Eve.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,4.223155999992741,472,134,606,
189,Can we get a senior person to look at Eve's case?,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,6.837854299985338,486,170,656,
190,Alice's case is too nuanced for a bot.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,67.05418900000222,480,184,664,
191,Automation isn't going to resolve Charlie's issue.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.9226550000021234,478,161,639,
192,Bob's case is too nuanced for a bot.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,2.5691227999923285,480,176,656,
193,Automation isn't going to resolve Charlie's issue.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,3.8569306999997934,478,138,616,
194,Automation isn't going to resolve Eve's issue.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,7.284113699992304,478,184,662,
195,This requires human decision-making.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,6.344047699996736,470,211,681,
