query_id,query,ground_truth,taxonomy_name,predicted_tool,selected_branch,correct,branch_correct,latency_s,prompt_tokens,completion_tokens,total_tokens,error
60,Notify a manager that Frank's case needs attention.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9460420999967027,382,22,404,
61,Send this to a real person for Frank.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9959952999997768,380,23,403,
62,Create an escalation path for Frank.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.891505399995367,376,23,399,
63,Send this to a real person for Alice.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8765286999987438,380,22,402,
64,Send this to a real person for Eve.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9271918999947957,380,22,402,
65,Create an escalation path for Diana.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9372569000042859,376,23,399,
66,Send this to a real person for Bob.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8928977000032319,380,22,402,
67,Create an escalation path for Bob.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9038720000025933,376,23,399,
68,Create an escalation path for Alice.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9807102999984636,376,23,399,
69,Send this to a real person for Grace.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9040968999979668,380,23,403,
70,Notify a manager that Diana's case needs attention.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8813722999984748,382,22,404,
71,Notify a manager that Grace's case needs attention.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8363302999932785,382,22,404,
72,Notify a manager that Bob's case needs attention.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9193128000042634,382,22,404,
73,Notify a manager that Eve's case needs attention.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9101823999953922,382,22,404,
74,Notify a manager that Charlie's case needs attention.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9205349999974715,382,22,404,
75,Create an escalation path for Eve.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9189528999995673,376,23,399,
76,Create an escalation path for Grace.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,2.0023416000040015,376,23,399,
77,Send this to a real person for Diana.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9294156999967527,380,23,403,
78,Notify a manager that Alice's case needs attention.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9025732999944012,382,22,404,
79,Send this to a real person for Charlie.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8348678999973345,380,22,402,
80,Notify a manager that Diana's case needs attention.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8297818999999436,382,22,404,
81,Create an escalation path for Charlie.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8804415999984485,376,23,399,
82,Notify a manager that Diana's case needs attention.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.813120799997705,382,22,404,
83,Notify a manager that Charlie's case needs attention.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9512697000027401,382,22,404,
84,Create an escalation path for Bob.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9784080999961589,376,23,399,
85,Create an escalation path for Eve.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.941185099996801,376,23,399,
86,Notify a manager that Eve's case needs attention.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9189776999992318,382,22,404,
87,Send this to a real person for Charlie.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.914257099997485,380,22,402,
88,Send this to a real person for Frank.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9059349999952246,380,23,403,
89,Send this to a real person for Bob.,escalate_to_human,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8515400999967824,380,22,402,
90,Log the quarterly metrics into a document.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9512991000083275,384,24,408,
91,Pull the data and compile findings for Marketing.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,2.082141499995487,386,24,410,
92,Query the system and put together a summary for HR.,generate_report,Semantic Taxonomy (Baseline),check_status,IT Support,False,False,1.8662667000025976,384,22,406,
93,Query the system and put together a summary for Finance.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.8640130999992834,390,24,414,
94,Pull the data and compile findings for Engineering.,generate_report,Semantic Taxonomy (Baseline),check_status,IT Support,False,False,1.886443600007624,380,22,402,
95,Query the system and put together a summary for Marketing.,generate_report,Semantic Taxonomy (Baseline),check_status,IT Support,False,False,1.906882900002529,384,22,406,
96,Pull the data and compile findings for HR.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.7688195000009728,386,24,410,
97,Query the system and put together a summary for Legal.,generate_report,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,True,True,2.0355282000018633,405,23,428,
98,Pull the data and compile findings for Legal.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,2.0014337000029627,386,24,410,
99,Query the system and put together a summary for Engineering.,generate_report,Semantic Taxonomy (Baseline),check_status,IT Support,False,False,1.8435625000056461,384,22,406,
100,Pull the data and compile findings for HR.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9365862999984529,386,24,410,
101,Pull the data and compile findings for Finance.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9303374999944936,386,24,410,
102,Pull the data and compile findings for HR.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.937632000001031,386,24,410,
103,Log the quarterly metrics into a document.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,2.043175400001928,384,24,408,
104,Query the system and put together a summary for HR.,generate_report,Semantic Taxonomy (Baseline),check_status,IT Support,False,False,1.884546399996907,384,22,406,
105,Log the quarterly metrics into a document.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9709598000044934,384,24,408,
106,Query the system and put together a summary for Legal.,generate_report,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,True,True,1.9296918000036385,405,23,428,
107,Log the quarterly metrics into a document.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.993541899995762,384,24,408,
108,Log the quarterly metrics into a document.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9867586999971536,384,24,408,
109,Query the system and put together a summary for Finance.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9405374000052689,390,24,414,
110,Pull the data and compile findings for Legal.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.924500299995998,386,24,410,
111,Log the quarterly metrics into a document.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9240537000005133,384,24,408,
112,Pull the data and compile findings for HR.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.856691500004672,386,24,410,
113,Log the quarterly metrics into a document.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9050682000015513,384,24,408,
114,Pull the data and compile findings for Legal.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.8747547999955714,386,24,410,
115,Query the system and put together a summary for HR.,generate_report,Semantic Taxonomy (Baseline),check_status,IT Support,False,False,1.8836029000085546,384,22,406,
116,Query the system and put together a summary for Legal.,generate_report,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,True,True,1.9425117999999202,405,23,428,
117,Pull the data and compile findings for Legal.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,2.008038199994189,386,24,410,
118,Pull the data and compile findings for Engineering.,generate_report,Semantic Taxonomy (Baseline),check_status,IT Support,False,False,1.9571503000115626,380,22,402,
119,Query the system and put together a summary for Finance.,generate_report,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9368496000024606,390,24,414,
120,File a record of what happened with payment-api-03.,log_audit_event,Semantic Taxonomy (Baseline),send_notification,Billing & Data Management,False,False,1.8991055999940727,392,24,416,
121,File a record of what happened with cdn-edge-06.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8998897000055877,388,22,410,
122,Document the action taken on Charlie's account.,log_audit_event,Semantic Taxonomy (Baseline),send_notification,Billing & Data Management,False,False,2.000474000007671,386,25,411,
123,Report the incident to the compliance trail.,log_audit_event,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,False,True,1.9228507000007085,399,23,422,
124,File a record of what happened with prod-web-01.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8563893999962602,386,22,408,
125,Document the action taken on Alice's account.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8697248000025866,380,22,402,
126,Document the action taken on Frank's account.,log_audit_event,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9556886999998824,386,24,410,
127,Document the action taken on Bob's account.,log_audit_event,Semantic Taxonomy (Baseline),send_notification,Billing & Data Management,False,False,1.9594811000060872,386,24,410,
128,Document the action taken on Diana's account.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9185699000008754,380,22,402,
129,Document the action taken on Eve's account.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9241264000011142,380,22,402,
130,File a record of what happened with ml-infer-05.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8473337999967043,388,22,410,
131,File a record of what happened with auth-svc-04.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8780850000039209,388,22,410,
132,Document the action taken on Grace's account.,log_audit_event,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9476934999984223,386,25,411,
133,File a record of what happened with staging-db-02.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.899418399996648,386,22,408,
134,Report the incident to the compliance trail.,log_audit_event,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,False,True,1.90084200000274,399,23,422,
135,File a record of what happened with ml-infer-05.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9180176000008942,388,22,410,
136,Report the incident to the compliance trail.,log_audit_event,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,False,True,1.9025149000081,399,23,422,
137,File a record of what happened with staging-db-02.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8884268000037991,386,22,408,
138,Document the action taken on Frank's account.,log_audit_event,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,1.9369169999990845,386,24,410,
139,Report the incident to the compliance trail.,log_audit_event,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,False,True,1.9304562999968766,399,23,422,
140,Report the incident to the compliance trail.,log_audit_event,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,False,True,1.9269471000006888,399,23,422,
141,Document the action taken on Grace's account.,log_audit_event,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,2.026758499996504,386,25,411,
142,File a record of what happened with ml-infer-05.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.9425071999939973,388,22,410,
143,File a record of what happened with staging-db-02.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8858525000032387,386,22,408,
144,Report the incident to the compliance trail.,log_audit_event,Semantic Taxonomy (Baseline),generate_report,Security & Compliance,False,True,1.9889994999975897,399,23,422,
145,File a record of what happened with auth-svc-04.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8755729000113206,388,22,410,
146,File a record of what happened with prod-web-01.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.8706478000021889,386,22,408,
147,File a record of what happened with ml-infer-05.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.829667199999676,388,22,410,
148,Document the action taken on Grace's account.,log_audit_event,Semantic Taxonomy (Baseline),query_database,Billing & Data Management,False,False,2.0419040999986464,386,25,411,
149,Document the action taken on Diana's account.,log_audit_event,Semantic Taxonomy (Baseline),create_ticket,IT Support,False,False,1.890548499992292,380,22,402,
150,Charlie's subscription charge was wrong -- give them their money back.,process_refund,Semantic Taxonomy (Baseline),process_refund,Billing & Data Management,True,True,1.9053757000001497,394,23,417,
151,Update Charlie's billing to reflect the returned amount.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9699721000069985,388,24,412,
152,Adjust Bob's account balance after the error.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9775901999964844,386,24,410,
153,Update Eve's billing to reflect the returned amount.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.980304700002307,388,24,412,
154,Adjust Diana's account balance after the error.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.938428000001295,386,24,410,
155,Adjust Alice's account balance after the error.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9900994999989052,386,24,410,
156,Frank's subscription charge was wrong -- give them their money back.,process_refund,Semantic Taxonomy (Baseline),process_refund,Billing & Data Management,True,True,1.869492199999513,394,23,417,
157,Eve's subscription charge was wrong -- give them their money back.,process_refund,Semantic Taxonomy (Baseline),process_refund,Billing & Data Management,True,True,1.9147770000054152,394,23,417,
158,Adjust Charlie's account balance after the error.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,2.001650600002904,386,24,410,
159,Update Frank's billing to reflect the returned amount.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9729353000002448,388,24,412,
160,Adjust Frank's account balance after the error.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9222660000086762,386,24,410,
161,Grace's subscription charge was wrong -- give them their money back.,process_refund,Semantic Taxonomy (Baseline),process_refund,Billing & Data Management,True,True,1.9472219000017503,394,23,417,
162,Adjust Grace's account balance after the error.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9317055999927106,386,24,410,
163,Update Bob's billing to reflect the returned amount.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.955517599999439,388,24,412,
164,Bob's subscription charge was wrong -- give them their money back.,process_refund,Semantic Taxonomy (Baseline),process_refund,Billing & Data Management,True,True,1.8699591000040527,394,23,417,
165,Update Grace's billing to reflect the returned amount.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.8702454999947804,388,24,412,
166,Update Alice's billing to reflect the returned amount.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.8941763000038918,388,24,412,
167,Diana's subscription charge was wrong -- give them their money back.,process_refund,Semantic Taxonomy (Baseline),process_refund,Billing & Data Management,True,True,1.8999487999972189,394,23,417,
168,Alice's subscription charge was wrong -- give them their money back.,process_refund,Semantic Taxonomy (Baseline),process_refund,Billing & Data Management,True,True,1.9355636000036611,394,23,417,
169,Update Diana's billing to reflect the returned amount.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9587604999978794,388,24,412,
170,Adjust Eve's account balance after the error.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9005591000022832,386,24,410,
171,Adjust Bob's account balance after the error.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9180605999936233,386,24,410,
172,Eve's subscription charge was wrong -- give them their money back.,process_refund,Semantic Taxonomy (Baseline),process_refund,Billing & Data Management,True,True,1.961276900001394,394,23,417,
173,Update Eve's billing to reflect the returned amount.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9157006000023102,388,24,412,
174,Update Alice's billing to reflect the returned amount.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9590600000010454,388,24,412,
175,Frank's subscription charge was wrong -- give them their money back.,process_refund,Semantic Taxonomy (Baseline),process_refund,Billing & Data Management,True,True,1.8978997000012896,394,23,417,
176,Frank's subscription charge was wrong -- give them their money back.,process_refund,Semantic Taxonomy (Baseline),process_refund,Billing & Data Management,True,True,1.9063549999991665,394,23,417,
177,Alice's subscription charge was wrong -- give them their money back.,process_refund,Semantic Taxonomy (Baseline),process_refund,Billing & Data Management,True,True,1.9222214000037638,394,23,417,
178,Adjust Alice's account balance after the error.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9947528000047896,386,24,410,
179,Adjust Diana's account balance after the error.,process_refund,Semantic Taxonomy (Baseline),update_subscription,Billing & Data Management,False,True,1.9579419999936363,386,24,410,
180,Deploy a fresh system for Finance -- update the inventory too.,provision_vm,Semantic Taxonomy (Baseline),provision_vm,IT Support,True,True,1.9353989000010188,386,23,409,
181,Set up another host -- the current cdn-edge-06 isn't cutting it.,provision_vm,Semantic Taxonomy (Baseline),provision_vm,IT Support,True,True,1.9602513000063482,396,23,419,
182,Deploy a fresh system for Legal -- update the inventory too.,provision_vm,Semantic Taxonomy (Baseline),provision_vm,IT Support,True,True,1.957510000000184,386,23,409,
183,Set up another host -- the current ml-infer-05 isn't cutting it.,provision_vm,Semantic Taxonomy (Baseline),provision_vm,IT Support,True,True,1.9423538999981247,396,23,419,
184,Set up another host -- the current auth-svc-04 isn't cutting it.,provision_vm,Semantic Taxonomy (Baseline),provision_vm,IT Support,True,True,1.9091771000021254,396,23,419,
185,Deploy a fresh system for Marketing -- update the inventory too.,provision_vm,Semantic Taxonomy (Baseline),provision_vm,IT Support,True,True,1.91154010000173,386,23,409,
186,Set up another host -- the current staging-db-02 isn't cutting it.,provision_vm,Semantic Taxonomy (Baseline),provision_vm,IT Support,True,True,1.9649747000003117,394,23,417,
187,Deploy a fresh system for Engineering -- update the inventory too.,provision_vm,Semantic Taxonomy (Baseline),provision_vm,IT Support,True,True,1.9015311999974074,386,23,409,
188,Restart the setup process for Marketing's new environment.,provision_vm,Semantic Taxonomy (Baseline),restart_service,IT Support,False,True,1.8229632999937166,382,20,402,
189,Deploy a fresh system for HR -- update the inventory too.,provision_vm,Semantic Taxonomy (Baseline),provision_vm,IT Support,True,True,1.9488620000047376,386,23,409,
