query,dag_id,dag_text,tools,edges,topo_family,source,split,strict_fix_applied,had_duplicate_node_labels,original_tools,tool_count,canonical_dag_hash,canonical_toolset_hash,num_nodes,num_edges,query_condition,structural_twin_group,heldout_topology,dataset_version
"Can you escalate the issue to a human first? After that, restart the service and check its status simultaneously. Once both of those are done, fetch the relevant database record.",339,"check_service_status -> read_database_record, escalate_case_to_human -> check_service_status, escalate_case_to_human -> restart_service, restart_service -> read_database_record",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,escalate_case_to_human;restart_service;check_service_status;read_database_record,15,eb2a2b4a417650f2,d3e1111161034a81,4,4,standard,d3e1111161034a81,True,campaign_v4
"Please create a support ticket first, and once that's done, send a message to the user group and check the subscription status simultaneously. After both of those tasks are completed, restart the service.",340,"create_support_ticket -> dispatch_message_to_usergroup, create_support_ticket -> read_subscription_status, dispatch_message_to_usergroup -> restart_service, read_subscription_status -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,15,a7d2731e5734d981,a99573f022f7e6d6,4,4,standard,a99573f022f7e6d6,True,campaign_v4
"First, update the user's subscription plan. Once that's done, send a message to the user group and retrieve the relevant database record at the same time. After both the message is sent and the database record is retrieved, proceed to route the task based on the conditions.",341,"dispatch_message_to_usergroup -> route_task_by_condition, read_database_record -> route_task_by_condition, update_subscription_plan -> dispatch_message_to_usergroup, update_subscription_plan -> read_database_record",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,15,60ef4f8781b9a425,4cc62b3107e11691,4,4,standard,4cc62b3107e11691,True,campaign_v4
"First, send a message to the user group. After that, simultaneously check the system for malware and retrieve the user's profile. Once both of those are done, reset the user's password.",342,"dispatch_message_to_usergroup -> read_user_profile, dispatch_message_to_usergroup -> scan_system_for_malware, read_user_profile -> reset_user_password, scan_system_for_malware -> reset_user_password",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,15,609ebc2e2fa9a094,624e4da59323ab53,4,4,standard,624e4da59323ab53,True,campaign_v4
"Please update the username first. After that, restart the service and scan the system for malware simultaneously. Once both of those are completed, retrieve the relevant database record.",343,"edit_username -> restart_service, edit_username -> scan_system_for_malware, restart_service -> read_database_record, scan_system_for_malware -> read_database_record",edit_username;restart_service;scan_system_for_malware;read_database_record,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,edit_username;restart_service;scan_system_for_malware;read_database_record,15,3d058bfc96d6a334,a1358fbcc1b0d77f,4,4,standard,a1358fbcc1b0d77f,True,campaign_v4
"Please reset the user password first. After that, restart the service and scan the system for malware at the same time. Once both of those are complete, go ahead and read the user profile.",344,"reset_user_password -> restart_service, reset_user_password -> scan_system_for_malware, restart_service -> read_user_profile, scan_system_for_malware -> read_user_profile",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,reset_user_password;restart_service;scan_system_for_malware;read_user_profile,15,b2f1b3ae15772961,55b170f7f10e0c9b,4,4,standard,55b170f7f10e0c9b,True,campaign_v4
"Please escalate the case to a human first. After that, update the username and write the details in the database at the same time. Once both of those are done, retrieve the updated record from the database.",345,"edit_username -> read_database_record, escalate_case_to_human -> edit_username, escalate_case_to_human -> write_database_record, write_database_record -> read_database_record",escalate_case_to_human;edit_username;write_database_record;read_database_record,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,escalate_case_to_human;edit_username;write_database_record;read_database_record,15,66d791d3971efa71,880b877bd57671e2,4,4,standard,880b877bd57671e2,True,campaign_v4
"Start by changing the username. After that, scan the system for any malware while simultaneously restarting the service. Once both tasks are finished, save the necessary details in the database.",346,"edit_username -> restart_service, edit_username -> scan_system_for_malware, restart_service -> write_database_record, scan_system_for_malware -> write_database_record",edit_username;scan_system_for_malware;restart_service;write_database_record,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,edit_username;scan_system_for_malware;restart_service;write_database_record,15,9688d6d2aec7fa4a,ee93b61c36e0bf7f,4,4,standard,ee93b61c36e0bf7f,True,campaign_v4
"Please start by creating a support ticket. Once that's done, simultaneously review the access logs and update the username. After both of those tasks are complete, escalate the case to a human if needed.",347,"create_support_ticket -> edit_username, create_support_ticket -> read_access_logs, edit_username -> escalate_case_to_human, read_access_logs -> escalate_case_to_human",create_support_ticket;read_access_logs;edit_username;escalate_case_to_human,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,create_support_ticket;read_access_logs;edit_username;escalate_case_to_human,15,fd13355ce6819849,0209b63839f5e916,4,4,standard,0209b63839f5e916,True,campaign_v4
"Please start by creating a support ticket. Once that's done, reset the user's password and restart the service at the same time. After both of those are finished, check the user's subscription status.",348,"create_support_ticket -> reset_user_password, create_support_ticket -> restart_service, reset_user_password -> read_subscription_status, restart_service -> read_subscription_status",create_support_ticket;reset_user_password;restart_service;read_subscription_status,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,create_support_ticket;reset_user_password;restart_service;read_subscription_status,15,925e16e304eb00ec,270224d53a6a1e69,4,4,standard,270224d53a6a1e69,True,campaign_v4
"Please upgrade the subscription plan first. Once that's done, send a message to the user group and reset the password for the user at the same time. After both of those tasks are completed, record the final updates in the database.",349,"dispatch_message_to_usergroup -> write_database_record, reset_user_password -> write_database_record, update_subscription_plan -> dispatch_message_to_usergroup, update_subscription_plan -> reset_user_password",update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;write_database_record,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;write_database_record,15,b535b30a0c016765,70a8c2630bcbe4df,4,4,standard,70a8c2630bcbe4df,True,campaign_v4
"First, save the necessary details in the database. After that, update the username and create a support ticket at the same time. Once both of those are complete, proceed to change the subscription plan.",350,"create_support_ticket -> update_subscription_plan, edit_username -> update_subscription_plan, write_database_record -> create_support_ticket, write_database_record -> edit_username",write_database_record;edit_username;create_support_ticket;update_subscription_plan,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,write_database_record;edit_username;create_support_ticket;update_subscription_plan,15,7be5ff7f36184e04,0c701555c5b8adbb,4,4,standard,0c701555c5b8adbb,True,campaign_v4
"Start by checking the subscription status. Once that's done, simultaneously scan the system for malware and verify the service status. After both of those are finished, retrieve the necessary database record.",351,"check_service_status -> read_database_record, read_subscription_status -> check_service_status, read_subscription_status -> scan_system_for_malware, scan_system_for_malware -> read_database_record",read_subscription_status;scan_system_for_malware;check_service_status;read_database_record,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,read_subscription_status;scan_system_for_malware;check_service_status;read_database_record,15,b8129842091fa0d0,2d8810c84313aac1,4,4,standard,2d8810c84313aac1,True,campaign_v4
"Can you first check the subscription status? Then, once that's done, update the database and check the service status at the same time. Finally, escalate the case to a human after both of those are finished.",352,"check_service_status -> escalate_case_to_human, read_subscription_status -> check_service_status, read_subscription_status -> write_database_record, write_database_record -> escalate_case_to_human",read_subscription_status;write_database_record;check_service_status;escalate_case_to_human,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,read_subscription_status;write_database_record;check_service_status;escalate_case_to_human,15,9b4748f4b8de187b,d2319a70eb4c8665,4,4,standard,d2319a70eb4c8665,True,campaign_v4
"Start by upgrading the subscription plan. After that, split into two tasks: one to decide how to route the task based on conditions, and the other to restart the service. Once both of these are finished, update the username as the final step.",353,"restart_service -> edit_username, route_task_by_condition -> edit_username, update_subscription_plan -> restart_service, update_subscription_plan -> route_task_by_condition",update_subscription_plan;route_task_by_condition;restart_service;edit_username,0->1;0->2;1->3;2->3,diamond,azure_gpt4o,test_topology_heldout,False,False,update_subscription_plan;route_task_by_condition;restart_service;edit_username,15,c391bf70f51b0df2,fc6fbfc5a25fdda8,4,4,standard,fc6fbfc5a25fdda8,True,campaign_v4
"Start by scanning the system for any malware. After that, while checking the user profile, also update the database with any necessary records. Once both of those are done, decide the next steps based on the conditions, and finally review the access logs.",354,"read_user_profile -> route_task_by_condition, route_task_by_condition -> read_access_logs, scan_system_for_malware -> read_user_profile, scan_system_for_malware -> write_database_record, write_database_record -> route_task_by_condition",scan_system_for_malware;read_user_profile;write_database_record;route_task_by_condition;read_access_logs,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,scan_system_for_malware;read_user_profile;write_database_record;route_task_by_condition;read_access_logs,15,b1c0e08ab08b64e3,d7dcd22b09fe3bf0,5,5,standard,d7dcd22b09fe3bf0,True,campaign_v4
"Start by adding a record to the database. Once that's done, check the service status and scan the system for malware at the same time. After both of those finish, read the subscription status, and finally send a message to the user group.",355,"check_service_status -> read_subscription_status, read_subscription_status -> dispatch_message_to_usergroup, scan_system_for_malware -> read_subscription_status, write_database_record -> check_service_status, write_database_record -> scan_system_for_malware",write_database_record;check_service_status;scan_system_for_malware;read_subscription_status;dispatch_message_to_usergroup,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,write_database_record;check_service_status;scan_system_for_malware;read_subscription_status;dispatch_message_to_usergroup,15,d1d13a996c6b1f08,1f9d429ae91d252b,5,5,standard,1f9d429ae91d252b,True,campaign_v4
"Start by checking the user's subscription status. Based on that, either update their subscription plan or open a support ticket to address any issues. Once both of those are done, decide the next action depending on the outcomes, and finally reset the user's password if needed.",356,"create_support_ticket -> route_task_by_condition, read_subscription_status -> create_support_ticket, read_subscription_status -> update_subscription_plan, route_task_by_condition -> reset_user_password, update_subscription_plan -> route_task_by_condition",read_subscription_status;update_subscription_plan;create_support_ticket;route_task_by_condition;reset_user_password,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,read_subscription_status;update_subscription_plan;create_support_ticket;route_task_by_condition;reset_user_password,15,0489e71886522dbd,823961d0e4c5b72f,5,5,standard,823961d0e4c5b72f,True,campaign_v4
"Start by retrieving the user's profile information. Then, at the same time, reset their password and check the service's current status. Once both of those tasks are finished, access the database to retrieve the necessary records. Finally, send a message to the user group after reviewing the database information.",357,"check_service_status -> read_database_record, read_database_record -> dispatch_message_to_usergroup, read_user_profile -> check_service_status, read_user_profile -> reset_user_password, reset_user_password -> read_database_record",read_user_profile;reset_user_password;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,read_user_profile;reset_user_password;check_service_status;read_database_record;dispatch_message_to_usergroup,15,05c2f4d8fd9f82cf,27aabe02d9dc4bbe,5,5,standard,27aabe02d9dc4bbe,True,campaign_v4
"Please start by opening a support ticket. Once that's done, update the username and log a record into the database at the same time. After both of those are completed, reset the user's password. Finally, check the status of the service after the password reset is finished.",358,"create_support_ticket -> edit_username, create_support_ticket -> write_database_record, edit_username -> reset_user_password, reset_user_password -> check_service_status, write_database_record -> reset_user_password",create_support_ticket;edit_username;write_database_record;reset_user_password;check_service_status,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,create_support_ticket;edit_username;write_database_record;reset_user_password;check_service_status,15,59acaa0aa66d8aea,c8ef58f2738fcbec,5,5,standard,c8ef58f2738fcbec,True,campaign_v4
"I need to create a support ticket first. After that, update the database and restart the service at the same time. Once both are done, route the task based on specific conditions, and finally escalate to a human if needed.",359,"create_support_ticket -> restart_service, create_support_ticket -> write_database_record, restart_service -> route_task_by_condition, route_task_by_condition -> escalate_case_to_human, write_database_record -> route_task_by_condition",create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,15,d2ad2bdc42d70c67,d4b1cfef75877b72,5,5,standard,d4b1cfef75877b72,True,campaign_v4
"Start by saving the data into the database. Once that's done, send a message to the user group and fetch the user's profile simultaneously. After both the message is sent and the profile is retrieved, check the database for additional details. Finally, after reviewing the database, verify the user's subscription status.",360,"dispatch_message_to_usergroup -> read_database_record, read_database_record -> read_subscription_status, read_user_profile -> read_database_record, write_database_record -> dispatch_message_to_usergroup, write_database_record -> read_user_profile",write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,15,86d88b612dfe0c2e,7bec1dd9ec50e7e5,5,5,standard,7bec1dd9ec50e7e5,True,campaign_v4
"Start by checking if the service is running properly. Then, while you're updating the username, also create a support ticket at the same time. Once both of those are done, decide the next steps based on the conditions, and after that, check the subscription status.",361,"check_service_status -> create_support_ticket, check_service_status -> edit_username, create_support_ticket -> route_task_by_condition, edit_username -> route_task_by_condition, route_task_by_condition -> read_subscription_status",check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,15,3c702f4958f0b994,ee40470d8d4327be,5,5,standard,ee40470d8d4327be,True,campaign_v4
"Start by restarting the service. Once that's done, update the subscription plan and scan the system for malware at the same time. After both of these are finished, write a record to the database, and finally reset the user's password.",362,"restart_service -> scan_system_for_malware, restart_service -> update_subscription_plan, scan_system_for_malware -> write_database_record, update_subscription_plan -> write_database_record, write_database_record -> reset_user_password",restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,15,afa18152d743cfce,bced4666439a8325,5,5,standard,bced4666439a8325,True,campaign_v4
"Start by resetting the user’s password. Once that’s done, simultaneously scan the system for malware and update their username. After both of those tasks are complete, create a support ticket. Finally, route the task based on the ticket details.",363,"create_support_ticket -> route_task_by_condition, edit_username -> create_support_ticket, reset_user_password -> edit_username, reset_user_password -> scan_system_for_malware, scan_system_for_malware -> create_support_ticket",reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,15,697362c3fe3dac35,1957b8a0d3e0497b,5,5,standard,1957b8a0d3e0497b,True,campaign_v4
"Start by scanning the system for any malware. Once that's done, decide the next steps based on the results and, at the same time, create a support ticket if needed. After both of these are complete, update the database with the relevant information. Finally, check the subscription status after the database has been updated.",364,"create_support_ticket -> write_database_record, route_task_by_condition -> write_database_record, scan_system_for_malware -> create_support_ticket, scan_system_for_malware -> route_task_by_condition, write_database_record -> read_subscription_status",scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,15,fde778f66b06d202,030b02e3371d0000,5,5,standard,030b02e3371d0000,True,campaign_v4
"Can you first check the subscription status? After that, depending on the results, route the task and simultaneously verify the service availability. Once both of those are completed, retrieve the required database records, and finally, send a message to the appropriate user group.",365,"check_service_status -> read_database_record, read_database_record -> dispatch_message_to_usergroup, read_subscription_status -> check_service_status, read_subscription_status -> route_task_by_condition, route_task_by_condition -> read_database_record",read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,15,40fde4465d19d522,6e5178d70f230ea4,5,5,standard,6e5178d70f230ea4,True,campaign_v4
"Start by scanning the system for any malware. Once that’s done, simultaneously check the database records and open a new support ticket. After those two tasks are completed, reset the user password, and finally review the access logs.",366,"create_support_ticket -> reset_user_password, read_database_record -> reset_user_password, reset_user_password -> read_access_logs, scan_system_for_malware -> create_support_ticket, scan_system_for_malware -> read_database_record",scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,15,ae574b4c8fc5b4bd,0ab6adfeec57ccd4,5,5,standard,0ab6adfeec57ccd4,True,campaign_v4
"First, confirm the current status of the service. Based on that, route the task to the appropriate condition while simultaneously creating a support ticket if needed. Once both are finished, record the necessary details in the database, and finally, when the database updates are completed, check the subscription status.",367,"check_service_status -> create_support_ticket, check_service_status -> route_task_by_condition, create_support_ticket -> write_database_record, route_task_by_condition -> write_database_record, write_database_record -> read_subscription_status",check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,15,c672f691d7cd2580,60a79f9731e8aae1,5,5,standard,60a79f9731e8aae1,True,campaign_v4
"Please start by creating a support ticket. Once that's done, update the subscription plan and send a message to the user group at the same time. After both of those tasks are complete, reset the user password. Finally, escalate the case to a human once the password has been reset.",368,"create_support_ticket -> dispatch_message_to_usergroup, create_support_ticket -> update_subscription_plan, dispatch_message_to_usergroup -> reset_user_password, reset_user_password -> escalate_case_to_human, update_subscription_plan -> reset_user_password",create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,15,bd44849adf18f2cc,d52f84c0460493f7,5,5,standard,d52f84c0460493f7,True,campaign_v4
"First, verify the subscription status. Then, at the same time, check the database record and assess the service status. Once both of those are done, evaluate the conditions to decide the next step, and finally, send a message to the appropriate user group.",369,"check_service_status -> route_task_by_condition, read_database_record -> route_task_by_condition, read_subscription_status -> check_service_status, read_subscription_status -> read_database_record, route_task_by_condition -> dispatch_message_to_usergroup",read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,15,2e124797549c79ef,6e5178d70f230ea4,5,5,standard,6e5178d70f230ea4,True,campaign_v4
"Start by scanning the system for malware. Once that’s done, check the access logs and verify the subscription status at the same time. After both of those are complete, review the user’s profile, and finally reset their password.",370,"read_access_logs -> read_user_profile, read_subscription_status -> read_user_profile, read_user_profile -> reset_user_password, scan_system_for_malware -> read_access_logs, scan_system_for_malware -> read_subscription_status",scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,15,f812117b515e039d,43014c93315d9d4e,5,5,standard,43014c93315d9d4e,True,campaign_v4
"First, analyze the access logs. Once that's done, simultaneously check the subscription status and retrieve the user profile. After both are complete, send a message to the user group. Finally, reset the user's password after the message has been dispatched.",371,"dispatch_message_to_usergroup -> reset_user_password, read_access_logs -> read_subscription_status, read_access_logs -> read_user_profile, read_subscription_status -> dispatch_message_to_usergroup, read_user_profile -> dispatch_message_to_usergroup",read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,15,d57e13e1676ce5b5,8f8aba1cc9b37775,5,5,standard,8f8aba1cc9b37775,True,campaign_v4
"Start by checking the subscription status. Then, while creating a support ticket, also review the access logs. Once both of those are done, restart the service, and after that, update the database with the necessary details.",372,"create_support_ticket -> restart_service, read_access_logs -> restart_service, read_subscription_status -> create_support_ticket, read_subscription_status -> read_access_logs, restart_service -> write_database_record",read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,0->1;0->2;1->3;2->3;3->4,asymmetric_fork_join,azure_gpt4o,test_topology_heldout,False,False,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,15,c312bd658c62fcb3,7bdb97f144a7cee3,5,5,standard,7bdb97f144a7cee3,True,campaign_v4
