query,ground_truth,domain_note
Urgent: ping prod-web-01 for a health check.,check_status,
Simple request — check if cdn-edge-06 is up and we're good.,check_status,
Simple request — ping auth-svc-04 for a health check and we're good.,check_status,
Simple request — diagnose ml-infer-05 and we're good.,check_status,
All I need is for someone to check if prod-web-01 is up.,check_status,
From Engineering: see what's going on with auth-svc-04.,check_status,
Just diagnose ml-infer-05. Nothing else needed.,check_status,
Quick task: see what's going on with payment-api-03.,check_status,
Quick task: see what's going on with cdn-edge-06.,check_status,
All I need is for someone to assess ml-infer-05's status.,check_status,
All I need is for someone to assess payment-api-03's status.,check_status,
Simple request — ping ml-infer-05 for a health check and we're good.,check_status,
"When you get a chance, see what's going on with staging-db-02.",check_status,
Simple request — ping cdn-edge-06 for a health check and we're good.,check_status,
Just assess prod-web-01's status. Nothing else needed.,check_status,
Just check if prod-web-01 is up. Nothing else needed.,check_status,
Urgent: file an incident report about cdn-edge-06.,create_ticket,
All I need is for someone to file an incident report about staging-db-02.,create_ticket,
Simple request — create a ticket about the Marketing issue and we're good.,create_ticket,
Simple request — file an incident report about prod-web-01 and we're good.,create_ticket,
Simple request — create a ticket about the Finance issue and we're good.,create_ticket,
Simple request — spin up a tracking ticket for Grace and we're good.,create_ticket,
Just create a support case for Engineering. Nothing else needed.,create_ticket,
All I need is for someone to file a bug about auth-svc-04.,create_ticket,
All I need is for someone to create a support case for Marketing.,create_ticket,
Quick task: file a bug about auth-svc-04.,create_ticket,
Just file an incident report about cdn-edge-06. Nothing else needed.,create_ticket,
Just log a Jira for Grace's issue. Nothing else needed.,create_ticket,
Simple request — create a support case for Marketing and we're good.,create_ticket,
Just create a ticket about the Finance issue. Nothing else needed.,create_ticket,
From Marketing: create a ticket about the Marketing issue.,create_ticket,
Just create a ticket about the Finance issue. Nothing else needed.,create_ticket,
All I need is for someone to log a Jira for Frank's issue.,create_ticket,
The Engineering team needs us to file an incident report about payment-api-03.,create_ticket,
Quick task: create a support case for HR.,create_ticket,
Quick task: file an incident report about cdn-edge-06.,create_ticket,
Quick task: create a ticket about the Finance issue.,create_ticket,
Just create a support case for HR. Nothing else needed.,create_ticket,
I need you to file an incident report about cdn-edge-06.,create_ticket,
Quick task: log a Jira for Bob's issue.,create_ticket,
"Hey, can you create a ticket about the Finance issue.",create_ticket,
Quick task: create a support case for Legal.,create_ticket,
Simple request — file an incident report about auth-svc-04 and we're good.,create_ticket,
ASAP — log a Jira for Charlie's issue.,create_ticket,
Just file an incident report about cdn-edge-06. Nothing else needed.,create_ticket,
Simple request — create a support case for HR and we're good.,create_ticket,
Simple request — spin up a tracking ticket for Bob and we're good.,create_ticket,
Simple request — spin up a tracking ticket for Frank and we're good.,create_ticket,
Simple request — log a Jira for Charlie's issue and we're good.,create_ticket,
All I need is for someone to file a bug about prod-web-01.,create_ticket,
Quick task: log a Jira for Bob's issue.,create_ticket,
Simple request — create a ticket about the Engineering issue and we're good.,create_ticket,
"Per Grace's request, file a bug about payment-api-03.",create_ticket,
All I need is for someone to file an incident report about auth-svc-04.,create_ticket,
Simple request — file a bug about payment-api-03 and we're good.,create_ticket,
All I need is for someone to create a support case for Engineering.,create_ticket,
All I need is for someone to file a bug about staging-db-02.,create_ticket,
Quick task: file an incident report about ml-infer-05.,create_ticket,
Quick task: create a support case for Marketing.,create_ticket,
Quick task: log a Jira for Bob's issue.,create_ticket,
Simple request — spin up a tracking ticket for Frank and we're good.,create_ticket,
Just log a Jira for Diana's issue. Nothing else needed.,create_ticket,
Quick task: spin up a tracking ticket for Diana.,create_ticket,
Just create a ticket about the Legal issue. Nothing else needed.,create_ticket,
Quick task: open a ticket for Bob.,create_ticket,
Simple request — create a support case for Marketing and we're good.,create_ticket,
Just create a support case for Finance. Nothing else needed.,create_ticket,
Quick task: create a ticket about the Finance issue.,create_ticket,
Quick one — spin up a tracking ticket for Frank.,create_ticket,
Just file an incident report about ml-infer-05. Nothing else needed.,create_ticket,
Quick task: file an incident report about ml-infer-05.,create_ticket,
Quick task: file an incident report about payment-api-03.,create_ticket,
Urgent: log a Jira for Frank's issue.,create_ticket,
Quick task: open a ticket for Eve.,create_ticket,
Quick one — open a ticket for Diana.,create_ticket,
Simple request — file an incident report about ml-infer-05 and we're good.,create_ticket,
All I need is for someone to open a ticket for Diana.,create_ticket,
Quick task: log a Jira for Charlie's issue.,create_ticket,
Time to open a ticket for Bob.,create_ticket,
Quick task: create a ticket about the Finance issue.,create_ticket,
All I need is for someone to open a ticket for Eve.,create_ticket,
Quick task: create a support case for Legal.,create_ticket,
Simple request — file a bug about prod-web-01 and we're good.,create_ticket,
Just escalate Grace's case to the on-call. Nothing else needed.,escalate_to_human,
"For the Engineering team, escalate Alice's case to the on-call.",escalate_to_human,
Just wake up the on-call about staging-db-02. Nothing else needed.,escalate_to_human,
All I need is for someone to hand Frank's issue off to an engineer.,escalate_to_human,
Simple request — bring in tier-2 support for Bob and we're good.,escalate_to_human,
We gotta get a human involved for Grace.,escalate_to_human,
All I need is for someone to escalate Frank's case to the on-call.,escalate_to_human,
All I need is for someone to loop in a Legal manager.,escalate_to_human,
Quick one — bring in tier-2 support for Eve.,escalate_to_human,
All I need is for someone to bring in tier-2 support for Alice.,escalate_to_human,
All I need is for someone to loop in a Legal manager.,escalate_to_human,
Quick task: bring in tier-2 support for Diana.,escalate_to_human,
All I need is for someone to wake up the on-call about ml-infer-05.,escalate_to_human,
Simple request — loop in a Legal manager and we're good.,escalate_to_human,
ASAP — wake up the on-call about ml-infer-05.,escalate_to_human,
Simple request — wake up the on-call about payment-api-03 and we're good.,escalate_to_human,
Simple request — bring in tier-2 support for Eve and we're good.,escalate_to_human,
Simple request — loop in a Engineering manager and we're good.,escalate_to_human,
Simple request — wake up the on-call about cdn-edge-06 and we're good.,escalate_to_human,
All I need is for someone to wake up the on-call about cdn-edge-06.,escalate_to_human,
Just escalate Alice's case to the on-call. Nothing else needed.,escalate_to_human,
All I need is for someone to get a human involved for Frank.,escalate_to_human,
Simple request — bring in tier-2 support for Eve and we're good.,escalate_to_human,
Simple request — wake up the on-call about payment-api-03 and we're good.,escalate_to_human,
I need you to escalate Grace's case to the on-call.,escalate_to_human,
All I need is for someone to bring in tier-2 support for Frank.,escalate_to_human,
"For the Engineering team, escalate Charlie's case to the on-call.",escalate_to_human,
All I need is for someone to get a human involved for Charlie.,escalate_to_human,
Simple request — bring in tier-2 support for Diana and we're good.,escalate_to_human,
All I need is for someone to hand Bob's issue off to an engineer.,escalate_to_human,
Quick task: wake up the on-call about auth-svc-04.,escalate_to_human,
I need you to loop in a Engineering manager.,escalate_to_human,
Quick one — hand Frank's issue off to an engineer.,escalate_to_human,
"Hey, can you loop in a Marketing manager.",escalate_to_human,
Quick task: loop in a HR manager.,escalate_to_human,
Simple request — bring in tier-2 support for Grace and we're good.,escalate_to_human,
All I need is for someone to loop in a Finance manager.,escalate_to_human,
Just loop in a HR manager. Nothing else needed.,escalate_to_human,
Quick task: escalate Alice's case to the on-call.,escalate_to_human,
Just escalate Grace's case to the on-call. Nothing else needed.,escalate_to_human,
All I need is for someone to loop in a Marketing manager.,escalate_to_human,
All I need is for someone to wake up the on-call about cdn-edge-06.,escalate_to_human,
Simple request — loop in a HR manager and we're good.,escalate_to_human,
All I need is for someone to loop in a HR manager.,escalate_to_human,
Simple request — escalate Bob's case to the on-call and we're good.,escalate_to_human,
Quick task: loop in a Finance manager.,escalate_to_human,
Simple request — get a human involved for Charlie and we're good.,escalate_to_human,
The Finance team needs us to loop in a HR manager.,escalate_to_human,
Simple request — escalate Grace's case to the on-call and we're good.,escalate_to_human,
Just escalate Eve's case to the on-call. Nothing else needed.,escalate_to_human,
From HR: escalate Alice's case to the on-call.,escalate_to_human,
Quick task: hand Charlie's issue off to an engineer.,escalate_to_human,
Quick task: loop in a Legal manager.,escalate_to_human,
Just loop in a Engineering manager. Nothing else needed.,escalate_to_human,
Just loop in a Engineering manager. Nothing else needed.,escalate_to_human,
Quick task: loop in a Marketing manager.,escalate_to_human,
Simple request — loop in a Marketing manager and we're good.,escalate_to_human,
Simple request — loop in a Finance manager and we're good.,escalate_to_human,
All I need is for someone to loop in a Engineering manager.,escalate_to_human,
Quick task: get a human involved for Bob.,escalate_to_human,
Simple request — wake up the on-call about ml-infer-05 and we're good.,escalate_to_human,
All I need is for someone to wake up the on-call about prod-web-01.,escalate_to_human,
Quick task: hand Alice's issue off to an engineer.,escalate_to_human,
All I need is for someone to wake up the on-call about cdn-edge-06.,escalate_to_human,
Time to bring in tier-2 support for Diana.,escalate_to_human,
Quick task: get a human involved for Grace.,escalate_to_human,
Simple request — loop in a Engineering manager and we're good.,escalate_to_human,
Simple request — generate the HR analytics and we're good.,generate_report,
Please whip up a report for Finance.,generate_report,
Just produce the Finance performance summary. Nothing else needed.,generate_report,
"Hey, can you compile a summary for Legal.",generate_report,
All I need is for someone to build a compliance doc for HR.,generate_report,
Quick task: put together a report on staging-db-02.,generate_report,
Simple request — compile a summary for Marketing and we're good.,generate_report,
Just whip up a report for HR. Nothing else needed.,generate_report,
All I need is for someone to produce the HR performance summary.,generate_report,
Diana reported an issue — put together a report on staging-db-02.,generate_report,
Quick task: produce the HR performance summary.,generate_report,
Quick task: produce the Finance performance summary.,generate_report,
Simple request — put together a report on cdn-edge-06 and we're good.,generate_report,
Just put together a report on payment-api-03. Nothing else needed.,generate_report,
Urgent: compile a summary for Legal.,generate_report,
Simple request — compile a summary for Marketing and we're good.,generate_report,
Simple request — compile a summary for Legal and we're good.,generate_report,
Simple request — whip up a report for HR and we're good.,generate_report,
I need you to whip up a report for Legal.,generate_report,
All I need is for someone to build a compliance doc for Engineering.,generate_report,
Simple request — compile a summary for Finance and we're good.,generate_report,
All I need is for someone to compile a summary for Finance.,generate_report,
All I need is for someone to compile a summary for Engineering.,generate_report,
Time to generate the Marketing analytics.,generate_report,
Quick task: generate the Engineering analytics.,generate_report,
I need you to whip up a report for HR.,generate_report,
Quick task: compile a summary for HR.,generate_report,
Bob reported an issue — generate the HR analytics.,generate_report,
Simple request — generate the Finance analytics and we're good.,generate_report,
Just generate the Engineering analytics. Nothing else needed.,generate_report,
We gotta produce the Engineering performance summary.,generate_report,
Simple request — generate the Engineering analytics and we're good.,generate_report,
Quick task: put together a report on staging-db-02.,generate_report,
Just put together a report on prod-web-01. Nothing else needed.,generate_report,
We gotta build a compliance doc for Engineering.,generate_report,
Simple request — compile a summary for Marketing and we're good.,generate_report,
I need you to compile a summary for Engineering.,generate_report,
Just build a compliance doc for HR. Nothing else needed.,generate_report,
Quick task: generate the Finance analytics.,generate_report,
All I need is for someone to build a compliance doc for Marketing.,generate_report,
Do me a favor and produce the Legal performance summary.,generate_report,
Quick task: produce the Finance performance summary.,generate_report,
Eve is asking us to produce the Finance performance summary.,generate_report,
Quick task: build a compliance doc for HR.,generate_report,
"Per Eve's request, put together a report on auth-svc-04.",generate_report,
Just produce the Finance performance summary. Nothing else needed.,generate_report,
Simple request — compile a summary for Legal and we're good.,generate_report,
Simple request — build a compliance doc for Legal and we're good.,generate_report,
Just compile a summary for Finance. Nothing else needed.,generate_report,
Just produce the Engineering performance summary. Nothing else needed.,generate_report,
All I need is for someone to whip up a report for Engineering.,generate_report,
Just compile a summary for Legal. Nothing else needed.,generate_report,
Quick task: generate the Marketing analytics.,generate_report,
Urgent: generate the Legal analytics.,generate_report,
All I need is for someone to produce the Legal performance summary.,generate_report,
Simple request — compile a summary for Legal and we're good.,generate_report,
All I need is for someone to produce the Engineering performance summary.,generate_report,
Urgent: produce the Engineering performance summary.,generate_report,
All I need is for someone to produce the Engineering performance summary.,generate_report,
Simple request — produce the Legal performance summary and we're good.,generate_report,
Simple request — put together a report on cdn-edge-06 and we're good.,generate_report,
Simple request — produce the Marketing performance summary and we're good.,generate_report,
Simple request — compile a summary for Engineering and we're good.,generate_report,
All I need is for someone to whip up a report for Finance.,generate_report,
Just whip up a report for Finance. Nothing else needed.,generate_report,
Quick one — build a compliance doc for Finance.,generate_report,
All I need is for someone to whip up a report for HR.,generate_report,
We gotta create an audit trail for #42017.,log_audit_event,
Simple request — drop an audit entry for staging-db-02 and we're good.,log_audit_event,
"Hey, can you log the whole auth-svc-04 incident.",log_audit_event,
Quick task: log the whole staging-db-02 incident.,log_audit_event,
Quick task: drop an audit entry for payment-api-03.,log_audit_event,
All I need is for someone to make a compliance log about Diana.,log_audit_event,
All I need is for someone to create an audit trail for #20891.,log_audit_event,
Quick task: drop an audit entry for prod-web-01.,log_audit_event,
From HR: log Diana's action for compliance.,log_audit_event,
Quick task: log Alice's action for compliance.,log_audit_event,
Quick task: create an audit trail for #10234.,log_audit_event,
Quick task: drop an audit entry for cdn-edge-06.,log_audit_event,
All I need is for someone to log the whole ml-infer-05 incident.,log_audit_event,
All I need is for someone to make a compliance log about Grace.,log_audit_event,
Simple request — log the whole prod-web-01 incident and we're good.,log_audit_event,
Simple request — create an audit trail for #10234 and we're good.,log_audit_event,
Quick task: log Grace's action for compliance.,log_audit_event,
Quick task: create an audit trail for #20891.,log_audit_event,
Bob reported an issue — drop an audit entry for auth-svc-04.,log_audit_event,
Quick task: log the whole auth-svc-04 incident.,log_audit_event,
Just log Diana's action for compliance. Nothing else needed.,log_audit_event,
Do me a favor and create an audit trail for #20891.,log_audit_event,
All I need is for someone to log the whole auth-svc-04 incident.,log_audit_event,
Just record the event in Engineering's log. Nothing else needed.,log_audit_event,
Simple request — create an audit trail for #20891 and we're good.,log_audit_event,
Quick task: record the event in Legal's log.,log_audit_event,
All I need is for someone to record the event in Engineering's log.,log_audit_event,
All I need is for someone to make a compliance log about Diana.,log_audit_event,
I need you to create an audit trail for #31450.,log_audit_event,
All I need is for someone to create an audit trail for #42017.,log_audit_event,
Just record the event in Marketing's log. Nothing else needed.,log_audit_event,
Simple request — record the event in Legal's log and we're good.,log_audit_event,
Just create an audit trail for #60122. Nothing else needed.,log_audit_event,
I need you to make a compliance log about Frank.,log_audit_event,
I need you to drop an audit entry for ml-infer-05.,log_audit_event,
Quick task: make a compliance log about Frank.,log_audit_event,
All I need is for someone to log the whole cdn-edge-06 incident.,log_audit_event,
All I need is for someone to create an audit trail for #42017.,log_audit_event,
Quick task: log Bob's action for compliance.,log_audit_event,
"Per Bob's request, log the whole payment-api-03 incident.",log_audit_event,
Just log the whole staging-db-02 incident. Nothing else needed.,log_audit_event,
Simple request — log the whole prod-web-01 incident and we're good.,log_audit_event,
Quick task: make a compliance log about Eve.,log_audit_event,
Just record the event in HR's log. Nothing else needed.,log_audit_event,
Quick task: record the event in Engineering's log.,log_audit_event,
Simple request — log the whole cdn-edge-06 incident and we're good.,log_audit_event,
Simple request — drop an audit entry for payment-api-03 and we're good.,log_audit_event,
Simple request — log the whole prod-web-01 incident and we're good.,log_audit_event,
Quick task: log the whole prod-web-01 incident.,log_audit_event,
I need you to log the whole ml-infer-05 incident.,log_audit_event,
All I need is for someone to record the event in Legal's log.,log_audit_event,
All I need is for someone to record the event in HR's log.,log_audit_event,
Simple request — create an audit trail for #53698 and we're good.,log_audit_event,
Quick task: record the event in Finance's log.,log_audit_event,
We gotta record the event in Engineering's log.,log_audit_event,
All I need is for someone to drop an audit entry for ml-infer-05.,log_audit_event,
Simple request — record the event in Engineering's log and we're good.,log_audit_event,
Quick task: log the whole staging-db-02 incident.,log_audit_event,
Quick task: log Alice's action for compliance.,log_audit_event,
Just log Eve's action for compliance. Nothing else needed.,log_audit_event,
All I need is for someone to log the whole prod-web-01 incident.,log_audit_event,
Quick task: log the whole cdn-edge-06 incident.,log_audit_event,
Quick task: record the event in Finance's log.,log_audit_event,
Quick task: create an audit trail for #42017.,log_audit_event,
Quick task: drop an audit entry for prod-web-01.,log_audit_event,
Simple request — log the whole ml-infer-05 incident and we're good.,log_audit_event,
Urgent: log Bob's action for compliance.,log_audit_event,
Quick task: refund Eve.,process_refund,
Quick task: push the refund through for #53698.,process_refund,
Quick task: reverse the charge on #10234.,process_refund,
Just push the refund through for #53698. Nothing else needed.,process_refund,
All I need is for someone to process the payout for Alice.,process_refund,
Quick task: process the payout for Diana.,process_refund,
Just credit Frank's account. Nothing else needed.,process_refund,
Just process the payout for Eve. Nothing else needed.,process_refund,
All I need is for someone to refund Eve.,process_refund,
"When you get a chance, refund Eve.",process_refund,
Quick task: give Charlie their money back.,process_refund,
Quick task: refund Charlie.,process_refund,
Just process the payout for Bob. Nothing else needed.,process_refund,
Just credit Frank's account. Nothing else needed.,process_refund,
Simple request — give Frank their money back and we're good.,process_refund,
The Finance team needs us to process the payout for Charlie.,process_refund,
Simple request — process the payout for Charlie and we're good.,process_refund,
All I need is for someone to reverse the charge on #42017.,process_refund,
"For the Marketing team, push the refund through for #20891.",process_refund,
Simple request — give Diana their money back and we're good.,process_refund,
Simple request — process the payout for Charlie and we're good.,process_refund,
Simple request — give Grace their money back and we're good.,process_refund,
All I need is for someone to process the payout for Alice.,process_refund,
Simple request — push the refund through for #10234 and we're good.,process_refund,
Time to push the refund through for #42017.,process_refund,
All I need is for someone to process the payout for Eve.,process_refund,
Do me a favor and credit Eve's account.,process_refund,
Just process the payout for Alice. Nothing else needed.,process_refund,
Quick task: process the payout for Alice.,process_refund,
Just reverse the charge on #53698. Nothing else needed.,process_refund,
Quick task: give Bob their money back.,process_refund,
Just push the refund through for #53698. Nothing else needed.,process_refund,
All I need is for someone to process the payout for Charlie.,process_refund,
All I need is for someone to credit Bob's account.,process_refund,
Just give Charlie their money back. Nothing else needed.,process_refund,
Simple request — give Alice their money back and we're good.,process_refund,
Just refund Bob. Nothing else needed.,process_refund,
Simple request — process the payout for Charlie and we're good.,process_refund,
All I need is for someone to give Charlie their money back.,process_refund,
Quick task: refund Bob.,process_refund,
Simple request — credit Diana's account and we're good.,process_refund,
Grace reported an issue — refund Eve.,process_refund,
Quick task: credit Frank's account.,process_refund,
Just process the payout for Charlie. Nothing else needed.,process_refund,
"Hey, can you give Eve their money back.",process_refund,
All I need is for someone to push the refund through for #60122.,process_refund,
All I need is for someone to push the refund through for #53698.,process_refund,
Alice is asking us to reverse the charge on #60122.,process_refund,
I need you to reverse the charge on #53698.,process_refund,
All I need is for someone to process the payout for Charlie.,process_refund,
Simple request — reverse the charge on #60122 and we're good.,process_refund,
Simple request — credit Alice's account and we're good.,process_refund,
Bob is asking us to credit Charlie's account.,process_refund,
All I need is for someone to credit Alice's account.,process_refund,
All I need is for someone to credit Alice's account.,process_refund,
Do me a favor and process the payout for Frank.,process_refund,
All I need is for someone to credit Eve's account.,process_refund,
Just credit Bob's account. Nothing else needed.,process_refund,
All I need is for someone to push the refund through for #31450.,process_refund,
"When you get a chance, refund Charlie.",process_refund,
Simple request — process the payout for Eve and we're good.,process_refund,
Quick task: give Bob their money back.,process_refund,
Quick task: reverse the charge on #60122.,process_refund,
All I need is for someone to refund Charlie.,process_refund,
Simple request — give Bob their money back and we're good.,process_refund,
Quick task: credit Frank's account.,process_refund,
Quick task: process the payout for Frank.,process_refund,
All I need is for someone to provision a new instance for Marketing.,provision_vm,
Do me a favor and launch an instance for HR.,provision_vm,
Do me a favor and create a virtual machine for Legal.,provision_vm,
Please create a virtual machine for Marketing.,provision_vm,
Just spin up a VM for Engineering. Nothing else needed.,provision_vm,
"When you get a chance, launch an instance for Engineering.",provision_vm,
Quick task: create a virtual machine for Legal.,provision_vm,
Quick task: stand up a new box for Marketing.,provision_vm,
Just spin up a VM for Engineering. Nothing else needed.,provision_vm,
"For the Engineering team, spin up a VM for Marketing.",provision_vm,
Just provision a new instance for Finance. Nothing else needed.,provision_vm,
Just launch an instance for Marketing. Nothing else needed.,provision_vm,
Just spin up a VM for Finance. Nothing else needed.,provision_vm,
Just provision a new instance for Legal. Nothing else needed.,provision_vm,
Simple request — stand up a new box for HR and we're good.,provision_vm,
All I need is for someone to launch an instance for Legal.,provision_vm,
Simple request — deploy a server for HR and we're good.,provision_vm,
Simple request — deploy a server for Engineering and we're good.,provision_vm,
All I need is for someone to deploy a server for Engineering.,provision_vm,
All I need is for someone to deploy a server for Engineering.,provision_vm,
All I need is for someone to stand up a new box for Finance.,provision_vm,
All I need is for someone to deploy a server for HR.,provision_vm,
The Engineering team needs us to stand up a new box for Marketing.,provision_vm,
Just provision a new instance for HR. Nothing else needed.,provision_vm,
All I need is for someone to stand up a new box for HR.,provision_vm,
Simple request — provision a new instance for Finance and we're good.,provision_vm,
Quick task: provision a new instance for Legal.,provision_vm,
Quick task: stand up a new box for Finance.,provision_vm,
The Engineering team needs us to launch an instance for Marketing.,provision_vm,
All I need is for someone to deploy a server for Marketing.,provision_vm,
Just spin up a VM for Engineering. Nothing else needed.,provision_vm,
Simple request — deploy a server for Marketing and we're good.,provision_vm,
Just spin up a VM for Finance. Nothing else needed.,provision_vm,
All I need is for someone to stand up a new box for Finance.,provision_vm,
Quick task: provision a new instance for Engineering.,provision_vm,
Simple request — launch an instance for Marketing and we're good.,provision_vm,
Just stand up a new box for HR. Nothing else needed.,provision_vm,
Simple request — create a virtual machine for Legal and we're good.,provision_vm,
Just create a virtual machine for HR. Nothing else needed.,provision_vm,
Just deploy a server for Finance. Nothing else needed.,provision_vm,
Just launch an instance for Finance. Nothing else needed.,provision_vm,
Just provision a new instance for Finance. Nothing else needed.,provision_vm,
Quick task: deploy a server for Finance.,provision_vm,
Quick task: create a virtual machine for Legal.,provision_vm,
Quick task: spin up a VM for Engineering.,provision_vm,
Just create a virtual machine for Finance. Nothing else needed.,provision_vm,
Quick task: create a virtual machine for Marketing.,provision_vm,
Quick one — launch an instance for Legal.,provision_vm,
Just create a virtual machine for Finance. Nothing else needed.,provision_vm,
All I need is for someone to provision a new instance for Marketing.,provision_vm,
Simple request — create a virtual machine for Finance and we're good.,provision_vm,
Just stand up a new box for Engineering. Nothing else needed.,provision_vm,
All I need is for someone to create a virtual machine for Legal.,provision_vm,
Quick task: provision a new instance for Engineering.,provision_vm,
All I need is for someone to launch an instance for Legal.,provision_vm,
Simple request — deploy a server for Finance and we're good.,provision_vm,
Just deploy a server for Finance. Nothing else needed.,provision_vm,
Just provision a new instance for Legal. Nothing else needed.,provision_vm,
Quick task: stand up a new box for Marketing.,provision_vm,
Quick task: launch an instance for Marketing.,provision_vm,
Quick task: launch an instance for Finance.,provision_vm,
Time to create a virtual machine for Finance.,provision_vm,
All I need is for someone to deploy a server for Engineering.,provision_vm,
All I need is for someone to provision a new instance for Finance.,provision_vm,
Quick task: deploy a server for Legal.,provision_vm,
Just stand up a new box for Marketing. Nothing else needed.,provision_vm,
Simple request — create a virtual machine for Marketing and we're good.,provision_vm,
Quick task: isolate prod-web-01.,quarantine_system,
All I need is for someone to quarantine payment-api-03.,quarantine_system,
From HR: quarantine payment-api-03.,quarantine_system,
Simple request — yank auth-svc-04 off the network and we're good.,quarantine_system,
Quick task: lock down cdn-edge-06.,quarantine_system,
Just yank ml-infer-05 off the network. Nothing else needed.,quarantine_system,
Simple request — isolate payment-api-03 and we're good.,quarantine_system,
All I need is for someone to disconnect prod-web-01 from everything.,quarantine_system,
All I need is for someone to pull prod-web-01 from production.,quarantine_system,
Quick task: disconnect payment-api-03 from everything.,quarantine_system,
All I need is for someone to lock down staging-db-02.,quarantine_system,
Simple request — disconnect ml-infer-05 from everything and we're good.,quarantine_system,
Just yank payment-api-03 off the network. Nothing else needed.,quarantine_system,
All I need is for someone to pull prod-web-01 from production.,quarantine_system,
Simple request — quarantine prod-web-01 and we're good.,quarantine_system,
Simple request — yank ml-infer-05 off the network and we're good.,quarantine_system,
Diana reported an issue — quarantine payment-api-03.,quarantine_system,
Quick task: pull cdn-edge-06 from production.,quarantine_system,
From Legal: pull payment-api-03 from production.,quarantine_system,
We gotta quarantine ml-infer-05.,quarantine_system,
Just quarantine ml-infer-05. Nothing else needed.,quarantine_system,
Quick task: pull prod-web-01 from production.,quarantine_system,
"For the HR team, disconnect auth-svc-04 from everything.",quarantine_system,
Simple request — yank staging-db-02 off the network and we're good.,quarantine_system,
Simple request — pull payment-api-03 from production and we're good.,quarantine_system,
Just isolate prod-web-01. Nothing else needed.,quarantine_system,
Simple request — isolate cdn-edge-06 and we're good.,quarantine_system,
Simple request — yank auth-svc-04 off the network and we're good.,quarantine_system,
Simple request — quarantine prod-web-01 and we're good.,quarantine_system,
We gotta lock down ml-infer-05.,quarantine_system,
All I need is for someone to lock down ml-infer-05.,quarantine_system,
Quick task: disconnect cdn-edge-06 from everything.,quarantine_system,
All I need is for someone to pull cdn-edge-06 from production.,quarantine_system,
All I need is for someone to pull cdn-edge-06 from production.,quarantine_system,
Simple request — disconnect cdn-edge-06 from everything and we're good.,quarantine_system,
Quick task: lock down cdn-edge-06.,quarantine_system,
Just isolate staging-db-02. Nothing else needed.,quarantine_system,
Quick task: pull payment-api-03 from production.,quarantine_system,
All I need is for someone to isolate auth-svc-04.,quarantine_system,
From Marketing: lock down prod-web-01.,quarantine_system,
All I need is for someone to quarantine ml-infer-05.,quarantine_system,
Time to yank payment-api-03 off the network.,quarantine_system,
Just pull cdn-edge-06 from production. Nothing else needed.,quarantine_system,
