tier,split_file,dag_id,opener_id,skeleton,query
15,train,10003,30,"This came in from {dept}: check the DB for {user} and update {user}'s record in the DB — both that and drop an audit entry for {server} and open a ticket for {user}. With both results in hand, give {server} a kick.","This came in from Support: check the DB for Rosa and update Leo's record in the DB — both that and drop an audit entry for batch-worker-10 and open a ticket for Rosa. With both results in hand, give batch-worker-10 a kick."
15,train,10003,19,"Can you please grab {user}'s account details and push the changes for {user} to the DB and alongside that log {user}'s action for compliance and file a bug about {server}. When all of that's complete, bounce {server}. Ping me if anything looks off.","Can you please grab Leo's account details and push the changes for Maya to the DB and alongside that log James' action for compliance and file a bug about search-es-09. When all of that's complete, bounce payment-api-03. Ping me if anything looks off."
15,train,10003,33,"Requesting the following: check the DB for {user} and commit {user}'s update to the database and together with that make a compliance log about {user} and log a Jira for {user}'s issue. Once each of those returns, restart the service on {server}. This is blocking {dept}.","Requesting the following: check the DB for Eve and commit Nadia's update to the database and together with that make a compliance log about Charlie and log a Jira for Bob's issue. Once each of those returns, restart the service on gateway-nginx-11. This is blocking Product."
15,train,10003,12,"When you get a chance, dig up the history on {user} and update {user}'s record in the DB plus, at once, log the whole {server} incident and spin up a tracking ticket for {user}. After everything upstream completes, bounce {server}. This one's time-sensitive.","When you get a chance, dig up the history on Rosa and update Nadia's record in the DB plus, at once, log the whole gateway-nginx-11 incident and spin up a tracking ticket for Bob. After everything upstream completes, bounce redis-cache-07. This one's time-sensitive."
15,train,10003,41,"Need this handled: grab {user}'s account details and store the {dept} config in the database plus, at once, make a compliance log about {user} and create a ticket about the {dept} issue, then converge and cycle {server}. Needs to be done today.","Need this handled: grab Maya's account details and store the Engineering config in the database plus, at once, make a compliance log about Karen and create a ticket about the Engineering issue, then converge and cycle gateway-nginx-11. Needs to be done today."
15,train,10003,28,"Small ask: read {user}'s profile from the database and update {user}'s record in the DB plus, at once, drop an audit entry for {server} and create a ticket about the {dept} issue, merge everything and restart the main process on {server}. Needs to be done today.","Small ask: read Priya's profile from the database and update Maya's record in the DB plus, at once, drop an audit entry for queue-rabbit-08 and create a ticket about the Engineering issue, merge everything and restart the main process on queue-rabbit-08. Needs to be done today."
15,train,10008,26,"{user} flagged this — commit {user}'s update to the database and in the same breath sweep {server} for IOCs and record the event in {dept}'s log. After both branches land, isolate {server}. The last thing is to restart the main process on {server}. Confirm once complete.","Eve flagged this — commit Quinn's update to the database and in the same breath sweep metrics-prom-12 for IOCs and record the event in Security's log. After both branches land, isolate staging-db-02. The last thing is to restart the main process on queue-rabbit-08. Confirm once complete."
15,train,10008,35,"Next up: update {user}'s record in the DB — both that and investigate {server} for infections and log the whole {server} incident. When all of that's complete, quarantine {server}. Finally, cycle {server}. Flag any issues to {dept}.","Next up: update Bob's record in the DB — both that and investigate prod-web-01 for infections and log the whole staging-db-02 incident. When all of that's complete, quarantine prod-web-01. Finally, cycle cdn-edge-06. Flag any issues to Support."
15,train,10008,7,"Time to persist {user}'s data to the database and also run a malware sweep on {server} and make a compliance log about {user}. Once both are done, isolate {server}. Last step: restart the main process on {server}.","Time to persist Nadia's data to the database and also run a malware sweep on gateway-nginx-11 and make a compliance log about Grace. Once both are done, isolate prod-web-01. Last step: restart the main process on ml-infer-05."
15,train,10008,10,"Ticket {ticket} says commit {user}'s update to the database and side by side with it investigate {server} for infections and make a compliance log about {user}. After everything upstream completes, isolate {server}. The last thing is to restart the main process on {server}.","Ticket INC-6390 says commit Quinn's update to the database and side by side with it investigate redis-cache-07 for infections and make a compliance log about Eve. After everything upstream completes, isolate queue-rabbit-08. The last thing is to restart the main process on search-es-09."
15,train,10008,8,"Save the changes for {user} to the DB and in tandem investigate {server} for infections and make a compliance log about {user}. Once both are done, disconnect {server} from everything. The last thing is to bounce {server}.","Save the changes for Omar to the DB and in tandem investigate ml-infer-05 for infections and make a compliance log about Alice. Once both are done, disconnect batch-worker-10 from everything. The last thing is to bounce payment-api-03."
15,train,10008,23,"Sometime today, please write the new data for {order} back and in tandem scan {server} for threats and log the whole {server} incident, then converge and yank {server} off the network. To close this out, reboot {server}.","Sometime today, please write the new data for #10234 back and in tandem scan batch-worker-10 for threats and log the whole queue-rabbit-08 incident, then converge and yank cdn-edge-06 off the network. To close this out, reboot queue-rabbit-08."
15,train,10008,12,"When you get a chance, save the changes for {user} to the DB, and while you're at it, scan {server} for threats and create an audit trail for {order}. Once each of those returns, isolate {server}. And to finish, give {server} a kick.","When you get a chance, save the changes for Bob to the DB, and while you're at it, scan payment-api-03 for threats and create an audit trail for #53698. Once each of those returns, isolate staging-db-02. And to finish, give redis-cache-07 a kick."
15,train,10008,22,"Heads-up, we need to commit {user}'s update to the database and jointly check {server} for vulnerabilities and create an audit trail for {order}. After those finish, disconnect {server} from everything. Last step: bounce {server}.","Heads-up, we need to commit Nadia's update to the database and jointly check metrics-prom-12 for vulnerabilities and create an audit trail for #33061. After those finish, disconnect redis-cache-07 from everything. Last step: bounce prod-web-01."
15,train,10009,37,"Got a request from {user} — ping {user} about it and in the same pass see what's going on with {server}, look up the records for {order}, restart the service on {server}, and generate the {dept} analytics. Right after, push the refund through for {order}. Wrapping up, store the {dept} config in the database. Confirm once complete.","Got a request from Diana — ping Diana about it and in the same pass see what's going on with prod-web-01, look up the records for #10234, restart the service on queue-rabbit-08, and generate the Operations analytics. Right after, push the refund through for #82456. Wrapping up, store the Engineering config in the database. Confirm once complete."
15,train,10009,29,"Whenever you're free, fire off a notification to {user} and simultaneously check if {server} is up, check the DB for {user}, reboot {server}, and produce the {dept} performance summary. Once that's done, process the payout for {user}. And to finish, write the new data for {order} back. Tracking under {ticket}.","Whenever you're free, fire off a notification to Leo and simultaneously check if auth-svc-04 is up, check the DB for James, reboot staging-db-02, and produce the Security performance summary. Once that's done, process the payout for Bob. And to finish, write the new data for #71003 back. Tracking under INC-1198."
15,train,10009,17,"Following up on {ticket} — ping {user} about it plus, at once, ping {server} for a health check, grab {user}'s account details, restart the main process on {server}, and whip up a report for {dept}. Then, process the payout for {user}. Last of all, save the changes for {user} to the DB.","Following up on INC-7733 — ping Alice about it plus, at once, ping metrics-prom-12 for a health check, grab Frank's account details, restart the main process on batch-worker-10, and whip up a report for HR. Then, process the payout for Leo. Last of all, save the changes for Charlie to the DB."
15,train,10009,12,"When you get a chance, notify the {dept} team plus, at once, check if {server} is up, pull {user}'s data, restart the service on {server}, and put together a report on {server}. Once that's done, credit {user}'s account. To wrap up, persist {user}'s data to the database. This one's time-sensitive.","When you get a chance, notify the Product team plus, at once, check if staging-db-02 is up, pull Omar's data, restart the service on cdn-edge-06, and put together a report on batch-worker-10. Once that's done, credit Charlie's account. To wrap up, persist Omar's data to the database. This one's time-sensitive."
15,train,10009,20,"Need a hand: ping {user} about it, and while you're at it, diagnose {server}, check the DB for {user}, restart the main process on {server}, and generate the {dept} analytics — then give {user} their money back. Wrapping up, persist {user}'s data to the database. Needs to be done today.","Need a hand: ping Charlie about it, and while you're at it, diagnose cdn-edge-06, check the DB for Hector, restart the main process on payment-api-03, and generate the Operations analytics — then give Karen their money back. Wrapping up, persist Frank's data to the database. Needs to be done today."
15,train,10009,15,"Per {user}'s request, blast an alert to {dept} — both that and ping {server} for a health check, dig up the history on {user}, restart the main process on {server}, and compile a summary for {dept}. When that lands, reverse the charge on {order}. And to finish, save the changes for {user} to the DB. Let me know when it's done.","Per Priya's request, blast an alert to Engineering — both that and ping search-es-09 for a health check, dig up the history on Nadia, restart the main process on gateway-nginx-11, and compile a summary for Security. When that lands, reverse the charge on #71003. And to finish, save the changes for Leo to the DB. Let me know when it's done."
15,train,10009,34,"Before end of day, notify the {dept} team — in parallel, assess {server}'s status, query the database about {order}, restart the service on {server}, and build a compliance doc for {dept}. Then go ahead and reverse the charge on {order}. Finally, push the changes for {user} to the DB.","Before end of day, notify the Product team — in parallel, assess ml-infer-05's status, query the database about #53698, restart the service on redis-cache-07, and build a compliance doc for Support. Then go ahead and reverse the charge on #31450. Finally, push the changes for Rosa to the DB."
15,train,10009,5,"The {dept} team needs us to ping {user} about it and concurrently see what's going on with {server}, grab {user}'s account details, restart the service on {server}, and produce the {dept} performance summary. Following that, process the payout for {user}. And to finish, write the new data for {order} back. Appreciate it.","The Marketing team needs us to ping Rosa about it and concurrently see what's going on with redis-cache-07, grab James' account details, restart the service on prod-web-01, and produce the Product performance summary. Following that, process the payout for Charlie. And to finish, write the new data for #20891 back. Appreciate it."
15,train,10010,8,"Persist {user}'s data to the database and send a heads-up to {dept} and in the same pass credit {user}'s account and provision a new instance for {dept}. Once both are done, update {user}'s subscription.","Persist Charlie's data to the database and send a heads-up to Product and in the same pass credit Rosa's account and provision a new instance for HR. Once both are done, update Quinn's subscription."
15,train,10010,5,"The {dept} team needs us to write the new data for {order} back and fire off a notification to {user} and jointly push the refund through for {order} and create a virtual machine for {dept}. After those finish, update {user}'s subscription. Flag any issues to {dept}.","The Security team needs us to write the new data for #10234 back and fire off a notification to Alice and jointly push the refund through for #31450 and create a virtual machine for Engineering. After those finish, update Diana's subscription. Flag any issues to HR."
15,train,10010,37,"Got a request from {user} — commit {user}'s update to the database and shoot {user} an email and at the same time credit {user}'s account and create a virtual machine for {dept}. After those finish, adjust the billing tier for {user}.","Got a request from Eve — commit Omar's update to the database and shoot Irene an email and at the same time credit Hector's account and create a virtual machine for Engineering. After those finish, adjust the billing tier for Karen."
15,train,10010,2,"Quick one — update {user}'s record in the DB and ping {user} about it and in the same pass credit {user}'s account and provision a new instance for {dept}. After both branches land, update {user}'s subscription. Flag any issues to {dept}.","Quick one — update Leo's record in the DB and ping Bob about it and in the same pass credit Alice's account and provision a new instance for Legal. After both branches land, update Leo's subscription. Flag any issues to Engineering."
15,train,10010,35,"Next up: store the {dept} config in the database and notify the {dept} team plus, at once, give {user} their money back and provision a new instance for {dept}. After both branches land, downgrade {user}'s account. Let me know when it's done.","Next up: store the Engineering config in the database and notify the Support team plus, at once, give Hector their money back and provision a new instance for Engineering. After both branches land, downgrade Omar's account. Let me know when it's done."
15,train,10010,0,"Hey, can you write the new data for {order} back and send a heads-up to {dept} and jointly refund {user} and deploy a server for {dept}. Once both are done, update {user}'s subscription. This is blocking {dept}.","Hey, can you write the new data for #22874 back and send a heads-up to Marketing and jointly refund Eve and deploy a server for Legal. Once both are done, update Maya's subscription. This is blocking Security."
15,train,10010,27,"On behalf of {dept}, commit {user}'s update to the database and blast an alert to {dept} and alongside that push the refund through for {order} and deploy a server for {dept}. Consolidating all of that, change {user}'s plan. This is blocking {dept}.","On behalf of Support, commit Rosa's update to the database and blast an alert to Operations and alongside that push the refund through for #10234 and deploy a server for Marketing. Consolidating all of that, change Nadia's plan. This is blocking Operations."
15,train,10010,6,"We gotta write the new data for {order} back and blast an alert to {dept} and in the same pass push the refund through for {order} and create a virtual machine for {dept}. With both results in hand, switch {user} to the new plan.","We gotta write the new data for #20891 back and blast an alert to Engineering and in the same pass push the refund through for #10234 and create a virtual machine for Security. With both results in hand, switch Charlie to the new plan."
15,train,10011,26,"{user} flagged this — update {user}'s subscription and open a ticket for {user}. Once both are done, restart the service on {server} and also save the changes for {user} to the DB and query the database about {order}. Tracking under {ticket}.","Eve flagged this — update Maya's subscription and open a ticket for Karen. Once both are done, restart the service on batch-worker-10 and also save the changes for James to the DB and query the database about #22874. Tracking under INC-8842."
15,train,10011,1,"I need you to downgrade {user}'s account and open a ticket for {user}. Consolidating all of that, give {server} a kick and in the same breath push the changes for {user} to the DB and fetch {order}'s info. This one's time-sensitive.","I need you to downgrade Irene's account and open a ticket for Quinn. Consolidating all of that, give metrics-prom-12 a kick and in the same breath push the changes for Karen to the DB and fetch #53698's info. This one's time-sensitive."
15,train,10011,19,"Can you please change {user}'s plan and create a support case for {dept}. Once both are done, give {server} a kick and alongside that save the changes for {user} to the DB and check the DB for {user}. Tracking under {ticket}.","Can you please change Omar's plan and create a support case for Legal. Once both are done, give gateway-nginx-11 a kick and alongside that save the changes for Maya to the DB and check the DB for Quinn. Tracking under INC-7733."
15,train,10011,29,"Whenever you're free, change {user}'s plan and file an incident report about {server}, then converge and restart the service on {server} and simultaneously write the new data for {order} back and pull {user}'s data.","Whenever you're free, change Eve's plan and file an incident report about payment-api-03, then converge and restart the service on auth-svc-04 and simultaneously write the new data for #10234 back and pull Rosa's data."
15,train,10011,25,"Per the runbook, downgrade {user}'s account and create a ticket about the {dept} issue. Bringing those together, give {server} a kick, and while you're at it, store the {dept} config in the database and query the database about {order}. Ping me if anything looks off.","Per the runbook, downgrade Omar's account and create a ticket about the HR issue. Bringing those together, give staging-db-02 a kick, and while you're at it, store the Engineering config in the database and query the database about #20891. Ping me if anything looks off."
15,train,10011,29,"Whenever you're free, modify {user}'s subscription and file an incident report about {server}. After both branches land, cycle {server} and in the same pass update {user}'s record in the DB and pull {user}'s data. Tracking under {ticket}.","Whenever you're free, modify Omar's subscription and file an incident report about payment-api-03. After both branches land, cycle payment-api-03 and in the same pass update Hector's record in the DB and pull Bob's data. Tracking under INC-5560."
15,train,10011,18,"{dept} escalated this: modify {user}'s subscription and create a support case for {dept}. Once those have all settled, reboot {server} and in the same breath commit {user}'s update to the database and grab {user}'s account details. Tracking under {ticket}.","Engineering escalated this: modify Leo's subscription and create a support case for Marketing. Once those have all settled, reboot payment-api-03 and in the same breath commit Grace's update to the database and grab James' account details. Tracking under INC-1198."
15,train,10011,21,"Priority request — downgrade {user}'s account and create a support case for {dept}. When every branch is finished, reboot {server} and together with that commit {user}'s update to the database and grab {user}'s account details.","Priority request — downgrade Irene's account and create a support case for Support. When every branch is finished, reboot ml-infer-05 and together with that commit Rosa's update to the database and grab Eve's account details."
15,train,10016,8,"Push the changes for {user} to the DB and change {user}'s plan. When all of that's complete, spin up a VM for {dept}. To wrap up, rotate {user}'s credentials. This is blocking {dept}.","Push the changes for Bob to the DB and change Maya's plan. When all of that's complete, spin up a VM for Security. To wrap up, rotate Quinn's credentials. This is blocking Support."
15,train,10016,34,"Before end of day, store the {dept} config in the database and modify {user}'s subscription. With both results in hand, stand up a new box for {dept}. And to finish, give {user} a new password.","Before end of day, store the Legal config in the database and modify Maya's subscription. With both results in hand, stand up a new box for Product. And to finish, give Maya a new password."
15,train,10016,23,"Sometime today, please store the {dept} config in the database and adjust the billing tier for {user}. When all of that's complete, spin up a VM for {dept}. Last of all, change {user}'s auth credentials.","Sometime today, please store the Support config in the database and adjust the billing tier for Karen. When all of that's complete, spin up a VM for Marketing. Last of all, change Grace's auth credentials."
15,train,10016,13,"{user} reported an issue — write the new data for {order} back and downgrade {user}'s account. When all of that's complete, create a virtual machine for {dept}. The last thing is to force a credential change for {user}. Confirm once complete.","Leo reported an issue — write the new data for #82456 back and downgrade Irene's account. When all of that's complete, create a virtual machine for Marketing. The last thing is to force a credential change for Frank. Confirm once complete."
15,train,10016,11,"ASAP — save the changes for {user} to the DB and switch {user} to the new plan. After both branches land, launch an instance for {dept}. To wrap up, change {user}'s auth credentials.","ASAP — save the changes for Rosa to the DB and switch Eve to the new plan. After both branches land, launch an instance for Product. To wrap up, change Maya's auth credentials."
15,train,10016,25,"Per the runbook, commit {user}'s update to the database and update {user}'s subscription. After both branches land, spin up a VM for {dept}. Wrapping up, nuke {user}'s old login and issue a fresh one. This is blocking {dept}.","Per the runbook, commit Grace's update to the database and update Alice's subscription. After both branches land, spin up a VM for Product. Wrapping up, nuke Omar's old login and issue a fresh one. This is blocking Operations."
15,train,10016,1,"I need you to save the changes for {user} to the DB and switch {user} to the new plan. Once those have all settled, launch an instance for {dept}. The last thing is to rotate {user}'s credentials.","I need you to save the changes for Omar to the DB and switch Grace to the new plan. Once those have all settled, launch an instance for Support. The last thing is to rotate Nadia's credentials."
15,train,10016,9,"Do me a favor and store the {dept} config in the database and adjust the billing tier for {user}. When all of that's complete, launch an instance for {dept}. Last step: give {user} a new password.","Do me a favor and store the Security config in the database and adjust the billing tier for Bob. When all of that's complete, launch an instance for HR. Last step: give Charlie a new password."
15,train,10017,34,"Before end of day, restart the service on {server}, and while you're at it, log a Jira for {user}'s issue and rotate {user}'s credentials. Once those have all settled, produce the {dept} performance summary and simultaneously run a malware sweep on {server} and shoot {user} an email. When every branch is finished, log the whole {server} incident.","Before end of day, restart the service on gateway-nginx-11, and while you're at it, log a Jira for Alice's issue and rotate Quinn's credentials. Once those have all settled, produce the Security performance summary and simultaneously run a malware sweep on queue-rabbit-08 and shoot Priya an email. When every branch is finished, log the whole redis-cache-07 incident."
15,train,10017,34,"Before end of day, restart the service on {server} and together with that create a support case for {dept} and rotate {user}'s credentials. After both branches land, compile a summary for {dept} and side by side with it do a security check on {server} and ping {user} about it. Bringing those together, record the event in {dept}'s log. Thanks.","Before end of day, restart the service on payment-api-03 and together with that create a support case for Product and rotate Karen's credentials. After both branches land, compile a summary for Operations and side by side with it do a security check on redis-cache-07 and ping Maya about it. Bringing those together, record the event in Finance's log. Thanks."
15,train,10017,21,"Priority request — bounce {server} — in parallel, file an incident report about {server} and reset {user}'s password. Once those have all settled, whip up a report for {dept} and together with that check {server} for vulnerabilities and send a heads-up to {dept}. After both branches land, log {user}'s action for compliance. {user} is waiting on this.","Priority request — bounce payment-api-03 — in parallel, file an incident report about metrics-prom-12 and reset Charlie's password. Once those have all settled, whip up a report for Engineering and together with that check search-es-09 for vulnerabilities and send a heads-up to Legal. After both branches land, log Nadia's action for compliance. Maya is waiting on this."
15,train,10017,40,"{dept} raised {ticket} — reboot {server} — both that and create a support case for {dept} and force a credential change for {user}. When every branch is finished, generate the {dept} analytics and also scan {server} for threats and shoot {user} an email. Once both are done, make a compliance log about {user}. Thanks.","Product raised INC-8842 — reboot ml-infer-05 — both that and create a support case for Support and force a credential change for Omar. When every branch is finished, generate the Operations analytics and also scan ml-infer-05 for threats and shoot Irene an email. Once both are done, make a compliance log about Irene. Thanks."
15,train,10017,1,"I need you to reboot {server}, and while you're at it, log a Jira for {user}'s issue and nuke {user}'s old login and issue a fresh one, merge everything and put together a report on {server} and side by side with it scan {server} for threats and ping {user} about it. After both branches land, log {user}'s action for compliance. {user} is waiting on this.","I need you to reboot auth-svc-04, and while you're at it, log a Jira for Omar's issue and nuke Karen's old login and issue a fresh one, merge everything and put together a report on gateway-nginx-11 and side by side with it scan cdn-edge-06 for threats and ping Diana about it. After both branches land, log Maya's action for compliance. Leo is waiting on this."
15,train,10017,42,"Straightforward one: restart the main process on {server} and in the same breath log a Jira for {user}'s issue and force a credential change for {user}. Once those have all settled, put together a report on {server} and also scan {server} for threats and shoot {user} an email. With both results in hand, make a compliance log about {user}.","Straightforward one: restart the main process on prod-web-01 and in the same breath log a Jira for Bob's issue and force a credential change for Priya. Once those have all settled, put together a report on gateway-nginx-11 and also scan queue-rabbit-08 for threats and shoot Leo an email. With both results in hand, make a compliance log about Maya."
15,train,10017,13,"{user} reported an issue — restart the main process on {server} and jointly log a Jira for {user}'s issue and reset {user}'s password. When every branch is finished, build a compliance doc for {dept} and side by side with it investigate {server} for infections and send a heads-up to {dept}, then converge and create an audit trail for {order}.","Maya reported an issue — restart the main process on redis-cache-07 and jointly log a Jira for Omar's issue and reset Omar's password. When every branch is finished, build a compliance doc for Security and side by side with it investigate ml-infer-05 for infections and send a heads-up to Legal, then converge and create an audit trail for #20891."
15,train,10017,16,"For the {dept} team, bounce {server} and in the same breath file an incident report about {server} and give {user} a new password. With both results in hand, produce the {dept} performance summary and also run a malware sweep on {server} and shoot {user} an email. Bringing those together, make a compliance log about {user}. {user} is waiting on this.","For the Security team, bounce queue-rabbit-08 and in the same breath file an incident report about prod-web-01 and give Grace a new password. With both results in hand, produce the Operations performance summary and also run a malware sweep on payment-api-03 and shoot Irene an email. Bringing those together, make a compliance log about Karen. Alice is waiting on this."
15,train,10018,19,"Can you please restart the main process on {server} and process the payout for {user}. Once each of those returns, log a Jira for {user}'s issue. To close this out, spin up a VM for {dept}.","Can you please restart the main process on batch-worker-10 and process the payout for Frank. Once each of those returns, log a Jira for Leo's issue. To close this out, spin up a VM for Support."
15,train,10018,38,"Standard procedure here: reboot {server} and refund {user}. When every branch is finished, log a Jira for {user}'s issue. Finally, launch an instance for {dept}. Confirm once complete.","Standard procedure here: reboot ml-infer-05 and refund Diana. When every branch is finished, log a Jira for Grace's issue. Finally, launch an instance for Marketing. Confirm once complete."
15,train,10018,14,"From {dept}: restart the main process on {server} and give {user} their money back. Once both are done, file an incident report about {server}. The last thing is to create a virtual machine for {dept}.","From HR: restart the main process on search-es-09 and give Frank their money back. Once both are done, file an incident report about gateway-nginx-11. The last thing is to create a virtual machine for HR."
15,train,10018,7,"Time to bounce {server} and reverse the charge on {order}. After those finish, file an incident report about {server}. To close this out, provision a new instance for {dept}. This one's time-sensitive.","Time to bounce queue-rabbit-08 and reverse the charge on #82456. After those finish, file an incident report about auth-svc-04. To close this out, provision a new instance for Security. This one's time-sensitive."
15,train,10018,5,"The {dept} team needs us to give {server} a kick and reverse the charge on {order}. Bringing those together, open a ticket for {user}. And to finish, create a virtual machine for {dept}.","The Legal team needs us to give payment-api-03 a kick and reverse the charge on #31450. Bringing those together, open a ticket for Grace. And to finish, create a virtual machine for HR."
15,train,10018,31,"Logging this as {ticket} — restart the main process on {server} and push the refund through for {order}. After both branches land, create a support case for {dept}. Wrapping up, provision a new instance for {dept}. Appreciate it.","Logging this as INC-4021 — restart the main process on batch-worker-10 and push the refund through for #20891. After both branches land, create a support case for Marketing. Wrapping up, provision a new instance for HR. Appreciate it."
15,train,10018,12,"When you get a chance, restart the main process on {server} and reverse the charge on {order}. When every branch is finished, create a ticket about the {dept} issue. The final step: provision a new instance for {dept}.","When you get a chance, restart the main process on queue-rabbit-08 and reverse the charge on #82456. When every branch is finished, create a ticket about the Legal issue. The final step: provision a new instance for Legal."
15,train,10018,16,"For the {dept} team, cycle {server} and process the payout for {user}. With both results in hand, create a ticket about the {dept} issue. Last step: launch an instance for {dept}. Confirm once complete.","For the Marketing team, cycle auth-svc-04 and process the payout for Diana. With both results in hand, create a ticket about the Support issue. Last step: launch an instance for Finance. Confirm once complete."
15,train,10019,24,"As discussed with {user}, hand {user}'s issue off to an engineer and verify {server}'s health, then converge and log {user}'s action for compliance — in parallel, pull {user}'s data and file an incident report about {server}. Tracking under {ticket}.","As discussed with Omar, hand Karen's issue off to an engineer and verify queue-rabbit-08's health, then converge and log Hector's action for compliance — in parallel, pull Frank's data and file an incident report about auth-svc-04. Tracking under INC-5127."
