query,gt_tool,rank_of_one_node,top1_is_one_node,top1_dag_text,top1_cosine,gt_cosine
The automated response isn't going to cut it for Alice.,escalate_to_human,7,True,send_notification,0.6316004395484924,0.3891778290271759
Automation isn't going to resolve Charlie's issue.,escalate_to_human,5,False,create_ticket -> scan_malware,0.5296770930290222,0.4486059546470642
The automated response isn't going to cut it for Diana.,escalate_to_human,8,True,send_notification,0.6387855410575867,0.36956217885017395
Bob's case is too nuanced for a bot.,escalate_to_human,4,True,create_ticket,0.44851306080818176,0.3948022425174713
Charlie's case is too nuanced for a bot.,escalate_to_human,4,True,create_ticket,0.44141003489494324,0.3847772181034088
Can we get a senior person to look at Frank's case?,escalate_to_human,5,True,create_ticket,0.4784788191318512,0.3707008957862854
The automated response isn't going to cut it for Bob.,escalate_to_human,7,True,send_notification,0.6384472846984863,0.3931558430194855
The automated response isn't going to cut it for Charlie.,escalate_to_human,8,True,send_notification,0.6301435828208923,0.3721882700920105
Diana's case is too nuanced for a bot.,escalate_to_human,5,True,create_ticket,0.4683084189891815,0.3793751299381256
The automated response isn't going to cut it for Grace.,escalate_to_human,10,True,send_notification,0.6447705626487732,0.3578985631465912
Automation isn't going to resolve Alice's issue.,escalate_to_human,5,False,generate_report -> send_notification,0.5576916337013245,0.45765239000320435
Automation isn't going to resolve Diana's issue.,escalate_to_human,5,False,generate_report -> send_notification,0.5327809453010559,0.4390990436077118
Can we get a senior person to look at Alice's case?,escalate_to_human,5,True,create_ticket,0.49351319670677185,0.3734922707080841
The automated response isn't going to cut it for Eve.,escalate_to_human,9,True,send_notification,0.630233883857727,0.3489845097064972
Can we get a senior person to look at Diana's case?,escalate_to_human,6,True,create_ticket,0.50886070728302,0.36013200879096985
The automated response isn't going to cut it for Frank.,escalate_to_human,8,True,send_notification,0.6340570449829102,0.37973102927207947
Alice's case is too nuanced for a bot.,escalate_to_human,4,True,create_ticket,0.4697090685367584,0.3984222710132599
Can we get a senior person to look at Alice's case?,escalate_to_human,5,True,create_ticket,0.49351319670677185,0.3734922707080841
The automated response isn't going to cut it for Frank.,escalate_to_human,8,True,send_notification,0.6340570449829102,0.37973102927207947
Can we get a senior person to look at Eve's case?,escalate_to_human,5,True,create_ticket,0.5023201107978821,0.38724079728126526
Alice's case is too nuanced for a bot.,escalate_to_human,4,True,create_ticket,0.4697090685367584,0.3984222710132599
Automation isn't going to resolve Charlie's issue.,escalate_to_human,5,False,create_ticket -> scan_malware,0.5296770930290222,0.4486059546470642
Bob's case is too nuanced for a bot.,escalate_to_human,4,True,create_ticket,0.44851306080818176,0.3948022425174713
Automation isn't going to resolve Charlie's issue.,escalate_to_human,5,False,create_ticket -> scan_malware,0.5296770930290222,0.4486059546470642
Automation isn't going to resolve Eve's issue.,escalate_to_human,5,False,create_ticket -> scan_malware,0.5459862351417542,0.4452562928199768
Automation isn't going to resolve Alice's issue.,escalate_to_human,5,False,generate_report -> send_notification,0.5576916337013245,0.45765239000320435
Can we get a senior person to look at Grace's case?,escalate_to_human,5,True,create_ticket,0.48173364996910095,0.3712093234062195
We need someone with judgment on this.,escalate_to_human,11,True,send_notification,0.46157848834991455,0.3271038830280304
It's time for the periodic review document.,generate_report,2,False,generate_report -> send_notification,0.6287888288497925,0.5359287858009338
We need to present the findings to leadership.,generate_report,2,False,generate_report -> send_notification,0.5842316150665283,0.48187148571014404
We owe Finance a write-up.,generate_report,4,True,send_notification,0.5671125650405884,0.48158299922943115
Management is asking for numbers.,generate_report,3,True,db_read,0.5239144563674927,0.45012179017066956
We owe Engineering a write-up.,generate_report,3,True,send_notification,0.6696896553039551,0.5108271837234497
Marketing wants a summary of what happened.,generate_report,2,False,generate_report -> send_notification,0.6272459626197815,0.6205440759658813
Stakeholders want to see the data in a digestible format.,generate_report,5,True,db_read,0.5720742344856262,0.4996736943721771
We owe HR a write-up.,generate_report,4,True,send_notification,0.6511805057525635,0.4777706265449524
We need documentation for the stakeholders.,generate_report,2,False,generate_report -> send_notification,0.6631932258605957,0.5709916353225708
Legal wants a summary of what happened.,generate_report,2,False,generate_report -> send_notification,0.6223037242889404,0.6208015084266663
Someone needs to summarize the metrics for Finance.,generate_report,2,False,generate_report -> send_notification,0.5802766680717468,0.5608076453208923
Someone needs to summarize the metrics for Engineering.,generate_report,2,False,generate_report -> send_notification,0.5895346403121948,0.5387374758720398
Engineering wants a summary of what happened.,generate_report,2,False,generate_report -> send_notification,0.6126025319099426,0.6038098931312561
Can someone put together the overview for Marketing?,generate_report,2,False,generate_report -> send_notification,0.5681588053703308,0.5674872994422913
Someone needs to summarize the metrics for Marketing.,generate_report,2,False,generate_report -> send_notification,0.6336053609848022,0.5826972126960754
We owe Marketing a write-up.,generate_report,4,True,send_notification,0.6785380840301514,0.4604623317718506
Someone needs to summarize the metrics for Legal.,generate_report,2,False,generate_report -> send_notification,0.6048021912574768,0.5892559885978699
We owe Legal a write-up.,generate_report,4,True,send_notification,0.6362296342849731,0.46068841218948364
Can someone put together the overview for Engineering?,generate_report,2,False,generate_report -> send_notification,0.5262371301651001,0.5246376991271973
We need documentation for the stakeholders.,generate_report,2,False,generate_report -> send_notification,0.6631932258605957,0.5709916353225708
Engineering wants a summary of what happened.,generate_report,2,False,generate_report -> send_notification,0.6126025319099426,0.6038098931312561
Someone needs to summarize the metrics for Finance.,generate_report,2,False,generate_report -> send_notification,0.5802766680717468,0.5608076453208923
Management is asking for numbers.,generate_report,3,True,db_read,0.5239144563674927,0.45012179017066956
Someone needs to summarize the metrics for Marketing.,generate_report,2,False,generate_report -> send_notification,0.6336053609848022,0.5826972126960754
Management is asking for numbers.,generate_report,3,True,db_read,0.5239144563674927,0.45012179017066956
Management is asking for numbers.,generate_report,3,True,db_read,0.5239144563674927,0.45012179017066956
Management is asking for numbers.,generate_report,3,True,db_read,0.5239144563674927,0.45012179017066956
It's time for the periodic review document.,generate_report,2,False,generate_report -> send_notification,0.6287888288497925,0.5359287858009338
Someone needs to summarize the metrics for Legal.,generate_report,2,False,generate_report -> send_notification,0.6048021912574768,0.5892559885978699
We need to present the findings to leadership.,generate_report,2,False,generate_report -> send_notification,0.5842316150665283,0.48187148571014404
Management is asking for numbers.,generate_report,3,True,db_read,0.5239144563674927,0.45012179017066956
It's time for the periodic review document.,generate_report,2,False,generate_report -> send_notification,0.6287888288497925,0.5359287858009338
It's time for the periodic review document.,generate_report,2,False,generate_report -> send_notification,0.6287888288497925,0.5359287858009338
It's time for the periodic review document.,generate_report,2,False,generate_report -> send_notification,0.6287888288497925,0.5359287858009338
Management is asking for numbers.,generate_report,3,True,db_read,0.5239144563674927,0.45012179017066956
Management is asking for numbers.,generate_report,3,True,db_read,0.5239144563674927,0.45012179017066956
Management is asking for numbers.,generate_report,3,True,db_read,0.5239144563674927,0.45012179017066956
We need to present the findings to leadership.,generate_report,2,False,generate_report -> send_notification,0.5842316150665283,0.48187148571014404
It's time for the periodic review document.,generate_report,2,False,generate_report -> send_notification,0.6287888288497925,0.5359287858009338
We need to present the findings to leadership.,generate_report,2,False,generate_report -> send_notification,0.5842316746711731,0.48187151551246643
Stakeholders want to see the data in a digestible format.,generate_report,5,True,db_read,0.5720741748809814,0.4996736943721771
Management is asking for numbers.,generate_report,3,True,db_read,0.5239144563674927,0.4501219093799591
We owe Legal a write-up.,generate_report,4,True,send_notification,0.6362297534942627,0.46068841218948364
It's time for the periodic review document.,generate_report,2,False,generate_report -> send_notification,0.6287887692451477,0.5359287858009338
It's time for the periodic review document.,generate_report,2,False,generate_report -> send_notification,0.6287887692451477,0.5359287858009338
We owe Finance a write-up.,generate_report,4,True,send_notification,0.567112386226654,0.481582909822464
We need documentation for the stakeholders.,generate_report,2,False,generate_report -> send_notification,0.6631932854652405,0.570991575717926
We need to present the findings to leadership.,generate_report,2,False,generate_report -> send_notification,0.5842316746711731,0.48187151551246643
Stakeholders want to see the data in a digestible format.,generate_report,5,True,db_read,0.5720741748809814,0.4996736943721771
This action needs to be documented for regulators.,log_audit_event,3,False,generate_report -> send_notification,0.610726535320282,0.5243130922317505
This needs to be in the official record.,log_audit_event,6,True,db_read,0.6508820652961731,0.4544367790222168
We need a record of what just happened.,log_audit_event,3,True,db_read,0.5906532406806946,0.5005485415458679
The regulator will ask if we documented this.,log_audit_event,7,False,generate_report -> send_notification,0.6124486923217773,0.4307636618614197
This should be traceable later if anyone asks.,log_audit_event,10,True,db_read,0.590220034122467,0.36685898900032043
Make sure there's a trace of what was done.,log_audit_event,8,False,create_ticket -> scan_malware,0.5988015532493591,0.4140094816684723
The regulator will ask if we documented this.,log_audit_event,7,False,generate_report -> send_notification,0.6124486923217773,0.4307636618614197
This needs to be in the official record.,log_audit_event,6,True,db_read,0.6508820652961731,0.4544367790222168
This needs to be in the official record.,log_audit_event,6,True,db_read,0.6508820652961731,0.4544367790222168
This action needs to be documented for regulators.,log_audit_event,3,False,generate_report -> send_notification,0.610726535320282,0.5243130922317505
This action needs to be documented for regulators.,log_audit_event,3,False,generate_report -> send_notification,0.610726535320282,0.5243130922317505
Make sure there's a trace of what was done.,log_audit_event,8,False,create_ticket -> scan_malware,0.5988015532493591,0.4140094816684723
We need a record of what just happened.,log_audit_event,3,True,db_read,0.5906532406806946,0.5005485415458679
This needs to be in the official record.,log_audit_event,6,True,db_read,0.6508820652961731,0.4544367790222168
This should be traceable later if anyone asks.,log_audit_event,10,True,db_read,0.590220034122467,0.36685898900032043
This should be traceable later if anyone asks.,log_audit_event,10,True,db_read,0.590220034122467,0.36685898900032043
This action needs to be documented for regulators.,log_audit_event,3,False,generate_report -> send_notification,0.610726535320282,0.5243130922317505
This action needs to be documented for regulators.,log_audit_event,3,False,generate_report -> send_notification,0.610726535320282,0.5243130922317505
This action needs to be documented for regulators.,log_audit_event,3,False,generate_report -> send_notification,0.610726535320282,0.5243130922317505
Make sure there's a trace of what was done.,log_audit_event,8,False,create_ticket -> scan_malware,0.5988015532493591,0.4140094816684723
We need a record of what just happened.,log_audit_event,3,True,db_read,0.5906532406806946,0.5005485415458679
This action needs to be documented for regulators.,log_audit_event,3,False,generate_report -> send_notification,0.610726535320282,0.5243130922317505
Make sure there's a trace of what was done.,log_audit_event,8,False,create_ticket -> scan_malware,0.5988015532493591,0.4140094816684723
This action needs to be documented for regulators.,log_audit_event,3,False,generate_report -> send_notification,0.610726535320282,0.5243130922317505
This needs to be in the official record.,log_audit_event,6,True,db_read,0.6508820652961731,0.4544367790222168
This action needs to be documented for regulators.,log_audit_event,3,False,generate_report -> send_notification,0.610726535320282,0.5243130922317505
We need a record of what just happened.,log_audit_event,3,True,db_read,0.5906532406806946,0.5005485415458679
The regulator will ask if we documented this.,log_audit_event,7,False,generate_report -> send_notification,0.6124486923217773,0.4307636618614197
The regulator will ask if we documented this.,log_audit_event,7,False,generate_report -> send_notification,0.6124486923217773,0.4307636618614197
This needs to be in the official record.,log_audit_event,6,True,db_read,0.6508820652961731,0.4544367790222168
The regulator will ask if we documented this.,log_audit_event,7,False,generate_report -> send_notification,0.6124486923217773,0.4307636618614197
The regulator will ask if we documented this.,log_audit_event,7,False,generate_report -> send_notification,0.6124488115310669,0.4307636022567749
Make sure there's a trace of what was done.,log_audit_event,8,False,create_ticket -> scan_malware,0.5988014936447144,0.4140093922615051
The regulator will ask if we documented this.,log_audit_event,7,False,generate_report -> send_notification,0.6124488115310669,0.4307636022567749
This should be traceable later if anyone asks.,log_audit_event,10,True,db_read,0.5902199745178223,0.36685892939567566
Make sure there's a trace of what was done.,log_audit_event,8,False,create_ticket -> scan_malware,0.5988014936447144,0.4140093922615051
This action needs to be documented for regulators.,log_audit_event,3,False,generate_report -> send_notification,0.610726535320282,0.5243130326271057
The regulator will ask if we documented this.,log_audit_event,7,False,generate_report -> send_notification,0.6124488115310669,0.4307636022567749
Marketing's current resources aren't enough.,provision_vm,5,True,generate_report,0.4862448275089264,0.39754995703697205
HR's current resources aren't enough.,provision_vm,6,True,generate_report,0.5096082091331482,0.37768352031707764
We're short on infrastructure for HR.,provision_vm,3,True,send_notification,0.46854493021965027,0.41951224207878113
We're short on infrastructure for Finance.,provision_vm,3,True,send_notification,0.4031316637992859,0.3900398910045624
We're running out of capacity for HR.,provision_vm,3,True,generate_report,0.4268691837787628,0.3614194393157959
Finance's current resources aren't enough.,provision_vm,5,True,generate_report,0.4877556264400482,0.3852672576904297
We're short on infrastructure for Engineering.,provision_vm,4,True,send_notification,0.4863893985748291,0.3937442898750305
Engineering's current resources aren't enough.,provision_vm,5,True,generate_report,0.48832616209983826,0.40799006819725037
We're short on infrastructure for Marketing.,provision_vm,5,True,send_notification,0.5219429731369019,0.37715908885002136
We're running out of capacity for Marketing.,provision_vm,2,True,send_notification,0.41624778509140015,0.38780489563941956
Legal's current resources aren't enough.,provision_vm,5,True,generate_report,0.5110377073287964,0.43216413259506226
We're running out of capacity for Finance.,provision_vm,2,False,"create_ticket -> process_refund, escalate_to_human -> provision_vm, provision_vm -> create_ticket",0.42702969908714294,0.4169716238975525
HR's current resources aren't enough.,provision_vm,6,True,generate_report,0.5096081495285034,0.37768349051475525
We're short on infrastructure for Finance.,provision_vm,3,True,send_notification,0.4031315743923187,0.3900398015975952
We're short on infrastructure for HR.,provision_vm,3,True,send_notification,0.4685450494289398,0.41951218247413635
payment-api-03 is showing signs of compromise.,quarantine_system,7,True,check_status,0.5856894850730896,0.3599401116371155
Something on prod-web-01 looks compromised.,quarantine_system,8,True,scan_malware,0.7075133323669434,0.4046846628189087
That box is behaving erratically -- cut it off.,quarantine_system,3,True,provision_vm,0.584825336933136,0.4100387990474701
Something on ml-infer-05 looks compromised.,quarantine_system,6,False,create_ticket -> scan_malware,0.6217612028121948,0.43553242087364197
prod-web-01 is showing signs of compromise.,quarantine_system,6,True,check_status,0.6054381728172302,0.35540568828582764
cdn-edge-06 is a risk to the rest of the infrastructure.,quarantine_system,3,False,create_ticket -> scan_malware,0.5870633721351624,0.5033650398254395
Something on staging-db-02 looks compromised.,quarantine_system,7,True,scan_malware,0.659008800983429,0.4385155439376831
ml-infer-05 is a risk to the rest of the infrastructure.,quarantine_system,3,False,create_ticket -> scan_malware,0.5539376735687256,0.5137267112731934
Something on cdn-edge-06 looks compromised.,quarantine_system,7,True,scan_malware,0.6687130928039551,0.4184510409832001
ml-infer-05 is showing signs of compromise.,quarantine_system,9,True,check_status,0.6201501488685608,0.33602818846702576
staging-db-02 is showing signs of compromise.,quarantine_system,7,True,check_status,0.6378501057624817,0.3829382658004761
prod-web-01 is a risk to the rest of the infrastructure.,quarantine_system,3,False,create_ticket -> scan_malware,0.5694320797920227,0.5063759088516235
auth-svc-04 is a risk to the rest of the infrastructure.,quarantine_system,3,False,create_ticket -> scan_malware,0.6058289408683777,0.5264936089515686
cdn-edge-06 is showing signs of compromise.,quarantine_system,10,True,check_status,0.6246216297149658,0.34367263317108154
Something on payment-api-03 looks compromised.,quarantine_system,8,True,scan_malware,0.6815193891525269,0.3945029675960541
Something on auth-svc-04 looks compromised.,quarantine_system,8,False,create_ticket -> scan_malware,0.6808473467826843,0.41818493604660034
We can't trust cdn-edge-06 anymore -- take it offline.,quarantine_system,2,False,create_ticket -> scan_malware,0.5260453224182129,0.5145114064216614
ml-infer-05 is a risk to the rest of the infrastructure.,quarantine_system,3,False,create_ticket -> scan_malware,0.5539376735687256,0.5137267112731934
auth-svc-04 is showing signs of compromise.,quarantine_system,6,True,check_status,0.5993512868881226,0.39269453287124634
payment-api-03 is a risk to the rest of the infrastructure.,quarantine_system,3,False,create_ticket -> scan_malware,0.5906906127929688,0.5097506046295166
That box is behaving erratically -- cut it off.,quarantine_system,3,True,provision_vm,0.584825336933136,0.4100387990474701
ml-infer-05 is a risk to the rest of the infrastructure.,quarantine_system,3,False,create_ticket -> scan_malware,0.5539376735687256,0.5137267112731934
payment-api-03 is showing signs of compromise.,quarantine_system,7,True,check_status,0.5856894850730896,0.3599401116371155
Something on cdn-edge-06 looks compromised.,quarantine_system,7,True,scan_malware,0.6687130928039551,0.4184510409832001
What do we have on file for Charlie?,db_read,2,True,create_ticket,0.6439787745475769,0.5826403498649597
What do we have on file for Alice?,db_read,3,True,create_ticket,0.670376181602478,0.566582977771759
"We got a question about #60122, need context.",db_read,2,True,send_notification,0.5759344100952148,0.5642269849777222
What do we have on file for Bob?,db_read,2,True,create_ticket,0.6625551581382751,0.5639230608940125
What do we have on file for Grace?,db_read,3,True,create_ticket,0.6454372406005859,0.5553811192512512
What do we have on file for Diana?,db_read,2,True,create_ticket,0.6524112224578857,0.5898991227149963
What do we have on file for Frank?,db_read,2,True,create_ticket,0.6670675873756409,0.5803235769271851
Grace is complaining about being locked out.,reset_password,12,False,generate_report -> send_notification,0.5705323815345764,0.34700536727905273
Eve forgot how to access the system.,reset_password,2,True,db_read,0.5735437273979187,0.4710330069065094
Eve is complaining about being locked out.,reset_password,13,False,generate_report -> send_notification,0.5884819030761719,0.32796192169189453
Diana keeps getting 'access denied'.,reset_password,2,False,create_ticket -> scan_malware,0.4828576445579529,0.4539274275302887
We need to restore Grace's access.,reset_password,4,True,db_read,0.563692569732666,0.4459778070449829
Charlie says the system won't let them in.,reset_password,4,True,db_read,0.5173105001449585,0.46960344910621643
Charlie forgot how to access the system.,reset_password,2,True,db_read,0.5778480172157288,0.4783562123775482
Diana says the system won't let them in.,reset_password,6,True,db_read,0.5172232389450073,0.45301544666290283
Alice is complaining about being locked out.,reset_password,11,False,generate_report -> send_notification,0.6039092540740967,0.3672921061515808
Alice is locked out of their account.,reset_password,4,True,process_refund,0.5506049394607544,0.43738746643066406
Frank says the system won't let them in.,reset_password,6,False,generate_report -> send_notification,0.5143855810165405,0.47127169370651245
We need to restore Eve's access.,reset_password,7,True,db_read,0.5768128037452698,0.4146074652671814
Alice forgot how to access the system.,reset_password,2,True,db_read,0.5562202334403992,0.48808416724205017
We need to restore Bob's access.,reset_password,5,True,db_read,0.5513607859611511,0.43127474188804626
Diana is complaining about being locked out.,reset_password,12,False,generate_report -> send_notification,0.5746139287948608,0.3502036929130554
Charlie is locked out of their account.,reset_password,4,True,process_refund,0.5583236813545227,0.4119361639022827
Frank is locked out of their account.,reset_password,5,True,db_read,0.5494906306266785,0.4228554964065552
Bob is complaining about being locked out.,reset_password,13,False,generate_report -> send_notification,0.5946729183197021,0.3457179069519043
We need to restore Alice's access.,reset_password,5,True,db_read,0.5817511677742004,0.45079275965690613
We need to restore Frank's access.,reset_password,5,True,db_read,0.5806578397750854,0.4430845379829407
Bob forgot how to access the system.,reset_password,2,True,db_read,0.5534927845001221,0.47759509086608887
Bob keeps getting 'access denied'.,reset_password,2,False,create_ticket -> scan_malware,0.4899543523788452,0.45988303422927856
Frank keeps getting 'access denied'.,reset_password,2,False,create_ticket -> scan_malware,0.5091271996498108,0.47148066759109497
Grace says the system won't let them in.,reset_password,5,False,generate_report -> send_notification,0.5346117615699768,0.4649720788002014
Eve is locked out of their account.,reset_password,8,True,process_refund,0.5445924997329712,0.40386924147605896
Frank is complaining about being locked out.,reset_password,12,False,generate_report -> send_notification,0.5576043725013733,0.36079901456832886
Alice says the system won't let them in.,reset_password,3,False,generate_report -> send_notification,0.5292990207672119,0.4672636091709137
We need to restore Charlie's access.,reset_password,6,True,db_read,0.5690907835960388,0.41476306319236755
Grace keeps getting 'access denied'.,reset_password,2,False,create_ticket -> scan_malware,0.48689568042755127,0.476736843585968
Diana forgot how to access the system.,reset_password,2,True,db_read,0.5882997512817383,0.4615328013896942
Charlie is complaining about being locked out.,reset_password,12,False,generate_report -> send_notification,0.5733429193496704,0.36082932353019714
Grace forgot how to access the system.,reset_password,2,True,db_read,0.5569926500320435,0.47588294744491577
Frank forgot how to access the system.,reset_password,2,True,db_read,0.585497260093689,0.4852237403392792
Charlie keeps getting 'access denied'.,reset_password,2,False,create_ticket -> scan_malware,0.48236149549484253,0.4607425928115845
Bob is locked out of their account.,reset_password,4,True,process_refund,0.5581457614898682,0.42016610503196716
Bob says the system won't let them in.,reset_password,5,False,generate_report -> send_notification,0.5061972737312317,0.45553553104400635
Grace is locked out of their account.,reset_password,7,True,process_refund,0.5531055927276611,0.3893641233444214
Diana is locked out of their account.,reset_password,6,True,db_read,0.5723646879196167,0.3917463421821594
The process on ml-infer-05 is hung.,restart_service,2,True,check_status,0.49406683444976807,0.4326894283294678
Something on payment-api-03 stopped working.,restart_service,5,True,check_status,0.5541293621063232,0.36943569779396057
