query,dag_id,dag_text,tools,edges,source,topo_family,dag_hash
"ASAP — downgrade Diana's account while also query the database about #60122 and give Grace their money back, then converge and create a support case for Marketing — in parallel, give ml-infer-05 a kick and launch an instance for Legal. Once both are done, restart the service on ml-infer-05.",10004,"create_ticket -> provision_vm, create_ticket -> restart_service, db_read -> create_ticket, process_refund -> create_ticket, provision_vm -> restart_service, restart_service -> restart_service, update_subscription -> db_read, update_subscription -> process_refund",update_subscription;db_read;process_refund;create_ticket;restart_service;provision_vm;restart_service,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,33f3e383a86230df
"We gotta downgrade Diana's account while also grab Grace's account details and give Frank their money back, then converge and create a support case for Finance, and while you're at it, give staging-db-02 a kick and deploy a server for HR. After those finish, reboot payment-api-03.",10004,"create_ticket -> provision_vm, create_ticket -> restart_service, db_read -> create_ticket, process_refund -> create_ticket, provision_vm -> restart_service, restart_service -> restart_service, update_subscription -> db_read, update_subscription -> process_refund",update_subscription;db_read;process_refund;create_ticket;restart_service;provision_vm;restart_service,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,33f3e383a86230df
"Switch Diana to the new plan and simultaneously read Alice's profile from the database and process the payout for Diana. Once both are done, log a Jira for Eve's issue and simultaneously give staging-db-02 a kick and stand up a new box for Legal. After those finish, give cdn-edge-06 a kick.",10004,"create_ticket -> provision_vm, create_ticket -> restart_service, db_read -> create_ticket, process_refund -> create_ticket, provision_vm -> restart_service, restart_service -> restart_service, update_subscription -> db_read, update_subscription -> process_refund",update_subscription;db_read;process_refund;create_ticket;restart_service;provision_vm;restart_service,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,33f3e383a86230df
"Quick one — adjust the billing tier for Diana while also fetch #31450's info and give Charlie their money back, merge everything and create a ticket about the HR issue, and while you're at it, bounce staging-db-02 and stand up a new box for Finance, then converge and bounce staging-db-02.",10004,"create_ticket -> provision_vm, create_ticket -> restart_service, db_read -> create_ticket, process_refund -> create_ticket, provision_vm -> restart_service, restart_service -> restart_service, update_subscription -> db_read, update_subscription -> process_refund",update_subscription;db_read;process_refund;create_ticket;restart_service;provision_vm;restart_service,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,33f3e383a86230df
"Urgent: do a security check on ml-infer-05 and simultaneously file an incident report about cdn-edge-06 and produce the Legal performance summary. When all of that's complete, modify Charlie's subscription, and while you're at it, email Bob the update and diagnose ml-infer-05. After those finish, bring in tier-2 support for Frank.",10005,"check_status -> escalate_to_human, create_ticket -> update_subscription, generate_report -> update_subscription, scan_malware -> create_ticket, scan_malware -> generate_report, send_notification -> escalate_to_human, update_subscription -> check_status, update_subscription -> send_notification",scan_malware;create_ticket;generate_report;update_subscription;send_notification;check_status;escalate_to_human,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,c47210bcacfa8441
"When you get a chance, scan cdn-edge-06 for threats, and while you're at it, log a Jira for Alice's issue and compile a summary for Finance, merge everything and change Alice's plan — in parallel, send a heads-up to Marketing and diagnose staging-db-02. Once both are done, escalate Diana's case to the on-call.",10005,"check_status -> escalate_to_human, create_ticket -> update_subscription, generate_report -> update_subscription, scan_malware -> create_ticket, scan_malware -> generate_report, send_notification -> escalate_to_human, update_subscription -> check_status, update_subscription -> send_notification",scan_malware;create_ticket;generate_report;update_subscription;send_notification;check_status;escalate_to_human,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,c47210bcacfa8441
"For the Engineering team, check staging-db-02 for vulnerabilities and concurrently file a bug about auth-svc-04 and compile a summary for Legal. When all of that's complete, change Grace's plan — in parallel, blast an alert to Marketing and assess ml-infer-05's status. Once both are done, escalate Charlie's case to the on-call.",10005,"check_status -> escalate_to_human, create_ticket -> update_subscription, generate_report -> update_subscription, scan_malware -> create_ticket, scan_malware -> generate_report, send_notification -> escalate_to_human, update_subscription -> check_status, update_subscription -> send_notification",scan_malware;create_ticket;generate_report;update_subscription;send_notification;check_status;escalate_to_human,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,c47210bcacfa8441
"The Marketing team needs us to run a malware sweep on cdn-edge-06 and simultaneously file an incident report about prod-web-01 and generate the Finance analytics. Once both are done, downgrade Diana's account while also send a heads-up to Finance and assess cdn-edge-06's status. Once both are done, hand Frank's issue off to an engineer.",10005,"check_status -> escalate_to_human, create_ticket -> update_subscription, generate_report -> update_subscription, scan_malware -> create_ticket, scan_malware -> generate_report, send_notification -> escalate_to_human, update_subscription -> check_status, update_subscription -> send_notification",scan_malware;create_ticket;generate_report;update_subscription;send_notification;check_status;escalate_to_human,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,c47210bcacfa8441
"From Legal: diagnose ml-infer-05 while also log Eve's action for compliance and give Alice a new password. After those finish, cycle ml-infer-05.",10006,"check_status -> log_audit_event, check_status -> reset_password, log_audit_event -> restart_service, reset_password -> restart_service",check_status;log_audit_event;reset_password;restart_service,0->1;0->2;1->3;2->3,generated,diamond,c159f28bd994f71d
"Bob is asking us to assess auth-svc-04's status, and while you're at it, create an audit trail for #20891 and force a credential change for Frank. When all of that's complete, restart the service on auth-svc-04.",10006,"check_status -> log_audit_event, check_status -> reset_password, log_audit_event -> restart_service, reset_password -> restart_service",check_status;log_audit_event;reset_password;restart_service,0->1;0->2;1->3;2->3,generated,diamond,c159f28bd994f71d
"Bob is asking us to check if cdn-edge-06 is up and at the same time log the whole staging-db-02 incident and change Bob's auth credentials. After those finish, reboot cdn-edge-06.",10006,"check_status -> log_audit_event, check_status -> reset_password, log_audit_event -> restart_service, reset_password -> restart_service",check_status;log_audit_event;reset_password;restart_service,0->1;0->2;1->3;2->3,generated,diamond,c159f28bd994f71d
"Diana reported an issue — assess cdn-edge-06's status and at the same time create an audit trail for #60122 and reset Alice's password. When all of that's complete, give payment-api-03 a kick.",10006,"check_status -> log_audit_event, check_status -> reset_password, log_audit_event -> restart_service, reset_password -> restart_service",check_status;log_audit_event;reset_password;restart_service,0->1;0->2;1->3;2->3,generated,diamond,c159f28bd994f71d
"Ticket INC-1198 says quarantine ml-infer-05 and rotate Diana's credentials and concurrently ping Charlie about it and log a Jira for Diana's issue, then converge and make a compliance log about Charlie.",10007,"create_ticket -> log_audit_event, quarantine_system -> send_notification, reset_password -> create_ticket, send_notification -> log_audit_event",quarantine_system;send_notification;reset_password;create_ticket;log_audit_event,0->1;2->3;1->4;3->4,generated,w_shape,57e5f6a19731c4b4
"Do me a favor and disconnect cdn-edge-06 from everything and reset Eve's password, and while you're at it, email Frank the update and file a bug about cdn-edge-06, merge everything and log Eve's action for compliance.",10007,"create_ticket -> log_audit_event, quarantine_system -> send_notification, reset_password -> create_ticket, send_notification -> log_audit_event",quarantine_system;send_notification;reset_password;create_ticket;log_audit_event,0->1;2->3;1->4;3->4,generated,w_shape,57e5f6a19731c4b4
"Grace reported an issue — lock down prod-web-01 and reset Alice's password while also blast an alert to Marketing and create a support case for Marketing. Once both are done, make a compliance log about Frank.",10007,"create_ticket -> log_audit_event, quarantine_system -> send_notification, reset_password -> create_ticket, send_notification -> log_audit_event",quarantine_system;send_notification;reset_password;create_ticket;log_audit_event,0->1;2->3;1->4;3->4,generated,w_shape,57e5f6a19731c4b4
"Ticket INC-5560 says lock down auth-svc-04 and force a credential change for Charlie, and while you're at it, notify the HR team and open a ticket for Bob, then converge and create an audit trail for #10234.",10007,"create_ticket -> log_audit_event, quarantine_system -> send_notification, reset_password -> create_ticket, send_notification -> log_audit_event",quarantine_system;send_notification;reset_password;create_ticket;log_audit_event,0->1;2->3;1->4;3->4,generated,w_shape,57e5f6a19731c4b4
"I need you to store the Engineering config in the database, and while you're at it, run a malware sweep on prod-web-01 and log Grace's action for compliance. After those finish, lock down prod-web-01. Finally, bounce payment-api-03.",10008,"db_write -> log_audit_event, db_write -> scan_malware, log_audit_event -> quarantine_system, quarantine_system -> restart_service, scan_malware -> quarantine_system",db_write;scan_malware;log_audit_event;quarantine_system;restart_service,0->1;0->2;1->3;2->3;3->4,generated,asymmetric_fork_join,75542d837303c56b
"When you get a chance, commit Eve's update to the database and at the same time scan cdn-edge-06 for threats and log the whole prod-web-01 incident. Once both are done, quarantine cdn-edge-06. To wrap up, restart the main process on cdn-edge-06.",10008,"db_write -> log_audit_event, db_write -> scan_malware, log_audit_event -> quarantine_system, quarantine_system -> restart_service, scan_malware -> quarantine_system",db_write;scan_malware;log_audit_event;quarantine_system;restart_service,0->1;0->2;1->3;2->3;3->4,generated,asymmetric_fork_join,75542d837303c56b
"From Legal: persist Bob's data to the database and at the same time investigate prod-web-01 for infections and drop an audit entry for ml-infer-05. Once both are done, disconnect staging-db-02 from everything. End with give cdn-edge-06 a kick.",10008,"db_write -> log_audit_event, db_write -> scan_malware, log_audit_event -> quarantine_system, quarantine_system -> restart_service, scan_malware -> quarantine_system",db_write;scan_malware;log_audit_event;quarantine_system;restart_service,0->1;0->2;1->3;2->3;3->4,generated,asymmetric_fork_join,75542d837303c56b
"I need you to commit Grace's update to the database, and while you're at it, sweep auth-svc-04 for IOCs and create an audit trail for #60122. When all of that's complete, yank payment-api-03 off the network. End with give prod-web-01 a kick.",10008,"db_write -> log_audit_event, db_write -> scan_malware, log_audit_event -> quarantine_system, quarantine_system -> restart_service, scan_malware -> quarantine_system",db_write;scan_malware;log_audit_event;quarantine_system;restart_service,0->1;0->2;1->3;2->3;3->4,generated,asymmetric_fork_join,75542d837303c56b
"The Legal team needs us to fire off a notification to Eve, and while you're at it, ping auth-svc-04 for a health check, check the DB for Frank, give ml-infer-05 a kick, and build a compliance doc for Finance. Once that's done, process the payout for Bob. Last step: write the new data for #42017 back.",10009,"generate_report -> process_refund, process_refund -> db_write, send_notification -> check_status, send_notification -> db_read, send_notification -> generate_report, send_notification -> restart_service",send_notification;check_status;db_read;restart_service;generate_report;process_refund;db_write,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,cb1bd0046c5d9059
"Frank reported an issue — send a heads-up to Engineering and at the same time assess auth-svc-04's status, look up the records for #31450, give auth-svc-04 a kick, and compile a summary for Legal. After that, refund Frank. Last step: store the Marketing config in the database.",10009,"generate_report -> process_refund, process_refund -> db_write, send_notification -> check_status, send_notification -> db_read, send_notification -> generate_report, send_notification -> restart_service",send_notification;check_status;db_read;restart_service;generate_report;process_refund;db_write,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,cb1bd0046c5d9059
"From Marketing: email Alice the update while also ping payment-api-03 for a health check, grab Grace's account details, restart the service on payment-api-03, and generate the HR analytics, followed by refund Diana. Finally, push the changes for Grace to the DB.",10009,"generate_report -> process_refund, process_refund -> db_write, send_notification -> check_status, send_notification -> db_read, send_notification -> generate_report, send_notification -> restart_service",send_notification;check_status;db_read;restart_service;generate_report;process_refund;db_write,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,cb1bd0046c5d9059
"Ping Bob about it — in parallel, ping cdn-edge-06 for a health check, grab Bob's account details, restart the service on auth-svc-04, and whip up a report for Finance. Next, credit Bob's account. To wrap up, update Alice's record in the DB.",10009,"generate_report -> process_refund, process_refund -> db_write, send_notification -> check_status, send_notification -> db_read, send_notification -> generate_report, send_notification -> restart_service",send_notification;check_status;db_read;restart_service;generate_report;process_refund;db_write,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,cb1bd0046c5d9059
"For the Legal team, persist Bob's data to the database and send a heads-up to Finance and simultaneously reverse the charge on #42017 and provision a new instance for Legal. When all of that's complete, downgrade Grace's account.",10010,"db_write -> process_refund, process_refund -> update_subscription, provision_vm -> update_subscription, send_notification -> provision_vm",db_write;process_refund;send_notification;provision_vm;update_subscription,0->1;2->3;1->4;3->4,generated,w_shape,6994f75181318edf
"I need you to update Eve's record in the DB and send a heads-up to Marketing, and while you're at it, reverse the charge on #42017 and launch an instance for Legal. When all of that's complete, switch Alice to the new plan.",10010,"db_write -> process_refund, process_refund -> update_subscription, provision_vm -> update_subscription, send_notification -> provision_vm",db_write;process_refund;send_notification;provision_vm;update_subscription,0->1;2->3;1->4;3->4,generated,w_shape,6994f75181318edf
"Diana reported an issue — commit Frank's update to the database and notify the Engineering team, and while you're at it, refund Frank and create a virtual machine for Legal. When all of that's complete, switch Eve to the new plan.",10010,"db_write -> process_refund, process_refund -> update_subscription, provision_vm -> update_subscription, send_notification -> provision_vm",db_write;process_refund;send_notification;provision_vm;update_subscription,0->1;2->3;1->4;3->4,generated,w_shape,6994f75181318edf
"The HR team needs us to write the new data for #42017 back and shoot Eve an email and simultaneously process the payout for Grace and deploy a server for Legal, merge everything and adjust the billing tier for Alice.",10010,"db_write -> process_refund, process_refund -> update_subscription, provision_vm -> update_subscription, send_notification -> provision_vm",db_write;process_refund;send_notification;provision_vm;update_subscription,0->1;2->3;1->4;3->4,generated,w_shape,6994f75181318edf
"Per Eve's request, modify Bob's subscription and file an incident report about staging-db-02. Once both are done, cycle cdn-edge-06, and while you're at it, persist Eve's data to the database and grab Bob's account details.",10011,"create_ticket -> restart_service, restart_service -> db_read, restart_service -> db_write, update_subscription -> restart_service",update_subscription;create_ticket;restart_service;db_write;db_read,0->2;1->2;2->3;2->4,generated,hourglass,6ced90f495dc17d1
"From Legal: switch Eve to the new plan and create a support case for Legal. Once both are done, give cdn-edge-06 a kick — in parallel, push the changes for Diana to the DB and pull Alice's data.",10011,"create_ticket -> restart_service, restart_service -> db_read, restart_service -> db_write, update_subscription -> restart_service",update_subscription;create_ticket;restart_service;db_write;db_read,0->2;1->2;2->3;2->4,generated,hourglass,6ced90f495dc17d1
"Hey, can you modify Frank's subscription and open a ticket for Alice, merge everything and cycle prod-web-01 and concurrently write the new data for #60122 back and pull Diana's data.",10011,"create_ticket -> restart_service, restart_service -> db_read, restart_service -> db_write, update_subscription -> restart_service",update_subscription;create_ticket;restart_service;db_write;db_read,0->2;1->2;2->3;2->4,generated,hourglass,6ced90f495dc17d1
"We gotta adjust the billing tier for Diana and file a bug about prod-web-01, merge everything and restart the main process on ml-infer-05, and while you're at it, write the new data for #53698 back and read Grace's profile from the database.",10011,"create_ticket -> restart_service, restart_service -> db_read, restart_service -> db_write, update_subscription -> restart_service",update_subscription;create_ticket;restart_service;db_write;db_read,0->2;1->2;2->3;2->4,generated,hourglass,6ced90f495dc17d1
"When you get a chance, file a bug about ml-infer-05 and check if payment-api-03 is up. After those finish, fire off a notification to Frank. To wrap up, update Alice's record in the DB.",10012,"check_status -> send_notification, create_ticket -> send_notification, send_notification -> db_write",create_ticket;check_status;send_notification;db_write,0->2;1->2;2->3,generated,y_shape,7bed96e3315e781d
"For the Finance team, spin up a tracking ticket for Diana and verify staging-db-02's health. When all of that's complete, blast an alert to HR. End with store the Finance config in the database.",10012,"check_status -> send_notification, create_ticket -> send_notification, send_notification -> db_write",create_ticket;check_status;send_notification;db_write,0->2;1->2;2->3,generated,y_shape,7bed96e3315e781d
"Urgent: file an incident report about ml-infer-05 and diagnose auth-svc-04. Once both are done, email Bob the update, and lastly write the new data for #53698 back.",10012,"check_status -> send_notification, create_ticket -> send_notification, send_notification -> db_write",create_ticket;check_status;send_notification;db_write,0->2;1->2;2->3,generated,y_shape,7bed96e3315e781d
"The Legal team needs us to spin up a tracking ticket for Eve and see what's going on with cdn-edge-06. When all of that's complete, ping Bob about it. End with update Eve's record in the DB.",10012,"check_status -> send_notification, create_ticket -> send_notification, send_notification -> db_write",create_ticket;check_status;send_notification;db_write,0->2;1->2;2->3,generated,y_shape,7bed96e3315e781d
"For the HR team, bring in tier-2 support for Diana while also persist Bob's data to the database, run a malware sweep on cdn-edge-06, and email Alice the update. Last step: put together a report on ml-infer-05.",10013,"escalate_to_human -> db_write, escalate_to_human -> scan_malware, escalate_to_human -> send_notification, send_notification -> generate_report",escalate_to_human;db_write;scan_malware;send_notification;generate_report,0->1;0->2;0->3;3->4,generated,multi_branch_independent,8b99524bd6486204
"Per Bob's request, hand Charlie's issue off to an engineer — in parallel, store the Legal config in the database, run a malware sweep on ml-infer-05, and send a heads-up to HR. Finally, put together a report on prod-web-01.",10013,"escalate_to_human -> db_write, escalate_to_human -> scan_malware, escalate_to_human -> send_notification, send_notification -> generate_report",escalate_to_human;db_write;scan_malware;send_notification;generate_report,0->1;0->2;0->3;3->4,generated,multi_branch_independent,8b99524bd6486204
"Do me a favor and loop in a Legal manager while also store the Engineering config in the database, check auth-svc-04 for vulnerabilities, and fire off a notification to Grace, and lastly generate the Marketing analytics.",10013,"escalate_to_human -> db_write, escalate_to_human -> scan_malware, escalate_to_human -> send_notification, send_notification -> generate_report",escalate_to_human;db_write;scan_malware;send_notification;generate_report,0->1;0->2;0->3;3->4,generated,multi_branch_independent,8b99524bd6486204
"We gotta hand Grace's issue off to an engineer — in parallel, write the new data for #60122 back, sweep ml-infer-05 for IOCs, and notify the Finance team. Last step: compile a summary for HR.",10013,"escalate_to_human -> db_write, escalate_to_human -> scan_malware, escalate_to_human -> send_notification, send_notification -> generate_report",escalate_to_human;db_write;scan_malware;send_notification;generate_report,0->1;0->2;0->3;3->4,generated,multi_branch_independent,8b99524bd6486204
"Ticket INC-1198 says bring in tier-2 support for Diana and lock down staging-db-02, merge everything and force a credential change for Charlie. Last step: drop an audit entry for staging-db-02.",10014,"escalate_to_human -> reset_password, quarantine_system -> reset_password, reset_password -> log_audit_event",escalate_to_human;quarantine_system;reset_password;log_audit_event,0->2;1->2;2->3,generated,y_shape,40f8528abe8c3d55
"For the Marketing team, escalate Charlie's case to the on-call and disconnect cdn-edge-06 from everything. When all of that's complete, nuke Charlie's old login and issue a fresh one. Last step: log Alice's action for compliance.",10014,"escalate_to_human -> reset_password, quarantine_system -> reset_password, reset_password -> log_audit_event",escalate_to_human;quarantine_system;reset_password;log_audit_event,0->2;1->2;2->3,generated,y_shape,40f8528abe8c3d55
"Hey, can you escalate Alice's case to the on-call and isolate ml-infer-05. Once both are done, force a credential change for Frank. To wrap up, record the event in Legal's log.",10014,"escalate_to_human -> reset_password, quarantine_system -> reset_password, reset_password -> log_audit_event",escalate_to_human;quarantine_system;reset_password;log_audit_event,0->2;1->2;2->3,generated,y_shape,40f8528abe8c3d55
"Time to hand Frank's issue off to an engineer and disconnect prod-web-01 from everything, then converge and change Charlie's auth credentials. Finally, drop an audit entry for prod-web-01.",10014,"escalate_to_human -> reset_password, quarantine_system -> reset_password, reset_password -> log_audit_event",escalate_to_human;quarantine_system;reset_password;log_audit_event,0->2;1->2;2->3,generated,y_shape,40f8528abe8c3d55
"Urgent: create a support case for Marketing and launch an instance for Finance. When all of that's complete, ping Diana about it, and while you're at it, restart the service on cdn-edge-06 and hand Grace's issue off to an engineer.",10015,"create_ticket -> send_notification, provision_vm -> send_notification, send_notification -> escalate_to_human, send_notification -> restart_service",create_ticket;provision_vm;send_notification;restart_service;escalate_to_human,0->2;1->2;2->3;2->4,generated,hourglass,36a4f4f500b26e36
"Eve is asking us to open a ticket for Eve and stand up a new box for Engineering. After those finish, shoot Alice an email and at the same time restart the main process on cdn-edge-06 and escalate Diana's case to the on-call.",10015,"create_ticket -> send_notification, provision_vm -> send_notification, send_notification -> escalate_to_human, send_notification -> restart_service",create_ticket;provision_vm;send_notification;restart_service;escalate_to_human,0->2;1->2;2->3;2->4,generated,hourglass,36a4f4f500b26e36
"Urgent: log a Jira for Eve's issue and spin up a VM for Engineering. When all of that's complete, send a heads-up to HR and concurrently restart the main process on cdn-edge-06 and escalate Alice's case to the on-call.",10015,"create_ticket -> send_notification, provision_vm -> send_notification, send_notification -> escalate_to_human, send_notification -> restart_service",create_ticket;provision_vm;send_notification;restart_service;escalate_to_human,0->2;1->2;2->3;2->4,generated,hourglass,36a4f4f500b26e36
"Time to file an incident report about staging-db-02 and spin up a VM for Marketing. After those finish, send a heads-up to Engineering, and while you're at it, restart the service on staging-db-02 and wake up the on-call about payment-api-03.",10015,"create_ticket -> send_notification, provision_vm -> send_notification, send_notification -> escalate_to_human, send_notification -> restart_service",create_ticket;provision_vm;send_notification;restart_service;escalate_to_human,0->2;1->2;2->3;2->4,generated,hourglass,36a4f4f500b26e36
"Hey, can you push the changes for Frank to the DB and modify Eve's subscription. After those finish, launch an instance for Engineering, and lastly change Frank's auth credentials.",10016,"db_write -> provision_vm, provision_vm -> reset_password, update_subscription -> provision_vm",db_write;update_subscription;provision_vm;reset_password,0->2;1->2;2->3,generated,y_shape,e64921f592b72f5f
"Do me a favor and push the changes for Grace to the DB and switch Bob to the new plan. After those finish, deploy a server for Legal. End with reset Grace's password.",10016,"db_write -> provision_vm, provision_vm -> reset_password, update_subscription -> provision_vm",db_write;update_subscription;provision_vm;reset_password,0->2;1->2;2->3,generated,y_shape,e64921f592b72f5f
"Do me a favor and update Frank's record in the DB and modify Frank's subscription, then converge and spin up a VM for Engineering. Last step: force a credential change for Charlie.",10016,"db_write -> provision_vm, provision_vm -> reset_password, update_subscription -> provision_vm",db_write;update_subscription;provision_vm;reset_password,0->2;1->2;2->3,generated,y_shape,e64921f592b72f5f
"Quick one — push the changes for Grace to the DB and adjust the billing tier for Charlie, then converge and stand up a new box for Finance, and lastly rotate Frank's credentials.",10016,"db_write -> provision_vm, provision_vm -> reset_password, update_subscription -> provision_vm",db_write;update_subscription;provision_vm;reset_password,0->2;1->2;2->3,generated,y_shape,e64921f592b72f5f
"Bounce ml-infer-05 and concurrently open a ticket for Alice and rotate Alice's credentials. After those finish, put together a report on staging-db-02, and while you're at it, scan prod-web-01 for threats and shoot Grace an email. Once both are done, make a compliance log about Diana.",10017,"create_ticket -> generate_report, generate_report -> scan_malware, generate_report -> send_notification, reset_password -> generate_report, restart_service -> create_ticket, restart_service -> reset_password, scan_malware -> log_audit_event, send_notification -> log_audit_event",restart_service;create_ticket;reset_password;generate_report;scan_malware;send_notification;log_audit_event,0->1;0->2;1->3;2->3;3->4;3->5;4->6;5->6,generated,double_diamond,12f6e7349cfa3542
