query,dag_id,dag_text,tools,edges,_valid,_topo_hash,_dag_hash,_topo_family
"Quick one — assess prod-web-01's status — then log a Jira for Eve's issue, then pull auth-svc-04 from production. To wrap up, refund Charlie.",357,"check_status -> create_ticket, create_ticket -> quarantine_system, quarantine_system -> process_refund",check_status;create_ticket;quarantine_system;process_refund,0->1;1->2;2->3,True,38d6fe00e87709ec,21a80bbd7927606d,chain_medium
"Quick one — give Bob a new password, followed by investigate cdn-edge-06 for infections.",229,reset_password -> scan_malware,reset_password;scan_malware,0->1,True,d734d7aefc1bad15,51146247dfd13396,chain_short
"Pull Diana's data, followed by open a ticket for Grace.",57,db_read -> create_ticket,db_read;create_ticket,0->1,True,d734d7aefc1bad15,4721728029ce5718,chain_short
"Credit the account and cancel the sub, then shoot Charlie a message about the changes.",13,"process_refund -> send_notification, update_subscription -> send_notification",process_refund;update_subscription;send_notification,0->2;1->2,True,2c0fe2d65641f8ac,7969841a1f49e0cf,fanin
Urgent: grab Eve's account details — then give Diana a new password. Last step: notify the Finance team.,79,"db_read -> reset_password, reset_password -> send_notification",db_read;reset_password;send_notification,0->1;1->2,True,e48779c27a089d04,170e9bd003af3004,chain_medium
"Hey, can you rotate Diana's credentials, and then provision a new instance for Finance.",150,reset_password -> provision_vm,reset_password;provision_vm,0->1,True,d734d7aefc1bad15,bd3b6a151b9f7bfb,chain_short
"Hey, can you file an incident report about staging-db-02 and lock down auth-svc-04. When all of that's complete, generate the Engineering analytics.",465,"create_ticket -> generate_report, quarantine_system -> generate_report",create_ticket;quarantine_system;generate_report,0->2;1->2,True,2c0fe2d65641f8ac,8657d6aa30cef529,fanin
"Ticket INC-8842 says fetch #10234's info, then change Diana's auth credentials. Last step: send a heads-up to HR.",79,"db_read -> reset_password, reset_password -> send_notification",db_read;reset_password;send_notification,0->1;1->2,True,e48779c27a089d04,170e9bd003af3004,chain_medium
"Pull Frank's data, and then reset Eve's password. Last step: blast an alert to Engineering.",79,"db_read -> reset_password, reset_password -> send_notification",db_read;reset_password;send_notification,0->1;1->2,True,e48779c27a089d04,170e9bd003af3004,chain_medium
"ASAP — check cdn-edge-06 for vulnerabilities and ping payment-api-03 for a health check. Once both are done, file a bug about auth-svc-04. Last step: send a heads-up to Marketing.",125,"check_status -> create_ticket, create_ticket -> send_notification, scan_malware -> create_ticket",scan_malware;check_status;create_ticket;send_notification,0->2;1->2;2->3,True,04004610defffeed,a9e6fd0c4326fc38,fanin
"Diana reported an issue — ping cdn-edge-06 for a health check — in parallel, check prod-web-01 for vulnerabilities and hand Bob's issue off to an engineer. After those finish, spin up a tracking ticket for Alice.",119,"check_status -> escalate_to_human, check_status -> scan_malware, escalate_to_human -> create_ticket, scan_malware -> create_ticket",check_status;scan_malware;escalate_to_human;create_ticket,0->1;0->2;1->3;2->3,True,a95f0a5177fffecf,2138ed02b210ef4c,diamond
"Per Bob's request, cycle payment-api-03, and then update Eve's record in the DB. End with reset Bob's password.",282,"db_write -> reset_password, restart_service -> db_write",restart_service;db_write;reset_password,0->1;1->2,True,e48779c27a089d04,e307c094f894d767,chain_medium
"Hand Eve's issue off to an engineer, followed by log Grace's action for compliance. End with give Alice a new password.",327,"escalate_to_human -> log_audit_event, log_audit_event -> reset_password",escalate_to_human;log_audit_event;reset_password,0->1;1->2,True,e48779c27a089d04,fabed092836dc4a9,chain_medium
"Pull Eve's data, followed by open a ticket for Frank.",57,db_read -> create_ticket,db_read;create_ticket,0->1,True,d734d7aefc1bad15,4721728029ce5718,chain_short
"Do me a favor and push the refund through for #60122. Next, assess prod-web-01's status.",183,process_refund -> check_status,process_refund;check_status,0->1,True,d734d7aefc1bad15,6f9c6f250f39c6c6,chain_short
"Credit Diana's account, followed by log Eve's action for compliance.",63,process_refund -> log_audit_event,process_refund;log_audit_event,0->1,True,d734d7aefc1bad15,1fb6fe50fd1b7f6e,chain_short
"We gotta give cdn-edge-06 a kick. Once that's done, provision a new instance for Engineering. To wrap up, update Diana's record in the DB.",302,"provision_vm -> db_write, restart_service -> provision_vm",restart_service;provision_vm;db_write,0->1;1->2,True,e48779c27a089d04,5c6389a0972e48cf,chain_medium
"When you get a chance, fetch #10234's info, and then give Alice a new password. Next, store the HR config in the database, and then ping Charlie about it. End with record the event in Engineering's log.",142,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write, send_notification -> log_audit_event",db_read;reset_password;db_write;send_notification;log_audit_event,0->1;1->2;2->3;3->4,True,93913f0db5aa0e02,ab369f31ae090b80,chain_long
"Restart the main process on auth-svc-04 and open a ticket for Alice. Once both are done, wake up the on-call about auth-svc-04.",462,"create_ticket -> escalate_to_human, restart_service -> escalate_to_human",restart_service;create_ticket;escalate_to_human,0->2;1->2,True,2c0fe2d65641f8ac,9633e03d9eaaa956,fanin
"Hey, can you read Diana's profile from the database. Once that's done, reverse the charge on #31450. Once that's done, persist Frank's data to the database, followed by record the event in Engineering's log, and lastly ping Eve about it.",140,"db_read -> process_refund, db_write -> log_audit_event, log_audit_event -> send_notification, process_refund -> db_write",db_read;process_refund;db_write;log_audit_event;send_notification,0->1;1->2;2->3;3->4,True,93913f0db5aa0e02,745bbecd30a4fdda,chain_long
"We gotta pull cdn-edge-06 from production, and then log the whole payment-api-03 incident.",52,quarantine_system -> log_audit_event,quarantine_system;log_audit_event,0->1,True,d734d7aefc1bad15,974070caf7601b4a,chain_short
"I need you to restart the main process on cdn-edge-06 and create a ticket about the Marketing issue, then converge and bring in tier-2 support for Frank.",462,"create_ticket -> escalate_to_human, restart_service -> escalate_to_human",restart_service;create_ticket;escalate_to_human,0->2;1->2,True,2c0fe2d65641f8ac,9633e03d9eaaa956,fanin
"I need you to do a security check on payment-api-03 and verify cdn-edge-06's health. After those finish, create a ticket about the Marketing issue.",111,"check_status -> create_ticket, scan_malware -> create_ticket",scan_malware;check_status;create_ticket,0->2;1->2,True,2c0fe2d65641f8ac,4393286ffa744189,fanin
"We gotta credit Grace's account — then log a Jira for Diana's issue. Finally, run a malware sweep on payment-api-03.",346,"create_ticket -> scan_malware, process_refund -> create_ticket",process_refund;create_ticket;scan_malware,0->1;1->2,True,e48779c27a089d04,7ca3314df9d57afe,chain_medium
"Record the event in Legal's log and file a bug about staging-db-02, merge everything and push the changes for Alice to the DB.",469,"create_ticket -> db_write, log_audit_event -> db_write",log_audit_event;create_ticket;db_write,0->2;1->2,True,2c0fe2d65641f8ac,a9b51553dc3d737b,fanin
"The HR team needs us to grab Charlie's account details, and then spin up a tracking ticket for Frank.",57,db_read -> create_ticket,db_read;create_ticket,0->1,True,d734d7aefc1bad15,4721728029ce5718,chain_short
"Alice is asking us to query the database about #31450. Next, email Alice the update.",3,db_read -> send_notification,db_read;send_notification,0->1,True,d734d7aefc1bad15,791afcf848559f00,chain_short
"Time to run a malware sweep on cdn-edge-06 and see what's going on with auth-svc-04. After those finish, file an incident report about cdn-edge-06, and lastly fire off a notification to Charlie.",125,"check_status -> create_ticket, create_ticket -> send_notification, scan_malware -> create_ticket",scan_malware;check_status;create_ticket;send_notification,0->2;1->2;2->3,True,04004610defffeed,a9e6fd0c4326fc38,fanin
"I need you to do a security check on cdn-edge-06 and verify payment-api-03's health. After those finish, create a ticket about the Marketing issue.",111,"check_status -> create_ticket, scan_malware -> create_ticket",scan_malware;check_status;create_ticket,0->2;1->2,True,2c0fe2d65641f8ac,4393286ffa744189,fanin
"Grace reported an issue — see what's going on with cdn-edge-06 and simultaneously do a security check on cdn-edge-06 and wake up the on-call about ml-infer-05. After those finish, spin up a tracking ticket for Charlie.",119,"check_status -> escalate_to_human, check_status -> scan_malware, escalate_to_human -> create_ticket, scan_malware -> create_ticket",check_status;scan_malware;escalate_to_human;create_ticket,0->1;0->2;1->3;2->3,True,a95f0a5177fffecf,2138ed02b210ef4c,diamond
"From Engineering: log Charlie's action for compliance, followed by persist Bob's data to the database, and then diagnose cdn-edge-06. Last step: restart the main process on auth-svc-04.",388,"check_status -> restart_service, db_write -> check_status, log_audit_event -> db_write",log_audit_event;db_write;check_status;restart_service,0->1;1->2;2->3,True,38d6fe00e87709ec,c13be207107b9d77,chain_medium
"Diana is asking us to query the database about #42017. Next, email Eve the update.",3,db_read -> send_notification,db_read;send_notification,0->1,True,d734d7aefc1bad15,791afcf848559f00,chain_short
"Per Frank's request, compile a summary for HR, and then notify the Marketing team.",47,generate_report -> send_notification,generate_report;send_notification,0->1,True,d734d7aefc1bad15,69c8d0fbc2ce97c0,chain_short
"Charlie reported an issue — ping auth-svc-04 for a health check. Next, log a Jira for Alice's issue, followed by pull prod-web-01 from production. To wrap up, refund Eve.",357,"check_status -> create_ticket, create_ticket -> quarantine_system, quarantine_system -> process_refund",check_status;create_ticket;quarantine_system;process_refund,0->1;1->2;2->3,True,38d6fe00e87709ec,21a80bbd7927606d,chain_medium
"Urgent: verify ml-infer-05's health. Next, restart the service on prod-web-01. End with drop an audit entry for cdn-edge-06.",71,"check_status -> restart_service, restart_service -> log_audit_event",check_status;restart_service;log_audit_event,0->1;1->2,True,e48779c27a089d04,43895d11453bba6b,chain_medium
"Ticket INC-1198 says escalate Charlie's case to the on-call. Next, give prod-web-01 a kick — then nuke Diana's old login and issue a fresh one. Last step: modify Grace's subscription.",390,"escalate_to_human -> restart_service, reset_password -> update_subscription, restart_service -> reset_password",escalate_to_human;restart_service;reset_password;update_subscription,0->1;1->2;2->3,True,38d6fe00e87709ec,6a9488390d49a4ea,chain_medium
"Quick one — read Grace's profile from the database. Next, give Alice their money back, then update Frank's record in the DB. Once that's done, log Eve's action for compliance. Last step: fire off a notification to Grace.",140,"db_read -> process_refund, db_write -> log_audit_event, log_audit_event -> send_notification, process_refund -> db_write",db_read;process_refund;db_write;log_audit_event;send_notification,0->1;1->2;2->3;3->4,True,93913f0db5aa0e02,745bbecd30a4fdda,chain_long
"Bob reported an issue — give Grace their money back. After that, log Grace's action for compliance.",63,process_refund -> log_audit_event,process_refund;log_audit_event,0->1,True,d734d7aefc1bad15,1fb6fe50fd1b7f6e,chain_short
"Eve is asking us to hand Alice's issue off to an engineer — then cycle ml-infer-05. Finally, launch an instance for Engineering.",332,"escalate_to_human -> restart_service, restart_service -> provision_vm",escalate_to_human;restart_service;provision_vm,0->1;1->2,True,e48779c27a089d04,7647b0fa230e2219,chain_medium
Do me a favor and assess cdn-edge-06's status — then notify the Legal team.,49,check_status -> send_notification,check_status;send_notification,0->1,True,d734d7aefc1bad15,24c5822365992d8c,chain_short
"When you get a chance, change Charlie's plan. After that, pull Frank's data, and lastly refund Frank.",321,"db_read -> process_refund, update_subscription -> db_read",update_subscription;db_read;process_refund,0->1;1->2,True,e48779c27a089d04,6b7b5e6483ea299a,chain_medium
"ASAP — change Alice's plan, then look up the records for #31450. To wrap up, refund Diana.",321,"db_read -> process_refund, update_subscription -> db_read",update_subscription;db_read;process_refund,0->1;1->2,True,e48779c27a089d04,6b7b5e6483ea299a,chain_medium
"Lock down ml-infer-05. Once that's done, diagnose staging-db-02. Once that's done, stand up a new box for Legal. Finally, loop in a Engineering manager.",377,"check_status -> provision_vm, provision_vm -> escalate_to_human, quarantine_system -> check_status",quarantine_system;check_status;provision_vm;escalate_to_human,0->1;1->2;2->3,True,38d6fe00e87709ec,3fe81f7e3b6db22d,chain_medium
"ASAP — provision a new instance for Legal — then put together a report on cdn-edge-06. Finally, verify payment-api-03's health.",279,"generate_report -> check_status, provision_vm -> generate_report",provision_vm;generate_report;check_status,0->1;1->2,True,e48779c27a089d04,d111724f8cd8b00e,chain_medium
"Alice is asking us to loop in a Engineering manager — then restart the main process on prod-web-01. After that, nuke Grace's old login and issue a fresh one. Last step: adjust the billing tier for Eve.",390,"escalate_to_human -> restart_service, reset_password -> update_subscription, restart_service -> reset_password",escalate_to_human;restart_service;reset_password;update_subscription,0->1;1->2;2->3,True,38d6fe00e87709ec,6a9488390d49a4ea,chain_medium
"Frank is asking us to fire off a notification to Grace, then look up the records for #10234 — then commit Grace's update to the database. Last step: modify Grace's subscription.",359,"db_read -> db_write, db_write -> update_subscription, send_notification -> db_read",send_notification;db_read;db_write;update_subscription,0->1;1->2;2->3,True,38d6fe00e87709ec,1dcb20481ad93d3e,chain_medium
"When you get a chance, disconnect cdn-edge-06 from everything. Once that's done, spin up a VM for HR.",193,quarantine_system -> provision_vm,quarantine_system;provision_vm,0->1,True,d734d7aefc1bad15,ffcba9bc28ad3334,chain_short
"Whip up a report for Finance. After that, check cdn-edge-06 for vulnerabilities. To wrap up, reverse the charge on #60122.",274,"generate_report -> scan_malware, scan_malware -> process_refund",generate_report;scan_malware;process_refund,0->1;1->2,True,e48779c27a089d04,34c108d936ff3458,chain_medium
"Urgent: credit Diana's account. Once that's done, record the event in Legal's log.",63,process_refund -> log_audit_event,process_refund;log_audit_event,0->1,True,d734d7aefc1bad15,1fb6fe50fd1b7f6e,chain_short
Bob is asking us to modify Eve's subscription and simultaneously credit Frank's account and lock down cdn-edge-06.,412,"update_subscription -> process_refund, update_subscription -> quarantine_system",update_subscription;process_refund;quarantine_system,0->1;0->2,True,921735efccf80bf4,f1abe40f551c5eaa,fanout
"From Legal: cycle cdn-edge-06, followed by verify payment-api-03's health.",185,restart_service -> check_status,restart_service;check_status,0->1,True,d734d7aefc1bad15,f81e11cad5b0a963,chain_short
"Quick one — yank auth-svc-04 off the network. After that, launch an instance for Engineering.",193,quarantine_system -> provision_vm,quarantine_system;provision_vm,0->1,True,d734d7aefc1bad15,ffcba9bc28ad3334,chain_short
"Bob is asking us to create an audit trail for #60122 and file an incident report about staging-db-02. After those finish, update Diana's record in the DB.",469,"create_ticket -> db_write, log_audit_event -> db_write",log_audit_event;create_ticket;db_write,0->2;1->2,True,2c0fe2d65641f8ac,a9b51553dc3d737b,fanin
"I need you to pull Eve's data. Next, create a support case for Marketing.",57,db_read -> create_ticket,db_read;create_ticket,0->1,True,d734d7aefc1bad15,4721728029ce5718,chain_short
"Hey, can you credit Frank's account — then log the whole ml-infer-05 incident.",63,process_refund -> log_audit_event,process_refund;log_audit_event,0->1,True,d734d7aefc1bad15,1fb6fe50fd1b7f6e,chain_short
"Time to create an audit trail for #60122. Next, save the changes for Grace to the DB, and then see what's going on with auth-svc-04. Finally, restart the main process on cdn-edge-06.",388,"check_status -> restart_service, db_write -> check_status, log_audit_event -> db_write",log_audit_event;db_write;check_status;restart_service,0->1;1->2;2->3,True,38d6fe00e87709ec,c13be207107b9d77,chain_medium
"Charlie is asking us to pull Alice's data, then build a compliance doc for Marketing. Once that's done, push the changes for Frank to the DB. Last step: run a malware sweep on cdn-edge-06.",373,"db_read -> generate_report, db_write -> scan_malware, generate_report -> db_write",db_read;generate_report;db_write;scan_malware,0->1;1->2;2->3,True,38d6fe00e87709ec,64aaf334e23d3223,chain_medium
"When you get a chance, produce the Legal performance summary. Next, blast an alert to Marketing.",47,generate_report -> send_notification,generate_report;send_notification,0->1,True,d734d7aefc1bad15,69c8d0fbc2ce97c0,chain_short
"Frank reported an issue — ping prod-web-01 for a health check — in parallel, check cdn-edge-06 for vulnerabilities and hand Charlie's issue off to an engineer. After those finish, spin up a tracking ticket for Bob.",119,"check_status -> escalate_to_human, check_status -> scan_malware, escalate_to_human -> create_ticket, scan_malware -> create_ticket",check_status;scan_malware;escalate_to_human;create_ticket,0->1;0->2;1->3;2->3,True,a95f0a5177fffecf,2138ed02b210ef4c,diamond
"Urgent: scan ml-infer-05 for threats and see what's going on with cdn-edge-06. When all of that's complete, spin up a tracking ticket for Alice.",111,"check_status -> create_ticket, scan_malware -> create_ticket",scan_malware;check_status;create_ticket,0->2;1->2,True,2c0fe2d65641f8ac,4393286ffa744189,fanin
"Grace is asking us to disconnect cdn-edge-06 from everything. Next, create a virtual machine for Engineering.",193,quarantine_system -> provision_vm,quarantine_system;provision_vm,0->1,True,d734d7aefc1bad15,ffcba9bc28ad3334,chain_short
"Urgent: isolate auth-svc-04, then log Frank's action for compliance.",52,quarantine_system -> log_audit_event,quarantine_system;log_audit_event,0->1,True,d734d7aefc1bad15,974070caf7601b4a,chain_short
"The Finance team needs us to look up the records for #10234. Next, file a bug about payment-api-03.",57,db_read -> create_ticket,db_read;create_ticket,0->1,True,d734d7aefc1bad15,4721728029ce5718,chain_short
"Ticket INC-8842 says give Frank their money back, then look up the records for #42017.",235,process_refund -> db_read,process_refund;db_read,0->1,True,d734d7aefc1bad15,f073b8e8e3c1ecb2,chain_short
"Hey, can you pull Alice's data. After that, change Alice's auth credentials. After that, push the changes for Frank to the DB. To wrap up, notify the Finance team.",98,"db_read -> reset_password, db_write -> send_notification, reset_password -> db_write",db_read;reset_password;db_write;send_notification,0->1;1->2;2->3,True,38d6fe00e87709ec,9b3ec50cf7a0be29,chain_medium
"We gotta verify cdn-edge-06's health, and while you're at it, check cdn-edge-06 for vulnerabilities and bring in tier-2 support for Frank. After those finish, open a ticket for Frank.",119,"check_status -> escalate_to_human, check_status -> scan_malware, escalate_to_human -> create_ticket, scan_malware -> create_ticket",check_status;scan_malware;escalate_to_human;create_ticket,0->1;0->2;1->3;2->3,True,a95f0a5177fffecf,2138ed02b210ef4c,diamond
"Diana is asking us to yank prod-web-01 off the network. Once that's done, drop an audit entry for payment-api-03.",52,quarantine_system -> log_audit_event,quarantine_system;log_audit_event,0->1,True,d734d7aefc1bad15,974070caf7601b4a,chain_short
"Per Bob's request, bounce auth-svc-04 and investigate prod-web-01 for infections, then converge and create a ticket about the Engineering issue.",456,"restart_service -> create_ticket, scan_malware -> create_ticket",restart_service;scan_malware;create_ticket,0->2;1->2,True,2c0fe2d65641f8ac,b00867262f093e72,fanin
