id,query,ground_truth,domain_note,ground_truth_tool,class_id,predicted_tool,correct,rank,top5_tools
49,Let's retrieve the entry for #10234.,query_database,,db_read,0,generate_report,False,5,generate_report;process_refund;provision_vm;create_ticket;db_read
50,Let's check the database for #60122.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;provision_vm;process_refund
51,Let's pull the details associated with #42017.,query_database,,db_read,0,generate_report,False,13,generate_report;provision_vm;process_refund;send_notification;create_ticket
52,Let's fetch Eve's profile from the database.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;scan_malware;provision_vm
53,Let's search for transaction #10234 in the database.,query_database,,db_read,0,db_read,True,1,db_read;generate_report;db_write;process_refund;reset_password
54,Let's bring up Alice's account information.,query_database,,db_read,0,escalate_to_human,False,7,escalate_to_human;update_subscription;generate_report;provision_vm;reset_password
55,Let's search the database for Eve.,query_database,,db_read,0,db_write,False,2,db_write;db_read;generate_report;provision_vm;quarantine_system
56,Kindly look up the record for #31450.,query_database,,db_read,0,generate_report,False,3,generate_report;db_write;db_read;process_refund;create_ticket
57,Kindly pull Grace's account details.,query_database,,db_read,0,update_subscription,False,7,update_subscription;reset_password;generate_report;provision_vm;escalate_to_human
58,Kindly check the database for #60122.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;provision_vm;process_refund
59,Kindly check the database entry for Eve.,query_database,,db_read,0,db_write,False,2,db_write;db_read;generate_report;provision_vm;scan_malware
60,Kindly fetch Grace's profile from the database.,query_database,,db_read,0,db_read,True,1,db_read;scan_malware;reset_password;generate_report;db_write
61,Kindly read the record tied to Charlie.,query_database,,db_read,0,generate_report,False,5,generate_report;process_refund;quarantine_system;escalate_to_human;db_read
62,Kindly bring up the database entry for #53698.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;provision_vm;reset_password
63,Kindly search the database for Bob.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;reset_password;scan_malware
64,"When you have a moment, look up the record for Frank.",query_database,,db_read,0,generate_report,False,8,generate_report;escalate_to_human;provision_vm;quarantine_system;create_ticket
65,"When you have a moment, retrieve the entry for #10234.",query_database,,db_read,0,generate_report,False,4,generate_report;process_refund;provision_vm;db_read;log_audit_event
66,"When you have a moment, retrieve information on Frank.",query_database,,db_read,0,generate_report,False,6,generate_report;escalate_to_human;send_notification;quarantine_system;provision_vm
67,save the latest data for Bob to the database.,update_database,,db_write,1,db_read,False,2,db_read;db_write;generate_report;provision_vm;quarantine_system
68,write Grace's updated information back to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;update_subscription;reset_password
69,persist the database changes for Marketing.,update_database,,db_write,1,db_write,True,1,db_write;db_read;provision_vm;update_subscription;generate_report
70,commit the new record for Alice to the database.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;escalate_to_human;db_read
71,update the stored Finance settings in the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;reset_password
72,store the revised details for Grace.,update_database,,db_write,1,update_subscription,False,2,update_subscription;db_write;generate_report;provision_vm;reset_password
73,push the latest update for #10234 into the database.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;process_refund
74,apply the database update for Diana.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;process_refund
75,Please save the changes for #31450 to the database.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;db_read;process_refund
76,Please write Diana's updated information back to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;process_refund
77,Please persist the changes for Frank.,update_database,,db_write,1,provision_vm,False,10,provision_vm;update_subscription;create_ticket;generate_report;quarantine_system
78,Please commit the new record for Grace to the database.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;db_read;reset_password
79,Please update the database entry for #31450.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;process_refund
80,Please write the revised Finance config back.,update_database,,db_write,1,provision_vm,False,7,provision_vm;process_refund;update_subscription;generate_report;reset_password
81,Please push the Marketing database changes live.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;quarantine_system;db_read
82,Please apply the database update for Finance.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;reset_password;provision_vm
83,Can you save the latest data for Frank to the database?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;quarantine_system
84,Can you write Charlie's updated information back to the database?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;quarantine_system
85,Can you persist the database update for #53698?,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;reset_password
86,Can you commit the new record for Frank to the database?,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;db_read;create_ticket
87,Can you update the stored Finance settings in the database?,update_database,,db_write,1,db_write,True,1,db_write;reset_password;provision_vm;db_read;generate_report
88,Can you store the revised data tied to #53698?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;process_refund;provision_vm
89,Can you push Frank's data update into the database?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;quarantine_system
90,Can you apply the database update for Bob?,update_database,,db_write,1,db_write,True,1,db_write;db_read;provision_vm;generate_report;reset_password
91,Could you store the Finance configuration in the database for me?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;reset_password;provision_vm
92,Could you write the updated data for #42017 back to the database for me?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;process_refund
93,Could you persist the changes for Diana for me?,update_database,,db_write,1,provision_vm,False,3,provision_vm;generate_report;db_write;update_subscription;reset_password
94,Could you commit the new record for Charlie to the database for me?,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;create_ticket
95,Could you update the database entry for Frank for me?,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;db_read;reset_password
96,Could you store the revised data tied to #60122 for me?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;process_refund
97,Could you push Eve's data update into the database for me?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;quarantine_system
98,Could you apply the database update for Bob for me?,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;reset_password
99,I need you to save the latest data for Frank to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;quarantine_system
100,I need you to write Charlie's updated information back to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;quarantine_system
101,I need you to persist the changes for Grace.,update_database,,db_write,1,update_subscription,False,8,update_subscription;reset_password;provision_vm;process_refund;generate_report
102,I need you to commit the Engineering configuration update.,update_database,,db_write,1,provision_vm,False,6,provision_vm;generate_report;create_ticket;quarantine_system;process_refund
103,I need you to update the database entry for Grace.,update_database,,db_write,1,db_write,True,1,db_write;reset_password;generate_report;provision_vm;db_read
104,I need you to store the revised details for Alice.,update_database,,db_write,1,escalate_to_human,False,3,escalate_to_human;generate_report;db_write;update_subscription;provision_vm
105,I need you to push Grace's data update into the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;quarantine_system
106,I need you to apply the database write for #31450.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;create_ticket
107,We should save the latest data for Diana to the database.,update_database,,db_write,1,db_read,False,2,db_read;db_write;generate_report;provision_vm;process_refund
108,We should write Charlie's updated information back to the database.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;quarantine_system
109,We should persist the database update for #10234.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;process_refund
110,We should commit the new record for Bob to the database.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;db_read;escalate_to_human
111,We should update the database entry for Eve.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;quarantine_system
112,We should store the revised details for Frank.,update_database,,db_write,1,update_subscription,False,4,update_subscription;generate_report;provision_vm;db_write;escalate_to_human
113,We should push Charlie's data update into the database.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;quarantine_system
114,We should apply the database update for Finance.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;reset_password
115,Let's save the latest data for Frank to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;quarantine_system
116,Let's write the updated data for #42017 back to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;process_refund
117,Let's persist the database update for #42017.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;db_read;process_refund
118,Let's commit the Legal configuration update.,update_database,,db_write,1,provision_vm,False,10,provision_vm;create_ticket;generate_report;process_refund;escalate_to_human
119,Let's update the database entry for Bob.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;reset_password
120,Let's store the revised details for Charlie.,update_database,,db_write,1,generate_report,False,6,generate_report;provision_vm;update_subscription;process_refund;escalate_to_human
121,Let's push Bob's data update into the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;quarantine_system
122,Let's apply the database update for Bob.,update_database,,db_write,1,db_write,True,1,db_write;provision_vm;generate_report;db_read;quarantine_system
123,Kindly save the latest data for Frank to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;quarantine_system
124,Kindly write Eve's updated information back to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;process_refund
125,Kindly persist the changes for Eve.,update_database,,db_write,1,provision_vm,False,3,provision_vm;generate_report;db_write;update_subscription;process_refund
126,Kindly commit the new record for Charlie to the database.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;db_read;quarantine_system
127,Kindly update the database entry for Frank.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;db_read;quarantine_system
128,Kindly store the revised details for Eve.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;escalate_to_human;process_refund
129,Kindly push Diana's data update into the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;quarantine_system
130,Kindly apply the database update for HR.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;reset_password;process_refund
131,"When you have a moment, save the latest data for Diana to the database.",update_database,,db_write,1,db_read,False,2,db_read;db_write;generate_report;provision_vm;process_refund
132,"When you have a moment, write the updated data for #31450 back to the database.",update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;process_refund
133,"When you have a moment, persist the changes for Bob.",update_database,,db_write,1,provision_vm,False,12,provision_vm;update_subscription;process_refund;quarantine_system;escalate_to_human
134,reset Bob's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;process_refund;restart_service
135,issue a new password for Eve.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;provision_vm;escalate_to_human
136,force a password reset for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;escalate_to_human;process_refund;provision_vm
137,rotate Grace's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;provision_vm;create_ticket
138,replace Alice's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;escalate_to_human;provision_vm;scan_malware
139,set a fresh password for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;quarantine_system
140,trigger a credential reset for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;escalate_to_human;provision_vm;process_refund
141,invalidate the old password and create a new one for Bob.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;provision_vm;process_refund
142,Please reset Frank's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;provision_vm;quarantine_system
143,Please issue a new password for Bob.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;create_ticket;provision_vm
144,Please force a password reset for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;process_refund;provision_vm
145,Please rotate Frank's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;provision_vm;escalate_to_human
146,Please replace Diana's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;escalate_to_human;generate_report
147,Please set a fresh password for Eve.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;quarantine_system
148,Please trigger a credential reset for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;escalate_to_human;update_subscription;provision_vm;process_refund
149,Please invalidate the old password and create a new one for Diana.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;provision_vm;update_subscription;generate_report
150,Can you reset Diana's password?,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;process_refund;generate_report
151,Can you issue a new password for Eve?,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;provision_vm;generate_report
152,Can you force a password reset for Diana?,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;process_refund;provision_vm
153,Can you rotate Eve's login credentials?,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;provision_vm;escalate_to_human
154,Can you replace Charlie's current password?,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;process_refund
155,Can you set a fresh password for Eve?,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;generate_report
156,Can you trigger a credential reset for Grace?,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;restart_service;process_refund;scan_malware
157,Can you invalidate the old password and create a new one for Alice?,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;escalate_to_human;provision_vm;scan_malware
158,Could you reset Frank's password for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;generate_report
159,Could you issue a new password for Frank for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;create_ticket;provision_vm;scan_malware
160,Could you force a password reset for Alice for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;escalate_to_human;provision_vm;scan_malware
161,Could you rotate Grace's login credentials for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;provision_vm;create_ticket
162,Could you replace Charlie's current password for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;quarantine_system
163,Could you set a fresh password for Grace for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;provision_vm;log_audit_event
164,Could you trigger a credential reset for Frank for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;provision_vm;update_subscription;create_ticket;process_refund
165,Could you invalidate the old password and create a new one for Charlie for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;provision_vm;update_subscription;quarantine_system
166,I need you to reset Alice's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;escalate_to_human;provision_vm;scan_malware
167,I need you to issue a new password for Charlie.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;create_ticket
168,I need you to force a password reset for Diana.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;provision_vm;update_subscription;process_refund
169,I need you to rotate Bob's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;provision_vm;create_ticket
170,I need you to replace Diana's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;generate_report;provision_vm
171,I need you to set a fresh password for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;escalate_to_human;provision_vm;scan_malware
172,I need you to trigger a credential reset for Frank.,reset_password,,reset_password,2,reset_password,True,1,reset_password;provision_vm;update_subscription;create_ticket;quarantine_system
173,I need you to invalidate the old password and create a new one for Frank.,reset_password,,reset_password,2,reset_password,True,1,reset_password;provision_vm;update_subscription;scan_malware;generate_report
174,We should reset Charlie's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;quarantine_system;update_subscription;provision_vm
175,We should issue a new password for Eve.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;escalate_to_human
176,We should force a password reset for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;process_refund;provision_vm
177,We should rotate Bob's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;quarantine_system;escalate_to_human
178,We should replace Eve's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;escalate_to_human;provision_vm
179,We should set a fresh password for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;escalate_to_human;provision_vm;scan_malware
180,We should trigger a credential reset for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;restart_service;process_refund;provision_vm
181,We should invalidate the old password and create a new one for Frank.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;provision_vm;scan_malware;escalate_to_human
182,Let's reset Grace's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;provision_vm;process_refund
183,Let's issue a new password for Frank.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;create_ticket;escalate_to_human;provision_vm
184,Let's force a password reset for Eve.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;process_refund
185,Let's rotate Bob's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;escalate_to_human;provision_vm
186,Let's replace Bob's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;scan_malware;escalate_to_human;provision_vm
187,Let's set a fresh password for Charlie.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;quarantine_system;provision_vm
188,Let's trigger a credential reset for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;restart_service;provision_vm;process_refund
189,Let's invalidate the old password and create a new one for Bob.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;provision_vm;scan_malware;escalate_to_human
190,Kindly reset Eve's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;process_refund
191,Kindly issue a new password for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;create_ticket;provision_vm
192,Kindly force a password reset for Eve.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;process_refund
193,Kindly rotate Alice's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;escalate_to_human;scan_malware;provision_vm
194,Kindly replace Eve's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;escalate_to_human
195,Kindly set a fresh password for Charlie.,reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;quarantine_system;update_subscription;provision_vm
196,Kindly trigger a credential reset for Diana.,reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;restart_service;provision_vm;update_subscription
197,Kindly invalidate the old password and create a new one for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;escalate_to_human;update_subscription;provision_vm;scan_malware
198,"When you have a moment, reset Alice's password.",reset_password,,reset_password,2,reset_password,True,1,reset_password;update_subscription;escalate_to_human;provision_vm;process_refund
199,"When you have a moment, issue a new password for Charlie.",reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;provision_vm;quarantine_system
200,"When you have a moment, force a password reset for Grace.",reset_password,,reset_password,2,reset_password,True,1,reset_password;scan_malware;update_subscription;process_refund;provision_vm
201,open an incident ticket for payment-api-03.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;process_refund;provision_vm;escalate_to_human
202,file a case for Bob.,create_ticket,,create_ticket,3,escalate_to_human,False,2,escalate_to_human;create_ticket;provision_vm;quarantine_system;send_notification
203,create a support case for prod-web-01.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;provision_vm;generate_report;quarantine_system;escalate_to_human
204,log a helpdesk issue for Bob.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;log_audit_event;process_refund;generate_report;escalate_to_human
205,raise a service request for HR.,create_ticket,,create_ticket,3,process_refund,False,2,process_refund;create_ticket;quarantine_system;provision_vm;restart_service
206,submit a ticket for Alice.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;provision_vm;generate_report;send_notification
207,open a service desk case for Alice.,create_ticket,,create_ticket,3,escalate_to_human,False,5,escalate_to_human;provision_vm;quarantine_system;send_notification;create_ticket
208,create a tracking issue for Frank.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;provision_vm;generate_report;escalate_to_human;quarantine_system
209,Please open an incident ticket for auth-svc-04.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;process_refund;reset_password;log_audit_event
210,Please file a case for Alice.,create_ticket,,create_ticket,3,escalate_to_human,False,2,escalate_to_human;create_ticket;provision_vm;generate_report;send_notification
211,Please create a support case for ml-infer-05.,create_ticket,,create_ticket,3,generate_report,False,4,generate_report;provision_vm;send_notification;create_ticket;quarantine_system
212,Please log an issue against staging-db-02.,create_ticket,,create_ticket,3,generate_report,False,3,generate_report;log_audit_event;create_ticket;db_write;process_refund
