condition,row_index,query,ground_truth_raw,ground_truth_tool,predicted_tool,correct,rank,top1_cosine,ground_truth_cosine,top5_tools,top5_cosines,source_row_id,generation_type,confusable_with
Lexical,12,We haven't heard from auth-svc-04 in a while.,check_status,check_status,log_audit_event,False,11,0.31382471323013306,0.21169672906398773,log_audit_event;reset_password;quarantine_system;generate_report;send_notification,0.31382471;0.29543754;0.28385386;0.28294757;0.27916461,816,lexical_cue_reduced,
Lexical,13,Give me a quick look at how payment-api-03 is doing.,check_status,check_status,quarantine_system,False,7,0.37808191776275635,0.3305012881755829,quarantine_system;provision_vm;process_refund;create_ticket;generate_report,0.37808192;0.36918497;0.36639294;0.36613709;0.36266461,817,lexical_cue_reduced,
Lexical,14,Is everything okay with staging-db-02?,check_status,check_status,db_write,False,5,0.32001760601997375,0.17701509594917297,db_write;db_read;generate_report;send_notification;check_status,0.32001761;0.29275346;0.18260540;0.18141522;0.17701510,818,lexical_cue_reduced,
Lexical,15,Any idea what state payment-api-03 is in?,check_status,check_status,create_ticket,False,6,0.33698326349258423,0.2787519693374634,create_ticket;provision_vm;db_read;generate_report;process_refund,0.33698326;0.28945890;0.28403246;0.28030100;0.28006583,819,lexical_cue_reduced,
Lexical,16,We haven't heard from payment-api-03 in a while.,check_status,check_status,quarantine_system,False,8,0.38307997584342957,0.34490838646888733,quarantine_system;generate_report;process_refund;provision_vm;log_audit_event,0.38307998;0.38177961;0.37773186;0.37756157;0.37667218,820,lexical_cue_reduced,
Lexical,17,Any idea what state prod-web-01 is in?,check_status,check_status,quarantine_system,False,12,0.41274145245552063,0.29595470428466797,quarantine_system;scan_malware;provision_vm;generate_report;create_ticket,0.41274145;0.41072154;0.40806320;0.39854336;0.39762828,821,lexical_cue_reduced,
Lexical,18,I'd like a pulse on payment-api-03.,check_status,check_status,quarantine_system,False,7,0.40442153811454773,0.3735804259777069,quarantine_system;create_ticket;process_refund;provision_vm;generate_report,0.40442154;0.40123466;0.39450288;0.38845801;0.38771874,822,lexical_cue_reduced,
Lexical,19,Is everything okay with cdn-edge-06?,check_status,check_status,send_notification,False,6,0.255441278219223,0.21590851247310638,send_notification;generate_report;provision_vm;create_ticket;scan_malware,0.25544128;0.23727293;0.23209631;0.23154542;0.22559154,823,lexical_cue_reduced,
Lexical,20,We need visibility into ml-infer-05's condition.,check_status,check_status,send_notification,False,3,0.31196534633636475,0.2737864553928375,send_notification;generate_report;check_status;quarantine_system;log_audit_event,0.31196535;0.29507324;0.27378646;0.26743415;0.25859123,824,lexical_cue_reduced,
Lexical,21,What's going on with auth-svc-04?,check_status,check_status,reset_password,False,13,0.26414555311203003,0.07859517633914948,reset_password;log_audit_event;scan_malware;quarantine_system;process_refund,0.26414555;0.18744156;0.15412435;0.14680165;0.14484429,825,lexical_cue_reduced,
Lexical,22,What's going on with ml-infer-05?,check_status,check_status,generate_report,False,12,0.2396794855594635,0.14630770683288574,generate_report;db_write;scan_malware;provision_vm;send_notification,0.23967949;0.23176125;0.22314149;0.20905067;0.20497929,826,lexical_cue_reduced,
Lexical,23,Is cdn-edge-06 still working?,check_status,check_status,generate_report,False,3,0.2518605589866638,0.2345757931470871,generate_report;create_ticket;check_status;process_refund;log_audit_event,0.25186056;0.23769739;0.23457579;0.22845927;0.22385898,827,lexical_cue_reduced,
Lexical,24,Give me a quick look at how staging-db-02 is doing.,check_status,check_status,db_write,False,6,0.4176206588745117,0.2579922676086426,db_write;db_read;generate_report;send_notification;provision_vm,0.41762066;0.40435332;0.29290721;0.27415633;0.26686820,828,lexical_cue_reduced,
Lexical,25,Is auth-svc-04 still working?,check_status,check_status,reset_password,False,10,0.2739410102367401,0.1277349293231964,reset_password;log_audit_event;restart_service;process_refund;generate_report,0.27394101;0.22815298;0.19726436;0.18662523;0.17840144,829,lexical_cue_reduced,
Lexical,26,I'd like a pulse on staging-db-02.,check_status,check_status,db_write,False,5,0.4492102563381195,0.3279363214969635,db_write;db_read;generate_report;send_notification;check_status,0.44921026;0.40025416;0.33903116;0.33719149;0.32793632,830,lexical_cue_reduced,
Lexical,27,We haven't heard from cdn-edge-06 in a while.,check_status,check_status,send_notification,False,5,0.23426468670368195,0.20910798013210297,send_notification;escalate_to_human;generate_report;provision_vm;check_status,0.23426469;0.22970155;0.22744516;0.21468218;0.20910798,831,lexical_cue_reduced,
Lexical,28,Can someone tell me if ml-infer-05 is alive?,check_status,check_status,db_write,False,9,0.3299448788166046,0.2668026089668274,db_write;generate_report;quarantine_system;scan_malware;send_notification,0.32994488;0.32007033;0.31780475;0.31118697;0.29966810,832,lexical_cue_reduced,
Lexical,29,We need visibility into auth-svc-04's condition.,check_status,check_status,log_audit_event,False,2,0.2642919719219208,0.24787653982639313,log_audit_event;check_status;send_notification;quarantine_system;generate_report,0.26429197;0.24787654;0.22816022;0.20686261;0.19882983,833,lexical_cue_reduced,
Lexical,30,I'd like a pulse on prod-web-01.,check_status,check_status,generate_report,False,9,0.4757635295391083,0.3946548402309418,generate_report;quarantine_system;process_refund;provision_vm;create_ticket,0.47576353;0.46577027;0.44920924;0.44871327;0.44640255,834,lexical_cue_reduced,
Lexical,31,We haven't heard from prod-web-01 in a while.,check_status,check_status,generate_report,False,10,0.4237269461154938,0.3084525465965271,generate_report;quarantine_system;provision_vm;send_notification;process_refund,0.42372695;0.41047707;0.39710501;0.39201191;0.38781425,835,lexical_cue_reduced,
Lexical,32,I'd like a pulse on auth-svc-04.,check_status,check_status,quarantine_system,False,8,0.3845379948616028,0.3160220980644226,quarantine_system;send_notification;process_refund;provision_vm;generate_report,0.38453799;0.37230116;0.35630003;0.35465828;0.35459191,836,lexical_cue_reduced,
Lexical,33,Is prod-web-01 still working?,check_status,check_status,generate_report,False,10,0.41082295775413513,0.30224862694740295,generate_report;process_refund;quarantine_system;provision_vm;log_audit_event,0.41082296;0.39845657;0.38847086;0.38242963;0.36906067,837,lexical_cue_reduced,
Lexical,34,We need visibility into staging-db-02's condition.,check_status,check_status,db_write,False,3,0.3530663251876831,0.29942700266838074,db_write;db_read;check_status;send_notification;generate_report,0.35306633;0.34758800;0.29942700;0.26399609;0.24666245,838,lexical_cue_reduced,
Lexical,35,Can you confirm ml-infer-05 is operational?,check_status,check_status,quarantine_system,False,7,0.3545320928096771,0.33434611558914185,quarantine_system;log_audit_event;generate_report;send_notification;db_write,0.35453209;0.35177448;0.34134808;0.33963445;0.33566624,839,lexical_cue_reduced,
Lexical,36,We need visibility into prod-web-01's condition.,check_status,check_status,quarantine_system,False,9,0.3865797221660614,0.33986347913742065,quarantine_system;generate_report;send_notification;provision_vm;create_ticket,0.38657972;0.38474047;0.37165877;0.34977332;0.34702557,840,lexical_cue_reduced,
Lexical,37,Can someone tell me if cdn-edge-06 is alive?,check_status,check_status,check_status,True,1,0.3031882047653198,0.3031882047653198,check_status;send_notification;quarantine_system;generate_report;provision_vm,0.30318820;0.29357180;0.27985471;0.27813265;0.25783104,841,lexical_cue_reduced,
Lexical,38,Any idea what state ml-infer-05 is in?,check_status,check_status,scan_malware,False,11,0.3062758445739746,0.22834210097789764,scan_malware;quarantine_system;generate_report;db_write;process_refund,0.30627584;0.30145186;0.29982951;0.29379609;0.29210639,842,lexical_cue_reduced,
Lexical,39,Is ml-infer-05 still working?,check_status,check_status,generate_report,False,11,0.2935386598110199,0.20058460533618927,generate_report;db_write;log_audit_event;process_refund;send_notification,0.29353866;0.28921646;0.26927039;0.26682025;0.24531558,843,lexical_cue_reduced,
Lexical,40,Can you confirm payment-api-03 is operational?,check_status,check_status,check_status,True,1,0.410107284784317,0.410107284784317,check_status;quarantine_system;log_audit_event;process_refund;send_notification,0.41010728;0.39179751;0.37431198;0.36456090;0.35427198,844,lexical_cue_reduced,
Lexical,41,Can someone tell me if auth-svc-04 is alive?,check_status,check_status,log_audit_event,False,8,0.27229398488998413,0.22971244156360626,log_audit_event;quarantine_system;restart_service;process_refund;scan_malware,0.27229398;0.26776704;0.24428651;0.24063893;0.23975720,845,lexical_cue_reduced,
Lexical,42,Is everything okay with ml-infer-05?,check_status,check_status,scan_malware,False,10,0.28527411818504333,0.17240987718105316,scan_malware;db_write;generate_report;send_notification;quarantine_system,0.28527412;0.27001566;0.26053008;0.25790402;0.22854972,846,lexical_cue_reduced,
Lexical,43,Can someone tell me if payment-api-03 is alive?,check_status,check_status,quarantine_system,False,2,0.34077590703964233,0.3398182690143585,quarantine_system;check_status;log_audit_event;process_refund;generate_report,0.34077591;0.33981827;0.31310704;0.31261364;0.30843791,847,lexical_cue_reduced,
Lexical,44,Any idea what state staging-db-02 is in?,check_status,check_status,db_read,False,3,0.3622012436389923,0.22062385082244873,db_read;db_write;check_status;generate_report;restart_service,0.36220124;0.34567741;0.22062385;0.20587383;0.20288225,848,lexical_cue_reduced,
Lexical,45,Can you confirm cdn-edge-06 is operational?,check_status,check_status,check_status,True,1,0.35093095898628235,0.35093095898628235,check_status;send_notification;quarantine_system;generate_report;create_ticket,0.35093096;0.33056810;0.31494850;0.30586812;0.30171970,849,lexical_cue_reduced,
Lexical,46,Give me a quick look at how ml-infer-05 is doing.,check_status,check_status,generate_report,False,10,0.376041442155838,0.279159277677536,generate_report;quarantine_system;process_refund;db_write;send_notification,0.37604144;0.36460945;0.35613710;0.35331899;0.34588555,850,lexical_cue_reduced,
Lexical,47,Any idea what state auth-svc-04 is in?,check_status,check_status,reset_password,False,11,0.3430596888065338,0.20455311238765717,reset_password;log_audit_event;quarantine_system;create_ticket;process_refund,0.34305969;0.30044651;0.27339068;0.26795751;0.26730016,851,lexical_cue_reduced,
Lexical,48,We need visibility into cdn-edge-06's condition.,check_status,check_status,send_notification,False,2,0.30030572414398193,0.29403412342071533,send_notification;check_status;generate_report;create_ticket;quarantine_system,0.30030572;0.29403412;0.27844283;0.27615887;0.25044441,852,lexical_cue_reduced,
Lexical,49,Any idea what state cdn-edge-06 is in?,check_status,check_status,create_ticket,False,7,0.29783564805984497,0.21901248395442963,create_ticket;provision_vm;quarantine_system;generate_report;process_refund,0.29783565;0.26633570;0.24345800;0.23945326;0.23157866,853,lexical_cue_reduced,
Lexical,50,We need visibility into payment-api-03's condition.,check_status,check_status,check_status,True,1,0.32704395055770874,0.32704395055770874,check_status;create_ticket;send_notification;log_audit_event;quarantine_system,0.32704395;0.25730088;0.25671607;0.25324857;0.22925383,854,lexical_cue_reduced,
Lexical,51,Give me a quick look at how cdn-edge-06 is doing.,check_status,check_status,create_ticket,False,8,0.3145030438899994,0.2711077630519867,create_ticket;provision_vm;quarantine_system;send_notification;generate_report,0.31450304;0.31312352;0.31153113;0.31012866;0.30930206,855,lexical_cue_reduced,
Lexical,52,Is everything okay with auth-svc-04?,check_status,check_status,reset_password,False,12,0.2891837954521179,0.12046748399734497,reset_password;scan_malware;generate_report;provision_vm;quarantine_system,0.28918380;0.23572060;0.20226425;0.20093247;0.20061213,856,lexical_cue_reduced,
Lexical,53,Is payment-api-03 still working?,check_status,check_status,process_refund,False,7,0.32590124011039734,0.28213897347450256,process_refund;generate_report;create_ticket;log_audit_event;provision_vm,0.32590124;0.32156661;0.31929764;0.31174245;0.30153599,857,lexical_cue_reduced,
Lexical,54,Is everything okay with payment-api-03?,check_status,check_status,create_ticket,False,8,0.3251310884952545,0.2548385560512543,create_ticket;provision_vm;generate_report;quarantine_system;send_notification,0.32513109;0.30937326;0.29753876;0.28370363;0.27197459,858,lexical_cue_reduced,
Lexical,55,Can someone tell me if prod-web-01 is alive?,check_status,check_status,quarantine_system,False,9,0.43860673904418945,0.3387049436569214,quarantine_system;scan_malware;generate_report;provision_vm;send_notification,0.43860674;0.42615864;0.41626278;0.39821661;0.39106175,859,lexical_cue_reduced,
Lexical,56,What's going on with payment-api-03?,check_status,check_status,create_ticket,False,10,0.29108691215515137,0.20047245919704437,create_ticket;provision_vm;process_refund;generate_report;quarantine_system,0.29108691;0.25948587;0.24188754;0.24033011;0.23931797,860,lexical_cue_reduced,
Lexical,57,Can someone tell me if staging-db-02 is alive?,check_status,check_status,db_read,False,3,0.3290242552757263,0.2514561414718628,db_read;db_write;check_status;generate_report;send_notification,0.32902426;0.32190275;0.25145614;0.21726108;0.21060793,861,lexical_cue_reduced,
Lexical,58,I'd like a pulse on cdn-edge-06.,check_status,check_status,create_ticket,False,5,0.3400425612926483,0.3246857821941376,create_ticket;send_notification;generate_report;db_write;check_status,0.34004256;0.33803895;0.33202565;0.32846081;0.32468578,862,lexical_cue_reduced,
Lexical,59,I'd like a pulse on ml-infer-05.,check_status,check_status,db_write,False,9,0.4013671278953552,0.3239386975765228,db_write;generate_report;quarantine_system;send_notification;process_refund,0.40136713;0.39368993;0.38158709;0.37035063;0.36490589,863,lexical_cue_reduced,
Lexical,60,Give me a quick look at how prod-web-01 is doing.,check_status,check_status,quarantine_system,False,11,0.47132888436317444,0.33601149916648865,quarantine_system;generate_report;provision_vm;scan_malware;process_refund,0.47132888;0.46328565;0.45547447;0.44880441;0.44352436,864,lexical_cue_reduced,
Lexical,61,Any idea what state cdn-edge-06 is in?,check_status,check_status,create_ticket,False,7,0.29783564805984497,0.21901248395442963,create_ticket;provision_vm;quarantine_system;generate_report;process_refund,0.29783565;0.26633570;0.24345800;0.23945326;0.23157866,865,lexical_cue_reduced,
Lexical,62,We haven't heard from auth-svc-04 in a while.,check_status,check_status,log_audit_event,False,11,0.31382471323013306,0.21169672906398773,log_audit_event;reset_password;quarantine_system;generate_report;send_notification,0.31382471;0.29543754;0.28385386;0.28294757;0.27916461,866,lexical_cue_reduced,
Lexical,63,Any idea what state cdn-edge-06 is in?,check_status,check_status,create_ticket,False,7,0.29783564805984497,0.21901248395442963,create_ticket;provision_vm;quarantine_system;generate_report;process_refund,0.29783565;0.26633570;0.24345800;0.23945326;0.23157866,867,lexical_cue_reduced,
Lexical,64,Any idea what state auth-svc-04 is in?,check_status,check_status,reset_password,False,11,0.3430597186088562,0.20455321669578552,reset_password;log_audit_event;quarantine_system;create_ticket;process_refund,0.34305972;0.30044642;0.27339068;0.26795745;0.26730019,868,lexical_cue_reduced,
Lexical,65,Is everything okay with ml-infer-05?,check_status,check_status,scan_malware,False,10,0.28527402877807617,0.1724097728729248,scan_malware;db_write;generate_report;send_notification;quarantine_system,0.28527403;0.27001572;0.26053002;0.25790384;0.22854966,869,lexical_cue_reduced,
Lexical,66,Can someone tell me if prod-web-01 is alive?,check_status,check_status,quarantine_system,False,9,0.43860670924186707,0.3387049436569214,quarantine_system;scan_malware;generate_report;provision_vm;send_notification,0.43860671;0.42615867;0.41626281;0.39821663;0.39106178,870,lexical_cue_reduced,
Lexical,67,Make sure this doesn't slip through the cracks.,create_ticket,create_ticket,generate_report,False,5,0.33433011174201965,0.3021540343761444,generate_report;quarantine_system;provision_vm;send_notification;create_ticket,0.33433011;0.31792888;0.30675855;0.30343515;0.30215403,201,lexical_cue_reduced,
Lexical,68,We should have a reference number for Frank's issue.,create_ticket,create_ticket,create_ticket,True,1,0.5246778726577759,0.5246778726577759,create_ticket;provision_vm;generate_report;send_notification;escalate_to_human,0.52467787;0.48272038;0.45949939;0.43877384;0.43088630,202,lexical_cue_reduced,
Lexical,69,This needs an official entry in our tracking system.,create_ticket,create_ticket,db_write,False,7,0.4510439932346344,0.37059786915779114,db_write;generate_report;db_read;send_notification;provision_vm,0.45104399;0.44105974;0.42920774;0.42785788;0.39838287,203,lexical_cue_reduced,
Lexical,70,We should have a reference number for Charlie's issue.,create_ticket,create_ticket,create_ticket,True,1,0.4449124038219452,0.4449124038219452,create_ticket;provision_vm;generate_report;process_refund;quarantine_system,0.44491240;0.41568470;0.40726045;0.39994684;0.39171645,204,lexical_cue_reduced,
Lexical,71,We need to track this issue with Bob.,create_ticket,create_ticket,create_ticket,True,1,0.45695650577545166,0.45695650577545166,create_ticket;escalate_to_human;generate_report;provision_vm;send_notification,0.45695651;0.40443709;0.38139024;0.37002859;0.36566353,205,lexical_cue_reduced,
Lexical,72,This needs to be logged for follow-up.,create_ticket,create_ticket,log_audit_event,False,4,0.4859377145767212,0.4014747440814972,log_audit_event;generate_report;process_refund;create_ticket;send_notification,0.48593771;0.47167310;0.40456480;0.40147474;0.40021342,206,lexical_cue_reduced,
Lexical,73,We should have a reference number for Alice's issue.,create_ticket,create_ticket,escalate_to_human,False,2,0.4751538634300232,0.42739221453666687,escalate_to_human;create_ticket;provision_vm;generate_report;db_write,0.47515386;0.42739221;0.41530773;0.39839038;0.37928218,207,lexical_cue_reduced,
Lexical,74,We need a paper trail for the payment-api-03 issue.,create_ticket,create_ticket,create_ticket,True,1,0.4680781066417694,0.4680781066417694,create_ticket;generate_report;log_audit_event;provision_vm;process_refund,0.46807811;0.41497484;0.41231251;0.39009005;0.38813597,208,lexical_cue_reduced,
Lexical,75,We need a paper trail for the auth-svc-04 issue.,create_ticket,create_ticket,log_audit_event,False,2,0.3947031795978546,0.37436026334762573,log_audit_event;create_ticket;generate_report;process_refund;provision_vm,0.39470318;0.37436026;0.35553700;0.32069057;0.31854907,209,lexical_cue_reduced,
Lexical,76,This should be documented somewhere official.,create_ticket,create_ticket,create_ticket,True,1,0.4926404654979706,0.4926404654979706,create_ticket;generate_report;provision_vm;send_notification;escalate_to_human,0.49264047;0.41267613;0.40479338;0.39176735;0.39054215,210,lexical_cue_reduced,
Lexical,77,Someone should formalize this complaint from Bob.,create_ticket,create_ticket,escalate_to_human,False,2,0.4352269768714905,0.36380594968795776,escalate_to_human;create_ticket;send_notification;quarantine_system;provision_vm,0.43522698;0.36380595;0.34010831;0.32593477;0.30872455,211,lexical_cue_reduced,
Lexical,78,Can we get a formal record of Charlie's problem?,create_ticket,create_ticket,escalate_to_human,False,2,0.37610289454460144,0.30626022815704346,escalate_to_human;create_ticket;generate_report;quarantine_system;process_refund,0.37610289;0.30626023;0.29906604;0.29738495;0.27875254,212,lexical_cue_reduced,
Lexical,79,Can we get a formal record of Alice's problem?,create_ticket,create_ticket,escalate_to_human,False,2,0.4162586033344269,0.26585137844085693,escalate_to_human;create_ticket;generate_report;send_notification;provision_vm,0.41625860;0.26585138;0.24096076;0.23241752;0.22650848,213,lexical_cue_reduced,
Lexical,80,Someone should formalize this complaint from Eve.,create_ticket,create_ticket,escalate_to_human,False,6,0.45602238178253174,0.28282278776168823,escalate_to_human;send_notification;generate_report;quarantine_system;provision_vm,0.45602238;0.34955931;0.30407357;0.30008447;0.29136723,214,lexical_cue_reduced,
Lexical,81,We should have a reference number for Diana's issue.,create_ticket,create_ticket,db_write,False,2,0.4261685311794281,0.42117834091186523,db_write;create_ticket;generate_report;provision_vm;process_refund,0.42616853;0.42117834;0.40664402;0.39917943;0.39691332,215,lexical_cue_reduced,
Lexical,82,We need to track this issue with Diana.,create_ticket,create_ticket,create_ticket,True,1,0.42820969223976135,0.42820969223976135,create_ticket;escalate_to_human;generate_report;provision_vm;process_refund,0.42820969;0.41120872;0.40686560;0.38644990;0.36500156,216,lexical_cue_reduced,
Lexical,83,Eve reported something that needs tracking.,create_ticket,create_ticket,log_audit_event,False,9,0.3505891263484955,0.2562561333179474,log_audit_event;generate_report;db_write;escalate_to_human;send_notification,0.35058913;0.32400510;0.32052928;0.30726746;0.29385641,217,lexical_cue_reduced,
Lexical,84,We need to track this issue with Alice.,create_ticket,create_ticket,escalate_to_human,False,2,0.4947943687438965,0.43281492590904236,escalate_to_human;create_ticket;generate_report;provision_vm;send_notification,0.49479437;0.43281493;0.38102990;0.38012660;0.36912644,218,lexical_cue_reduced,
Lexical,85,We need a paper trail for the cdn-edge-06 issue.,create_ticket,create_ticket,create_ticket,True,1,0.3869040012359619,0.3869040012359619,create_ticket;generate_report;provision_vm;send_notification;log_audit_event,0.38690400;0.33675277;0.31754225;0.30980745;0.30437362,219,lexical_cue_reduced,
Lexical,86,We need to track this issue with Grace.,create_ticket,create_ticket,create_ticket,True,1,0.37745165824890137,0.37745165824890137,create_ticket;generate_report;provision_vm;log_audit_event;escalate_to_human,0.37745166;0.32387143;0.32135183;0.31348374;0.30717012,220,lexical_cue_reduced,
Lexical,87,Can we get a formal record of Diana's problem?,create_ticket,create_ticket,escalate_to_human,False,4,0.36252355575561523,0.29482778906822205,escalate_to_human;generate_report;db_write;create_ticket;db_read,0.36252356;0.30019346;0.29705733;0.29482779;0.28523088,221,lexical_cue_reduced,
Lexical,88,Someone should formalize this complaint from Frank.,create_ticket,create_ticket,escalate_to_human,False,2,0.5212148427963257,0.46265482902526855,escalate_to_human;create_ticket;send_notification;provision_vm;generate_report,0.52121484;0.46265483;0.44201133;0.41497940;0.39758497,222,lexical_cue_reduced,
Lexical,89,Can we get a formal record of Eve's problem?,create_ticket,create_ticket,escalate_to_human,False,7,0.3663075566291809,0.23653456568717957,escalate_to_human;log_audit_event;generate_report;db_write;send_notification,0.36630756;0.27939886;0.27599040;0.26489514;0.26017123,223,lexical_cue_reduced,
Lexical,90,Charlie reported something that needs tracking.,create_ticket,create_ticket,create_ticket,True,1,0.4000071883201599,0.4000071883201599,create_ticket;generate_report;provision_vm;quarantine_system;send_notification,0.40000719;0.39191815;0.37508413;0.37246400;0.37130928,224,lexical_cue_reduced,
Lexical,91,Someone should formalize this complaint from Alice.,create_ticket,create_ticket,escalate_to_human,False,2,0.5131362080574036,0.3583771288394928,escalate_to_human;create_ticket;send_notification;provision_vm;generate_report,0.51313621;0.35837713;0.33058250;0.30719388;0.29836452,225,lexical_cue_reduced,
Lexical,92,Alice reported something that needs tracking.,create_ticket,create_ticket,escalate_to_human,False,2,0.42390626668930054,0.3504692316055298,escalate_to_human;create_ticket;generate_report;provision_vm;send_notification,0.42390627;0.35046923;0.32304767;0.31743601;0.30206585,226,lexical_cue_reduced,
Lexical,93,Someone should formalize this complaint from Grace.,create_ticket,create_ticket,escalate_to_human,False,2,0.3755567669868469,0.30822035670280457,escalate_to_human;create_ticket;send_notification;provision_vm;update_subscription,0.37555677;0.30822036;0.29396152;0.27365541;0.25507942,227,lexical_cue_reduced,
Lexical,94,We need to track this issue with Frank.,create_ticket,create_ticket,create_ticket,True,1,0.5263795852661133,0.5263795852661133,create_ticket;provision_vm;generate_report;send_notification;escalate_to_human,0.52637959;0.45718849;0.45276427;0.44423681;0.44307545,228,lexical_cue_reduced,
Lexical,95,Someone should formalize this complaint from Diana.,create_ticket,create_ticket,escalate_to_human,False,2,0.4544358551502228,0.3559596538543701,escalate_to_human;create_ticket;send_notification;generate_report;provision_vm,0.45443586;0.35595965;0.34652197;0.33338031;0.33039829,229,lexical_cue_reduced,
Lexical,96,Someone should formalize this complaint from Charlie.,create_ticket,create_ticket,escalate_to_human,False,2,0.45225492119789124,0.3716970682144165,escalate_to_human;create_ticket;send_notification;quarantine_system;provision_vm,0.45225492;0.37169707;0.36793208;0.36696318;0.34052533,230,lexical_cue_reduced,
Lexical,97,We should have a reference number for Grace's issue.,create_ticket,create_ticket,create_ticket,True,1,0.3771224617958069,0.3771224617958069,create_ticket;provision_vm;generate_report;process_refund;update_subscription,0.37712246;0.37679473;0.35675818;0.34386149;0.33109534,231,lexical_cue_reduced,
Lexical,98,We need a paper trail for the prod-web-01 issue.,create_ticket,create_ticket,generate_report,False,2,0.4962954819202423,0.49198609590530396,generate_report;create_ticket;provision_vm;log_audit_event;process_refund,0.49629548;0.49198610;0.45808703;0.44753698;0.44437870,232,lexical_cue_reduced,
Lexical,99,We need a paper trail for the ml-infer-05 issue.,create_ticket,create_ticket,generate_report,False,7,0.40544843673706055,0.3419840633869171,generate_report;log_audit_event;send_notification;db_write;process_refund,0.40544844;0.37449035;0.37399682;0.35736614;0.35253000,233,lexical_cue_reduced,
Lexical,100,Can we get a formal record of Grace's problem?,create_ticket,create_ticket,escalate_to_human,False,3,0.25082793831825256,0.21542879939079285,escalate_to_human;log_audit_event;create_ticket;generate_report;process_refund,0.25082794;0.22177534;0.21542880;0.20657276;0.19477151,234,lexical_cue_reduced,
Lexical,101,Grace reported something that needs tracking.,create_ticket,create_ticket,log_audit_event,False,2,0.32275980710983276,0.32020050287246704,log_audit_event;create_ticket;generate_report;provision_vm;send_notification,0.32275981;0.32020050;0.31364053;0.30506408;0.28739455,235,lexical_cue_reduced,
Lexical,102,We need to track this issue with Charlie.,create_ticket,create_ticket,create_ticket,True,1,0.4532414972782135,0.4532414972782135,create_ticket;escalate_to_human;generate_report;provision_vm;quarantine_system,0.45324150;0.41404068;0.40832138;0.40180168;0.39168817,236,lexical_cue_reduced,
