condition,row_index,query,ground_truth_raw,ground_truth_tool,predicted_tool,correct,rank,top1_cosine,ground_truth_cosine,top5_tools,top5_cosines
Standard,51,Let's pull the details associated with #42017.,query_database,db_read,send_notification,False,13,0.469642698764801,0.341714084148407,send_notification;provision_vm;generate_report;process_refund;create_ticket,0.46964270;0.46723008;0.46220288;0.46134326;0.42804897
Standard,52,Let's fetch Eve's profile from the database.,query_database,db_read,db_read,True,1,0.38102447986602783,0.38102447986602783,db_read;db_write;scan_malware;send_notification;provision_vm,0.38102448;0.28095597;0.27429751;0.24645028;0.22797506
Standard,53,Let's search for transaction #10234 in the database.,query_database,db_read,db_read,True,1,0.5033079385757446,0.5033079385757446,db_read;db_write;generate_report;log_audit_event;provision_vm,0.50330794;0.42963821;0.32796720;0.31295380;0.29924867
Standard,54,Let's bring up Alice's account information.,query_database,db_read,escalate_to_human,False,6,0.3518046438694,0.2480081170797348,escalate_to_human;update_subscription;provision_vm;send_notification;reset_password,0.35180464;0.31638560;0.27174699;0.25867116;0.24980567
Standard,55,Let's search the database for Eve.,query_database,db_read,db_write,False,2,0.4176577627658844,0.41048872470855713,db_write;db_read;generate_report;quarantine_system;log_audit_event,0.41765776;0.41048872;0.27497804;0.24997370;0.24819678
Standard,56,Kindly look up the record for #31450.,query_database,db_read,db_read,True,1,0.3619610667228699,0.3619610667228699,db_read;db_write;generate_report;provision_vm;create_ticket,0.36196107;0.35331628;0.33258951;0.31513387;0.31485495
Standard,57,Kindly pull Grace's account details.,query_database,db_read,update_subscription,False,6,0.28612789511680603,0.18415963649749756,update_subscription;reset_password;provision_vm;escalate_to_human;generate_report,0.28612790;0.26181361;0.21617961;0.19895934;0.18507648
Standard,58,Kindly check the database for #60122.,query_database,db_read,db_read,True,1,0.4855295419692993,0.4855295419692993,db_read;db_write;provision_vm;generate_report;send_notification,0.48552954;0.42071730;0.30075419;0.29801223;0.29049066
Standard,59,Kindly check the database entry for Eve.,query_database,db_read,db_read,True,1,0.43797221779823303,0.43797221779823303,db_read;db_write;generate_report;scan_malware;log_audit_event,0.43797222;0.42742229;0.26236436;0.25714865;0.25363275
Standard,60,Kindly fetch Grace's profile from the database.,query_database,db_read,db_read,True,1,0.2949022650718689,0.2949022650718689,db_read;scan_malware;reset_password;send_notification;provision_vm,0.29490227;0.23832935;0.20960975;0.16850932;0.15360919
Standard,61,Kindly read the record tied to Charlie.,query_database,db_read,quarantine_system,False,2,0.29097527265548706,0.2887886166572571,quarantine_system;db_read;generate_report;process_refund;provision_vm,0.29097527;0.28878862;0.28206271;0.28152812;0.28021386
Standard,62,Kindly bring up the database entry for #53698.,query_database,db_read,db_read,True,1,0.5070438981056213,0.5070438981056213,db_read;db_write;provision_vm;generate_report;process_refund,0.50704390;0.48935089;0.39628315;0.39088538;0.35467312
Standard,63,Kindly search the database for Bob.,query_database,db_read,db_read,True,1,0.3279077708721161,0.3279077708721161,db_read;db_write;reset_password;quarantine_system;scan_malware,0.32790777;0.21745729;0.16316785;0.16042142;0.15747054
Standard,64,"When you have a moment, look up the record for Frank.",query_database,db_read,quarantine_system,False,4,0.357876181602478,0.33611297607421875,quarantine_system;generate_report;check_status;db_read;provision_vm,0.35787618;0.35220209;0.34500024;0.33611298;0.33575746
Standard,65,"When you have a moment, retrieve the entry for #10234.",query_database,db_read,db_read,True,1,0.4270726144313812,0.4270726144313812,db_read;generate_report;provision_vm;log_audit_event;quarantine_system,0.42707261;0.42677593;0.41751504;0.40887648;0.40784970
Standard,66,"When you have a moment, retrieve information on Frank.",query_database,db_read,escalate_to_human,False,4,0.38852277398109436,0.3501664400100708,escalate_to_human;quarantine_system;send_notification;db_read;provision_vm,0.38852277;0.38259050;0.37016723;0.35016644;0.34437525
Standard,67,save the latest data for Bob to the database.,update_database,db_write,db_read,False,2,0.4711015522480011,0.3963248133659363,db_read;db_write;provision_vm;generate_report;quarantine_system,0.47110155;0.39632481;0.25006858;0.23912708;0.23886541
Standard,68,write Grace's updated information back to the database.,update_database,db_write,db_write,True,1,0.4328634440898895,0.4328634440898895,db_write;db_read;update_subscription;provision_vm;generate_report,0.43286344;0.41320682;0.28930610;0.28743678;0.26343617
Standard,69,persist the database changes for Marketing.,update_database,db_write,db_write,True,1,0.40544426441192627,0.40544426441192627,db_write;db_read;update_subscription;provision_vm;restart_service,0.40544426;0.36685708;0.29496622;0.25917441;0.23414502
Standard,70,commit the new record for Alice to the database.,update_database,db_write,db_write,True,1,0.5000261664390564,0.5000261664390564,db_write;db_read;escalate_to_human;generate_report;provision_vm,0.50002617;0.38270888;0.34989494;0.34250796;0.34226164
Standard,71,update the stored Finance settings in the database.,update_database,db_write,db_write,True,1,0.4917488396167755,0.4917488396167755,db_write;db_read;provision_vm;update_subscription;generate_report,0.49174884;0.43558708;0.35882100;0.34764922;0.31942844
Standard,72,store the revised details for Grace.,update_database,db_write,update_subscription,False,2,0.361662358045578,0.33054453134536743,update_subscription;db_write;provision_vm;generate_report;db_read,0.36166236;0.33054453;0.27734849;0.26576903;0.26101059
Standard,73,push the latest update for #10234 into the database.,update_database,db_write,db_write,True,1,0.5270248651504517,0.5270248651504517,db_write;db_read;provision_vm;generate_report;send_notification,0.52702487;0.46492976;0.39558032;0.38463354;0.35520878
Standard,74,apply the database update for Diana.,update_database,db_write,db_write,True,1,0.5051087141036987,0.5051087141036987,db_write;db_read;generate_report;provision_vm;process_refund,0.50510871;0.45850983;0.37122163;0.36727732;0.32358930
Standard,75,Please save the changes for #31450 to the database.,update_database,db_write,db_write,True,1,0.5313567519187927,0.5313567519187927,db_write;db_read;provision_vm;generate_report;send_notification,0.53135675;0.45118478;0.43657321;0.42369977;0.39194900
Standard,76,Please write Diana's updated information back to the database.,update_database,db_write,db_read,False,2,0.5253334045410156,0.5191786885261536,db_read;db_write;generate_report;provision_vm;process_refund,0.52533340;0.51917869;0.40307078;0.37954229;0.35339534
Standard,77,Please persist the changes for Frank.,update_database,db_write,provision_vm,False,9,0.5340495109558105,0.36306032538414,provision_vm;update_subscription;generate_report;send_notification;create_ticket,0.53404951;0.51125032;0.44838652;0.44823635;0.44746014
Standard,78,Please commit the new record for Grace to the database.,update_database,db_write,db_write,True,1,0.5110136270523071,0.5110136270523071,db_write;db_read;generate_report;provision_vm;send_notification,0.51101363;0.38998908;0.38766798;0.38397682;0.33471408
Standard,79,Please update the database entry for #31450.,update_database,db_write,db_write,True,1,0.5410498976707458,0.5410498976707458,db_write;db_read;provision_vm;generate_report;send_notification,0.54104990;0.47216102;0.45308137;0.43914381;0.41345811
Standard,80,Please write the revised Finance config back.,update_database,db_write,provision_vm,False,3,0.39004138112068176,0.3787402808666229,provision_vm;update_subscription;db_write;create_ticket;generate_report,0.39004138;0.37984371;0.37874028;0.35015106;0.34280512
Standard,81,Please push the Marketing database changes live.,update_database,db_write,db_write,True,1,0.4017418324947357,0.4017418324947357,db_write;provision_vm;generate_report;db_read;send_notification,0.40174183;0.35979444;0.34709802;0.33801320;0.32324859
Standard,82,Please apply the database update for Finance.,update_database,db_write,db_write,True,1,0.5304327011108398,0.5304327011108398,db_write;db_read;generate_report;provision_vm;process_refund,0.53043270;0.46147209;0.37107530;0.35875463;0.31284395
Standard,83,Can you save the latest data for Frank to the database?,update_database,db_write,db_read,False,2,0.531968891620636,0.5263025760650635,db_read;db_write;provision_vm;generate_report;send_notification,0.53196889;0.52630258;0.38868874;0.38460076;0.34868163
Standard,84,Can you write Charlie's updated information back to the database?,update_database,db_write,db_read,False,2,0.5090154409408569,0.5082688927650452,db_read;db_write;provision_vm;generate_report;quarantine_system,0.50901544;0.50826889;0.40273187;0.38973239;0.36795521
Standard,85,Can you persist the database update for #53698?,update_database,db_write,db_write,True,1,0.5446479916572571,0.5446479916572571,db_write;db_read;provision_vm;generate_report;process_refund,0.54464799;0.45467600;0.44305769;0.40288460;0.36314189
Standard,86,Can you commit the new record for Frank to the database?,update_database,db_write,db_write,True,1,0.5851804614067078,0.5851804614067078,db_write;db_read;generate_report;provision_vm;create_ticket,0.58518046;0.47493604;0.47032732;0.46910334;0.41878441
Standard,87,Can you update the stored Finance settings in the database?,update_database,db_write,db_write,True,1,0.4892108738422394,0.4892108738422394,db_write;db_read;provision_vm;update_subscription;generate_report,0.48921087;0.42427519;0.39365718;0.37856570;0.33034453
Standard,88,Can you store the revised data tied to #53698?,update_database,db_write,db_write,True,1,0.5455777645111084,0.5455777645111084,db_write;db_read;generate_report;provision_vm;update_subscription,0.54557776;0.50978661;0.41426075;0.40444633;0.35205436
Standard,89,Can you push Frank's data update into the database?,update_database,db_write,db_write,True,1,0.5419614315032959,0.5419614315032959,db_write;db_read;provision_vm;generate_report;send_notification,0.54196143;0.50153708;0.44676971;0.41840950;0.39483124
Standard,90,Can you apply the database update for Bob?,update_database,db_write,db_write,True,1,0.4512938857078552,0.4512938857078552,db_write;db_read;provision_vm;generate_report;quarantine_system,0.45129389;0.41358906;0.37697616;0.34340128;0.32757708
Standard,91,Could you store the Finance configuration in the database for me?,update_database,db_write,db_write,True,1,0.49575239419937134,0.49575239419937134,db_write;db_read;provision_vm;generate_report;update_subscription,0.49575239;0.46956474;0.33502913;0.32782778;0.30233395
Standard,92,Could you write the updated data for #42017 back to the database for me?,update_database,db_write,db_write,True,1,0.5683609247207642,0.5683609247207642,db_write;db_read;generate_report;provision_vm;send_notification,0.56836092;0.53856719;0.41789922;0.41704482;0.38541499
Standard,93,Could you persist the changes for Diana for me?,update_database,db_write,provision_vm,False,3,0.43519821763038635,0.40147626399993896,provision_vm;generate_report;db_write;send_notification;update_subscription,0.43519822;0.40999570;0.40147626;0.37364200;0.37298658
Standard,94,Could you commit the new record for Charlie to the database for me?,update_database,db_write,db_write,True,1,0.5714887380599976,0.5714887380599976,db_write;db_read;generate_report;provision_vm;send_notification,0.57148874;0.49038485;0.46937400;0.44773090;0.41168597
Standard,95,Could you update the database entry for Frank for me?,update_database,db_write,db_write,True,1,0.5774813890457153,0.5774813890457153,db_write;provision_vm;generate_report;db_read;send_notification,0.57748139;0.53632104;0.51781356;0.49144766;0.48344892
Standard,96,Could you store the revised data tied to #60122 for me?,update_database,db_write,db_write,True,1,0.5284582376480103,0.5284582376480103,db_write;db_read;generate_report;provision_vm;send_notification,0.52845824;0.50908542;0.43044597;0.41230351;0.38690796
Standard,97,Could you push Eve's data update into the database for me?,update_database,db_write,db_write,True,1,0.5350960493087769,0.5350960493087769,db_write;db_read;generate_report;provision_vm;send_notification,0.53509605;0.46693730;0.35861787;0.35074085;0.32642871
Standard,98,Could you apply the database update for Bob for me?,update_database,db_write,db_write,True,1,0.4636244773864746,0.4636244773864746,db_write;db_read;provision_vm;generate_report;send_notification,0.46362448;0.41123685;0.39023647;0.38502041;0.36480257
Standard,99,I need you to save the latest data for Frank to the database.,update_database,db_write,db_write,True,1,0.5685800313949585,0.5685800313949585,db_write;db_read;generate_report;provision_vm;send_notification,0.56858003;0.56270003;0.46584615;0.45347109;0.43172851
Standard,100,I need you to write Charlie's updated information back to the database.,update_database,db_write,db_write,True,1,0.5386447906494141,0.5386447906494141,db_write;db_read;provision_vm;generate_report;quarantine_system,0.53864479;0.53606641;0.43187517;0.43014166;0.40411592
Standard,101,I need you to persist the changes for Grace.,update_database,db_write,update_subscription,False,9,0.44385090470314026,0.3017801344394684,update_subscription;provision_vm;reset_password;process_refund;generate_report,0.44385090;0.40841728;0.36295936;0.34073868;0.34034500
Standard,102,I need you to commit the Engineering configuration update.,update_database,db_write,provision_vm,False,6,0.5875178575515747,0.4885838031768799,provision_vm;create_ticket;quarantine_system;generate_report;process_refund,0.58751786;0.52911538;0.51378238;0.51154357;0.48929656
Standard,103,I need you to update the database entry for Grace.,update_database,db_write,db_write,True,1,0.4863187372684479,0.4863187372684479,db_write;provision_vm;db_read;generate_report;quarantine_system,0.48631874;0.41332340;0.41146794;0.37262812;0.35241947
Standard,104,I need you to store the revised details for Alice.,update_database,db_write,escalate_to_human,False,2,0.45301908254623413,0.42412620782852173,escalate_to_human;db_write;generate_report;provision_vm;update_subscription,0.45301908;0.42412621;0.41439620;0.40019861;0.38406673
Standard,105,I need you to push Grace's data update into the database.,update_database,db_write,db_write,True,1,0.524158775806427,0.524158775806427,db_write;db_read;provision_vm;generate_report;send_notification,0.52415878;0.48800272;0.40834945;0.38867930;0.36466002
Standard,106,I need you to apply the database write for #31450.,update_database,db_write,db_write,True,1,0.536860466003418,0.536860466003418,db_write;db_read;generate_report;provision_vm;send_notification,0.53686047;0.48498249;0.41855505;0.39882100;0.38174224
Standard,107,We should save the latest data for Diana to the database.,update_database,db_write,db_read,False,2,0.504303514957428,0.47763049602508545,db_read;db_write;generate_report;provision_vm;quarantine_system,0.50430351;0.47763050;0.34955263;0.31195930;0.30082205
Standard,108,We should write Charlie's updated information back to the database.,update_database,db_write,db_write,True,1,0.46749913692474365,0.46749913692474365,db_write;db_read;generate_report;provision_vm;quarantine_system,0.46749914;0.44603461;0.38713190;0.38278472;0.37068778
Standard,109,We should persist the database update for #10234.,update_database,db_write,db_write,True,1,0.5477936863899231,0.5477936863899231,db_write;db_read;provision_vm;generate_report;process_refund,0.54779369;0.46405572;0.41879186;0.41491640;0.39152372
Standard,110,We should commit the new record for Bob to the database.,update_database,db_write,db_write,True,1,0.48397934436798096,0.48397934436798096,db_write;db_read;generate_report;provision_vm;send_notification,0.48397934;0.40283164;0.38310724;0.36604944;0.34093234
Standard,111,We should update the database entry for Eve.,update_database,db_write,db_write,True,1,0.5159800052642822,0.5159800052642822,db_write;db_read;generate_report;provision_vm;quarantine_system,0.51598001;0.39553910;0.36216590;0.35946023;0.32941684
Standard,112,We should store the revised details for Frank.,update_database,db_write,update_subscription,False,4,0.45876315236091614,0.42179596424102783,update_subscription;provision_vm;generate_report;db_write;send_notification,0.45876315;0.44338021;0.44038802;0.42179596;0.41868898
Standard,113,We should push Charlie's data update into the database.,update_database,db_write,db_write,True,1,0.47357505559921265,0.47357505559921265,db_write;db_read;generate_report;provision_vm;quarantine_system,0.47357506;0.44178006;0.39586207;0.39293629;0.38301989
Standard,114,We should apply the database update for Finance.,update_database,db_write,db_write,True,1,0.5503870844841003,0.5503870844841003,db_write;db_read;generate_report;provision_vm;process_refund,0.55038708;0.45770341;0.37912813;0.36223188;0.31245846
Standard,115,Let's save the latest data for Frank to the database.,update_database,db_write,db_write,True,1,0.5279014706611633,0.5279014706611633,db_write;db_read;generate_report;provision_vm;send_notification,0.52790147;0.51125950;0.43797076;0.42809787;0.40480691
Standard,116,Let's write the updated data for #42017 back to the database.,update_database,db_write,db_write,True,1,0.5500453114509583,0.5500453114509583,db_write;db_read;provision_vm;generate_report;send_notification,0.55004531;0.50018167;0.41302010;0.41014475;0.38370886
Standard,117,Let's persist the database update for #42017.,update_database,db_write,db_write,True,1,0.5396012663841248,0.5396012663841248,db_write;provision_vm;db_read;generate_report;process_refund,0.53960127;0.44424880;0.43846703;0.42496336;0.41160038
Standard,118,Let's commit the Legal configuration update.,update_database,db_write,create_ticket,False,9,0.549839198589325,0.38071712851524353,create_ticket;provision_vm;generate_report;update_subscription;escalate_to_human,0.54983920;0.54078519;0.48377281;0.48224565;0.46735689
Standard,119,Let's update the database entry for Bob.,update_database,db_write,db_write,True,1,0.45027485489845276,0.45027485489845276,db_write;db_read;provision_vm;generate_report;quarantine_system,0.45027485;0.42067116;0.40196145;0.38320407;0.36997613
Standard,120,Let's store the revised details for Charlie.,update_database,db_write,provision_vm,False,6,0.3983292579650879,0.3595166802406311,provision_vm;generate_report;update_subscription;escalate_to_human;send_notification,0.39832926;0.39353752;0.38273174;0.37016857;0.36661544
Standard,121,Let's push Bob's data update into the database.,update_database,db_write,db_write,True,1,0.4709237813949585,0.4709237813949585,db_write;db_read;provision_vm;generate_report;send_notification,0.47092378;0.46307614;0.37612262;0.36045063;0.34546775
Standard,122,Let's apply the database update for Bob.,update_database,db_write,db_write,True,1,0.41669097542762756,0.41669097542762756,db_write;db_read;provision_vm;generate_report;quarantine_system,0.41669098;0.37244338;0.36223090;0.34807503;0.33344015
Standard,123,Kindly save the latest data for Frank to the database.,update_database,db_write,db_read,False,2,0.5248302817344666,0.5223791599273682,db_read;db_write;generate_report;provision_vm;send_notification,0.52483028;0.52237916;0.42067388;0.40835091;0.39688271
