condition,row_index,query,ground_truth_raw,ground_truth_tool,predicted_tool,correct,rank,top1_cosine,ground_truth_cosine,top5_tools,top5_cosines
Standard,32,I need you to look up the record for #20891.,query_database,db_read,generate_report,False,6,0.47461646795272827,0.41561299562454224,generate_report;create_ticket;db_write;process_refund;provision_vm,0.47461647;0.46803075;0.45670769;0.44901353;0.44328165
Standard,33,I need you to retrieve the entry for #60122.,query_database,db_read,generate_report,False,3,0.4970132112503052,0.4885531961917877,generate_report;provision_vm;db_read;db_write;process_refund,0.49701321;0.49363190;0.48855320;0.47895941;0.47545919
Standard,34,I need you to retrieve information on Diana.,query_database,db_read,db_read,True,1,0.49810439348220825,0.49810439348220825,db_read;db_write;generate_report;process_refund;provision_vm,0.49810439;0.40155745;0.32755125;0.29619810;0.29320997
Standard,35,I need you to pull the details associated with #31450.,query_database,db_read,generate_report,False,5,0.5075932741165161,0.48273369669914246,generate_report;db_write;send_notification;provision_vm;db_read,0.50759327;0.49106747;0.48804078;0.48657849;0.48273370
Standard,36,I need you to fetch the record linked to #31450.,query_database,db_read,db_read,True,1,0.5406643748283386,0.5406643748283386,db_read;db_write;generate_report;provision_vm;send_notification,0.54066437;0.52854323;0.45484665;0.42837486;0.42641914
Standard,37,I need you to read the record tied to Bob.,query_database,db_read,generate_report,False,5,0.29432353377342224,0.2704315483570099,generate_report;process_refund;escalate_to_human;check_status;db_read,0.29432353;0.28225020;0.27858916;0.27639267;0.27043155
Standard,38,I need you to bring up Bob's account information.,query_database,db_read,update_subscription,False,5,0.36346369981765747,0.336437851190567,update_subscription;quarantine_system;send_notification;generate_report;db_read,0.36346370;0.34854096;0.34574255;0.34003347;0.33643785
Standard,39,I need you to search the database for Grace.,query_database,db_read,db_read,True,1,0.3411143124103546,0.3411143124103546,db_read;db_write;reset_password;generate_report;scan_malware,0.34111431;0.32351881;0.25177214;0.21812522;0.20700401
Standard,40,We should look up the record for Charlie.,query_database,db_read,quarantine_system,False,2,0.30617156624794006,0.29004552960395813,quarantine_system;db_read;generate_report;process_refund;check_status,0.30617157;0.29004553;0.28623748;0.27359140;0.26841828
Standard,41,We should pull Alice's account details.,query_database,db_read,update_subscription,False,4,0.2970329225063324,0.23556898534297943,update_subscription;escalate_to_human;send_notification;db_read;generate_report,0.29703292;0.26903772;0.23683777;0.23556899;0.22506036
Standard,42,We should retrieve information on Alice.,query_database,db_read,escalate_to_human,False,2,0.3684398829936981,0.2854263484477997,escalate_to_human;db_read;send_notification;generate_report;quarantine_system,0.36843988;0.28542635;0.27941632;0.27148443;0.25499913
Standard,43,We should check the database entry for Diana.,query_database,db_read,db_read,True,1,0.5225802659988403,0.5225802659988403,db_read;db_write;generate_report;quarantine_system;send_notification,0.52258027;0.45531565;0.34038392;0.30007613;0.29362351
Standard,44,We should fetch the record linked to #10234.,query_database,db_read,db_read,True,1,0.5285142660140991,0.5285142660140991,db_read;db_write;generate_report;process_refund;send_notification,0.52851427;0.50757629;0.45424527;0.43509167;0.41611668
Standard,45,We should read the record tied to Charlie.,query_database,db_read,generate_report,False,4,0.26546531915664673,0.2423170804977417,generate_report;quarantine_system;process_refund;db_read;db_write,0.26546532;0.26380146;0.24415562;0.24231708;0.23621105
Standard,46,We should bring up Grace's account information.,query_database,db_read,update_subscription,False,5,0.3457169532775879,0.21104839444160461,update_subscription;reset_password;scan_malware;send_notification;db_read,0.34571695;0.27747402;0.24466509;0.21747117;0.21104839
Standard,47,We should search the database for Charlie.,query_database,db_read,db_read,True,1,0.39649394154548645,0.39649394154548645,db_read;db_write;quarantine_system;generate_report;scan_malware,0.39649394;0.34623906;0.30997655;0.30304706;0.29231673
Standard,48,Let's look up the record for Charlie.,query_database,db_read,quarantine_system,False,2,0.30589643120765686,0.2887091040611267,quarantine_system;db_read;process_refund;generate_report;provision_vm,0.30589643;0.28870910;0.28865838;0.28593779;0.26565397
Standard,49,Let's retrieve the entry for #10234.,query_database,db_read,generate_report,False,4,0.49399736523628235,0.4774831533432007,generate_report;process_refund;provision_vm;db_read;send_notification,0.49399737;0.49029905;0.48033199;0.47748315;0.46783450
Standard,50,Let's check the database for #60122.,query_database,db_read,db_read,True,1,0.516646146774292,0.516646146774292,db_read;db_write;generate_report;send_notification;process_refund,0.51664615;0.46821377;0.37153968;0.35817021;0.33720368
Standard,51,Let's pull the details associated with #42017.,query_database,db_read,process_refund,False,11,0.4853329360485077,0.38285011053085327,process_refund;generate_report;send_notification;provision_vm;quarantine_system,0.48533294;0.47813430;0.47797775;0.46589583;0.43769562
Standard,52,Let's fetch Eve's profile from the database.,query_database,db_read,db_read,True,1,0.396890252828598,0.396890252828598,db_read;db_write;scan_malware;send_notification;provision_vm,0.39689025;0.31213447;0.28563824;0.25926059;0.23045701
Standard,53,Let's search for transaction #10234 in the database.,query_database,db_read,db_read,True,1,0.5079893469810486,0.5079893469810486,db_read;db_write;generate_report;check_status;process_refund,0.50798935;0.44440138;0.32851189;0.31691492;0.31609777
Standard,54,Let's bring up Alice's account information.,query_database,db_read,update_subscription,False,3,0.34578821063041687,0.26181530952453613,update_subscription;escalate_to_human;db_read;send_notification;provision_vm,0.34578821;0.33292329;0.26181531;0.26162824;0.26158592
Standard,55,Let's search the database for Eve.,query_database,db_read,db_write,False,2,0.4351998269557953,0.4204156696796417,db_write;db_read;generate_report;quarantine_system;send_notification,0.43519983;0.42041567;0.27757064;0.24553913;0.24260956
Standard,56,Kindly look up the record for #31450.,query_database,db_read,db_read,True,1,0.3813510537147522,0.3813510537147522,db_read;db_write;generate_report;process_refund;create_ticket,0.38135105;0.37897643;0.35066044;0.33657852;0.32257971
Standard,57,Kindly pull Grace's account details.,query_database,db_read,update_subscription,False,4,0.3042314648628235,0.19683848321437836,update_subscription;reset_password;provision_vm;db_read;generate_report,0.30423146;0.27589405;0.20260173;0.19683848;0.18361357
Standard,58,Kindly check the database for #60122.,query_database,db_read,db_read,True,1,0.5038518905639648,0.5038518905639648,db_read;db_write;generate_report;send_notification;process_refund,0.50385189;0.45107198;0.31449732;0.29882911;0.29869649
Standard,59,Kindly check the database entry for Eve.,query_database,db_read,db_read,True,1,0.4522314965724945,0.4522314965724945,db_read;db_write;generate_report;log_audit_event;scan_malware,0.45223150;0.44472465;0.25753951;0.24904738;0.24368636
Standard,60,Kindly fetch Grace's profile from the database.,query_database,db_read,db_read,True,1,0.30316099524497986,0.30316099524497986,db_read;scan_malware;reset_password;send_notification;db_write,0.30316100;0.24404532;0.21839206;0.17869520;0.17177658
Standard,61,Kindly read the record tied to Charlie.,query_database,db_read,generate_report,False,5,0.2855256497859955,0.27598464488983154,generate_report;escalate_to_human;process_refund;quarantine_system;db_read,0.28552565;0.28433815;0.28117585;0.27925524;0.27598464
Standard,62,Kindly bring up the database entry for #53698.,query_database,db_read,db_read,True,1,0.5269211530685425,0.5269211530685425,db_read;db_write;generate_report;provision_vm;process_refund,0.52692115;0.51179677;0.39637095;0.37775376;0.37018770
Standard,63,Kindly search the database for Bob.,query_database,db_read,db_read,True,1,0.33395853638648987,0.33395853638648987,db_read;db_write;reset_password;generate_report;scan_malware,0.33395854;0.24864471;0.17351663;0.17030075;0.16337708
Standard,64,"When you have a moment, look up the record for Frank.",query_database,db_read,check_status,False,6,0.37347033619880676,0.32740381360054016,check_status;quarantine_system;generate_report;process_refund;send_notification,0.37347034;0.36117592;0.35423309;0.34505042;0.33056360
Standard,65,"When you have a moment, retrieve the entry for #10234.",query_database,db_read,db_read,True,1,0.444168359041214,0.444168359041214,db_read;process_refund;generate_report;log_audit_event;quarantine_system,0.44416836;0.43337038;0.42568347;0.41419172;0.41346693
Standard,66,"When you have a moment, retrieve information on Frank.",query_database,db_read,quarantine_system,False,4,0.4032149016857147,0.36272427439689636,quarantine_system;send_notification;escalate_to_human;db_read;provision_vm,0.40321490;0.38654658;0.38114086;0.36272427;0.35014644
Standard,67,save the latest data for Bob to the database.,update_database,db_write,db_read,False,2,0.47272107005119324,0.4131726622581482,db_read;db_write;provision_vm;generate_report;quarantine_system,0.47272107;0.41317266;0.24572481;0.24446534;0.22833696
Standard,68,write Grace's updated information back to the database.,update_database,db_write,db_write,True,1,0.43526691198349,0.43526691198349,db_write;db_read;update_subscription;provision_vm;generate_report,0.43526691;0.40927407;0.28326264;0.26628619;0.25181320
Standard,69,persist the database changes for Marketing.,update_database,db_write,db_write,True,1,0.4141522943973541,0.4141522943973541,db_write;db_read;update_subscription;provision_vm;restart_service,0.41415229;0.37360165;0.28636301;0.24413310;0.22758043
Standard,70,commit the new record for Alice to the database.,update_database,db_write,db_write,True,1,0.5157139897346497,0.5157139897346497,db_write;db_read;generate_report;provision_vm;escalate_to_human,0.51571399;0.38855031;0.34461665;0.33638647;0.33220083
Standard,71,update the stored Finance settings in the database.,update_database,db_write,db_write,True,1,0.4975246489048004,0.4975246489048004,db_write;db_read;update_subscription;provision_vm;generate_report,0.49752465;0.44818255;0.34858188;0.34418076;0.31948483
Standard,72,store the revised details for Grace.,update_database,db_write,update_subscription,False,2,0.3501966893672943,0.3273322284221649,update_subscription;db_write;provision_vm;generate_report;db_read,0.35019669;0.32733223;0.26152164;0.25642359;0.25427702
Standard,73,push the latest update for #10234 into the database.,update_database,db_write,db_write,True,1,0.5279780626296997,0.5279780626296997,db_write;db_read;provision_vm;generate_report;process_refund,0.52797806;0.46073303;0.37954202;0.37763187;0.34566793
Standard,74,apply the database update for Diana.,update_database,db_write,db_write,True,1,0.5262777209281921,0.5262777209281921,db_write;db_read;generate_report;provision_vm;process_refund,0.52627772;0.47119251;0.38409531;0.36581060;0.34353936
Standard,75,Please save the changes for #31450 to the database.,update_database,db_write,db_write,True,1,0.5509121417999268,0.5509121417999268,db_write;db_read;generate_report;provision_vm;send_notification,0.55091214;0.48254630;0.43355367;0.42866522;0.40176702
Standard,76,Please write Diana's updated information back to the database.,update_database,db_write,db_write,True,1,0.5417391061782837,0.5417391061782837,db_write;db_read;generate_report;provision_vm;process_refund,0.54173911;0.53452009;0.41306996;0.37304762;0.37015504
Standard,77,Please persist the changes for Frank.,update_database,db_write,provision_vm,False,9,0.5286309123039246,0.3780820965766907,provision_vm;update_subscription;send_notification;generate_report;create_ticket,0.52863091;0.51520085;0.46292499;0.45665053;0.44026011
Standard,78,Please commit the new record for Grace to the database.,update_database,db_write,db_write,True,1,0.5110477805137634,0.5110477805137634,db_write;db_read;generate_report;provision_vm;send_notification,0.51104778;0.38458109;0.38101381;0.36365664;0.32749727
Standard,79,Please update the database entry for #31450.,update_database,db_write,db_write,True,1,0.5633149147033691,0.5633149147033691,db_write;db_read;generate_report;provision_vm;send_notification,0.56331491;0.49942157;0.44979116;0.43955076;0.41983837
Standard,80,Please write the revised Finance config back.,update_database,db_write,update_subscription,False,2,0.3765990138053894,0.3727332353591919,update_subscription;db_write;provision_vm;process_refund;generate_report,0.37659901;0.37273324;0.36474267;0.33490887;0.33081016
Standard,81,Please push the Marketing database changes live.,update_database,db_write,db_write,True,1,0.4145784378051758,0.4145784378051758,db_write;db_read;generate_report;provision_vm;send_notification,0.41457844;0.35406539;0.35394311;0.34775674;0.32555184
Standard,82,Please apply the database update for Finance.,update_database,db_write,db_write,True,1,0.5358048677444458,0.5358048677444458,db_write;db_read;generate_report;provision_vm;process_refund,0.53580487;0.46552733;0.37075236;0.34077209;0.32774246
Standard,83,Can you save the latest data for Frank to the database?,update_database,db_write,db_write,True,1,0.546678900718689,0.546678900718689,db_write;db_read;generate_report;provision_vm;send_notification,0.54667890;0.53970414;0.39098462;0.38442615;0.35153207
Standard,84,Can you write Charlie's updated information back to the database?,update_database,db_write,db_write,True,1,0.5354865193367004,0.5354865193367004,db_write;db_read;generate_report;provision_vm;quarantine_system,0.53548652;0.52769732;0.39949787;0.39598650;0.36611977
Standard,85,Can you persist the database update for #53698?,update_database,db_write,db_write,True,1,0.551670253276825,0.551670253276825,db_write;db_read;provision_vm;generate_report;process_refund,0.55167025;0.46760243;0.42640370;0.40640795;0.37268421
Standard,86,Can you commit the new record for Frank to the database?,update_database,db_write,db_write,True,1,0.6052423715591431,0.6052423715591431,db_write;db_read;generate_report;provision_vm;create_ticket,0.60524237;0.48767868;0.48283532;0.46791929;0.42044586
Standard,87,Can you update the stored Finance settings in the database?,update_database,db_write,db_write,True,1,0.5063336491584778,0.5063336491584778,db_write;db_read;update_subscription;provision_vm;reset_password,0.50633365;0.44635138;0.38159648;0.37912968;0.34938571
Standard,88,Can you store the revised data tied to #53698?,update_database,db_write,db_write,True,1,0.550508975982666,0.550508975982666,db_write;db_read;generate_report;provision_vm;process_refund,0.55050898;0.51129925;0.40524122;0.38920933;0.36972082
Standard,89,Can you push Frank's data update into the database?,update_database,db_write,db_write,True,1,0.5659326910972595,0.5659326910972595,db_write;db_read;provision_vm;generate_report;send_notification,0.56593269;0.51667184;0.44163346;0.42769980;0.40119314
Standard,90,Can you apply the database update for Bob?,update_database,db_write,db_write,True,1,0.48154956102371216,0.48154956102371216,db_write;db_read;provision_vm;generate_report;quarantine_system,0.48154956;0.42874864;0.37728783;0.36909902;0.32683307
Standard,91,Could you store the Finance configuration in the database for me?,update_database,db_write,db_write,True,1,0.5013973116874695,0.5013973116874695,db_write;db_read;generate_report;provision_vm;update_subscription,0.50139731;0.47792313;0.32513189;0.31705728;0.30203640
Standard,92,Could you write the updated data for #42017 back to the database for me?,update_database,db_write,db_write,True,1,0.5901669859886169,0.5901669859886169,db_write;db_read;generate_report;provision_vm;send_notification,0.59016699;0.55457962;0.42199630;0.40549982;0.38224334
Standard,93,Could you persist the changes for Diana for me?,update_database,db_write,provision_vm,False,3,0.438694030046463,0.4187883138656616,provision_vm;generate_report;db_write;send_notification;update_subscription,0.43869403;0.42749053;0.41878831;0.38479301;0.38332003
Standard,94,Could you commit the new record for Charlie to the database for me?,update_database,db_write,db_write,True,1,0.5908382534980774,0.5908382534980774,db_write;db_read;generate_report;provision_vm;send_notification,0.59083825;0.50203013;0.47888133;0.44112504;0.42037421
Standard,95,Could you update the database entry for Frank for me?,update_database,db_write,db_write,True,1,0.6052292585372925,0.6052292585372925,db_write;generate_report;provision_vm;db_read;send_notification,0.60522926;0.53287882;0.52611226;0.51326305;0.49455199
Standard,96,Could you store the revised data tied to #60122 for me?,update_database,db_write,db_write,True,1,0.5450392961502075,0.5450392961502075,db_write;db_read;generate_report;provision_vm;process_refund,0.54503930;0.51916718;0.43382627;0.39424700;0.37930369
Standard,97,Could you push Eve's data update into the database for me?,update_database,db_write,db_write,True,1,0.5427441000938416,0.5427441000938416,db_write;db_read;generate_report;provision_vm;send_notification,0.54274410;0.47034761;0.35399681;0.33432126;0.31845444
Standard,98,Could you apply the database update for Bob for me?,update_database,db_write,db_write,True,1,0.4896097183227539,0.4896097183227539,db_write;db_read;generate_report;provision_vm;send_notification,0.48960972;0.42316511;0.40763864;0.38720095;0.37443393
Standard,99,I need you to save the latest data for Frank to the database.,update_database,db_write,db_write,True,1,0.590431809425354,0.590431809425354,db_write;db_read;generate_report;provision_vm;send_notification,0.59043181;0.57656360;0.46538895;0.44447806;0.43322790
Standard,100,I need you to write Charlie's updated information back to the database.,update_database,db_write,db_write,True,1,0.5670844912528992,0.5670844912528992,db_write;db_read;generate_report;provision_vm;quarantine_system,0.56708449;0.55709833;0.43615800;0.42219576;0.39856201
Standard,101,I need you to persist the changes for Grace.,update_database,db_write,update_subscription,False,8,0.423916757106781,0.30026811361312866,update_subscription;provision_vm;reset_password;process_refund;generate_report,0.42391676;0.38996139;0.36349165;0.33873102;0.32981297
Standard,102,I need you to commit the Engineering configuration update.,update_database,db_write,provision_vm,False,5,0.5657100677490234,0.49671339988708496,provision_vm;quarantine_system;generate_report;process_refund;db_write,0.56571007;0.51295698;0.50392985;0.49767810;0.49671340
Standard,103,I need you to update the database entry for Grace.,update_database,db_write,db_write,True,1,0.4987352192401886,0.4987352192401886,db_write;db_read;provision_vm;generate_report;reset_password,0.49873522;0.41866276;0.39092052;0.37034562;0.34777999
Standard,104,I need you to store the revised details for Alice.,update_database,db_write,db_write,True,1,0.445262610912323,0.445262610912323,db_write;escalate_to_human;generate_report;update_subscription;provision_vm,0.44526261;0.42772421;0.41492051;0.39860177;0.39671496
Standard,105,I need you to push Grace's data update into the database.,update_database,db_write,db_write,True,1,0.5328225493431091,0.5328225493431091,db_write;db_read;provision_vm;generate_report;send_notification,0.53282255;0.48996204;0.38440165;0.37855822;0.35302883
Standard,106,I need you to apply the database write for #31450.,update_database,db_write,db_write,True,1,0.5590516328811646,0.5590516328811646,db_write;db_read;generate_report;provision_vm;send_notification,0.55905163;0.50510615;0.42571837;0.39200664;0.38893223
Standard,107,We should save the latest data for Diana to the database.,update_database,db_write,db_read,False,2,0.5098896622657776,0.49622687697410583,db_read;db_write;generate_report;provision_vm;send_notification,0.50988966;0.49622688;0.35769641;0.30719402;0.29972482
Standard,108,We should write Charlie's updated information back to the database.,update_database,db_write,db_write,True,1,0.48733291029930115,0.48733291029930115,db_write;db_read;generate_report;provision_vm;quarantine_system,0.48733291;0.45799693;0.39264792;0.36942109;0.36462805
Standard,109,We should persist the database update for #10234.,update_database,db_write,db_write,True,1,0.548633337020874,0.548633337020874,db_write;db_read;generate_report;provision_vm;process_refund,0.54863334;0.46265620;0.41230828;0.39653638;0.38918552
Standard,110,We should commit the new record for Bob to the database.,update_database,db_write,db_write,True,1,0.49729064106941223,0.49729064106941223,db_write;db_read;generate_report;provision_vm;send_notification,0.49729064;0.40490475;0.39441508;0.35678491;0.34162715
Standard,111,We should update the database entry for Eve.,update_database,db_write,db_write,True,1,0.5259283781051636,0.5259283781051636,db_write;db_read;generate_report;provision_vm;quarantine_system,0.52592838;0.40724090;0.35888323;0.33488554;0.31243232
Standard,112,We should store the revised details for Frank.,update_database,db_write,update_subscription,False,4,0.46498626470565796,0.4359864294528961,update_subscription;generate_report;provision_vm;db_write;send_notification,0.46498626;0.44749761;0.43653980;0.43598643;0.42456251
Standard,113,We should push Charlie's data update into the database.,update_database,db_write,db_write,True,1,0.4904719293117523,0.4904719293117523,db_write;db_read;generate_report;provision_vm;quarantine_system,0.49047193;0.44931999;0.39662442;0.37600142;0.37544230
Standard,114,We should apply the database update for Finance.,update_database,db_write,db_write,True,1,0.5497742891311646,0.5497742891311646,db_write;db_read;generate_report;provision_vm;process_refund,0.54977429;0.45550576;0.37704608;0.34327218;0.32204130
Standard,115,Let's save the latest data for Frank to the database.,update_database,db_write,db_write,True,1,0.5452644228935242,0.5452644228935242,db_write;db_read;generate_report;provision_vm;send_notification,0.54526442;0.51965928;0.44099021;0.41675791;0.40754858
Standard,116,Let's write the updated data for #42017 back to the database.,update_database,db_write,db_write,True,1,0.5672535300254822,0.5672535300254822,db_write;db_read;generate_report;provision_vm;process_refund,0.56725353;0.51405555;0.41287521;0.39867193;0.38483870
Standard,117,Let's persist the database update for #42017.,update_database,db_write,db_write,True,1,0.5505211353302002,0.5505211353302002,db_write;db_read;generate_report;provision_vm;process_refund,0.55052114;0.45618984;0.42869473;0.42506802;0.41682726
Standard,118,Let's commit the Legal configuration update.,update_database,db_write,create_ticket,False,9,0.5442155003547668,0.398970365524292,create_ticket;provision_vm;generate_report;update_subscription;process_refund,0.54421550;0.53099447;0.49051809;0.49016804;0.48067030
Standard,119,Let's update the database entry for Bob.,update_database,db_write,db_write,True,1,0.4729832708835602,0.4729832708835602,db_write;db_read;generate_report;provision_vm;send_notification,0.47298327;0.43121207;0.40259475;0.38977796;0.36378610
Standard,120,Let's store the revised details for Charlie.,update_database,db_write,generate_report,False,3,0.4059923589229584,0.38349753618240356,generate_report;provision_vm;db_write;update_subscription;process_refund,0.40599236;0.39204961;0.38349754;0.38120532;0.37926048
Standard,121,Let's push Bob's data update into the database.,update_database,db_write,db_write,True,1,0.4894637167453766,0.4894637167453766,db_write;db_read;generate_report;provision_vm;send_notification,0.48946372;0.46612340;0.36629516;0.36164448;0.34145698
Standard,122,Let's apply the database update for Bob.,update_database,db_write,db_write,True,1,0.4376490116119385,0.4376490116119385,db_write;db_read;generate_report;provision_vm;quarantine_system,0.43764901;0.37953728;0.36831141;0.35368863;0.33034676
Standard,123,Kindly save the latest data for Frank to the database.,update_database,db_write,db_write,True,1,0.5463018417358398,0.5463018417358398,db_write;db_read;generate_report;send_notification;provision_vm,0.54630184;0.54050040;0.42421994;0.39996597;0.39835933
Standard,124,Kindly write Eve's updated information back to the database.,update_database,db_write,db_write,True,1,0.5266545414924622,0.5266545414924622,db_write;db_read;generate_report;provision_vm;process_refund,0.52665454;0.47144625;0.31788075;0.29296914;0.27500755
