query,dag_id,dag_text,tools,edges,topo_family,source,split
Urgent: change Charlie's plan — then turn off the feature flag for Engineering.,174,update_subscription -> disable_feature_flag,update_subscription;disable_feature_flag,0->1,chain_short,original,train
"Charlie is asking us to yank ml-infer-05 off the network. Once that's done, drop an audit entry for payment-api-03.",63,quarantine_system -> log_audit_event,quarantine_system;log_audit_event,0->1,chain_short,original,train
"Time to look up the records for #42017. Next, kill the feature toggle for Marketing, then give Eve their money back. Finally, cold-store the old records for Grace.",379,"db_read -> disable_feature_flag, disable_feature_flag -> process_refund, process_refund -> archive_data",db_read;disable_feature_flag;process_refund;archive_data,0->1;1->2;2->3,chain_medium,original,train
"ASAP — pull prod-web-01 back from the last good backup and yank staging-db-02 off the network. After those finish, green-light Diana's access to Finance.",504,"quarantine_system -> approve_access, restore_backup -> approve_access",restore_backup;quarantine_system;approve_access,0->2;1->2,fanin,original,train
"ASAP — do a security check on staging-db-02, then isolate ml-infer-05 — in parallel, ping Frank about it and record the event in Legal's log.",142,"quarantine_system -> log_audit_event, quarantine_system -> send_notification, scan_malware -> quarantine_system",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;1->2;1->3,fanout,original,train
"Put together a report on auth-svc-04. After that, execute the build pipeline for staging-db-02, and lastly save a backup of Legal's data.",357,"generate_report -> run_pipeline, run_pipeline -> backup_database",generate_report;run_pipeline;backup_database,0->1;1->2,chain_medium,original,train
"Do me a favor and deploy the container for Engineering. Once that's done, send a heads-up to Legal.",40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
"Full IR flow: verify auth-svc-04 is down, run a scan, isolate, restart, get a human involved, alert the team, and audit it.",16,"check_status -> scan_malware, escalate_to_human -> send_notification, quarantine_system -> restart_service, restart_service -> escalate_to_human, scan_malware -> quarantine_system, send_notification -> log_audit_event",check_status;scan_malware;quarantine_system;restart_service;escalate_to_human;send_notification;log_audit_event,0->1;1->2;2->3;3->4;4->5;5->6,chain_long,original,train
Grab the mailing list for Engineering and send out the weekly alert.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"Per Frank's request, revoke Grace's access to payment-api-03, followed by write the new data for #53698 back, then update Eve's subscription. To wrap up, set up downtime for prod-web-01.",424,"db_write -> update_subscription, revoke_access -> db_write, update_subscription -> schedule_maintenance",revoke_access;db_write;update_subscription;schedule_maintenance,0->1;1->2;2->3,chain_medium,original,train
"Per Grace's request, credit Charlie's account — then send a heads-up to HR.",57,process_refund -> send_notification,process_refund;send_notification,0->1,chain_short,original,train
"From Engineering: ping payment-api-03 for a health check and pull Charlie's data. Once both are done, send a heads-up to Finance.",125,"check_status -> send_notification, db_read -> send_notification",check_status;db_read;send_notification,0->2;1->2,fanin,original,train
Record the event in HR's log — then get a human involved for Bob.,183,log_audit_event -> escalate_to_human,log_audit_event;escalate_to_human,0->1,chain_short,original,train
"We gotta record the event in Legal's log and file an incident report about ml-infer-05. After those finish, loop in a Legal manager.",472,"create_ticket -> escalate_to_human, log_audit_event -> escalate_to_human",log_audit_event;create_ticket;escalate_to_human,0->2;1->2,fanin,original,train
"Urgent: check ml-infer-05 for vulnerabilities and take a snapshot of staging-db-02's DB, then converge and invalidate staging-db-02's cache.",498,"backup_database -> invalidate_cache, scan_malware -> invalidate_cache",scan_malware;backup_database;invalidate_cache,0->2;1->2,fanin,original,train
"The HR team needs us to recover Legal's data from backup and quarantine payment-api-03. When all of that's complete, give Frank access to Engineering's resources.",504,"quarantine_system -> approve_access, restore_backup -> approve_access",restore_backup;quarantine_system;approve_access,0->2;1->2,fanin,original,train
"I need you to downgrade Eve's account, then reset Eve's password. Once that's done, refresh the API token for Finance. End with ship the new build to staging-db-02.",390,"reset_password -> rotate_api_key, rotate_api_key -> deploy_container, update_subscription -> reset_password",update_subscription;reset_password;rotate_api_key;deploy_container,0->1;1->2;2->3,chain_medium,original,train
"Push the refund through for #20891. Once that's done, blast an alert to Marketing.",57,process_refund -> send_notification,process_refund;send_notification,0->1,chain_short,original,train
"We gotta check if cdn-edge-06 is up, and then log the whole ml-infer-05 incident. Last step: change Alice's plan.",308,"check_status -> log_audit_event, log_audit_event -> update_subscription",check_status;log_audit_event;update_subscription,0->1;1->2,chain_medium,original,train
"Ticket INC-1198 says ship the new build to ml-infer-05. Next, shoot Diana an email.",40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
"When you get a chance, credit Grace's account and activate the feature flag on payment-api-03. After those finish, launch an instance for HR.",488,"enable_feature_flag -> provision_vm, process_refund -> provision_vm",process_refund;enable_feature_flag;provision_vm,0->2;1->2,fanin,original,train
"We gotta move Legal's stale data to cold storage. Next, cut off Alice's permissions. To wrap up, adjust the billing tier for Frank.",327,"archive_data -> revoke_access, revoke_access -> update_subscription",archive_data;revoke_access;update_subscription,0->1;1->2,chain_medium,original,train
"Charlie is asking us to change Alice's plan. Once that's done, check if payment-api-03 is up.",194,update_subscription -> check_status,update_subscription;check_status,0->1,chain_short,original,train
"Credit Charlie's account, followed by fire off a notification to Eve.",57,process_refund -> send_notification,process_refund;send_notification,0->1,chain_short,original,train
"From Finance: back up the database for Engineering. Once that's done, ship the new build to prod-web-01.",185,backup_database -> deploy_container,backup_database;deploy_container,0->1,chain_short,original,train
Urgent: change Grace's plan — then turn off the feature flag for HR.,174,update_subscription -> disable_feature_flag,update_subscription;disable_feature_flag,0->1,chain_short,original,train
"Urgent: verify staging-db-02's health and look up the records for #10234. When all of that's complete, send a heads-up to Legal.",125,"check_status -> send_notification, db_read -> send_notification",check_status;db_read;send_notification,0->2;1->2,fanin,original,train
"The Legal team needs us to dig up the history on Alice, and then shut down the feature on payment-api-03 — then push the refund through for #60122. To wrap up, archive Alice's old records.",379,"db_read -> disable_feature_flag, disable_feature_flag -> process_refund, process_refund -> archive_data",db_read;disable_feature_flag;process_refund;archive_data,0->1;1->2;2->3,chain_medium,original,train
Just deploy the container to payment-api-03.,49,deploy_container,deploy_container,,single_node,original,train
Just commit Diana's update to the database. Nothing else needed.,52,db_write,db_write,,single_node,original,train
"Alice is asking us to grab Alice's account details, then produce the Finance performance summary. Finally, ping Grace about it.",101,"db_read -> generate_report, generate_report -> send_notification",db_read;generate_report;send_notification,0->1;1->2,chain_medium,original,train
"I need you to take payment-api-03 back to the prior build, and then fire off a notification to Charlie. Finally, roll out the containerised app to cdn-edge-06.",301,"rollback_deployment -> send_notification, send_notification -> deploy_container",rollback_deployment;send_notification;deploy_container,0->1;1->2,chain_medium,original,train
Roll out the container and blast an alert to Legal.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
"Hey, can you queue a maintenance window for Engineering while also drop an audit entry for auth-svc-04 and shoot Bob an email.",456,"schedule_maintenance -> log_audit_event, schedule_maintenance -> send_notification",schedule_maintenance;log_audit_event;send_notification,0->1;0->2,fanout,original,train
"Alice is asking us to check if prod-web-01 is up. After that, log Charlie's action for compliance. Last step: downgrade Eve's account.",308,"check_status -> log_audit_event, log_audit_event -> update_subscription",check_status;log_audit_event;update_subscription,0->1;1->2,chain_medium,original,train
We gotta see what's going on with ml-infer-05 while also restart the main process on payment-api-03 and open a ticket for Bob.,111,"check_status -> create_ticket, check_status -> restart_service",check_status;restart_service;create_ticket,0->1;0->2,fanout,original,train
"Quick one — shoot Alice an email, followed by switch on the flag for Marketing. End with modify Diana's subscription.",359,"enable_feature_flag -> update_subscription, send_notification -> enable_feature_flag",send_notification;enable_feature_flag;update_subscription,0->1;1->2,chain_medium,original,train
"We gotta downgrade Diana's account. After that, verify auth-svc-04's health.",194,update_subscription -> check_status,update_subscription;check_status,0->1,chain_short,original,train
"ASAP — refresh the API token for Marketing. After that, do a security check on payment-api-03. To wrap up, roll out the containerised app to cdn-edge-06.",302,"rotate_api_key -> scan_malware, scan_malware -> deploy_container",rotate_api_key;scan_malware;deploy_container,0->1;1->2,chain_medium,original,train
"Hey, can you send a heads-up to Legal, then switch on the flag for Legal. Finally, downgrade Frank's account.",359,"enable_feature_flag -> update_subscription, send_notification -> enable_feature_flag",send_notification;enable_feature_flag;update_subscription,0->1;1->2,chain_medium,original,train
"Hey, can you log Frank's action for compliance — then hand Eve's issue off to an engineer.",183,log_audit_event -> escalate_to_human,log_audit_event;escalate_to_human,0->1,chain_short,original,train
"Time to process the payout for Diana, followed by deactivate the feature flag on payment-api-03. Finally, give cdn-edge-06 a kick.",366,"disable_feature_flag -> restart_service, process_refund -> disable_feature_flag",process_refund;disable_feature_flag;restart_service,0->1;1->2,chain_medium,original,train
"Hey, can you roll back the last deploy on prod-web-01 and at the same time file a bug about prod-web-01 and pull auth-svc-04 back from the last good backup.",433,"rollback_deployment -> create_ticket, rollback_deployment -> restore_backup",rollback_deployment;create_ticket;restore_backup,0->1;0->2,fanout,original,train
"Ticket INC-7733 says notify the Marketing team, and then activate the feature flag on ml-infer-05. End with update Alice's subscription.",359,"enable_feature_flag -> update_subscription, send_notification -> enable_feature_flag",send_notification;enable_feature_flag;update_subscription,0->1;1->2,chain_medium,original,train
"The Legal team needs us to roll back the last deploy on auth-svc-04. Next, notify the Marketing team. Last step: push the container image for Engineering.",301,"rollback_deployment -> send_notification, send_notification -> deploy_container",rollback_deployment;send_notification;deploy_container,0->1;1->2,chain_medium,original,train
"When you get a chance, schedule maintenance for payment-api-03, and while you're at it, drop an audit entry for cdn-edge-06 and send a heads-up to Finance.",456,"schedule_maintenance -> log_audit_event, schedule_maintenance -> send_notification",schedule_maintenance;log_audit_event;send_notification,0->1;0->2,fanout,original,train
"When you get a chance, nuke Diana's old login and issue a fresh one, then fire off a notification to Frank, and lastly dig up the history on Charlie.",360,"reset_password -> send_notification, send_notification -> db_read",reset_password;send_notification;db_read,0->1;1->2,chain_medium,original,train
From Legal: check the DB for Eve while also change Diana's plan and blast an alert to Legal.,110,"db_read -> send_notification, db_read -> update_subscription",db_read;update_subscription;send_notification,0->1;0->2,fanout,original,train
Quick one — archive the old entries for Frank — then pull Frank's credentials for payment-api-03. End with downgrade Diana's account.,327,"archive_data -> revoke_access, revoke_access -> update_subscription",archive_data;revoke_access;update_subscription,0->1;1->2,chain_medium,original,train
"Ticket INC-4021 says deactivate the feature flag on auth-svc-04, and then cycle the secret for Legal's service.",172,disable_feature_flag -> rotate_api_key,disable_feature_flag;rotate_api_key,0->1,chain_short,original,train
"Check the DB for Frank and check if staging-db-02 is up. Once both are done, put together a report on cdn-edge-06, and lastly ping Grace about it.",135,"check_status -> generate_report, db_read -> generate_report, generate_report -> send_notification",db_read;check_status;generate_report;send_notification,0->2;1->2;2->3,fanin,original,train
Time to grab Diana's account details while also push the refund through for #20891 and notify the Engineering team.,114,"db_read -> process_refund, db_read -> send_notification",db_read;process_refund;send_notification,0->1;0->2,fanout,original,train
Charlie reported an issue — push the refund through for #10234 — then swap out payment-api-03's credentials. Last step: save the changes for Charlie to the DB.,332,"process_refund -> rotate_api_key, rotate_api_key -> db_write",process_refund;rotate_api_key;db_write,0->1;1->2,chain_medium,original,train
"Quick one — launch an instance for Finance, and then shoot Grace an email.",79,provision_vm -> send_notification,provision_vm;send_notification,0->1,chain_short,original,train
Nuke Frank's old login and issue a fresh one and concurrently fire off a notification to Charlie and record the event in HR's log.,119,"reset_password -> log_audit_event, reset_password -> send_notification",reset_password;send_notification;log_audit_event,0->1;0->2,fanout,original,train
"Quick one — investigate cdn-edge-06 for infections. Next, pull prod-web-01 from production — in parallel, ping Charlie about it and record the event in HR's log.",142,"quarantine_system -> log_audit_event, quarantine_system -> send_notification, scan_malware -> quarantine_system",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;1->2;1->3,fanout,original,train
"Bob reported an issue — drop an audit entry for ml-infer-05, then dump the database on cdn-edge-06 — then persist Frank's data to the database. To wrap up, reboot prod-web-01.",414,"backup_database -> db_write, db_write -> restart_service, log_audit_event -> backup_database",log_audit_event;backup_database;db_write;restart_service,0->1;1->2;2->3,chain_medium,original,train
"See what's going on with prod-web-01 and look up the records for #60122, then converge and shoot Eve an email.",125,"check_status -> send_notification, db_read -> send_notification",check_status;db_read;send_notification,0->2;1->2,fanin,original,train
"Read the user activity and scan the system, logging the combined results at the end.",12,"db_read -> log_audit_event, scan_malware -> log_audit_event",db_read;scan_malware;log_audit_event,0->2;1->2,fanin,original,train
"Quick one — shelve Legal's outdated data, followed by restore the DB snapshot for Legal.",216,archive_data -> restore_backup,archive_data;restore_backup,0->1,chain_short,original,train
Push the image to auth-svc-04 and email Finance about the release.,40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
"Ticket INC-5560 says check the DB for Grace. Once that's done, produce the Finance performance summary and simultaneously notify the Legal team and create an audit trail for #60122.",140,"db_read -> generate_report, generate_report -> log_audit_event, generate_report -> send_notification",db_read;generate_report;send_notification;log_audit_event,0->1;1->2;1->3,fanout,original,train
"Grace reported an issue — flip the feature toggle on for Legal — then move ml-infer-05's ownership to Marketing — then update Grace's record in the DB. To wrap up, bring in tier-2 support for Diana.",388,"db_write -> escalate_to_human, enable_feature_flag -> transfer_ownership, transfer_ownership -> db_write",enable_feature_flag;transfer_ownership;db_write;escalate_to_human,0->1;1->2;2->3,chain_medium,original,train
"Time to activate the feature flag on prod-web-01, and then reassign payment-api-03 to Bob, followed by write the new data for #60122 back. Finally, loop in a Marketing manager.",388,"db_write -> escalate_to_human, enable_feature_flag -> transfer_ownership, transfer_ownership -> db_write",enable_feature_flag;transfer_ownership;db_write;escalate_to_human,0->1;1->2;2->3,chain_medium,original,train
Pull the contact details from the DB and shoot Charlie a message.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"For the Finance team, look up the records for #42017 and concurrently refund Eve and ping Eve about it.",114,"db_read -> process_refund, db_read -> send_notification",db_read;process_refund;send_notification,0->1;0->2,fanout,original,train
Ticket INC-1198 says pull prod-web-01 back from the last good backup while also reverse the charge on #10234 and spin up a tracking ticket for Frank.,445,"restore_backup -> create_ticket, restore_backup -> process_refund",restore_backup;process_refund;create_ticket,0->1;0->2,fanout,original,train
Time to take ml-infer-05 back to the prior build and simultaneously open a ticket for Frank and pull auth-svc-04 back from the last good backup.,433,"rollback_deployment -> create_ticket, rollback_deployment -> restore_backup",rollback_deployment;create_ticket;restore_backup,0->1;0->2,fanout,original,train
"The Finance team needs us to resize staging-db-02's resources. Once that's done, launch the docker deployment for Marketing. Finally, flip the feature toggle on for Marketing.",287,"deploy_container -> enable_feature_flag, scale_service -> deploy_container",scale_service;deploy_container;enable_feature_flag,0->1;1->2,chain_medium,original,train
"Time to push the container image for Legal, and then notify the HR team.",40,deploy_container -> send_notification,deploy_container;send_notification,0->1,chain_short,original,train
"Process the payout and modify the subscription status, then email a receipt.",13,"process_refund -> send_notification, update_subscription -> send_notification",process_refund;update_subscription;send_notification,0->2;1->2,fanin,original,train
"Time to open a ticket for Charlie. Next, blast an alert to Marketing. Finally, change Frank's auth credentials.",346,"create_ticket -> send_notification, send_notification -> reset_password",create_ticket;send_notification;reset_password,0->1;1->2,chain_medium,original,train
"When you get a chance, scan cdn-edge-06 for threats, and while you're at it, lock down ml-infer-05 and file a bug about staging-db-02.",112,"scan_malware -> create_ticket, scan_malware -> quarantine_system",scan_malware;quarantine_system;create_ticket,0->1;0->2,fanout,original,train
"Quick one — turn on the feature flag for Finance, followed by move ml-infer-05's ownership to Legal. Last step: diagnose cdn-edge-06.",377,"enable_feature_flag -> transfer_ownership, transfer_ownership -> check_status",enable_feature_flag;transfer_ownership;check_status,0->1;1->2,chain_medium,original,train
"Per Bob's request, bring in tier-2 support for Frank, and then archive Frank's old records.",274,escalate_to_human -> archive_data,escalate_to_human;archive_data,0->1,chain_short,original,train
"We gotta shut down the feature on auth-svc-04, then generate a new API key for staging-db-02.",172,disable_feature_flag -> rotate_api_key,disable_feature_flag;rotate_api_key,0->1,chain_short,original,train
"We gotta produce the HR performance summary, then trigger a build for ml-infer-05. To wrap up, take a snapshot of staging-db-02's DB.",357,"generate_report -> run_pipeline, run_pipeline -> backup_database",generate_report;run_pipeline;backup_database,0->1;1->2,chain_medium,original,train
"Urgent: check staging-db-02 for vulnerabilities, followed by quarantine staging-db-02, and while you're at it, ping Grace about it and log the whole prod-web-01 incident.",142,"quarantine_system -> log_audit_event, quarantine_system -> send_notification, scan_malware -> quarantine_system",scan_malware;quarantine_system;send_notification;log_audit_event,0->1;1->2;1->3,fanout,original,train
"From Legal: grant Eve permissions to prod-web-01. Next, produce the Engineering performance summary. Finally, verify ml-infer-05's health.",309,"approve_access -> generate_report, generate_report -> check_status",approve_access;generate_report;check_status,0->1;1->2,chain_medium,original,train
"The Engineering team needs us to escalate Bob's case to the on-call, followed by move Legal's stale data to cold storage.",274,escalate_to_human -> archive_data,escalate_to_human;archive_data,0->1,chain_short,original,train
All I need is for someone to save the changes for Diana to the DB.,52,db_write,db_write,,single_node,original,train
"Time to make a compliance log about Bob. After that, take a snapshot of cdn-edge-06's DB — then commit Frank's update to the database, and lastly restart the service on cdn-edge-06.",414,"backup_database -> db_write, db_write -> restart_service, log_audit_event -> backup_database",log_audit_event;backup_database;db_write;restart_service,0->1;1->2;2->3,chain_medium,original,train
"Time to activate the feature flag on payment-api-03, and then reassign cdn-edge-06 to Grace, followed by write the new data for #31450 back. Finally, loop in a Finance manager.",388,"db_write -> escalate_to_human, enable_feature_flag -> transfer_ownership, transfer_ownership -> db_write",enable_feature_flag;transfer_ownership;db_write;escalate_to_human,0->1;1->2;2->3,chain_medium,original,train
"We gotta move Engineering's stale data to cold storage. Next, cut off Alice's permissions. To wrap up, adjust the billing tier for Frank.",327,"archive_data -> revoke_access, revoke_access -> update_subscription",archive_data;revoke_access;update_subscription,0->1;1->2,chain_medium,original,train
"I need you to restart the main process on ml-infer-05. Once that's done, ping Charlie about it.",71,restart_service -> send_notification,restart_service;send_notification,0->1,chain_short,original,train
Look up Grace's profile and ping them about the new features.,3,db_read -> send_notification,db_read;send_notification,0->1,chain_short,original,train
"Urgent: send a heads-up to HR and book a maintenance window for prod-web-01. When all of that's complete, give Alice a new password.",491,"schedule_maintenance -> reset_password, send_notification -> reset_password",send_notification;schedule_maintenance;reset_password,0->2;1->2,fanin,original,train
"ASAP — wake up the on-call about prod-web-01, and then cold-store the old records for Alice.",274,escalate_to_human -> archive_data,escalate_to_human;archive_data,0->1,chain_short,original,train
"I need you to restart the service on auth-svc-04, followed by schedule maintenance for payment-api-03, then blast an alert to Legal, and lastly scan staging-db-02 for threats.",413,"restart_service -> schedule_maintenance, schedule_maintenance -> send_notification, send_notification -> scan_malware",restart_service;schedule_maintenance;send_notification;scan_malware,0->1;1->2;2->3,chain_medium,original,train
From Engineering: check the DB for Alice while also change Diana's plan and blast an alert to Finance.,110,"db_read -> send_notification, db_read -> update_subscription",db_read;update_subscription;send_notification,0->1;0->2,fanout,original,train
"For the HR team, record the event in Legal's log. Next, bounce prod-web-01.",258,log_audit_event -> restart_service,log_audit_event;restart_service,0->1,chain_short,original,train
Time to nuke Bob's old login and issue a fresh one and concurrently fire off a notification to Charlie and create an audit trail for #10234.,119,"reset_password -> log_audit_event, reset_password -> send_notification",reset_password;send_notification;log_audit_event,0->1;0->2,fanout,original,train
"The Legal team needs us to fetch #31450's info and ping staging-db-02 for a health check. Once both are done, whip up a report for HR. End with blast an alert to Engineering.",135,"check_status -> generate_report, db_read -> generate_report, generate_report -> send_notification",db_read;check_status;generate_report;send_notification,0->2;1->2;2->3,fanin,original,train
"Check the DB records and scan cdn-edge-06 for threats, then dump it all in the audit log.",12,"db_read -> log_audit_event, scan_malware -> log_audit_event",db_read;scan_malware;log_audit_event,0->2;1->2,fanin,original,train
"For the Finance team, see what's going on with cdn-edge-06 and run a malware sweep on staging-db-02. After those finish, make a compliance log about Bob.",494,"check_status -> log_audit_event, scan_malware -> log_audit_event",check_status;scan_malware;log_audit_event,0->2;1->2,fanin,original,train
"We gotta bring staging-db-02 back from the snapshot and lock down ml-infer-05, merge everything and give Grace access to HR's resources.",504,"quarantine_system -> approve_access, restore_backup -> approve_access",restore_backup;quarantine_system;approve_access,0->2;1->2,fanin,original,train
"Ticket INC-1198 says shelve Engineering's outdated data — then disable Alice's account on staging-db-02, and lastly downgrade Diana's account.",327,"archive_data -> revoke_access, revoke_access -> update_subscription",archive_data;revoke_access;update_subscription,0->1;1->2,chain_medium,original,train
"We gotta shut down the feature on ml-infer-05, then generate a new API key for auth-svc-04.",172,disable_feature_flag -> rotate_api_key,disable_feature_flag;rotate_api_key,0->1,chain_short,original,train
"Do me a favor and modify Alice's subscription, followed by change Diana's auth credentials. After that, refresh the API token for Finance. Last step: push the container image for Finance.",390,"reset_password -> rotate_api_key, rotate_api_key -> deploy_container, update_subscription -> reset_password",update_subscription;reset_password;rotate_api_key;deploy_container,0->1;1->2;2->3,chain_medium,original,train
Nuke Frank's old login and issue a fresh one and concurrently fire off a notification to Eve and record the event in Legal's log.,119,"reset_password -> log_audit_event, reset_password -> send_notification",reset_password;send_notification;log_audit_event,0->1;0->2,fanout,original,train
"From Engineering: email Alice the update. After that, turn on the feature flag for Finance. To wrap up, switch Eve to the new plan.",359,"enable_feature_flag -> update_subscription, send_notification -> enable_feature_flag",send_notification;enable_feature_flag;update_subscription,0->1;1->2,chain_medium,original,train
"Charlie is asking us to do a security check on ml-infer-05, and then blast an alert to HR — then put HR's historical data into the archive. To wrap up, stand up a new box for Legal.",412,"archive_data -> provision_vm, scan_malware -> send_notification, send_notification -> archive_data",scan_malware;send_notification;archive_data;provision_vm,0->1;1->2;2->3,chain_medium,original,train
"Frank reported an issue — push the refund through for #31450, then generate a new API key for auth-svc-04. To wrap up, save the changes for Grace to the DB.",332,"process_refund -> rotate_api_key, rotate_api_key -> db_write",process_refund;rotate_api_key;db_write,0->1;1->2,chain_medium,original,train
From Legal: check the DB for Alice while also change Bob's plan and blast an alert to Finance.,110,"db_read -> send_notification, db_read -> update_subscription",db_read;update_subscription;send_notification,0->1;0->2,fanout,original,train
