query,gt_tool,rank_of_one_node,top1_is_one_node,top1_dag_text,top1_cosine,gt_cosine
I need you to log a helpdesk issue for Engineering.,create_ticket,8,False,generate_report -> send_notification,0.5913904905319214,0.44111207127571106
I need you to raise a service request for Marketing.,create_ticket,6,True,send_notification,0.5737831592559814,0.4164202809333801
We should file a case for the HR team.,create_ticket,2,False,create_ticket -> scan_malware,0.5851362943649292,0.576140284538269
We should create a support case for staging-db-02.,create_ticket,3,False,create_ticket -> scan_malware,0.6157858967781067,0.5219804644584656
We should log an issue against prod-web-01.,create_ticket,6,False,create_ticket -> scan_malware,0.640802800655365,0.39634090662002563
We should raise an incident for cdn-edge-06.,create_ticket,4,False,create_ticket -> scan_malware,0.550899088382721,0.41751372814178467
We should submit a ticket for the Engineering group.,create_ticket,3,False,generate_report -> send_notification,0.5574539303779602,0.4861089885234833
We should open a service desk case for Alice.,create_ticket,2,False,create_ticket -> scan_malware,0.5243139266967773,0.5223249197006226
We should create a service request for prod-web-01.,create_ticket,9,False,create_ticket -> scan_malware,0.5465324521064758,0.3883812725543976
Let's file a case for the Marketing team.,create_ticket,2,False,generate_report -> send_notification,0.6141934990882874,0.5561442971229553
Let's log an issue against ml-infer-05.,create_ticket,5,False,create_ticket -> scan_malware,0.5628100037574768,0.39002832770347595
Let's raise a support request on behalf of Bob.,create_ticket,4,True,send_notification,0.580335795879364,0.4814889132976532
Let's open a tracking issue for cdn-edge-06.,create_ticket,3,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.6071941256523132,0.48715221881866455
Kindly open an incident ticket for staging-db-02.,create_ticket,2,False,create_ticket -> scan_malware,0.6294839978218079,0.574440598487854
Kindly file a case for the HR team.,create_ticket,2,False,generate_report -> send_notification,0.5885627269744873,0.5827082395553589
Kindly log an issue against cdn-edge-06.,create_ticket,7,False,create_ticket -> scan_malware,0.6154091358184814,0.37710314989089966
Kindly raise an incident for ml-infer-05.,create_ticket,6,False,create_ticket -> scan_malware,0.5370542407035828,0.4380967319011688
Kindly submit a ticket for host ml-infer-05.,create_ticket,3,False,create_ticket -> scan_malware,0.5782656073570251,0.4741440713405609
Kindly open a tracking case for Legal.,create_ticket,2,False,create_ticket -> scan_malware,0.5674704313278198,0.5538231134414673
Kindly create a service request for staging-db-02.,create_ticket,7,True,restart_service,0.528459906578064,0.415910542011261
forward the update to Charlie.,send_notification,2,True,update_subscription,0.5304494500160217,0.5142635703086853
Can you forward the latest update to Legal?,send_notification,2,False,generate_report -> send_notification,0.4693388044834137,0.4679742455482483
Could you forward the latest update to HR for me?,send_notification,2,False,generate_report -> send_notification,0.536822497844696,0.5213481187820435
We should forward the latest update to Engineering.,send_notification,2,False,generate_report -> send_notification,0.5590929388999939,0.4956500232219696
Let's forward the latest update to HR.,send_notification,2,False,generate_report -> send_notification,0.5702806711196899,0.5694171190261841
Kindly forward the latest update to HR.,send_notification,2,False,generate_report -> send_notification,0.5669772028923035,0.528782069683075
check prod-web-01 for indicators of compromise.,scan_malware,4,True,check_status,0.6275743842124939,0.5328574776649475
run an IOC check against cdn-edge-06.,scan_malware,2,False,create_ticket -> scan_malware,0.6900475025177002,0.6569823622703552
Please check payment-api-03 for indicators of compromise.,scan_malware,4,True,check_status,0.6057767271995544,0.5111017227172852
Please perform a threat scan on staging-db-02.,scan_malware,2,False,create_ticket -> scan_malware,0.7289237976074219,0.7272505760192871
Please scan payment-api-03 for suspicious artifacts.,scan_malware,2,False,create_ticket -> scan_malware,0.698356032371521,0.6830868721008301
Please run an IOC check against staging-db-02.,scan_malware,2,False,create_ticket -> scan_malware,0.6880509853363037,0.6418397426605225
Can you check payment-api-03 for indicators of compromise?,scan_malware,4,True,check_status,0.6261833310127258,0.4978005886077881
Could you scan payment-api-03 for malicious files for me?,scan_malware,2,False,create_ticket -> scan_malware,0.727043867111206,0.7230350971221924
Could you check prod-web-01 for indicators of compromise for me?,scan_malware,5,True,check_status,0.648377537727356,0.4965876340866089
Could you scan payment-api-03 for suspicious artifacts for me?,scan_malware,2,False,create_ticket -> scan_malware,0.6889354586601257,0.6736491918563843
Could you run an IOC check against staging-db-02 for me?,scan_malware,3,False,create_ticket -> scan_malware,0.6792224049568176,0.6301732659339905
I need you to run a malware scan on cdn-edge-06.,scan_malware,2,False,create_ticket -> scan_malware,0.7569313645362854,0.7482264637947083
I need you to scan auth-svc-04 for malicious files.,scan_malware,2,False,create_ticket -> scan_malware,0.7562142014503479,0.7313005328178406
I need you to check ml-infer-05 for indicators of compromise.,scan_malware,6,True,check_status,0.6491867303848267,0.4759290814399719
I need you to inspect cdn-edge-06 for malware activity.,scan_malware,2,False,create_ticket -> scan_malware,0.7273768782615662,0.7262510061264038
I need you to perform a threat scan on auth-svc-04.,scan_malware,2,False,create_ticket -> scan_malware,0.7550709843635559,0.7263191938400269
I need you to scan prod-web-01 for suspicious artifacts.,scan_malware,2,False,create_ticket -> scan_malware,0.7157196998596191,0.6842805743217468
I need you to run an IOC check against prod-web-01.,scan_malware,2,False,create_ticket -> scan_malware,0.6952887773513794,0.6524602174758911
We should scan cdn-edge-06 for malicious files.,scan_malware,2,False,create_ticket -> scan_malware,0.7584055662155151,0.7464818954467773
We should check staging-db-02 for indicators of compromise.,scan_malware,4,True,check_status,0.6351736783981323,0.5447215437889099
We should scan ml-infer-05 for suspicious artifacts.,scan_malware,2,False,create_ticket -> scan_malware,0.7180436849594116,0.6768975853919983
We should run an IOC check against ml-infer-05.,scan_malware,2,False,create_ticket -> scan_malware,0.7065597772598267,0.6829244494438171
Let's scan auth-svc-04 for malicious files.,scan_malware,2,False,create_ticket -> scan_malware,0.7463439106941223,0.7431516647338867
Let's check staging-db-02 for indicators of compromise.,scan_malware,4,True,check_status,0.6887792944908142,0.4856709837913513
Let's perform a threat scan on payment-api-03.,scan_malware,2,False,create_ticket -> scan_malware,0.7453456521034241,0.7340582013130188
Let's scan prod-web-01 for suspicious artifacts.,scan_malware,2,False,create_ticket -> scan_malware,0.6986373662948608,0.6912561058998108
Let's run an IOC check against payment-api-03.,scan_malware,2,False,create_ticket -> scan_malware,0.6961734294891357,0.6582794785499573
Kindly check staging-db-02 for indicators of compromise.,scan_malware,4,True,check_status,0.6385748386383057,0.5424355864524841
Kindly scan ml-infer-05 for suspicious artifacts.,scan_malware,2,False,create_ticket -> scan_malware,0.6983632445335388,0.6576194167137146
Kindly run an IOC check against auth-svc-04.,scan_malware,2,False,create_ticket -> scan_malware,0.6954335570335388,0.642351508140564
"When you have a moment, scan cdn-edge-06 for malicious files.",scan_malware,2,False,create_ticket -> scan_malware,0.7331959009170532,0.732539713382721
"When you have a moment, check staging-db-02 for indicators of compromise.",scan_malware,4,True,check_status,0.6600027084350586,0.4731290936470032
prepare the reporting bundle for Legal.,generate_report,3,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.6027069687843323,0.5564276576042175
Please generate a diagnostics report for payment-api-03.,generate_report,9,False,"check_status -> generate_report, db_read -> generate_report",0.6147288084030151,0.4719281792640686
Please build an operations summary for auth-svc-04.,generate_report,3,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.682136058807373,0.5916388034820557
Please prepare the reporting bundle for Finance.,generate_report,3,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.5955312252044678,0.5566838979721069
Please draft a metrics report for Finance.,generate_report,2,False,generate_report -> send_notification,0.6301649212837219,0.6256183385848999
Can you compile a health summary for payment-api-03?,generate_report,3,False,"check_status -> generate_report, db_read -> generate_report",0.6674801707267761,0.5782514810562134
Can you build an operations summary for cdn-edge-06?,generate_report,3,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.6803261637687683,0.6227640509605408
Can you prepare the reporting bundle for Legal?,generate_report,3,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.6139240264892578,0.5637875199317932
Can you draft a metrics report for Marketing?,generate_report,2,False,generate_report -> send_notification,0.6812703013420105,0.6521033048629761
Could you generate a diagnostics report for payment-api-03 for me?,generate_report,5,False,"check_status -> generate_report, db_read -> generate_report",0.6584163904190063,0.5250620245933533
Could you produce a compliance report for Marketing for me?,generate_report,2,False,generate_report -> send_notification,0.6542404890060425,0.6437390446662903
Could you prepare the reporting bundle for HR for me?,generate_report,3,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.6236834526062012,0.5809891223907471
Could you draft a metrics report for Marketing for me?,generate_report,2,False,generate_report -> send_notification,0.6764258742332458,0.6489378213882446
I need you to generate a diagnostics report for prod-web-01.,generate_report,8,False,"check_status -> generate_report, db_read -> generate_report",0.6056250333786011,0.4753952622413635
I need you to compile a health summary for prod-web-01.,generate_report,4,False,"check_status -> generate_report, db_read -> generate_report",0.6526000499725342,0.5382556915283203
I need you to build an operations summary for payment-api-03.,generate_report,3,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.6648534536361694,0.6047701835632324
I need you to prepare the reporting bundle for Engineering.,generate_report,3,False,generate_report -> send_notification,0.6390188336372375,0.5927311778068542
We should create an analytics report for cdn-edge-06.,generate_report,2,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.666296660900116,0.6571282148361206
We should produce a compliance report for Marketing.,generate_report,2,False,generate_report -> send_notification,0.6618186235427856,0.6589691638946533
We should build an operations summary for ml-infer-05.,generate_report,3,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.6573155522346497,0.5984929203987122
We should prepare the reporting bundle for Engineering.,generate_report,2,False,generate_report -> send_notification,0.6308675408363342,0.5753021240234375
We should draft a metrics report for Legal.,generate_report,2,False,generate_report -> send_notification,0.6842503547668457,0.6672580242156982
Let's produce a compliance report for Engineering.,generate_report,2,False,generate_report -> send_notification,0.6651901602745056,0.6578139662742615
Let's build a report package for Engineering.,generate_report,2,False,generate_report -> send_notification,0.6697221398353577,0.6576027870178223
Let's prepare the reporting bundle for HR.,generate_report,3,False,generate_report -> send_notification,0.6163010001182556,0.5904058814048767
Kindly generate a diagnostics report for cdn-edge-06.,generate_report,10,False,"check_status -> generate_report, db_read -> generate_report",0.599687933921814,0.3945274353027344
Kindly build a report package for Marketing.,generate_report,2,False,generate_report -> send_notification,0.6617418527603149,0.6502792835235596
Kindly prepare the reporting bundle for HR.,generate_report,3,False,generate_report -> send_notification,0.6242982745170593,0.5754348039627075
Kindly draft a metrics report for Engineering.,generate_report,2,False,generate_report -> send_notification,0.653121292591095,0.6053398251533508
"When you have a moment, generate a report for HR.",generate_report,2,False,generate_report -> send_notification,0.7178307771682739,0.6749353408813477
"When you have a moment, compile a summary for Marketing.",generate_report,2,False,generate_report -> send_notification,0.7143629789352417,0.6486309170722961
"When you have a moment, create an analytics report for cdn-edge-06.",generate_report,4,False,generate_report -> send_notification,0.6991246342658997,0.6354935169219971
bring the service on staging-db-02 back up.,restart_service,3,True,quarantine_system,0.5097376704216003,0.47063666582107544
Please bring the service on payment-api-03 back up.,restart_service,3,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.4821570813655853,0.4523293375968933
Can you bring the service on staging-db-02 back up?,restart_service,3,True,quarantine_system,0.5377744436264038,0.4570968747138977
Could you bring the service on auth-svc-04 back up for me?,restart_service,3,True,quarantine_system,0.5018336176872253,0.44503167271614075
I need you to bring the service on staging-db-02 back up.,restart_service,3,True,quarantine_system,0.5208223462104797,0.464498370885849
We should bring the service on prod-web-01 back up.,restart_service,4,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.4913933575153351,0.4174281358718872
Let's bring the service on prod-web-01 back up.,restart_service,3,True,quarantine_system,0.4920136630535126,0.46713531017303467
Kindly bring the service on cdn-edge-06 back up.,restart_service,4,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.5315385460853577,0.44616779685020447
route the issue to the Marketing manager.,escalate_to_human,3,False,generate_report -> send_notification,0.5321502089500427,0.4650747776031494
Please route the cdn-edge-06 incident to a live responder.,escalate_to_human,5,False,create_ticket -> scan_malware,0.5623449087142944,0.4797821640968323
Please send Charlie's case for human review.,escalate_to_human,3,False,generate_report -> send_notification,0.6631113290786743,0.4298813045024872
Please transfer Grace's case to a person.,escalate_to_human,4,True,create_ticket,0.5419658422470093,0.4459177851676941
Can you send the prod-web-01 issue for human handling?,escalate_to_human,3,True,send_notification,0.6164257526397705,0.5536212921142578
Can you send Grace's case for human review?,escalate_to_human,3,True,send_notification,0.6970411539077759,0.4111805558204651
Can you transfer Bob's case to a person?,escalate_to_human,3,True,create_ticket,0.5497580766677856,0.4230400621891022
Could you route the issue to the HR manager for me?,escalate_to_human,5,False,generate_report -> send_notification,0.5251092910766602,0.4745412766933441
Could you send Bob's case for human review for me?,escalate_to_human,4,False,generate_report -> send_notification,0.6523333191871643,0.41091227531433105
Could you escalate the request to someone in Marketing for me?,escalate_to_human,2,True,send_notification,0.6119288802146912,0.564116895198822
I need you to get the Legal team lead involved.,escalate_to_human,2,False,generate_report -> send_notification,0.5935750603675842,0.5464767813682556
I need you to transfer Alice's case to a person.,escalate_to_human,5,True,create_ticket,0.6082438230514526,0.43455007672309875
We should route the auth-svc-04 incident to a live responder.,escalate_to_human,4,False,create_ticket -> scan_malware,0.5773992538452148,0.48377150297164917
We should send Diana's case for human review.,escalate_to_human,4,False,generate_report -> send_notification,0.6745567917823792,0.4275979697704315
Let's send Grace's case for human review.,escalate_to_human,4,True,send_notification,0.6907690167427063,0.3934301435947418
Let's escalate the alert on auth-svc-04 to a person.,escalate_to_human,3,True,send_notification,0.7321112155914307,0.5149373412132263
Let's transfer Alice's case to a person.,escalate_to_human,4,True,create_ticket,0.5613254308700562,0.4369138777256012
Kindly send Bob's case for human review.,escalate_to_human,3,True,send_notification,0.6786981821060181,0.45154520869255066
Kindly transfer Alice's case to a person.,escalate_to_human,4,True,create_ticket,0.5574151277542114,0.47536829113960266
"When you have a moment, get a human to review the problem on prod-web-01.",escalate_to_human,2,False,create_ticket -> scan_malware,0.5302621722221375,0.5298132300376892
create a trail entry for auth-svc-04.,log_audit_event,7,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.5383276343345642,0.38869011402130127
Please write a compliance entry for payment-api-03.,log_audit_event,4,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.5501254200935364,0.45536208152770996
Please add a compliance record for Legal.,log_audit_event,2,False,generate_report -> send_notification,0.5638334155082703,0.528867781162262
Please document the action taken on payment-api-03.,log_audit_event,5,False,generate_report -> send_notification,0.5961861610412598,0.46368661522865295
Can you document the action taken on staging-db-02?,log_audit_event,2,False,generate_report -> send_notification,0.6006284356117249,0.5146158933639526
Could you create a trail entry for staging-db-02 for me?,log_audit_event,9,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.5307862758636475,0.36524057388305664
I need you to write a compliance entry for #42017.,log_audit_event,2,False,generate_report -> send_notification,0.6223191618919373,0.5355161428451538
I need you to capture the event associated with #60122.,log_audit_event,4,False,generate_report -> send_notification,0.5182029008865356,0.4799592196941376
I need you to create a trail entry for prod-web-01.,log_audit_event,9,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.5159061551094055,0.37145474553108215
We should write a compliance entry for cdn-edge-06.,log_audit_event,4,False,"create_ticket -> generate_report, quarantine_system -> generate_report",0.5799078941345215,0.47434476017951965
We should document the event linked to #31450.,log_audit_event,5,False,generate_report -> send_notification,0.6401868462562561,0.5060489177703857
