query,dag_id,dag_text,tools,edges,topo_family,source,split,strict_fix_applied,had_duplicate_node_labels,original_tools,tool_count,canonical_dag_hash,canonical_toolset_hash,num_nodes,num_edges,query_condition,structural_twin_group,heldout_topology,dataset_version
"Could you first gather the stored data and look up my account details? Once those are done, submit a help request. After the request is in place, check if my membership is active and confirm the system functionality simultaneously.",1,"create_support_ticket -> check_service_status, create_support_ticket -> read_subscription_status, read_database_record -> create_support_ticket, read_user_profile -> create_support_ticket",read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,train,FALSE,FALSE,read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,15,cdd682465be2d441,5f9fb64bedf6ff43,5,4,lexical,5f9fb64bedf6ff43,False,campaign_v4
"Please grab the database record first and also pull my profile information. After that, open a ticket to address the issue. Then, once the ticket is created, verify if my membership is active and check on the service status, both at the same time.",1,"create_support_ticket -> check_service_status, create_support_ticket -> read_subscription_status, read_database_record -> create_support_ticket, read_user_profile -> create_support_ticket",read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,train,FALSE,FALSE,read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,15,cdd682465be2d441,5f9fb64bedf6ff43,5,4,confusable,5f9fb64bedf6ff43,False,campaign_v4
"Start by retrieving the database information, and once that's done, simultaneously check the user profile, create a support ticket, and verify the subscription details. After the subscription status is confirmed, check the status of the service.",3,"read_database_record -> create_support_ticket, read_database_record -> read_subscription_status, read_database_record -> read_user_profile, read_subscription_status -> check_service_status",read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,15,d28222f94940565f,5f9fb64bedf6ff43,5,4,standard,5f9fb64bedf6ff43,False,campaign_v4
"Begin by pulling data from the database. Once that is complete, at the same time, gather the user's profile, generate a support ticket, and inspect the subscription status. After verifying the subscription, proceed to assess the service status.",3,"read_database_record -> create_support_ticket, read_database_record -> read_subscription_status, read_database_record -> read_user_profile, read_subscription_status -> check_service_status",read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,15,d28222f94940565f,5f9fb64bedf6ff43,5,4,paraphrase,5f9fb64bedf6ff43,False,campaign_v4
"The workflow starts with retrieving data from the database. Only after this step finishes can the tasks of reading the user profile, creating a support ticket, and checking the subscription status begin. These three tasks occur in parallel. Finally, the service status can be checked, but only after the subscription status has been verified.",3,"read_database_record -> create_support_ticket, read_database_record -> read_subscription_status, read_database_record -> read_user_profile, read_subscription_status -> check_service_status",read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,15,d28222f94940565f,5f9fb64bedf6ff43,5,4,structural_clear,5f9fb64bedf6ff43,False,campaign_v4
"First, access the database records. Once that step is done, you can proceed with three tasks simultaneously: accessing the user profile, opening a support ticket, and verifying the subscription. After completing the subscription check, you can move on to evaluating the service status.",3,"read_database_record -> create_support_ticket, read_database_record -> read_subscription_status, read_database_record -> read_user_profile, read_subscription_status -> check_service_status",read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,15,d28222f94940565f,5f9fb64bedf6ff43,5,4,structural_paraphrase,5f9fb64bedf6ff43,False,campaign_v4
"Start by gathering the necessary information from the main system, then use that to look up account details, log an issue report, and check membership details concurrently. After confirming the membership, move ahead to inspect how the service is functioning.",3,"read_database_record -> create_support_ticket, read_database_record -> read_subscription_status, read_database_record -> read_user_profile, read_subscription_status -> check_service_status",read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,15,d28222f94940565f,5f9fb64bedf6ff43,5,4,lexical,5f9fb64bedf6ff43,False,campaign_v4
"First, get the database details to ensure the system is ready. Then, at the same time, verify the user's account, report an issue for support, and confirm the subscription. After the subscription check is done, make sure the service is working as expected.",3,"read_database_record -> create_support_ticket, read_database_record -> read_subscription_status, read_database_record -> read_user_profile, read_subscription_status -> check_service_status",read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,read_database_record;read_user_profile;create_support_ticket;read_subscription_status;check_service_status,15,d28222f94940565f,5f9fb64bedf6ff43,5,4,confusable,5f9fb64bedf6ff43,False,campaign_v4
"First, review the access logs to gather any necessary information. Then, open a support ticket based on what you find. Finally, retrieve the corresponding database record for further investigation.",4,"create_support_ticket -> read_database_record, read_access_logs -> create_support_ticket",read_access_logs;create_support_ticket;read_database_record,0->1;1->2,chain_medium_3,azure_gpt4o,train,FALSE,FALSE,read_access_logs;create_support_ticket;read_database_record,15,4de18802d22fce97,48a05088905e6f9c,3,2,standard,48a05088905e6f9c,False,campaign_v4
"Start by examining the access logs. Once that’s done, proceed to file a support request. After the ticket is created, go ahead and fetch the related record from the database.",4,"create_support_ticket -> read_database_record, read_access_logs -> create_support_ticket",read_access_logs;create_support_ticket;read_database_record,0->1;1->2,chain_medium_3,azure_gpt4o,train,FALSE,FALSE,read_access_logs;create_support_ticket;read_database_record,15,4de18802d22fce97,48a05088905e6f9c,3,2,paraphrase,48a05088905e6f9c,False,campaign_v4
"This workflow is fully sequential. Begin with analyzing the access logs. Once that step is complete, initiate the creation of a support ticket. Finally, after the ticket is successfully created, access the database to retrieve the relevant record. Each task must finish before the next can begin.",4,"create_support_ticket -> read_database_record, read_access_logs -> create_support_ticket",read_access_logs;create_support_ticket;read_database_record,0->1;1->2,chain_medium_3,azure_gpt4o,train,FALSE,FALSE,read_access_logs;create_support_ticket;read_database_record,15,4de18802d22fce97,48a05088905e6f9c,3,2,structural_clear,48a05088905e6f9c,False,campaign_v4
"The process involves three dependent steps in sequence. First, the access logs must be reviewed. Only after that can you submit a support ticket. After the ticket creation step is done, the workflow concludes by pulling a database record related to the issue. Each task relies on the previous one being completed.",4,"create_support_ticket -> read_database_record, read_access_logs -> create_support_ticket",read_access_logs;create_support_ticket;read_database_record,0->1;1->2,chain_medium_3,azure_gpt4o,train,FALSE,FALSE,read_access_logs;create_support_ticket;read_database_record,15,4de18802d22fce97,48a05088905e6f9c,3,2,structural_paraphrase,48a05088905e6f9c,False,campaign_v4
"Start by looking through the log files for any activity that might need attention. After that, report the issue by opening a help request. Once you’ve done that, check the system's information storage to get the relevant details.",4,"create_support_ticket -> read_database_record, read_access_logs -> create_support_ticket",read_access_logs;create_support_ticket;read_database_record,0->1;1->2,chain_medium_3,azure_gpt4o,train,FALSE,FALSE,read_access_logs;create_support_ticket;read_database_record,15,4de18802d22fce97,48a05088905e6f9c,3,2,lexical,48a05088905e6f9c,False,campaign_v4
"I need to process some logs first to identify an issue. After that, I’ll escalate the problem by logging it with support. Finally, I need to pull up related details from the system database to complete the process.",4,"create_support_ticket -> read_database_record, read_access_logs -> create_support_ticket",read_access_logs;create_support_ticket;read_database_record,0->1;1->2,chain_medium_3,azure_gpt4o,train,FALSE,FALSE,read_access_logs;create_support_ticket;read_database_record,15,4de18802d22fce97,48a05088905e6f9c,3,2,confusable,48a05088905e6f9c,False,campaign_v4
"First, create a support ticket. Then, go ahead and reset the user's password. Next, retrieve the database record. After that, update the user's subscription plan. Finally, change the username as needed.",7,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> read_database_record, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,5c482e4485817d4b,2389b54280d88d77,5,4,standard,2389b54280d88d77,False,campaign_v4
"Start by opening a support ticket. Once that's done, proceed to reset the password for the user. Afterward, access the database to fetch the relevant record. Then, modify the subscription plan accordingly. Wrap up by updating the user's username.",7,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> read_database_record, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,5c482e4485817d4b,2389b54280d88d77,5,4,paraphrase,2389b54280d88d77,False,campaign_v4
"This process requires that each step is completed before moving to the next. First, a support ticket must be created, which is a prerequisite for resetting the user's password. After the password is reset, you'll need to access the database record. Once that's complete, the next step is to update the user's subscription plan. Finally, after all these steps, the username can be edited.",7,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> read_database_record, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,5c482e4485817d4b,2389b54280d88d77,5,4,structural_clear,2389b54280d88d77,False,campaign_v4
"The tasks in this workflow must be completed in a strict order. Begin by submitting a support ticket. After that, you can proceed with resetting the password. Following this, you'll need to retrieve the necessary database record. Once the record is accessed, update the user's subscription. Only after these steps can you proceed to change the username.",7,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> read_database_record, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,5c482e4485817d4b,2389b54280d88d77,5,4,structural_paraphrase,2389b54280d88d77,False,campaign_v4
"Start by logging an issue or request for assistance. After that, take steps to help the user regain access to their account. Then, retrieve information from the system's records. Once you've done that, make changes to the user's account type or service level. Finally, make adjustments to the user's display name if needed.",7,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> read_database_record, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,5c482e4485817d4b,2389b54280d88d77,5,4,lexical,2389b54280d88d77,False,campaign_v4
"First, report an issue that needs to be handled. Next, address the user's access issue by making the necessary changes. Then, check the system for the user's account details. Afterward, make updates to their service preferences. Lastly, modify their account name as required.",7,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> read_database_record, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;1->2;2->3;3->4,chain_long_5,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,5c482e4485817d4b,2389b54280d88d77,5,4,confusable,2389b54280d88d77,False,campaign_v4
"Start by creating a support ticket, then reset the user's password. At the same time, retrieve the user's information from the database. Once both the password is reset and the database info is retrieved, update their subscription plan. Finally, after the subscription and password changes are complete, edit the username.",9,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> edit_username, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,1fbb33aa36eb6249,2389b54280d88d77,5,4,standard,2389b54280d88d77,False,campaign_v4
"First, open a support ticket and reset the user's password. While that's happening, access the database to get their account details. After both the password reset and database lookup are done, proceed to adjust their subscription plan. Finally, change their username, but only after the earlier tasks are finished.",9,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> edit_username, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,1fbb33aa36eb6249,2389b54280d88d77,5,4,paraphrase,2389b54280d88d77,False,campaign_v4
"Begin by creating a support ticket. Once that’s done, reset the user's password. Concurrently, access the database to read a record. After both the password reset and the database check are complete, update the subscription plan. Finally, when the subscription plan and password reset are finished, proceed to edit the username.",9,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> edit_username, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,1fbb33aa36eb6249,2389b54280d88d77,5,4,structural_clear,2389b54280d88d77,False,campaign_v4
"The first step is to log a support ticket. After this, you can reset the password. At the same time as the password reset, retrieve the necessary details from the database. Once both the database retrieval and password reset are completed, move forward with updating the subscription. Finally, change the username, but only after the subscription and password updates are done.",9,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> edit_username, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,1fbb33aa36eb6249,2389b54280d88d77,5,4,structural_paraphrase,2389b54280d88d77,False,campaign_v4
"Start by submitting a help request for the user. Then, update their login credentials. At the same time, fetch their account details from the system. Once both the credentials and account data are updated, modify their plan to a new tier. Lastly, adjust their display name, but only when the other changes are finalized.",9,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> edit_username, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,1fbb33aa36eb6249,2389b54280d88d77,5,4,lexical,2389b54280d88d77,False,campaign_v4
"First, create a help ticket to track the issue and reset the user's login. Simultaneously, check their account information in the database. After both actions are completed, make changes to their plan details. Finally, update their name, ensuring the prior tasks have been completed first.",9,"create_support_ticket -> reset_user_password, read_database_record -> update_subscription_plan, reset_user_password -> edit_username, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,1fbb33aa36eb6249,2389b54280d88d77,5,4,confusable,2389b54280d88d77,False,campaign_v4
"Start by creating a support ticket. Once that’s done, reset the user’s password, update their subscription plan, and retrieve their database information at the same time. Finally, after the subscription has been updated, make changes to their username.",10,"create_support_ticket -> read_database_record, create_support_ticket -> reset_user_password, create_support_ticket -> update_subscription_plan, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,4c2820922a5eff80,2389b54280d88d77,5,4,standard,2389b54280d88d77,False,campaign_v4
"Please create a support ticket first. After that, you can handle the password reset, check the database for their details, and adjust their subscription plan all at once. Finally, update their username, but only after the subscription is updated.",10,"create_support_ticket -> read_database_record, create_support_ticket -> reset_user_password, create_support_ticket -> update_subscription_plan, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,4c2820922a5eff80,2389b54280d88d77,5,4,paraphrase,2389b54280d88d77,False,campaign_v4
"Start by opening a support ticket. After the ticket is created, three tasks can happen concurrently: resetting the user’s password, fetching their information from the database, and modifying their subscription plan. Once the subscription plan is updated, proceed to change their username.",10,"create_support_ticket -> read_database_record, create_support_ticket -> reset_user_password, create_support_ticket -> update_subscription_plan, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,4c2820922a5eff80,2389b54280d88d77,5,4,structural_clear,2389b54280d88d77,False,campaign_v4
"First, create a support ticket, as nothing else can begin without it. When the ticket is ready, you can carry out three actions at the same time: reset the password, access their account record, and adjust their subscription. After the subscription is modified, you can move on to edit their username.",10,"create_support_ticket -> read_database_record, create_support_ticket -> reset_user_password, create_support_ticket -> update_subscription_plan, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,4c2820922a5eff80,2389b54280d88d77,5,4,structural_paraphrase,2389b54280d88d77,False,campaign_v4
"Please start by submitting a help request. After that is resolved, you can work on updating the user’s login credentials, checking their account information, and changing their plan concurrently. Once the plan change is finalized, make the necessary updates to their account name.",10,"create_support_ticket -> read_database_record, create_support_ticket -> reset_user_password, create_support_ticket -> update_subscription_plan, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,4c2820922a5eff80,2389b54280d88d77,5,4,lexical,2389b54280d88d77,False,campaign_v4
"Create a support request first. When that’s done, you can simultaneously fix their access credentials, gather their account details, and make changes to their billing plan. After the billing update is complete, you can proceed with modifying the account’s display name.",10,"create_support_ticket -> read_database_record, create_support_ticket -> reset_user_password, create_support_ticket -> update_subscription_plan, update_subscription_plan -> edit_username",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->1;0->2;0->3;3->4,multi_branch_independent,azure_gpt4o,train,FALSE,FALSE,create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,15,4c2820922a5eff80,2389b54280d88d77,5,4,confusable,2389b54280d88d77,False,campaign_v4
"First, retrieve my user profile. Then, use it to look up the related database record. Finally, check if the service is running as expected.",11,"read_database_record -> check_service_status, read_user_profile -> read_database_record",read_user_profile;read_database_record;check_service_status,0->1;1->2,chain_medium_3,azure_gpt4o,train,FALSE,FALSE,read_user_profile;read_database_record;check_service_status,15,81fb0b7c6b74cee1,28b036a5001ddd4d,3,2,standard,28b036a5001ddd4d,False,campaign_v4
"Start by accessing the user profile information. After that, find the matching record in the database. Once that's done, verify the current status of the service.",11,"read_database_record -> check_service_status, read_user_profile -> read_database_record",read_user_profile;read_database_record;check_service_status,0->1;1->2,chain_medium_3,azure_gpt4o,train,FALSE,FALSE,read_user_profile;read_database_record;check_service_status,15,81fb0b7c6b74cee1,28b036a5001ddd4d,3,2,paraphrase,28b036a5001ddd4d,False,campaign_v4
"This workflow starts with reading the user's profile. Only after completing that step can the system retrieve the database record tied to the user. Once the record is accessed, the workflow concludes by checking the service's operational status.",11,"read_database_record -> check_service_status, read_user_profile -> read_database_record",read_user_profile;read_database_record;check_service_status,0->1;1->2,chain_medium_3,azure_gpt4o,train,FALSE,FALSE,read_user_profile;read_database_record;check_service_status,15,81fb0b7c6b74cee1,28b036a5001ddd4d,3,2,structural_clear,28b036a5001ddd4d,False,campaign_v4
"First, the system must gather details from the user's profile. After this step, it moves on to fetching the corresponding database record. Finally, using that information, it checks how the service is performing.",11,"read_database_record -> check_service_status, read_user_profile -> read_database_record",read_user_profile;read_database_record;check_service_status,0->1;1->2,chain_medium_3,azure_gpt4o,train,FALSE,FALSE,read_user_profile;read_database_record;check_service_status,15,81fb0b7c6b74cee1,28b036a5001ddd4d,3,2,structural_paraphrase,28b036a5001ddd4d,False,campaign_v4
"Begin by looking up account details to get user-specific information. Then, find the relevant entry in the storage system. After that, confirm whether the service is functioning properly.",11,"read_database_record -> check_service_status, read_user_profile -> read_database_record",read_user_profile;read_database_record;check_service_status,0->1;1->2,chain_medium_3,azure_gpt4o,train,FALSE,FALSE,read_user_profile;read_database_record;check_service_status,15,81fb0b7c6b74cee1,28b036a5001ddd4d,3,2,lexical,28b036a5001ddd4d,False,campaign_v4
