id,query,ground_truth,domain_note,ground_truth_tool,class_id,predicted_tool,correct,rank,top5_tools
19,Can you pull the details associated with #53698?,query_database,,db_read,0,db_read,True,1,db_read;generate_report;db_write;process_refund;log_audit_event
20,Can you fetch Alice's profile from the database?,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;scan_malware;reset_password
21,Can you read the record tied to Eve?,query_database,,db_read,0,generate_report,False,4,generate_report;log_audit_event;db_write;db_read;reset_password
22,Can you bring up the database entry for #20891?,query_database,,db_read,0,db_write,False,2,db_write;db_read;generate_report;create_ticket;log_audit_event
23,Can you read back the data for #60122?,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;check_status;scan_malware
24,Could you look up the record for #60122 for me?,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;create_ticket;check_status
25,Could you pull Frank's account details for me?,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;scan_malware;reset_password
26,Could you retrieve information on Eve for me?,query_database,,db_read,0,db_read,True,1,db_read;generate_report;log_audit_event;scan_malware;db_write
27,Could you check the database entry for Diana for me?,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;scan_malware
28,Could you fetch the record linked to #20891 for me?,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;create_ticket;log_audit_event
29,Could you search for transaction #42017 in the database for me?,query_database,,db_read,0,db_read,True,1,db_read;db_write;log_audit_event;generate_report;scan_malware
30,Could you bring up the database entry for #31450 for me?,query_database,,db_read,0,db_write,False,2,db_write;db_read;generate_report;create_ticket;log_audit_event
31,Could you read back the data for #10234 for me?,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;check_status;process_refund
32,I need you to look up the record for #20891.,query_database,,db_read,0,db_write,False,2,db_write;db_read;generate_report;create_ticket;process_refund
33,I need you to retrieve the entry for #60122.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;scan_malware;check_status
34,I need you to retrieve information on Diana.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;check_status;log_audit_event
35,I need you to pull the details associated with #31450.,query_database,,db_read,0,generate_report,False,2,generate_report;db_read;db_write;create_ticket;process_refund
36,I need you to fetch the record linked to #31450.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;create_ticket;process_refund
37,I need you to read the record tied to Bob.,query_database,,db_read,0,log_audit_event,False,3,log_audit_event;reset_password;db_read;process_refund;check_status
38,I need you to bring up Bob's account information.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;reset_password;scan_malware
39,I need you to search the database for Grace.,query_database,,db_read,0,db_read,True,1,db_read;log_audit_event;db_write;reset_password;generate_report
40,We should look up the record for Charlie.,query_database,,db_read,0,db_read,True,1,db_read;generate_report;reset_password;check_status;db_write
41,We should pull Alice's account details.,query_database,,db_read,0,generate_report,False,2,generate_report;db_read;db_write;log_audit_event;reset_password
42,We should retrieve information on Alice.,query_database,,db_read,0,db_read,True,1,db_read;generate_report;log_audit_event;db_write;send_notification
43,We should check the database entry for Diana.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;check_status
44,We should fetch the record linked to #10234.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;create_ticket;process_refund
45,We should read the record tied to Charlie.,query_database,,db_read,0,generate_report,False,4,generate_report;db_write;reset_password;db_read;log_audit_event
46,We should bring up Grace's account information.,query_database,,db_read,0,db_read,True,1,db_read;log_audit_event;generate_report;reset_password;db_write
47,We should search the database for Charlie.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;scan_malware;create_ticket
48,Let's look up the record for Charlie.,query_database,,db_read,0,db_read,True,1,db_read;reset_password;db_write;process_refund;check_status
49,Let's retrieve the entry for #10234.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;process_refund;check_status
50,Let's check the database for #60122.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;check_status;create_ticket
51,Let's pull the details associated with #42017.,query_database,,db_read,0,generate_report,False,4,generate_report;send_notification;provision_vm;db_read;update_subscription
52,Let's fetch Eve's profile from the database.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;scan_malware;provision_vm
53,Let's search for transaction #10234 in the database.,query_database,,db_read,0,db_read,True,1,db_read;log_audit_event;db_write;generate_report;check_status
54,Let's bring up Alice's account information.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;reset_password;update_subscription
55,Let's search the database for Eve.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;provision_vm;create_ticket
56,Kindly look up the record for #31450.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;create_ticket
57,Kindly pull Grace's account details.,query_database,,db_read,0,log_audit_event,False,2,log_audit_event;db_read;reset_password;process_refund;scan_malware
58,Kindly check the database for #60122.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;scan_malware;check_status
59,Kindly check the database entry for Eve.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;scan_malware
60,Kindly fetch Grace's profile from the database.,query_database,,db_read,0,db_read,True,1,db_read;scan_malware;db_write;generate_report;reset_password
61,Kindly read the record tied to Charlie.,query_database,,db_read,0,db_read,True,1,db_read;process_refund;db_write;reset_password;restart_service
62,Kindly bring up the database entry for #53698.,query_database,,db_read,0,db_write,False,2,db_write;db_read;generate_report;provision_vm;create_ticket
63,Kindly search the database for Bob.,query_database,,db_read,0,db_read,True,1,db_read;db_write;generate_report;reset_password;check_status
64,"When you have a moment, look up the record for Frank.",query_database,,db_read,0,check_status,False,2,check_status;db_read;create_ticket;restart_service;generate_report
65,"When you have a moment, retrieve the entry for #10234.",query_database,,db_read,0,db_read,True,1,db_read;check_status;process_refund;log_audit_event;generate_report
66,"When you have a moment, retrieve information on Frank.",query_database,,db_read,0,db_read,True,1,db_read;check_status;generate_report;send_notification;db_write
67,save the latest data for Bob to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;send_notification
68,write Grace's updated information back to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;log_audit_event;reset_password
69,persist the database changes for Marketing.,update_database,,db_write,1,db_write,True,1,db_write;update_subscription;db_read;generate_report;process_refund
70,commit the new record for Alice to the database.,update_database,,db_write,1,db_write,True,1,db_write;create_ticket;generate_report;provision_vm;db_read
71,update the stored Finance settings in the database.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;update_subscription;reset_password
72,store the revised details for Grace.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;log_audit_event;process_refund;db_read
73,push the latest update for #10234 into the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;provision_vm;generate_report;create_ticket
74,apply the database update for Diana.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;create_ticket
75,Please save the changes for #31450 to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;create_ticket
76,Please write Diana's updated information back to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;log_audit_event
77,Please persist the changes for Frank.,update_database,,db_write,1,provision_vm,False,3,provision_vm;update_subscription;db_write;send_notification;restart_service
78,Please commit the new record for Grace to the database.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;reset_password;log_audit_event;create_ticket
79,Please update the database entry for #31450.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;create_ticket
80,Please write the revised Finance config back.,update_database,,db_write,1,process_refund,False,2,process_refund;db_write;update_subscription;reset_password;generate_report
81,Please push the Marketing database changes live.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;update_subscription;send_notification
82,Please apply the database update for Finance.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;process_refund;reset_password
83,Can you save the latest data for Frank to the database?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;create_ticket
84,Can you write Charlie's updated information back to the database?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;process_refund;send_notification
85,Can you persist the database update for #53698?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;update_subscription
86,Can you commit the new record for Frank to the database?,update_database,,db_write,1,db_write,True,1,db_write;create_ticket;db_read;generate_report;provision_vm
87,Can you update the stored Finance settings in the database?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;update_subscription;reset_password
88,Can you store the revised data tied to #53698?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;update_subscription;create_ticket
89,Can you push Frank's data update into the database?,update_database,,db_write,1,db_write,True,1,db_write;db_read;provision_vm;generate_report;create_ticket
90,Can you apply the database update for Bob?,update_database,,db_write,1,db_write,True,1,db_write;db_read;provision_vm;reset_password;create_ticket
91,Could you store the Finance configuration in the database for me?,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;reset_password;update_subscription
92,Could you write the updated data for #42017 back to the database for me?,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;create_ticket
93,Could you persist the changes for Diana for me?,update_database,,db_write,1,db_write,True,1,db_write;provision_vm;update_subscription;create_ticket;reset_password
94,Could you commit the new record for Charlie to the database for me?,update_database,,db_write,1,db_write,True,1,db_write;create_ticket;db_read;generate_report;provision_vm
95,Could you update the database entry for Frank for me?,update_database,,db_write,1,db_write,True,1,db_write;db_read;create_ticket;provision_vm;generate_report
96,Could you store the revised data tied to #60122 for me?,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;create_ticket;update_subscription
97,Could you push Eve's data update into the database for me?,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;create_ticket
98,Could you apply the database update for Bob for me?,update_database,,db_write,1,db_write,True,1,db_write;db_read;create_ticket;provision_vm;reset_password
99,I need you to save the latest data for Frank to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;create_ticket
100,I need you to write Charlie's updated information back to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;send_notification
101,I need you to persist the changes for Grace.,update_database,,db_write,1,reset_password,False,3,reset_password;log_audit_event;db_write;process_refund;update_subscription
102,I need you to commit the Engineering configuration update.,update_database,,db_write,1,provision_vm,False,5,provision_vm;generate_report;create_ticket;reset_password;db_write
103,I need you to update the database entry for Grace.,update_database,,db_write,1,db_write,True,1,db_write;db_read;reset_password;log_audit_event;generate_report
104,I need you to store the revised details for Alice.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;process_refund;create_ticket
105,I need you to push Grace's data update into the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;create_ticket
106,I need you to apply the database write for #31450.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;create_ticket;provision_vm
107,We should save the latest data for Diana to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;create_ticket
108,We should write Charlie's updated information back to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;send_notification;provision_vm
109,We should persist the database update for #10234.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;restart_service
110,We should commit the new record for Bob to the database.,update_database,,db_write,1,db_write,True,1,db_write;provision_vm;create_ticket;generate_report;send_notification
111,We should update the database entry for Eve.,update_database,,db_write,1,db_write,True,1,db_write;provision_vm;generate_report;db_read;create_ticket
112,We should store the revised details for Frank.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;update_subscription;provision_vm;send_notification
113,We should push Charlie's data update into the database.,update_database,,db_write,1,db_write,True,1,db_write;provision_vm;generate_report;send_notification;db_read
114,We should apply the database update for Finance.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;process_refund;reset_password
115,Let's save the latest data for Frank to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;create_ticket
116,Let's write the updated data for #42017 back to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;send_notification
117,Let's persist the database update for #42017.,update_database,,db_write,1,db_write,True,1,db_write;provision_vm;db_read;generate_report;create_ticket
118,Let's commit the Legal configuration update.,update_database,,db_write,1,process_refund,False,9,process_refund;update_subscription;provision_vm;reset_password;create_ticket
119,Let's update the database entry for Bob.,update_database,,db_write,1,db_write,True,1,db_write;db_read;provision_vm;create_ticket;generate_report
120,Let's store the revised details for Charlie.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;send_notification;provision_vm;update_subscription
121,Let's push Bob's data update into the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;send_notification
122,Let's apply the database update for Bob.,update_database,,db_write,1,db_write,True,1,db_write;db_read;provision_vm;restart_service;reset_password
123,Kindly save the latest data for Frank to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;create_ticket
124,Kindly write Eve's updated information back to the database.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;send_notification
125,Kindly persist the changes for Eve.,update_database,,db_write,1,provision_vm,False,2,provision_vm;db_write;update_subscription;send_notification;generate_report
126,Kindly commit the new record for Charlie to the database.,update_database,,db_write,1,db_write,True,1,db_write;provision_vm;create_ticket;db_read;generate_report
127,Kindly update the database entry for Frank.,update_database,,db_write,1,db_write,True,1,db_write;db_read;provision_vm;generate_report;create_ticket
128,Kindly store the revised details for Eve.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;provision_vm;send_notification;db_read
129,Kindly push Diana's data update into the database.,update_database,,db_write,1,db_write,True,1,db_write;generate_report;db_read;provision_vm;create_ticket
130,Kindly apply the database update for HR.,update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;reset_password;update_subscription
131,"When you have a moment, save the latest data for Diana to the database.",update_database,,db_write,1,db_read,False,2,db_read;db_write;generate_report;provision_vm;create_ticket
132,"When you have a moment, write the updated data for #31450 back to the database.",update_database,,db_write,1,db_write,True,1,db_write;db_read;generate_report;provision_vm;process_refund
133,"When you have a moment, persist the changes for Bob.",update_database,,db_write,1,restart_service,False,7,restart_service;process_refund;quarantine_system;update_subscription;provision_vm
134,reset Bob's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;restart_service;quarantine_system;log_audit_event
135,issue a new password for Eve.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;provision_vm;update_subscription;scan_malware
136,force a password reset for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;escalate_to_human;update_subscription
137,rotate Grace's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;update_subscription;process_refund;scan_malware
138,replace Alice's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;update_subscription;escalate_to_human
139,set a fresh password for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;update_subscription;scan_malware
140,trigger a credential reset for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;restart_service;log_audit_event;escalate_to_human
141,invalidate the old password and create a new one for Bob.,reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;update_subscription;log_audit_event;provision_vm
142,Please reset Frank's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;restart_service;quarantine_system;process_refund;update_subscription
143,Please issue a new password for Bob.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;create_ticket;provision_vm
144,Please force a password reset for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;update_subscription;scan_malware
145,Please rotate Frank's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;quarantine_system;update_subscription;restart_service;log_audit_event
146,Please replace Diana's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;db_write;scan_malware
147,Please set a fresh password for Eve.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;provision_vm;scan_malware;db_write
148,Please trigger a credential reset for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;log_audit_event;escalate_to_human;restart_service
149,Please invalidate the old password and create a new one for Diana.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;db_write;provision_vm;process_refund
150,Can you reset Diana's password?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;db_read;process_refund;db_write
151,Can you issue a new password for Eve?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;provision_vm;scan_malware;create_ticket
152,Can you force a password reset for Diana?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;restart_service;quarantine_system
153,Can you rotate Eve's login credentials?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;update_subscription;quarantine_system;scan_malware
154,Can you replace Charlie's current password?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;quarantine_system;scan_malware
155,Can you set a fresh password for Eve?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;db_write;scan_malware;provision_vm
156,Can you trigger a credential reset for Grace?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;restart_service;update_subscription
157,Can you invalidate the old password and create a new one for Alice?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;db_write;update_subscription
158,Could you reset Frank's password for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;scan_malware;quarantine_system
159,Could you issue a new password for Frank for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;create_ticket;scan_malware;process_refund
160,Could you force a password reset for Alice for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;create_ticket;escalate_to_human
161,Could you rotate Grace's login credentials for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;scan_malware;update_subscription
162,Could you replace Charlie's current password for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;scan_malware;process_refund;update_subscription
163,Could you set a fresh password for Grace for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;scan_malware;generate_report
164,Could you trigger a credential reset for Frank for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;restart_service;log_audit_event;update_subscription
165,Could you invalidate the old password and create a new one for Charlie for me?,reset_password,,reset_password,2,reset_password,True,1,reset_password;db_write;log_audit_event;provision_vm;process_refund
166,I need you to reset Alice's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;db_write;generate_report
167,I need you to issue a new password for Charlie.,reset_password,,reset_password,2,reset_password,True,1,reset_password;create_ticket;scan_malware;log_audit_event;provision_vm
168,I need you to force a password reset for Diana.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;quarantine_system;db_write
169,I need you to rotate Bob's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;quarantine_system;process_refund;update_subscription
170,I need you to replace Diana's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;db_read;db_write;scan_malware
171,I need you to set a fresh password for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;create_ticket;db_write
172,I need you to trigger a credential reset for Frank.,reset_password,,reset_password,2,reset_password,True,1,reset_password;restart_service;process_refund;provision_vm;log_audit_event
173,I need you to invalidate the old password and create a new one for Frank.,reset_password,,reset_password,2,reset_password,True,1,reset_password;provision_vm;db_write;update_subscription;create_ticket
174,We should reset Charlie's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;quarantine_system;process_refund;provision_vm;restart_service
175,We should issue a new password for Eve.,reset_password,,reset_password,2,reset_password,True,1,reset_password;provision_vm;log_audit_event;create_ticket;update_subscription
176,We should force a password reset for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;update_subscription;quarantine_system
177,We should rotate Bob's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;quarantine_system;update_subscription;process_refund
178,We should replace Eve's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;update_subscription;provision_vm;quarantine_system
179,We should set a fresh password for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;update_subscription;db_write
180,We should trigger a credential reset for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;restart_service;update_subscription
181,We should invalidate the old password and create a new one for Frank.,reset_password,,reset_password,2,reset_password,True,1,reset_password;provision_vm;update_subscription;db_write;create_ticket
182,Let's reset Grace's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;update_subscription;restart_service
183,Let's issue a new password for Frank.,reset_password,,reset_password,2,reset_password,True,1,reset_password;create_ticket;provision_vm;log_audit_event;escalate_to_human
184,Let's force a password reset for Eve.,reset_password,,reset_password,2,reset_password,True,1,reset_password;provision_vm;quarantine_system;log_audit_event;update_subscription
185,Let's rotate Bob's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;log_audit_event;quarantine_system;update_subscription
186,Let's replace Bob's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;quarantine_system;update_subscription
187,Let's set a fresh password for Charlie.,reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;provision_vm;quarantine_system;db_write
188,Let's trigger a credential reset for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;log_audit_event;restart_service;update_subscription
189,Let's invalidate the old password and create a new one for Bob.,reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;provision_vm;db_write;update_subscription
190,Kindly reset Eve's password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;quarantine_system;scan_malware;provision_vm
191,Kindly issue a new password for Grace.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;scan_malware;update_subscription
192,Kindly force a password reset for Eve.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;quarantine_system;provision_vm;scan_malware
193,Kindly rotate Alice's login credentials.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;update_subscription;escalate_to_human
194,Kindly replace Eve's current password.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;scan_malware;update_subscription;quarantine_system
195,Kindly set a fresh password for Charlie.,reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;log_audit_event;quarantine_system;scan_malware
196,Kindly trigger a credential reset for Diana.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;restart_service;escalate_to_human
197,Kindly invalidate the old password and create a new one for Alice.,reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;db_write;provision_vm
198,"When you have a moment, reset Alice's password.",reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;quarantine_system;restart_service
199,"When you have a moment, issue a new password for Charlie.",reset_password,,reset_password,2,reset_password,True,1,reset_password;process_refund;quarantine_system;log_audit_event;scan_malware
200,"When you have a moment, force a password reset for Grace.",reset_password,,reset_password,2,reset_password,True,1,reset_password;log_audit_event;process_refund;restart_service;quarantine_system
201,open an incident ticket for payment-api-03.,create_ticket,,create_ticket,3,log_audit_event,False,2,log_audit_event;create_ticket;process_refund;generate_report;escalate_to_human
202,file a case for Bob.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;process_refund;send_notification;restart_service
203,create a support case for prod-web-01.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;provision_vm;escalate_to_human;restart_service;send_notification
204,log a helpdesk issue for Bob.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;log_audit_event;escalate_to_human;process_refund;reset_password
205,raise a service request for HR.,create_ticket,,create_ticket,3,escalate_to_human,False,5,escalate_to_human;update_subscription;provision_vm;restart_service;create_ticket
206,submit a ticket for Alice.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;log_audit_event;process_refund;reset_password
207,open a service desk case for Alice.,create_ticket,,create_ticket,3,escalate_to_human,False,2,escalate_to_human;create_ticket;send_notification;provision_vm;generate_report
208,create a tracking issue for Frank.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;provision_vm;escalate_to_human;generate_report;process_refund
209,Please open an incident ticket for auth-svc-04.,create_ticket,,create_ticket,3,log_audit_event,False,3,log_audit_event;reset_password;create_ticket;scan_malware;process_refund
210,Please file a case for Alice.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;log_audit_event;process_refund;send_notification
211,Please create a support case for ml-infer-05.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;send_notification;generate_report;provision_vm;update_subscription
212,Please log an issue against staging-db-02.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;log_audit_event;generate_report;db_write;db_read
213,Please raise a service request for Finance.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;provision_vm;escalate_to_human;update_subscription;process_refund
214,Please submit a ticket for Frank.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;reset_password;escalate_to_human;log_audit_event;process_refund
215,Please open a service desk case for Diana.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;provision_vm;generate_report;db_write
216,Please create a support issue for HR.,create_ticket,,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;generate_report;provision_vm;reset_password
