query,ground_truth,domain_note
All I need is for someone to move Finance's stale data to cold storage.,archive_data,
Just shelve HR's outdated data. Nothing else needed.,archive_data,
All I need is for someone to archive Diana's old records.,archive_data,
Just archive the old entries for Alice. Nothing else needed.,archive_data,
Simple request — cold-store the old records for Grace and we're good.,archive_data,
All I need is for someone to cold-store the old records for Alice.,archive_data,
Just assign the admin role to Grace. Nothing else needed.,assign_role,
"For the Finance team, assign the admin role to Alice.",assign_role,
Just attach the operator role to Frank. Nothing else needed.,assign_role,
All I need is for someone to set Bob up with read-write access.,assign_role,
Simple request — grant Grace the Legal manager role and we're good.,assign_role,
We gotta give Eve the editor permission.,assign_role,
All I need is for someone to assign the admin role to Alice.,assign_role,
All I need is for someone to add the reviewer role to Diana's account.,assign_role,
Quick one — grant Diana the HR manager role.,assign_role,
All I need is for someone to grant Diana the HR manager role.,assign_role,
All I need is for someone to add the reviewer role to Charlie's account.,assign_role,
Quick task: grant Eve the Engineering manager role.,assign_role,
All I need is for someone to attach the operator role to Frank.,assign_role,
Simple request — add the reviewer role to Frank's account and we're good.,assign_role,
ASAP — attach the operator role to Alice.,assign_role,
Simple request — attach the operator role to Frank and we're good.,assign_role,
Simple request — grant Eve the Marketing manager role and we're good.,assign_role,
Simple request — add the reviewer role to Grace's account and we're good.,assign_role,
Simple request — attach the operator role to Frank and we're good.,assign_role,
All I need is for someone to attach the operator role to Charlie.,assign_role,
Just assign the admin role to Alice. Nothing else needed.,assign_role,
All I need is for someone to give Charlie the editor permission.,assign_role,
Simple request — grant Diana the Finance manager role and we're good.,assign_role,
Simple request — attach the operator role to Diana and we're good.,assign_role,
I need you to assign the admin role to Alice.,assign_role,
All I need is for someone to grant Frank the Marketing manager role.,assign_role,
"For the Finance team, assign the admin role to Eve.",assign_role,
All I need is for someone to give Eve the editor permission.,assign_role,
Simple request — grant Alice the Marketing manager role and we're good.,assign_role,
All I need is for someone to set Grace up with read-write access.,assign_role,
Quick task: attach the operator role to Frank.,assign_role,
I need you to add the reviewer role to Eve's account.,assign_role,
Quick one — set Eve up with read-write access.,assign_role,
"Hey, can you add the reviewer role to Bob's account.",assign_role,
Quick task: add the reviewer role to Bob's account.,assign_role,
Simple request — grant Charlie the Finance manager role and we're good.,assign_role,
All I need is for someone to add the reviewer role to Eve's account.,assign_role,
Just add the reviewer role to Grace's account. Nothing else needed.,assign_role,
Quick task: assign the admin role to Eve.,assign_role,
Just assign the admin role to Alice. Nothing else needed.,assign_role,
All I need is for someone to add the reviewer role to Eve's account.,assign_role,
All I need is for someone to attach the operator role to Charlie.,assign_role,
Simple request — add the reviewer role to Diana's account and we're good.,assign_role,
All I need is for someone to add the reviewer role to Alice's account.,assign_role,
Simple request — assign the admin role to Alice and we're good.,assign_role,
Quick task: add the reviewer role to Charlie's account.,assign_role,
Simple request — give Grace the editor permission and we're good.,assign_role,
The Marketing team needs us to add the reviewer role to Grace's account.,assign_role,
Simple request — assign the admin role to Bob and we're good.,assign_role,
Just assign the admin role to Alice. Nothing else needed.,assign_role,
From HR: assign the admin role to Bob.,assign_role,
Quick task: set Alice up with read-write access.,assign_role,
Quick task: add the reviewer role to Alice's account.,assign_role,
Just add the reviewer role to Frank's account. Nothing else needed.,assign_role,
Just add the reviewer role to Diana's account. Nothing else needed.,assign_role,
Quick task: add the reviewer role to Grace's account.,assign_role,
Simple request — add the reviewer role to Alice's account and we're good.,assign_role,
Simple request — add the reviewer role to Grace's account and we're good.,assign_role,
All I need is for someone to add the reviewer role to Eve's account.,assign_role,
Quick task: give Grace the editor permission.,assign_role,
Simple request — attach the operator role to Bob and we're good.,assign_role,
All I need is for someone to attach the operator role to Bob.,assign_role,
Quick task: set Frank up with read-write access.,assign_role,
All I need is for someone to attach the operator role to Diana.,assign_role,
Time to grant Eve the Finance manager role.,assign_role,
Quick task: give Charlie the editor permission.,assign_role,
Simple request — add the reviewer role to Eve's account and we're good.,assign_role,
Simple request — add the attacker's IP to the firewall blocklist and we're good.,block_ip_address,
Please block the suspicious IP hitting ml-infer-05.,block_ip_address,
Just drop all traffic from that address on auth-svc-04. Nothing else needed.,block_ip_address,
"Hey, can you deny traffic from that IP on staging-db-02.",block_ip_address,
All I need is for someone to blacklist the IP that's flooding ml-infer-05.,block_ip_address,
Quick task: firewall off the offending IP on cdn-edge-06.,block_ip_address,
Simple request — deny traffic from that IP on cdn-edge-06 and we're good.,block_ip_address,
Just block the suspicious IP hitting staging-db-02. Nothing else needed.,block_ip_address,
All I need is for someone to drop all traffic from that address on cdn-edge-06.,block_ip_address,
Charlie reported an issue — firewall off the offending IP on auth-svc-04.,block_ip_address,
Quick task: drop all traffic from that address on cdn-edge-06.,block_ip_address,
Quick task: drop all traffic from that address on cdn-edge-06.,block_ip_address,
Simple request — firewall off the offending IP on payment-api-03 and we're good.,block_ip_address,
Just firewall off the offending IP on auth-svc-04. Nothing else needed.,block_ip_address,
Urgent: deny traffic from that IP on ml-infer-05.,block_ip_address,
Simple request — deny traffic from that IP on auth-svc-04 and we're good.,block_ip_address,
Simple request — deny traffic from that IP on prod-web-01 and we're good.,block_ip_address,
Simple request — block the suspicious IP hitting staging-db-02 and we're good.,block_ip_address,
I need you to block the suspicious IP hitting staging-db-02.,block_ip_address,
All I need is for someone to blacklist the IP that's flooding prod-web-01.,block_ip_address,
Simple request — deny traffic from that IP on payment-api-03 and we're good.,block_ip_address,
All I need is for someone to deny traffic from that IP on prod-web-01.,block_ip_address,
All I need is for someone to deny traffic from that IP on ml-infer-05.,block_ip_address,
Time to add the attacker's IP to the firewall blocklist.,block_ip_address,
Quick task: add the attacker's IP to the firewall blocklist.,block_ip_address,
I need you to block the suspicious IP hitting ml-infer-05.,block_ip_address,
Quick task: deny traffic from that IP on staging-db-02.,block_ip_address,
Eve reported an issue — add the attacker's IP to the firewall blocklist.,block_ip_address,
Simple request — add the attacker's IP to the firewall blocklist and we're good.,block_ip_address,
Just add the attacker's IP to the firewall blocklist. Nothing else needed.,block_ip_address,
We gotta drop all traffic from that address on staging-db-02.,block_ip_address,
Simple request — add the attacker's IP to the firewall blocklist and we're good.,block_ip_address,
Quick task: firewall off the offending IP on prod-web-01.,block_ip_address,
Just firewall off the offending IP on prod-web-01. Nothing else needed.,block_ip_address,
We gotta blacklist the IP that's flooding cdn-edge-06.,block_ip_address,
Simple request — deny traffic from that IP on cdn-edge-06 and we're good.,block_ip_address,
I need you to deny traffic from that IP on prod-web-01.,block_ip_address,
Just blacklist the IP that's flooding staging-db-02. Nothing else needed.,block_ip_address,
Quick task: add the attacker's IP to the firewall blocklist.,block_ip_address,
All I need is for someone to blacklist the IP that's flooding prod-web-01.,block_ip_address,
Do me a favor and drop all traffic from that address on prod-web-01.,block_ip_address,
Quick task: drop all traffic from that address on payment-api-03.,block_ip_address,
Alice is asking us to drop all traffic from that address on ml-infer-05.,block_ip_address,
Quick task: blacklist the IP that's flooding staging-db-02.,block_ip_address,
"Per Charlie's request, firewall off the offending IP on cdn-edge-06.",block_ip_address,
Just drop all traffic from that address on auth-svc-04. Nothing else needed.,block_ip_address,
Simple request — deny traffic from that IP on staging-db-02 and we're good.,block_ip_address,
Simple request — blacklist the IP that's flooding ml-infer-05 and we're good.,block_ip_address,
Just deny traffic from that IP on staging-db-02. Nothing else needed.,block_ip_address,
Just drop all traffic from that address on cdn-edge-06. Nothing else needed.,block_ip_address,
All I need is for someone to block the suspicious IP hitting ml-infer-05.,block_ip_address,
Just deny traffic from that IP on ml-infer-05. Nothing else needed.,block_ip_address,
Quick task: add the attacker's IP to the firewall blocklist.,block_ip_address,
Urgent: add the attacker's IP to the firewall blocklist.,block_ip_address,
All I need is for someone to drop all traffic from that address on auth-svc-04.,block_ip_address,
Simple request — deny traffic from that IP on staging-db-02 and we're good.,block_ip_address,
All I need is for someone to drop all traffic from that address on auth-svc-04.,block_ip_address,
Urgent: drop all traffic from that address on auth-svc-04.,block_ip_address,
All I need is for someone to drop all traffic from that address on staging-db-02.,block_ip_address,
Simple request — drop all traffic from that address on prod-web-01 and we're good.,block_ip_address,
Simple request — firewall off the offending IP on prod-web-01 and we're good.,block_ip_address,
Simple request — drop all traffic from that address on cdn-edge-06 and we're good.,block_ip_address,
Simple request — deny traffic from that IP on auth-svc-04 and we're good.,block_ip_address,
All I need is for someone to block the suspicious IP hitting payment-api-03.,block_ip_address,
Just block the suspicious IP hitting auth-svc-04. Nothing else needed.,block_ip_address,
Quick one — blacklist the IP that's flooding auth-svc-04.,block_ip_address,
All I need is for someone to block the suspicious IP hitting auth-svc-04.,block_ip_address,
We gotta assess cdn-edge-06's status.,check_status,
Simple request — verify prod-web-01's health and we're good.,check_status,
"Hey, can you ping cdn-edge-06 for a health check.",check_status,
Quick task: ping cdn-edge-06 for a health check.,check_status,
Quick task: verify cdn-edge-06's health.,check_status,
All I need is for someone to diagnose prod-web-01.,check_status,
All I need is for someone to assess prod-web-01's status.,check_status,
Quick task: verify auth-svc-04's health.,check_status,
From Marketing: check if cdn-edge-06 is up.,check_status,
Quick task: check if prod-web-01 is up.,check_status,
Quick task: assess staging-db-02's status.,check_status,
Quick task: verify staging-db-02's health.,check_status,
All I need is for someone to ping staging-db-02 for a health check.,check_status,
All I need is for someone to diagnose ml-infer-05.,check_status,
Simple request — ping auth-svc-04 for a health check and we're good.,check_status,
Simple request — assess staging-db-02's status and we're good.,check_status,
Quick task: check if auth-svc-04 is up.,check_status,
Quick task: assess staging-db-02's status.,check_status,
Charlie reported an issue — verify auth-svc-04's health.,check_status,
Quick task: ping staging-db-02 for a health check.,check_status,
Just check if prod-web-01 is up. Nothing else needed.,check_status,
Do me a favor and assess auth-svc-04's status.,check_status,
All I need is for someone to ping ml-infer-05 for a health check.,check_status,
Just see what's going on with prod-web-01. Nothing else needed.,check_status,
Simple request — assess prod-web-01's status and we're good.,check_status,
Quick task: see what's going on with cdn-edge-06.,check_status,
All I need is for someone to see what's going on with ml-infer-05.,check_status,
All I need is for someone to diagnose prod-web-01.,check_status,
I need you to assess prod-web-01's status.,check_status,
All I need is for someone to assess staging-db-02's status.,check_status,
Just see what's going on with staging-db-02. Nothing else needed.,check_status,
Simple request — see what's going on with auth-svc-04 and we're good.,check_status,
Just assess auth-svc-04's status. Nothing else needed.,check_status,
I need you to diagnose auth-svc-04.,check_status,
I need you to verify staging-db-02's health.,check_status,
Quick task: diagnose auth-svc-04.,check_status,
All I need is for someone to ping prod-web-01 for a health check.,check_status,
All I need is for someone to assess staging-db-02's status.,check_status,
Quick task: check if auth-svc-04 is up.,check_status,
"Per Alice's request, ping auth-svc-04 for a health check.",check_status,
Just ping payment-api-03 for a health check. Nothing else needed.,check_status,
Simple request — ping auth-svc-04 for a health check and we're good.,check_status,
Quick task: diagnose payment-api-03.,check_status,
Just see what's going on with auth-svc-04. Nothing else needed.,check_status,
Quick task: see what's going on with cdn-edge-06.,check_status,
Simple request — ping cdn-edge-06 for a health check and we're good.,check_status,
Simple request — verify ml-infer-05's health and we're good.,check_status,
Simple request — ping cdn-edge-06 for a health check and we're good.,check_status,
Quick task: ping cdn-edge-06 for a health check.,check_status,
I need you to ping auth-svc-04 for a health check.,check_status,
All I need is for someone to see what's going on with staging-db-02.,check_status,
All I need is for someone to see what's going on with staging-db-02.,check_status,
Simple request — assess payment-api-03's status and we're good.,check_status,
Quick task: see what's going on with staging-db-02.,check_status,
We gotta see what's going on with prod-web-01.,check_status,
All I need is for someone to verify ml-infer-05's health.,check_status,
Simple request — see what's going on with cdn-edge-06 and we're good.,check_status,
Quick task: ping ml-infer-05 for a health check.,check_status,
Quick task: check if prod-web-01 is up.,check_status,
Just check if cdn-edge-06 is up. Nothing else needed.,check_status,
All I need is for someone to ping payment-api-03 for a health check.,check_status,
Quick task: ping prod-web-01 for a health check.,check_status,
Quick task: see what's going on with prod-web-01.,check_status,
Quick task: assess ml-infer-05's status.,check_status,
Quick task: verify auth-svc-04's health.,check_status,
Simple request — ping ml-infer-05 for a health check and we're good.,check_status,
Urgent: check if ml-infer-05 is up.,check_status,
Quick task: set up an alert for staging-db-02's CPU usage.,create_alert_rule,
Quick task: add an alert when prod-web-01 goes above 90% memory.,create_alert_rule,
Quick task: configure a threshold alert for ml-infer-05.,create_alert_rule,
Just add an alert when prod-web-01 goes above 90% memory. Nothing else needed.,create_alert_rule,
All I need is for someone to build a notification rule for staging-db-02's latency.,create_alert_rule,
Quick task: build a notification rule for prod-web-01's latency.,create_alert_rule,
Just create a monitoring rule for ml-infer-05. Nothing else needed.,create_alert_rule,
Just build a notification rule for prod-web-01's latency. Nothing else needed.,create_alert_rule,
All I need is for someone to set up an alert for cdn-edge-06's CPU usage.,create_alert_rule,
"When you get a chance, set up an alert for staging-db-02's CPU usage.",create_alert_rule,
Quick task: define an alert on auth-svc-04's error rate.,create_alert_rule,
Quick task: set up an alert for prod-web-01's CPU usage.,create_alert_rule,
Just build a notification rule for ml-infer-05's latency. Nothing else needed.,create_alert_rule,
Just create a monitoring rule for staging-db-02. Nothing else needed.,create_alert_rule,
Simple request — define an alert on ml-infer-05's error rate and we're good.,create_alert_rule,
The Engineering team needs us to build a notification rule for ml-infer-05's latency.,create_alert_rule,
Simple request — build a notification rule for ml-infer-05's latency and we're good.,create_alert_rule,
All I need is for someone to configure a threshold alert for prod-web-01.,create_alert_rule,
"For the HR team, add an alert when auth-svc-04 goes above 90% memory.",create_alert_rule,
Simple request — define an alert on ml-infer-05's error rate and we're good.,create_alert_rule,
Simple request — build a notification rule for ml-infer-05's latency and we're good.,create_alert_rule,
Simple request — define an alert on payment-api-03's error rate and we're good.,create_alert_rule,
All I need is for someone to build a notification rule for payment-api-03's latency.,create_alert_rule,
Simple request — add an alert when staging-db-02 goes above 90% memory and we're good.,create_alert_rule,
Time to add an alert when cdn-edge-06 goes above 90% memory.,create_alert_rule,
All I need is for someone to build a notification rule for cdn-edge-06's latency.,create_alert_rule,
Do me a favor and create a monitoring rule for payment-api-03.,create_alert_rule,
Just build a notification rule for staging-db-02's latency. Nothing else needed.,create_alert_rule,
Quick task: build a notification rule for payment-api-03's latency.,create_alert_rule,
Just configure a threshold alert for auth-svc-04. Nothing else needed.,create_alert_rule,
Quick task: define an alert on staging-db-02's error rate.,create_alert_rule,
Just add an alert when cdn-edge-06 goes above 90% memory. Nothing else needed.,create_alert_rule,
All I need is for someone to build a notification rule for cdn-edge-06's latency.,create_alert_rule,
All I need is for someone to create a monitoring rule for payment-api-03.,create_alert_rule,
Just define an alert on auth-svc-04's error rate. Nothing else needed.,create_alert_rule,
Simple request — define an alert on payment-api-03's error rate and we're good.,create_alert_rule,
Just set up an alert for prod-web-01's CPU usage. Nothing else needed.,create_alert_rule,
Simple request — build a notification rule for prod-web-01's latency and we're good.,create_alert_rule,
All I need is for someone to define an alert on auth-svc-04's error rate.,create_alert_rule,
Quick task: set up an alert for ml-infer-05's CPU usage.,create_alert_rule,
Simple request — create a monitoring rule for ml-infer-05 and we're good.,create_alert_rule,
Alice reported an issue — set up an alert for prod-web-01's CPU usage.,create_alert_rule,
Quick task: create a monitoring rule for ml-infer-05.,create_alert_rule,
Just build a notification rule for staging-db-02's latency. Nothing else needed.,create_alert_rule,
"Hey, can you define an alert on ml-infer-05's error rate.",create_alert_rule,
All I need is for someone to add an alert when payment-api-03 goes above 90% memory.,create_alert_rule,
All I need is for someone to add an alert when staging-db-02 goes above 90% memory.,create_alert_rule,
Charlie is asking us to configure a threshold alert for prod-web-01.,create_alert_rule,
I need you to configure a threshold alert for staging-db-02.,create_alert_rule,
All I need is for someone to build a notification rule for payment-api-03's latency.,create_alert_rule,
Simple request — configure a threshold alert for payment-api-03 and we're good.,create_alert_rule,
Simple request — create a monitoring rule for staging-db-02 and we're good.,create_alert_rule,
Diana is asking us to create a monitoring rule for ml-infer-05.,create_alert_rule,
All I need is for someone to create a monitoring rule for cdn-edge-06.,create_alert_rule,
All I need is for someone to create a monitoring rule for payment-api-03.,create_alert_rule,
Do me a favor and build a notification rule for ml-infer-05's latency.,create_alert_rule,
All I need is for someone to create a monitoring rule for cdn-edge-06.,create_alert_rule,
Just create a monitoring rule for ml-infer-05. Nothing else needed.,create_alert_rule,
All I need is for someone to add an alert when prod-web-01 goes above 90% memory.,create_alert_rule,
"When you get a chance, set up an alert for cdn-edge-06's CPU usage.",create_alert_rule,
Simple request — build a notification rule for ml-infer-05's latency and we're good.,create_alert_rule,
Quick task: define an alert on payment-api-03's error rate.,create_alert_rule,
Quick task: configure a threshold alert for cdn-edge-06.,create_alert_rule,
All I need is for someone to set up an alert for prod-web-01's CPU usage.,create_alert_rule,
Simple request — define an alert on staging-db-02's error rate and we're good.,create_alert_rule,
Quick task: create a monitoring rule for payment-api-03.,create_alert_rule,
Quick task: build a notification rule for prod-web-01's latency.,create_alert_rule,
All I need is for someone to add a DNS record for Engineering's service.,create_dns_record,
Do me a favor and update the DNS to route to cdn-edge-06.,create_dns_record,
Do me a favor and set up DNS for ml-infer-05.,create_dns_record,
Please set up DNS for staging-db-02.,create_dns_record,
Just create a DNS entry for payment-api-03. Nothing else needed.,create_dns_record,
"When you get a chance, update the DNS to route to payment-api-03.",create_dns_record,
Quick task: set up DNS for ml-infer-05.,create_dns_record,
Quick task: register a DNS name for Finance.,create_dns_record,
Just create a DNS entry for cdn-edge-06. Nothing else needed.,create_dns_record,
"For the Finance team, create a DNS entry for payment-api-03.",create_dns_record,
Just add a DNS record for Marketing's service. Nothing else needed.,create_dns_record,
Just update the DNS to route to ml-infer-05. Nothing else needed.,create_dns_record,
Just create a DNS entry for auth-svc-04. Nothing else needed.,create_dns_record,
Just add a DNS record for Marketing's service. Nothing else needed.,create_dns_record,
Simple request — register a DNS name for Engineering and we're good.,create_dns_record,
All I need is for someone to update the DNS to route to prod-web-01.,create_dns_record,
Simple request — point the domain to cdn-edge-06 and we're good.,create_dns_record,
Simple request — point the domain to auth-svc-04 and we're good.,create_dns_record,
All I need is for someone to point the domain to payment-api-03.,create_dns_record,
All I need is for someone to point the domain to prod-web-01.,create_dns_record,
All I need is for someone to register a DNS name for Engineering.,create_dns_record,
All I need is for someone to point the domain to payment-api-03.,create_dns_record,
The Finance team needs us to register a DNS name for Marketing.,create_dns_record,
Just add a DNS record for Finance's service. Nothing else needed.,create_dns_record,
All I need is for someone to register a DNS name for Legal.,create_dns_record,
Simple request — add a DNS record for HR's service and we're good.,create_dns_record,
Quick task: add a DNS record for Legal's service.,create_dns_record,
Quick task: register a DNS name for HR.,create_dns_record,
The Engineering team needs us to update the DNS to route to prod-web-01.,create_dns_record,
All I need is for someone to point the domain to prod-web-01.,create_dns_record,
Just create a DNS entry for cdn-edge-06. Nothing else needed.,create_dns_record,
Simple request — point the domain to staging-db-02 and we're good.,create_dns_record,
Just create a DNS entry for ml-infer-05. Nothing else needed.,create_dns_record,
All I need is for someone to register a DNS name for Engineering.,create_dns_record,
Quick task: add a DNS record for Marketing's service.,create_dns_record,
Simple request — update the DNS to route to ml-infer-05 and we're good.,create_dns_record,
Just register a DNS name for HR. Nothing else needed.,create_dns_record,
Simple request — set up DNS for staging-db-02 and we're good.,create_dns_record,
Just set up DNS for auth-svc-04. Nothing else needed.,create_dns_record,
Just point the domain to staging-db-02. Nothing else needed.,create_dns_record,
Just update the DNS to route to prod-web-01. Nothing else needed.,create_dns_record,
Just add a DNS record for Marketing's service. Nothing else needed.,create_dns_record,
Quick task: point the domain to payment-api-03.,create_dns_record,
Quick task: set up DNS for prod-web-01.,create_dns_record,
Quick task: create a DNS entry for payment-api-03.,create_dns_record,
Just set up DNS for staging-db-02. Nothing else needed.,create_dns_record,
Quick task: set up DNS for cdn-edge-06.,create_dns_record,
Quick one — update the DNS to route to staging-db-02.,create_dns_record,
Just set up DNS for cdn-edge-06. Nothing else needed.,create_dns_record,
All I need is for someone to add a DNS record for Engineering's service.,create_dns_record,
